actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
346,PT11M02.00S,2021-04-16T03:31:39.7Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,50,61,2021-04-16T03:31:44Z,3430000,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 203484]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,5.0,Caldwell-Pope,203484.0,,
347,PT11M02.00S,2021-04-16T03:31:39.7Z,3,REGULAR,steal,,[],203484,,,1610612747,50,61,2021-04-16T03:31:41Z,3440000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
348,PT10M53.00S,2021-04-16T03:31:48.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,73.66951379763469,83.64736519607843,1610612747,50,61,2021-04-16T03:31:53Z,3450000,168.0,195.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,25.75,Missed,,,,,,,,,,,,,
349,PT10M49.00S,2021-04-16T03:31:52.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,61,2021-04-16T03:31:53Z,3460000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,348.0,5.0,5.0,0.0,,,,,
350,PT10M37.00S,2021-04-16T03:32:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.835085413929041,58.647365196078425,1610612738,50,61,2021-04-16T03:32:07Z,3470000,-43.0,21.0,1,left,MISS J. Tatum bank Shot,[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,,,,,,4.81,Missed,,,,,,,,,,,,,
351,PT10M35.00S,2021-04-16T03:32:06.1Z,3,REGULAR,rebound,defensive,[],201188,,,1610612747,50,61,2021-04-16T03:32:07Z,3480000,,,0,,M. Gasol REBOUND (Off:1 Def:1),[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,350.0,2.0,1.0,1.0,,,,,
352,PT10M20.00S,2021-04-16T03:32:21.7Z,3,REGULAR,turnover,bad pass,[],201188,,,1610612747,50,61,2021-04-16T03:32:25Z,3490000,,,0,,M. Gasol bad pass TURNOVER (1 TO),"[201188, 203935]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,
353,PT10M20.00S,2021-04-16T03:32:21.7Z,3,REGULAR,steal,,[],203935,,,1610612738,50,61,2021-04-16T03:32:23Z,3500000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M12.00S,2021-04-16T03:32:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.258212877792378,50.80422794117647,1610612738,50,63,2021-04-16T03:32:35Z,3510000,-4.0,6.0,1,left,J. Brown Layup (23 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,0.75,Made,23.0,J. Tatum,1628369.0,3.0,,,,,,,,,
356,PT09M53.00S,2021-04-16T03:32:47.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,82.60512483574244,41.00030637254902,1610612747,52,63,2021-04-16T03:32:52Z,3530000,-45.0,111.0,1,right,D. Schroder 11' pullup Jump Shot (4 PTS),[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,,,,,,11.98,Made,4.0,,,,,,,,,,,,
357,PT09M42.00S,2021-04-16T03:33:05.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,6.783837056504599,48.10814950980392,1610612738,52,65,2021-04-16T03:33:09Z,3540000,9.0,11.0,1,left,T. Thompson cutting DUNK (12 PTS) (K. Walker 7 AST),"[202684, 202689]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,,,,,,1.48,Made,12.0,K. Walker,202689.0,7.0,,,,,,,,,
359,PT09M24.00S,2021-04-16T03:33:30.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,52,65,2021-04-16T03:33:31Z,3560000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M16.00S,2021-04-16T03:37:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,84.97043363994744,54.72579656862745,1610612747,52,65,2021-04-16T03:37:24Z,3570000,24.0,89.0,1,right,MISS D. Schroder 9' floating Shot,[203471],1610612747.0,LAL,floating,,,Schroder,D. Schroder,,,,,,,,,,9.19,Missed,,,,,,,,,,,,,
361,PT09M16.00S,2021-04-16T03:37:07.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,52,65,2021-04-16T03:37:24Z,3580000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,
364,PT09M16.00S,2021-04-16T03:37:20.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,52,65,2021-04-16T03:37:35Z,3585000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT09M00.00S,2021-04-16T03:37:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,10.85742444152431,54.970894607843135,1610612738,52,65,2021-04-16T03:38:44Z,3590000,-25.0,50.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,5.55,Missed,,,,,,,,,,,,,
363,PT08M58.00S,2021-04-16T03:37:35.0Z,3,REGULAR,rebound,defensive,[],201188,,,1610612747,52,65,2021-04-16T03:37:35Z,3600000,,,0,,M. Gasol REBOUND (Off:1 Def:2),[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,362.0,3.0,2.0,1.0,,,,,
365,PT08M50.00S,2021-04-16T03:37:43.0Z,3,REGULAR,3pt,Jump Shot,[],202083,69.59592641261499,25.314031862745097,1610612747,52,65,2021-04-16T03:37:48Z,3610000,-123.0,233.0,1,right,MISS W. Matthews 26' 3PT,[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,26.39,Missed,,,,,,,,,,,,,
366,PT08M45.00S,2021-04-16T03:37:47.7Z,3,REGULAR,rebound,offensive,[],1628398,,,1610612747,52,65,2021-04-16T03:37:47Z,3620000,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,365.0,1.0,0.0,1.0,,,,,
367,PT08M36.00S,2021-04-16T03:37:56.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,65.25952693823915,46.392463235294116,1610612747,55,65,2021-04-16T03:38:00Z,3630000,-18.0,274.0,1,right,K. Kuzma 27' 3PT  (6 PTS) (K. Caldwell-Pope 1 AST),"[1628398, 203484]",1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,27.47,Made,6.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,
369,PT08M26.00S,2021-04-16T03:38:07.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,7.046649145860711,47.372855392156865,1610612738,55,67,2021-04-16T03:38:10Z,3650000,13.0,14.0,1,left,T. Thompson floating Jump Shot (14 PTS) (J. Brown 2 AST),"[202684, 1627759]",1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,,,,,,1.9,Made,14.0,J. Brown,1627759.0,2.0,,,,,,,,,
371,PT08M15.00S,2021-04-16T03:38:17.8Z,3,REGULAR,3pt,Jump Shot,[],201188,65.1281208935611,46.63756127450981,1610612747,58,67,2021-04-16T03:38:22Z,3670000,-17.0,275.0,1,right,M. Gasol 27' 3PT  (10 PTS) (K. Kuzma 1 AST),"[201188, 1628398]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,27.58,Made,10.0,K. Kuzma,1628398.0,1.0,,,,,,,,,
373,PT08M03.00S,2021-04-16T03:38:29.5Z,3,REGULAR,turnover,bad pass,[],202684,,,1610612738,58,67,2021-04-16T03:38:33Z,3690000,,,0,,T. Thompson bad pass TURNOVER (2 TO),"[202684, 203484]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0,,
374,PT08M03.00S,2021-04-16T03:38:29.5Z,3,REGULAR,steal,,[],203484,,,1610612747,58,67,2021-04-16T03:38:31Z,3700000,,,0,,K. Caldwell-Pope STEAL (3 STL),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M52.00S,2021-04-16T03:38:40.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203484,81.42247043363994,94.18658088235294,1610612747,58,67,2021-04-16T03:38:44Z,3710000,221.0,122.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,25.24,Missed,,,,,,,,,,,,,
376,PT07M50.00S,2021-04-16T03:38:42.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,67,2021-04-16T03:38:44Z,3720000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,375.0,3.0,3.0,0.0,,,,,
377,PT07M48.00S,2021-04-16T03:38:48.2Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,58,67,2021-04-16T03:38:53Z,3730000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (6 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,202026.0,,,,,,,,,,,,,,,6.0,,,,
378,PT07M21.00S,2021-04-16T03:39:23.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,92.19776609724047,49.333639705882355,1610612747,60,67,2021-04-16T03:43:47Z,3740000,-3.0,21.0,1,right,K. Kuzma driving floating Jump Shot (8 PTS) (D. Schroder 5 AST),"[1628398, 203471]",1610612747.0,LAL,driving floating,,,Kuzma,K. Kuzma,,,,,,,,,,2.11,Made,8.0,D. Schroder,203471.0,5.0,,,,,,,,,
380,PT07M01.00S,2021-04-16T03:39:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,48.59834558823529,1610612738,60,69,2021-04-16T03:39:48Z,3760000,7.0,13.0,1,left,J. Brown cutting Layup (25 PTS) (T. Thompson 3 AST),"[1627759, 202684]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,1.43,Made,25.0,T. Thompson,202684.0,3.0,,,,,,,,,
382,PT06M49.00S,2021-04-16T03:39:55.4Z,3,REGULAR,3pt,Jump Shot,[],201188,66.83639947437582,62.32383578431373,1610612747,63,69,2021-04-16T03:39:59Z,3780000,62.0,259.0,1,right,M. Gasol 26' 3PT  (13 PTS) (D. Schroder 6 AST),"[201188, 203471]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,26.64,Made,13.0,D. Schroder,203471.0,6.0,,,,,,,,,
384,PT06M30.00S,2021-04-16T03:40:14.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,77.51991421568627,1610612738,63,69,2021-04-16T03:40:18Z,3800000,-138.0,218.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.74,Missed,,,,,,,,,,,,,
385,PT06M27.00S,2021-04-16T03:40:17.8Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,63,69,2021-04-16T03:40:18Z,3810000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,384.0,6.0,4.0,2.0,,,,,
386,PT06M25.00S,2021-04-16T03:40:20.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,5.732588699080158,96.6375612745098,1610612738,63,72,2021-04-16T03:40:24Z,3820000,-233.0,1.0,1,left,J. Tatum 3PT  (12 PTS) (T. Thompson 4 AST),"[1628369, 202684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,23.32,Made,12.0,T. Thompson,202684.0,4.0,,,,,,,,,
388,PT06M04.00S,2021-04-16T03:40:44.2Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612747,63,72,2021-04-16T03:40:50Z,3840000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Schroder 2 FT),"[202684, 203471]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,1626300.0,2.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
390,PT06M04.00S,2021-04-16T03:41:10.1Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612747,64,72,2021-04-16T03:41:10Z,3860000,,,0,,D. Schroder Free Throw 1 of 2 (5 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
391,PT06M04.00S,2021-04-16T03:41:10.1Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612747,64,72,2021-04-16T03:41:31Z,3870000,,,0,,MISS D. Schroder Free Throw 2 of 2,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,Missed,,,,,,,,,,,,,
392,PT06M01.00S,2021-04-16T03:41:13.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,64,72,2021-04-16T03:41:31Z,3880000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,391.0,6.0,6.0,0.0,,,,,
393,PT05M44.00S,2021-04-16T03:41:46.7Z,3,REGULAR,3pt,Jump Shot,[],203935,25.18068331143233,84.1375612745098,1610612738,64,75,2021-04-16T03:41:50Z,3890000,-171.0,184.0,1,left,M. Smart 25' 3PT  (10 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,25.11,Made,10.0,J. Brown,1627759.0,3.0,,,,,,,,,
395,PT05M18.00S,2021-04-16T03:42:13.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,91.93495400788436,49.333639705882355,1610612747,64,75,2021-04-16T03:45:37Z,3910000,-3.0,23.0,1,right,MISS K. Kuzma driving floating Shot,[1628398],1610612747.0,LAL,driving floating,,,Kuzma,K. Kuzma,,,,,,,,,,2.35,Missed,,,,,,,,,,,,,
396,PT05M14.00S,2021-04-16T03:42:17.0Z,3,REGULAR,rebound,offensive,[],201188,,,1610612747,64,75,2021-04-16T03:45:37Z,3920000,,,0,,M. Gasol REBOUND (Off:2 Def:2),[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,395.0,4.0,2.0,2.0,,,,,
397,PT05M14.00S,2021-04-16T03:42:16.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201188,94.40999984741211,50.0,1610612747,66,75,2021-04-16T03:42:16Z,3930000,0.0,0.0,1,right,M. Gasol tip Layup (15 PTS),[201188],1610612747.0,LAL,tip,,,Gasol,M. Gasol,,,,,,,,,,0.0,Made,15.0,,,,,,,,,,,,
398,PT04M56.00S,2021-04-16T03:42:34.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,17.16491458607096,63.794424019607845,1610612738,66,77,2021-04-16T03:45:54Z,3940000,-69.0,109.0,1,left,K. Walker 12' step back Jump Shot (9 PTS),[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,12.89,Made,9.0,,,,,,,,,,,,
399,PT04M43.00S,2021-04-16T03:42:48.1Z,3,REGULAR,3pt,Jump Shot,[],201188,67.7562417871222,61.83363970588235,1610612747,69,77,2021-04-16T03:42:52Z,3950000,59.0,251.0,1,right,M. Gasol 25' 3PT  (18 PTS) (D. Schroder 7 AST),"[201188, 203471]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,25.75,Made,18.0,D. Schroder,203471.0,7.0,,,,,,,,,
401,PT04M24.00S,2021-04-16T03:43:07.1Z,3,REGULAR,3pt,Jump Shot,[],202689,7.046649145860711,1.7846200980392155,1610612738,69,80,2021-04-16T03:43:11Z,3970000,241.0,14.0,1,left,K. Walker 24' 3PT  (12 PTS) (J. Tatum 4 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,24.15,Made,12.0,J. Tatum,1628369.0,4.0,,,,,,,,,
403,PT04M08.00S,2021-04-16T03:43:23.9Z,3,REGULAR,3pt,Jump Shot,[],202083,88.91261498028909,4.725796568627451,1610612747,69,80,2021-04-16T03:43:27Z,3990000,-226.0,52.0,1,right,MISS W. Matthews 3PT,[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,23.22,Missed,,,,,,,,,,,,,
404,PT04M05.00S,2021-04-16T03:43:26.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,69,80,2021-04-16T03:43:27Z,4000000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,403.0,4.0,4.0,0.0,,,,,
405,PT03M57.00S,2021-04-16T03:43:34.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.703679369250986,52.029718137254896,1610612738,69,82,2021-04-16T03:43:38Z,4010000,-10.0,20.0,1,left,J. Tatum cutting DUNK (14 PTS) (T. Thompson 5 AST),"[1628369, 202684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,,,2.23,Made,14.0,T. Thompson,202684.0,5.0,,,,,,,,,
407,PT03M32.00S,2021-04-16T03:43:59.1Z,3,REGULAR,3pt,Jump Shot,[],203471,67.23061760840999,41.24540441176471,1610612747,72,82,2021-04-16T03:44:03Z,4030000,-44.0,256.0,1,right,D. Schroder 25' 3PT  (8 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,25.92,Made,8.0,,,,,,,,,,,,
408,PT03M17.00S,2021-04-16T03:44:13.8Z,3,REGULAR,3pt,Jump Shot,[],202689,28.991458607095925,20.166973039215684,1610612738,72,82,2021-04-16T03:46:57Z,4040000,149.0,220.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,26.58,Missed,,,,,,,,,,,,,
409,PT03M15.00S,2021-04-16T03:44:15.8Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612747,72,82,2021-04-16T03:44:17Z,4050000,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,408.0,2.0,1.0,1.0,,,,,
410,PT03M12.00S,2021-04-16T03:44:22.3Z,3,REGULAR,foul,personal,[],203935,,,1610612747,72,82,2021-04-16T03:44:35Z,4060000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1628398]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,202026.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
412,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],202083,,,1610612747,72,82,2021-04-16T03:44:52Z,4080000,,,0,,SUB out: W. Matthews,[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],203471,,,1610612747,72,82,2021-04-16T03:44:52Z,4090000,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],201188,,,1610612747,72,82,2021-04-16T03:44:52Z,4100000,,,0,,SUB out: M. Gasol,[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612747,72,82,2021-04-16T03:44:52Z,4110000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612747,72,82,2021-04-16T03:44:52Z,4120000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,out,[],202689,,,1610612747,72,82,2021-04-16T03:44:52Z,4130000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1627936,,,1610612747,72,82,2021-04-16T03:44:52Z,4140000,,,0,,SUB in: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1626149,,,1610612747,72,82,2021-04-16T03:44:52Z,4150000,,,0,,SUB in: M. Harrell,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1629659,,,1610612747,72,82,2021-04-16T03:44:52Z,4160000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612747,72,82,2021-04-16T03:44:52Z,4170000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1629641,,,1610612747,72,82,2021-04-16T03:44:52Z,4180000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M12.00S,2021-04-16T03:44:29.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612747,72,82,2021-04-16T03:44:52Z,4190000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M05.00S,2021-04-16T03:45:08.9Z,3,REGULAR,3pt,Jump Shot,[],1628398,67.49342969776609,41.00030637254902,1610612747,75,82,2021-04-16T03:45:13Z,4200000,-45.0,253.0,1,right,K. Kuzma 25' 3PT  (11 PTS) (M. Harrell 3 AST),"[1628398, 1626149]",1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,25.71,Made,11.0,M. Harrell,1626149.0,3.0,,,,,,,,,
426,PT02M55.00S,2021-04-16T03:45:22.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,82,2021-04-16T03:45:22Z,4220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,out,[],203484,,,1610612738,75,82,2021-04-16T03:48:37Z,4230000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,out,[],202684,,,1610612738,75,82,2021-04-16T03:48:37Z,4240000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,75,82,2021-04-16T03:48:37Z,4250000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,in,[],203463,,,1610612738,75,82,2021-04-16T03:48:37Z,4260000,,,0,,SUB in: B. McLemore,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,75,82,2021-04-16T03:48:37Z,4270000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M55.00S,2021-04-16T03:48:21.2Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,75,82,2021-04-16T03:48:37Z,4280000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M43.00S,2021-04-16T03:48:52.4Z,3,REGULAR,3pt,Jump Shot,[],203935,28.991458607095925,21.637561274509803,1610612738,75,85,2021-04-16T03:50:19Z,4290000,142.0,220.0,1,left,M. Smart 26' 3PT pullup (13 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,26.17,Made,13.0,,,,,,,,,,,,
434,PT02M24.00S,2021-04-16T03:49:11.0Z,3,REGULAR,3pt,Jump Shot,[],1628398,71.96123521681997,79.48069852941177,1610612747,75,85,2021-04-16T03:49:17Z,4300000,147.0,211.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,25.75,Missed,,,,,,,,,,,,,
435,PT02M23.00S,2021-04-16T03:49:12.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,85,2021-04-16T03:49:17Z,4310000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,
436,PT02M23.00S,2021-04-16T03:49:17.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,85,2021-04-16T03:49:17Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
