actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
171,PT11M44.00S,2021-06-02T00:15:27.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.863994743758213,48.59834558823529,1610612751,33,24,2021-06-02T00:15:45Z,1700000,7.0,3.0,1,left,N. Claxton cutting DUNK (2 PTS) (J. Harris 1 AST),"[1629651, 203925]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,0.75,Made,,,,,,,2.0,J. Harris,203925.0,1.0,,,,,,,,,
173,PT11M26.00S,2021-06-02T00:15:44.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203953,88.12417871222075,50.06893382352941,1610612738,33,26,2021-06-02T00:15:56Z,1720000,0.0,59.0,1,right,J. Parker turnaround Hook (2 PTS) (G. Williams 1 AST),"[203953, 1629684]",1610612738.0,BOS,turnaround,,,Parker,J. Parker,,,,,5.91,Made,,,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,,
175,PT11M08.00S,2021-06-02T00:16:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203925,13.354139290407357,60.60814950980392,1610612751,33,26,2021-06-02T00:16:08Z,1740000,-53.0,73.0,1,left,MISS J. Harris 9' pullup Shot,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,9.02,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M04.00S,2021-06-02T00:16:07.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,33,26,2021-06-02T00:16:08Z,1750000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
177,PT10M56.00S,2021-06-02T00:16:15.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,93.9060446780552,3.5003063725490198,1610612738,33,26,2021-06-02T00:16:20Z,1760000,-232.0,5.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2021-06-02T00:16:19.4Z,2,REGULAR,rebound,defensive,[],204020,,,1610612751,33,26,2021-06-02T00:16:20Z,1770000,,,0,,T. Johnson REBOUND (Off:1 Def:3),[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,177.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
179,PT10M44.00S,2021-06-02T00:16:27.2Z,2,REGULAR,3pt,Jump Shot,[],201935,30.699737187910642,65.75520833333334,1610612751,33,26,2021-06-02T00:16:31Z,1780000,-79.0,236.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M41.00S,2021-06-02T00:16:30.2Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,33,26,2021-06-02T00:16:31Z,1790000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
181,PT10M37.00S,2021-06-02T00:16:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203953,93.9060446780552,48.59834558823529,1610612738,33,28,2021-06-02T00:16:42Z,1800000,-7.0,5.0,1,right,J. Parker cutting finger roll Layup (4 PTS) (R. Langford 2 AST),"[203953, 1629641]",1610612738.0,BOS,cutting finger roll,,,Parker,J. Parker,,,,,0.85,Made,,,,,,,4.0,R. Langford,1629641.0,2.0,,,,,,,,,
183,PT10M12.00S,2021-06-02T00:16:58.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,7.178055190538765,49.57873774509804,1610612751,33,28,2021-06-02T00:17:02Z,1820000,2.0,15.0,1,left,MISS N. Claxton alley-oop DUNK,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,1.51,Missed,,,,,,,,,,,,,,,,,,,
184,PT10M11.00S,2021-06-02T00:17:00.8Z,2,REGULAR,rebound,offensive,[],201935,,,1610612751,33,28,2021-06-02T00:17:00Z,1830000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,183.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
185,PT10M10.00S,2021-06-02T00:17:02.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,14.011169513797633,58.892463235294116,1610612751,33,28,2021-06-02T00:17:14Z,1840000,-44.0,79.0,1,left,MISS J. Harden 9' driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,9.08,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M08.00S,2021-06-02T00:17:04.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,33,28,2021-06-02T00:17:07Z,1850000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
187,PT09M52.00S,2021-06-02T00:17:19.8Z,2,REGULAR,2pt,Jump Shot,[],203095,72.35545335085413,60.853247549019606,1610612738,33,30,2021-06-02T00:17:33Z,1860000,54.0,207.0,1,right,E. Fournier 21' pullup Jump Shot (5 PTS) (P. Pritchard 1 AST),"[203095, 1630202]",1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,21.44,Made,,,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
188,PT09M26.00S,2021-06-02T00:17:44.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,30.56833114323259,32.176776960784316,1610612751,36,30,2021-06-02T00:17:53Z,1870000,89.0,235.0,1,left,L. Shamet 25' 3PT bank (3 PTS) (J. Harden 5 AST),"[1629013, 201935]",1610612751.0,BKN,bank,,,Shamet,L. Shamet,,,,,25.11,Made,,,,,,,3.0,J. Harden,201935.0,5.0,,,,,,,,,
190,PT09M13.00S,2021-06-02T00:18:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,36,30,2021-06-02T00:18:01Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M13.00S,2021-06-02T00:18:02.8Z,2,REGULAR,substitution,out,[],204020,,,1610612738,36,30,2021-06-02T00:18:11Z,1900000,,,0,,SUB out: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M13.00S,2021-06-02T00:18:02.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,36,30,2021-06-02T00:18:11Z,1910000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M05.00S,2021-06-02T00:18:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.64323258869908,54.970894607843135,1610612738,36,30,2021-06-02T00:18:33Z,1920000,25.0,7.0,1,right,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
194,PT09M03.00S,2021-06-02T00:18:31.3Z,2,REGULAR,rebound,offensive,[],203095,,,1610612738,36,30,2021-06-02T00:18:33Z,1930000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,193.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
195,PT09M01.00S,2021-06-02T00:18:32.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203095,93.77463863337714,27.519914215686274,1610612738,36,30,2021-06-02T00:18:36Z,1940000,-112.0,6.0,1,right,MISS E. Fournier 11' fadeaway Shot,[203095],1610612738.0,BOS,fadeaway,,,Fournier,E. Fournier,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M01.00S,2021-06-02T00:18:32.7Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612751,36,30,2021-06-02T00:18:36Z,1950000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
197,PT08M56.00S,2021-06-02T00:18:38.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629013,5.469776609724048,51.294424019607845,1610612751,38,30,2021-06-02T00:18:50Z,1960000,-6.0,-1.0,1,left,L. Shamet cutting DUNK (5 PTS) (J. Harden 6 AST),"[1629013, 201935]",1610612751.0,BKN,cutting,,,Shamet,L. Shamet,,,,,0.66,Made,,,,,,,5.0,J. Harden,201935.0,6.0,,,,,,,,,
199,PT08M45.00S,2021-06-02T00:18:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630202,71.56701708278581,19.431678921568626,1610612738,38,33,2021-06-02T00:19:04Z,1980000,-153.0,215.0,1,right,P. Pritchard 26' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,26.36,Made,,,,,,,3.0,,,,,,,,,,,,
200,PT08M31.00S,2021-06-02T00:19:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.258212877792378,46.63756127450981,1610612751,38,33,2021-06-02T00:19:07Z,1990000,17.0,6.0,1,left,MISS N. Claxton cutting Layup - blocked,"[1629651, 1629641]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.79,Missed,,,,,Langford,1629641.0,,,,,,,,,,,,,
201,PT08M31.00S,2021-06-02T00:19:02.6Z,2,REGULAR,block,,[],1629641,,,1610612751,38,33,2021-06-02T00:19:04Z,2000000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M31.00S,2021-06-02T00:19:02.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,38,33,2021-06-02T00:19:07Z,2010000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
203,PT08M21.00S,2021-06-02T00:19:13.2Z,2,REGULAR,3pt,Jump Shot,[],203953,92.32917214191852,3.7454044117647056,1610612738,38,36,2021-06-02T00:19:23Z,2020000,-231.0,20.0,1,right,J. Parker 3PT  (7 PTS) (P. Pritchard 2 AST),"[203953, 1630202]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,23.21,Made,,,,,,,7.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
205,PT07M59.00S,2021-06-02T00:19:37.3Z,2,REGULAR,foul,personal,['2freethrow'],203953,,,1610612751,38,36,2021-06-02T00:19:50Z,2040000,,,0,,J. Parker shooting personal FOUL (1 PF) (Harden 2 FT),"[203953, 201935]",1610612738.0,BOS,shooting,,,Parker,J. Parker,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Harden,201935.0,,,,
207,PT07M59.00S,2021-06-02T00:20:05.8Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,39,36,2021-06-02T00:20:05Z,2060000,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
208,PT07M59.00S,2021-06-02T00:20:06.3Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,39,36,2021-06-02T00:20:15Z,2070000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M59.00S,2021-06-02T00:20:06.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612751,39,36,2021-06-02T00:20:15Z,2080000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M59.00S,2021-06-02T00:20:06.3Z,2,REGULAR,substitution,in,[],201933,,,1610612751,39,36,2021-06-02T00:20:15Z,2090000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M59.00S,2021-06-02T00:20:06.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,39,36,2021-06-02T00:20:15Z,2100000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M59.00S,2021-06-02T00:20:29.2Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,40,36,2021-06-02T00:20:29Z,2110000,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
213,PT07M48.00S,2021-06-02T00:20:44.3Z,2,REGULAR,foul,personal,['2freethrow'],201933,,,1610612738,40,36,2021-06-02T00:20:53Z,2120000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Parker 2 FT),"[201933, 203953]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Parker,203953.0,,,,
215,PT07M48.00S,2021-06-02T00:21:04.2Z,2,REGULAR,freethrow,1 of 2,[],203953,,,1610612738,40,37,2021-06-02T00:21:04Z,2140000,,,0,,J. Parker Free Throw 1 of 2 (8 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
217,PT07M48.00S,2021-06-02T00:21:23.4Z,2,REGULAR,freethrow,2 of 2,[],203953,,,1610612738,40,38,2021-06-02T00:21:23Z,2150000,,,0,,J. Parker Free Throw 2 of 2 (9 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
218,PT07M31.00S,2021-06-02T00:21:42.2Z,2,REGULAR,3pt,Jump Shot,[],201935,26.231931668856767,16.490502450980394,1610612751,43,38,2021-06-02T00:21:55Z,2160000,168.0,194.0,1,left,J. Harden 25' 3PT step back (16 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.64,Made,,,,,,,16.0,,,,,,,,,,,,
219,PT07M16.00S,2021-06-02T00:21:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,94.03745072273325,54.48069852941176,1610612738,43,40,2021-06-02T00:22:01Z,2170000,22.0,4.0,1,right,R. Langford alley-oop Layup (7 PTS) (P. Pritchard 3 AST),"[1629641, 1630202]",1610612738.0,BOS,alley-oop,,,Langford,R. Langford,,,,,2.27,Made,,,,,,,7.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
221,PT06M58.00S,2021-06-02T00:22:13.8Z,2,REGULAR,3pt,Jump Shot,[],203925,22.026938239159,11.588541666666668,1610612751,46,40,2021-06-02T00:22:18Z,2190000,192.0,155.0,1,left,J. Harris 24' 3PT  (5 PTS) (J. Harden 7 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,24.66,Made,,,,,,,5.0,J. Harden,201935.0,7.0,,,,,,,,,
223,PT06M43.00S,2021-06-02T00:22:29.3Z,2,REGULAR,3pt,Jump Shot,[],203953,94.03745072273325,95.65716911764706,1610612738,46,40,2021-06-02T00:22:34Z,2210000,228.0,4.0,1,right,MISS J. Parker 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M40.00S,2021-06-02T00:22:32.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,46,40,2021-06-02T00:22:34Z,2220000,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,223.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
225,PT06M31.00S,2021-06-02T00:22:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.5722733245729295,47.61795343137255,1610612751,46,40,2021-06-02T00:22:49Z,2230000,12.0,19.0,1,left,MISS B. Brown cutting Layup,[1628971],1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,2.22,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M29.00S,2021-06-02T00:22:42.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,40,2021-06-02T00:22:49Z,2240000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,225.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
227,PT06M25.00S,2021-06-02T00:22:47.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,68.80749014454665,65.26501225490196,1610612738,46,40,2021-06-02T00:23:01Z,2250000,76.0,241.0,1,right,MISS J. Tatum 25' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M25.00S,2021-06-02T00:22:47.2Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,46,40,2021-06-02T00:23:01Z,2260000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,227.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
230,PT06M20.00S,2021-06-02T00:23:12.5Z,2,REGULAR,turnover,out-of-bounds,[],203925,,,1610612751,46,40,2021-06-02T00:23:28Z,2280000,,,0,,J. Harris step out-of-bounds TURNOVER (1 TO),[203925],1610612751.0,BKN,step,,,Harris,J. Harris,,,,,,,,,,,,,,,,,2534.0,,,,,1.0,,,
231,PT06M20.00S,2021-06-02T00:23:22.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,40,2021-06-02T00:23:22Z,2290000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,out,[],203925,,,1610612738,46,40,2021-06-02T00:26:33Z,2300000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612738,46,40,2021-06-02T00:26:33Z,2310000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,out,[],203095,,,1610612738,46,40,2021-06-02T00:26:33Z,2320000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,in,[],202681,,,1610612738,46,40,2021-06-02T00:26:33Z,2330000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,in,[],201142,,,1610612738,46,40,2021-06-02T00:26:33Z,2340000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M20.00S,2021-06-02T00:23:59.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,46,40,2021-06-02T00:26:33Z,2350000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M12.00S,2021-06-02T00:27:09.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,46,40,2021-06-02T00:27:09Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M08.00S,2021-06-02T00:27:23.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,65.78515111695138,49.08854166666667,1610612738,46,40,2021-06-02T00:27:32Z,2370000,-5.0,269.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M02.00S,2021-06-02T00:27:29.0Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,46,40,2021-06-02T00:27:32Z,2380000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
241,PT05M59.00S,2021-06-02T00:27:31.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203953,86.5473061760841,51.53952205882353,1610612738,46,42,2021-06-02T00:27:47Z,2390000,8.0,74.0,1,right,J. Parker 7' bank Jump Shot (11 PTS) (P. Pritchard 4 AST),"[203953, 1630202]",1610612738.0,BOS,bank,,,Parker,J. Parker,,,,,7.44,Made,,,,,,,11.0,P. Pritchard,1630202.0,4.0,,,,,,,,,
243,PT05M41.00S,2021-06-02T00:27:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.302890932982917,46.63756127450981,1610612751,46,42,2021-06-02T00:27:54Z,2410000,17.0,63.0,1,left,MISS K. Durant 6' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M38.00S,2021-06-02T00:27:52.5Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,46,42,2021-06-02T00:27:54Z,2420000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
245,PT05M35.00S,2021-06-02T00:27:56.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203953,79.97700394218134,48.353247549019606,1610612738,46,42,2021-06-02T00:28:06Z,2430000,-8.0,136.0,1,right,MISS J. Parker 13' pullup Shot,[203953],1610612738.0,BOS,pullup,,,Parker,J. Parker,,,,,13.59,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M31.00S,2021-06-02T00:28:00.0Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,46,42,2021-06-02T00:28:06Z,2440000,,,0,,B. Griffin REBOUND (Off:1 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
247,PT05M27.00S,2021-06-02T00:28:07.2Z,2,REGULAR,foul,personal,[],203953,,,1610612751,46,42,2021-06-02T00:28:14Z,2450000,,,0,,J. Parker personal FOUL (2 PF),"[203953, 201935]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Harden,201935.0,,,,
249,PT05M27.00S,2021-06-02T00:28:14.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612751,46,42,2021-06-02T00:28:20Z,2470000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M27.00S,2021-06-02T00:28:14.1Z,2,REGULAR,substitution,in,[],202684,,,1610612751,46,42,2021-06-02T00:28:20Z,2480000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M13.00S,2021-06-02T00:28:39.6Z,2,REGULAR,3pt,Jump Shot,[],201142,29.77989487516426,72.37285539215686,1610612751,49,42,2021-06-02T00:28:53Z,2490000,-112.0,227.0,1,left,K. Durant 25' 3PT pullup (7 PTS) (J. Harden 8 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.34,Made,,,,,,,7.0,J. Harden,201935.0,8.0,,,,,,,,,
253,PT04M57.00S,2021-06-02T00:28:57.7Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,49,42,2021-06-02T00:29:15Z,2510000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1193.0,,,,,1.0,,,
254,PT04M47.00S,2021-06-02T00:29:15.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,17.427726675427067,49.82383578431372,1610612751,49,42,2021-06-02T00:29:26Z,2520000,1.0,111.0,1,left,MISS K. Durant 11' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,11.13,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M41.00S,2021-06-02T00:29:21.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,49,42,2021-06-02T00:29:26Z,2530000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,254.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
256,PT04M32.00S,2021-06-02T00:29:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.70105124835742,53.74540441176471,1610612738,49,42,2021-06-02T00:29:45Z,2540000,19.0,44.0,1,right,MISS J. Tatum Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M32.00S,2021-06-02T00:29:31.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,49,42,2021-06-02T00:29:45Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,
258,PT04M32.00S,2021-06-02T00:29:44.5Z,2,REGULAR,foul,personal,[],202684,,,1610612751,49,42,2021-06-02T00:29:54Z,2560000,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 201142]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Durant,201142.0,,,,
260,PT04M22.00S,2021-06-02T00:30:00.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201935,7.178055190538765,47.86305147058824,1610612751,51,42,2021-06-02T00:30:14Z,2580000,11.0,15.0,1,left,J. Harden running DUNK (18 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,1.84,Made,,,,,,,18.0,,,,,,,,,,,,
261,PT04M22.00S,2021-06-02T00:30:07.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,51,42,2021-06-02T00:30:07Z,2590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
