actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
83,PT04M39.00S,2021-06-01T23:59:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203925,5.863994743758213,53.990502450980394,1610612751,17,19,2021-06-01T23:59:27Z,830000,-20.0,3.0,1,left,MISS J. Harris driving Layup - blocked,"[203925, 202684]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,2.02,Missed,,,,,Thompson,202684.0,,,,,,,,,,,,,
84,PT04M39.00S,2021-06-01T23:59:22.1Z,1,REGULAR,block,,[],202684,,,1610612751,17,19,2021-06-01T23:59:24Z,840000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M36.00S,2021-06-01T23:59:25.1Z,1,REGULAR,rebound,offensive,[],204020,,,1610612751,17,19,2021-06-01T23:59:27Z,850000,,,0,,T. Johnson REBOUND (Off:1 Def:1),[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,83.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
86,PT04M36.00S,2021-06-01T23:59:26.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204020,12.828515111695138,49.57873774509804,1610612751,17,19,2021-06-01T23:59:31Z,860000,2.0,68.0,1,left,MISS T. Johnson 6' driving floating Shot,[204020],1610612751.0,BKN,driving floating,,,Johnson,T. Johnson,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M36.00S,2021-06-01T23:59:26.0Z,1,REGULAR,rebound,offensive,[],201933,,,1610612751,17,19,2021-06-01T23:59:31Z,870000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
88,PT04M35.00S,2021-06-01T23:59:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,5.590000152587891,50.0,1610612751,17,19,2021-06-01T23:59:29Z,880000,0.0,0.0,1,left,MISS B. Griffin tip Layup,[201933],1610612751.0,BKN,tip,,,Griffin,B. Griffin,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M35.00S,2021-06-01T23:59:31.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,17,19,2021-06-01T23:59:31Z,890000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2021-06-01T23:59:32.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,17,19,2021-06-01T23:59:32Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2021-06-01T23:59:37.8Z,1,REGULAR,substitution,out,[],201933,,,1610612738,17,19,2021-06-01T23:59:50Z,910000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M35.00S,2021-06-01T23:59:37.8Z,1,REGULAR,substitution,out,[],203925,,,1610612738,17,19,2021-06-01T23:59:50Z,920000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2021-06-01T23:59:37.8Z,1,REGULAR,substitution,in,[],1629013,,,1610612738,17,19,2021-06-01T23:59:50Z,930000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2021-06-01T23:59:37.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612738,17,19,2021-06-01T23:59:50Z,940000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2021-06-02T00:00:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.96123521681997,19.186580882352942,1610612738,17,19,2021-06-02T00:00:25Z,950000,-154.0,211.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M14.00S,2021-06-02T00:00:23.6Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612738,17,19,2021-06-02T00:00:25Z,960000,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
97,PT04M13.00S,2021-06-02T00:00:24.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,67.09921156373193,53.255208333333336,1610612738,17,19,2021-06-02T00:00:28Z,970000,16.0,257.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M10.00S,2021-06-02T00:00:27.7Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612751,17,19,2021-06-02T00:00:28Z,980000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT04M03.00S,2021-06-02T00:00:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,13.485545335085414,46.88265931372549,1610612751,19,19,2021-06-02T00:00:46Z,990000,16.0,74.0,1,left,K. Durant 7' turnaround Jump Shot (2 PTS) (L. Shamet 1 AST),"[201142, 1629013]",1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,7.59,Made,,,,,,,2.0,L. Shamet,1629013.0,1.0,,,,,,,,,
101,PT03M44.00S,2021-06-02T00:00:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.03745072273325,53.01011029411765,1610612738,19,19,2021-06-02T00:01:00Z,1010000,15.0,4.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2021-06-02T00:00:56.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,19,2021-06-02T00:01:00Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,
103,PT03M41.00S,2021-06-02T00:00:58.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,19,19,2021-06-02T00:00:58Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M41.00S,2021-06-02T00:01:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,19,2021-06-02T00:01:04Z,1040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2021-06-02T00:01:05.6Z,1,REGULAR,substitution,out,[],202684,,,1610612738,19,19,2021-06-02T00:04:09Z,1050000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2021-06-02T00:01:05.6Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,19,19,2021-06-02T00:04:09Z,1060000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M41.00S,2021-06-02T00:01:05.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,19,19,2021-06-02T00:04:09Z,1070000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M41.00S,2021-06-02T00:01:05.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,19,19,2021-06-02T00:04:09Z,1080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2021-06-02T00:04:54.9Z,1,REGULAR,turnover,backcourt,[],1629684,,,1610612738,19,19,2021-06-02T00:05:16Z,1090000,,,0,,G. Williams backcourt TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,,,
111,PT03M24.00S,2021-06-02T00:05:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,20.318659658344284,41.98069852941176,1610612751,19,19,2021-06-02T00:05:31Z,1100000,40.0,138.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.42,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2021-06-02T00:05:31.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,19,19,2021-06-02T00:05:31Z,1110000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT03M09.00S,2021-06-02T00:05:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.39356110381078,39.28462009803921,1610612738,19,21,2021-06-02T00:05:45Z,1120000,-54.0,104.0,1,right,J. Tatum 11' turnaround fadeaway Jump Shot (7 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,11.66,Made,,,,,,,7.0,,,,,,,,,,,,
114,PT02M56.00S,2021-06-02T00:05:54.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.674770039421814,49.57873774509804,1610612751,19,21,2021-06-02T00:06:02Z,1130000,2.0,38.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M53.00S,2021-06-02T00:05:57.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,19,21,2021-06-02T00:05:57Z,1140000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,114.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
116,PT02M52.00S,2021-06-02T00:06:00.5Z,1,REGULAR,foul,personal,[],1629684,,,1610612751,19,21,2021-06-02T00:06:20Z,1150000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1629651]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Claxton,1629651.0,,,,
118,PT02M46.00S,2021-06-02T00:06:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,24.26084099868594,87.32383578431373,1610612751,19,21,2021-06-02T00:06:38Z,1170000,-187.0,176.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M42.00S,2021-06-02T00:06:35.7Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,19,21,2021-06-02T00:06:38Z,1180000,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,118.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
120,PT02M41.00S,2021-06-02T00:06:37.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204020,22.946780551905388,13.304227941176471,1610612751,22,21,2021-06-02T00:06:47Z,1190000,183.0,163.0,1,left,T. Johnson 24' 3PT  (3 PTS) (K. Irving 1 AST),"[204020, 202681]",1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,24.56,Made,,,,,,,3.0,K. Irving,202681.0,1.0,,,,,,,,,
122,PT02M27.00S,2021-06-02T00:06:53.2Z,1,REGULAR,foul,personal,[],204020,,,1610612738,22,21,2021-06-02T00:07:08Z,1210000,,,0,,T. Johnson personal FOUL (1 PF),"[204020, 203935]",1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Smart,203935.0,,,,
124,PT02M27.00S,2021-06-02T00:07:02.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612738,22,21,2021-06-02T00:07:16Z,1230000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M27.00S,2021-06-02T00:07:02.7Z,1,REGULAR,substitution,in,[],201935,,,1610612738,22,21,2021-06-02T00:07:16Z,1240000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2021-06-02T00:07:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.51182654402102,52.029718137254896,1610612738,22,21,2021-06-02T00:07:41Z,1250000,10.0,8.0,1,right,MISS A. Nesmith driving Layup - blocked,"[1630174, 201142]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,1.32,Missed,,,,,Durant,201142.0,,,,,,,,,,,,,
127,PT02M11.00S,2021-06-02T00:07:36.5Z,1,REGULAR,block,,[],201142,,,1610612738,22,21,2021-06-02T00:07:39Z,1260000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M08.00S,2021-06-02T00:07:39.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,22,21,2021-06-02T00:07:41Z,1270000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
129,PT02M04.00S,2021-06-02T00:07:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,6.915243101182654,48.10814950980392,1610612751,24,21,2021-06-02T00:07:56Z,1280000,9.0,13.0,1,left,K. Durant driving Layup (4 PTS) (J. Harden 3 AST),"[201142, 201935]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.57,Made,,,,,,,4.0,J. Harden,201935.0,3.0,,,,,,,,,
131,PT01M52.00S,2021-06-02T00:07:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,85.89027595269383,51.049325980392155,1610612738,24,21,2021-06-02T00:08:07Z,1300000,5.0,80.0,1,right,MISS M. Smart 8' driving floating Shot - blocked,"[203935, 201935]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.03,Missed,,,,,Harden,201935.0,,,,,,,,,,,,,
132,PT01M52.00S,2021-06-02T00:07:55.7Z,1,REGULAR,block,,[],201935,,,1610612738,24,21,2021-06-02T00:08:00Z,1310000,,,0,,J. Harden BLOCK (2 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M47.00S,2021-06-02T00:08:00.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,24,21,2021-06-02T00:08:07Z,1320000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,131.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
134,PT01M46.00S,2021-06-02T00:08:02.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204020,3.1044678055190538,95.65716911764706,1610612751,24,21,2021-06-02T00:08:13Z,1330000,-228.0,-23.0,1,left,MISS T. Johnson 3PT,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M43.00S,2021-06-02T00:08:05.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,21,2021-06-02T00:08:13Z,1340000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,134.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
136,PT01M28.00S,2021-06-02T00:08:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.67608409986859,27.029718137254903,1610612738,24,21,2021-06-02T00:08:25Z,1350000,-115.0,242.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M24.00S,2021-06-02T00:08:23.6Z,1,REGULAR,rebound,defensive,[],204020,,,1610612751,24,21,2021-06-02T00:08:25Z,1360000,,,0,,T. Johnson REBOUND (Off:1 Def:2),[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,136.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
138,PT01M16.00S,2021-06-02T00:08:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.258212877792378,45.41207107843137,1610612751,26,21,2021-06-02T00:08:39Z,1370000,23.0,6.0,1,left,K. Irving driving reverse Layup (6 PTS),[202681],1610612751.0,BKN,driving reverse,,,Irving,K. Irving,,,,,2.38,Made,,,,,,,6.0,,,,,,,,,,,,
139,PT01M03.00S,2021-06-02T00:08:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,83.52496714848883,93.94148284313727,1610612738,26,21,2021-06-02T00:08:49Z,1380000,220.0,102.0,1,right,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M00.00S,2021-06-02T00:08:47.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,26,21,2021-06-02T00:08:49Z,1390000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,139.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
141,PT00M56.50S,2021-06-02T00:08:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,26,21,2021-06-02T00:09:11Z,1400000,,,0,,G. Williams shooting personal FOUL (2 PF) (Harden 2 FT),"[1629684, 201935]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Harden,201935.0,,,,
143,PT00M56.50S,2021-06-02T00:09:27.9Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,27,21,2021-06-02T00:09:27Z,1420000,,,0,,J. Harden Free Throw 1 of 2 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
144,PT00M56.50S,2021-06-02T00:09:28.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612751,27,21,2021-06-02T00:09:33Z,1430000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M56.50S,2021-06-02T00:09:28.9Z,1,REGULAR,substitution,in,[],203953,,,1610612751,27,21,2021-06-02T00:09:33Z,1440000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M56.50S,2021-06-02T00:09:28.9Z,1,REGULAR,substitution,out,[],203935,,,1610612751,27,21,2021-06-02T00:09:43Z,1450000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M56.50S,2021-06-02T00:09:28.9Z,1,REGULAR,substitution,in,[],203095,,,1610612751,27,21,2021-06-02T00:09:43Z,1460000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M56.50S,2021-06-02T00:09:53.9Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,28,21,2021-06-02T00:09:53Z,1470000,,,0,,J. Harden Free Throw 2 of 2 (11 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
149,PT00M42.10S,2021-06-02T00:10:12.2Z,1,REGULAR,3pt,Jump Shot,[],203095,76.82325886990802,11.833639705882353,1610612738,28,21,2021-06-02T00:10:17Z,1480000,-191.0,165.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M39.70S,2021-06-02T00:10:14.6Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,28,21,2021-06-02T00:10:17Z,1490000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
151,PT00M39.70S,2021-06-02T00:10:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,93.64323258869908,49.333639705882355,1610612738,28,23,2021-06-02T00:10:20Z,1500000,-3.0,7.0,1,right,G. Williams putback Layup (2 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,0.8,Made,,,,,,,2.0,,,,,,,,,,,,
152,PT00M39.70S,2021-06-02T00:10:19.6Z,1,REGULAR,foul,personal,['1freethrow'],202681,,,1610612738,28,23,2021-06-02T00:10:28Z,1510000,,,0,,K. Irving shooting personal FOUL (1 PF) (Williams 1 FT),"[202681, 1629684]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Williams,1629684.0,,,,
154,PT00M39.70S,2021-06-02T00:10:32.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,28,23,2021-06-02T00:11:12Z,1530000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M39.70S,2021-06-02T00:10:32.4Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,28,23,2021-06-02T00:11:12Z,1540000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M39.70S,2021-06-02T00:10:48.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629684,,,1610612738,28,24,2021-06-02T00:10:48Z,1550000,,,0,,G. Williams Free Throw 1 of 1 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
157,PT00M33.50S,2021-06-02T00:10:56.3Z,1,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,25.06893382352941,1610612751,31,24,2021-06-02T00:11:08Z,1560000,125.0,243.0,1,left,K. Irving 27' 3PT  (9 PTS) (J. Harden 4 AST),"[202681, 201935]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,27.36,Made,,,,,,,9.0,J. Harden,201935.0,4.0,,,,,,,,,
159,PT00M22.60S,2021-06-02T00:11:10.6Z,1,REGULAR,3pt,Jump Shot,[],203095,92.19776609724047,3.010110294117647,1610612738,31,24,2021-06-02T00:11:22Z,1580000,-235.0,21.0,1,right,MISS E. Fournier step back 3PT,[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M20.40S,2021-06-02T00:11:12.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,31,24,2021-06-02T00:11:12Z,1590000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
161,PT00M01.00S,2021-06-02T00:11:33.3Z,1,REGULAR,turnover,bad pass,[],1629013,,,1610612751,31,24,2021-06-02T00:12:05Z,1592500,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1629684]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,
162,PT00M01.00S,2021-06-02T00:11:33.3Z,1,REGULAR,steal,,[],1629684,,,1610612738,31,24,2021-06-02T00:11:35Z,1593750,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M00.10S,2021-06-02T00:11:37.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629641,35.43035479632063,35.60814950980392,1610612738,31,24,2021-06-02T00:12:05Z,1595000,-72.0,554.0,1,right,MISS R. Langford 55' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,55.92,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2021-06-02T00:11:37.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,31,24,2021-06-02T00:11:59Z,1597500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-06-02T00:11:39.8Z,1,REGULAR,period,end,[],0,,,1610612738,31,24,2021-06-02T00:11:39Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-06-02T00:12:24.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,31,24,2021-06-02T00:14:46Z,1650000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-06-02T00:12:24.4Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612738,31,24,2021-06-02T00:14:46Z,1660000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-06-02T00:12:24.4Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612738,31,24,2021-06-02T00:14:46Z,1670000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-06-02T00:12:24.4Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612738,31,24,2021-06-02T00:14:46Z,1680000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-06-02T00:15:12.2Z,2,REGULAR,period,start,[],0,,,1610612751,31,24,2021-06-02T00:15:12Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
