actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
363,PT06M09.00S,2021-02-17T01:30:22.6Z,3,REGULAR,2pt,Jump Shot,[],203999,91.67214191852825,73.10814950980392,1610612743,71,67,2021-02-17T01:30:27Z,3580000,116.0,26.0,1,right,MISS N. Jokic 11' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,11.83,Missed,,,,,,,,,,,,,,,,,,
364,PT06M06.00S,2021-02-17T01:30:25.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,71,67,2021-02-17T01:30:27Z,3590000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,,,,
365,PT06M00.00S,2021-02-17T01:30:32.7Z,3,REGULAR,foul,personal,[],203210,,,1610612738,71,67,2021-02-17T01:30:42Z,3600000,,,0,,J. Green personal FOUL (2 PF),"[203210, 1627759]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,2530.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
367,PT06M00.00S,2021-02-17T01:30:37.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,71,67,2021-02-17T01:30:49Z,3620000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M00.00S,2021-02-17T01:30:37.9Z,3,REGULAR,substitution,out,[],1627750,,,1610612738,71,67,2021-02-17T01:30:49Z,3630000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M00.00S,2021-02-17T01:30:37.9Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,71,67,2021-02-17T01:30:49Z,3640000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M00.00S,2021-02-17T01:30:37.9Z,3,REGULAR,substitution,in,[],1630181,,,1610612738,71,67,2021-02-17T01:30:49Z,3650000,,,0,,SUB in: R. Hampton,[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M47.00S,2021-02-17T01:31:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.754927726675426,42.22579656862745,1610612738,71,67,2021-02-17T01:31:32Z,3660000,39.0,30.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 203999]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.9,Missed,,,,,,,,,,,,,,,,,Jokic,203999.0
372,PT05M47.00S,2021-02-17T01:31:11.5Z,3,REGULAR,block,,[],203999,,,1610612738,71,67,2021-02-17T01:31:15Z,3670000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M46.00S,2021-02-17T01:31:12.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,67,2021-02-17T01:31:32Z,3680000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,
374,PT05M46.00S,2021-02-17T01:31:17.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,71,67,2021-02-17T01:31:17Z,3690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT05M43.00S,2021-02-17T01:31:41.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,71,67,2021-02-17T01:31:49Z,3700000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
376,PT05M35.00S,2021-02-17T01:32:02.6Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,71,67,2021-02-17T01:32:08Z,3710000,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (3 TO),[203999],1610612743.0,DEN,lost ball,,,Jokic,N. Jokic,,,,,,,,,,,2530.0,,,,,,,,,3.0,,,,
377,PT05M22.00S,2021-02-17T01:32:22.5Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,71,67,2021-02-17T01:32:28Z,3720000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (4 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,2530.0,,,,,,,,,4.0,,,,
378,PT05M22.00S,2021-02-17T01:32:26.2Z,3,REGULAR,substitution,out,[],203210,,,1610612743,71,67,2021-02-17T01:32:29Z,3730000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M22.00S,2021-02-17T01:32:26.2Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,71,67,2021-02-17T01:32:29Z,3740000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M04.00S,2021-02-17T01:32:56.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,82.34231274638634,58.892463235294116,1610612743,71,69,2021-02-17T01:33:02Z,3750000,44.0,113.0,1,right,N. Jokic 12' floating Jump Shot (33 PTS) (F. Campazzo 3 AST),"[203999, 1630267]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,12.19,Made,,,,,,,,,,33.0,F. Campazzo,1630267.0,3.0,,,,,
382,PT04M49.00S,2021-02-17T01:33:10.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.610381077529567,58.647365196078425,1610612738,71,69,2021-02-17T01:38:15Z,3770000,-43.0,122.0,1,left,MISS J. Brown 12' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,12.98,Missed,,,,,,,,,,,,,,,,,,
383,PT04M46.00S,2021-02-17T01:33:13.2Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612743,71,69,2021-02-17T01:33:16Z,3780000,,,0,,R. Hampton REBOUND (Off:1 Def:2),[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,382.0,3.0,2.0,1.0,,,,,,,,,,,,,,
384,PT04M36.00S,2021-02-17T01:33:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,91.27792378449409,44.921875,1610612743,71,69,2021-02-17T01:33:27Z,3790000,-25.0,29.0,1,right,MISS R. Hampton driving finger roll Layup,[1630181],1610612743.0,DEN,driving finger roll,,,Hampton,R. Hampton,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,
385,PT04M33.00S,2021-02-17T01:33:26.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,71,69,2021-02-17T01:33:27Z,3800000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,384.0,3.0,3.0,0.0,,,,,,,,,,,,,,
386,PT04M29.00S,2021-02-17T01:33:34.4Z,3,REGULAR,2pt,Jump Shot,[],1628400,4.418528252299605,8.892463235294118,1610612738,71,69,2021-02-17T01:34:10Z,3810000,206.0,-11.0,1,left,MISS S. Ojeleye 20' Jump Shot,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,20.58,Missed,,,,,,,,,,,,,,,,,,
387,PT04M27.00S,2021-02-17T01:33:36.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,69,2021-02-17T01:34:10Z,3820000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,
388,PT04M27.00S,2021-02-17T01:33:47.4Z,3,REGULAR,foul,personal,[],203999,,,1610612738,71,69,2021-02-17T01:34:03Z,3830000,,,0,,N. Jokic loose ball personal FOUL (1 PF),"[203999, 202684]",1610612743.0,DEN,loose ball,,,Jokic,N. Jokic,,,,,,,,,,,1204.0,1.0,0.0,Thompson,202684.0,,,,,,,,,
390,PT04M27.00S,2021-02-17T01:33:56.8Z,3,REGULAR,substitution,out,[],202689,,,1610612738,71,69,2021-02-17T01:34:00Z,3850000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M27.00S,2021-02-17T01:33:56.8Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,71,69,2021-02-17T01:34:00Z,3860000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M24.00S,2021-02-17T01:34:09.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,22.552562417871222,35.11795343137255,1610612738,71,69,2021-02-17T01:34:18Z,3870000,74.0,159.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.6,Missed,,,,,,,,,,,,,,,,,,
393,PT04M18.00S,2021-02-17T01:34:15.7Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612743,71,69,2021-02-17T01:34:18Z,3880000,,,0,,R. Hampton REBOUND (Off:1 Def:3),[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,392.0,4.0,3.0,1.0,,,,,,,,,,,,,,
394,PT04M09.00S,2021-02-17T01:34:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,80.6340341655716,47.86305147058824,1610612743,71,71,2021-02-17T01:34:28Z,3890000,-11.0,130.0,1,right,N. Jokic 12' Jump Shot (35 PTS) (F. Campazzo 4 AST),"[203999, 1630267]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,12.99,Made,,,,,,,,,,35.0,F. Campazzo,1630267.0,4.0,,,,,
396,PT03M56.00S,2021-02-17T01:34:37.5Z,3,REGULAR,3pt,Jump Shot,[],1628400,27.94021024967148,76.04932598039215,1610612738,74,71,2021-02-17T01:34:42Z,3910000,-130.0,210.0,1,left,S. Ojeleye 24' 3PT  (8 PTS) (P. Pritchard 3 AST),"[1628400, 1630202]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,24.72,Made,,,,,,,,,,8.0,P. Pritchard,1630202.0,3.0,,,,,
398,PT03M46.00S,2021-02-17T01:34:49.0Z,3,REGULAR,foul,personal,[],1630202,,,1610612743,74,71,2021-02-17T01:35:19Z,3930000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 1630267]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1204.0,2.0,0.0,Campazzo,1630267.0,,,,,,,,,
400,PT03M39.00S,2021-02-17T01:35:16.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,82.86793692509855,58.892463235294116,1610612743,74,73,2021-02-17T01:35:26Z,3950000,44.0,109.0,1,right,N. Jokic 11' turnaround Hook (37 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,11.73,Made,,,,,,,,,,37.0,,,,,,,,
401,PT03M21.00S,2021-02-17T01:35:33.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,29.77989487516426,67.9610906862745,1610612738,77,73,2021-02-17T01:35:38Z,3960000,-90.0,227.0,1,left,J. Brown 24' 3PT  (16 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.45,Made,,,,,,,,,,16.0,P. Pritchard,1630202.0,4.0,,,,,
403,PT03M03.00S,2021-02-17T01:35:52.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,90.09526938239159,37.56893382352941,1610612743,77,73,2021-02-17T01:41:28Z,3980000,-62.0,41.0,1,right,MISS M. Porter Jr. 7' cutting Layup,[1629008],1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,7.43,Missed,,,,,,,,,,,,,,,,,,
404,PT02M59.00S,2021-02-17T01:35:56.1Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,77,73,2021-02-17T01:41:28Z,3990000,,,0,,M. Porter Jr. REBOUND (Off:2 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,403.0,7.0,5.0,2.0,,,,,,,,,,,,,,
405,PT02M56.00S,2021-02-17T01:35:58.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,92.85479632063075,69.18658088235294,1610612743,77,73,2021-02-17T01:36:10Z,4000000,96.0,15.0,1,right,MISS M. Porter Jr. 9' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,9.7,Missed,,,,,,,,,,,,,,,,,,
406,PT02M54.00S,2021-02-17T01:36:00.5Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,73,2021-02-17T01:36:10Z,4010000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,405.0,3.0,2.0,1.0,,,,,,,,,,,,,,
407,PT02M48.00S,2021-02-17T01:36:07.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,32.013797634691194,52.76501225490197,1610612738,80,73,2021-02-17T01:36:19Z,4020000,-14.0,248.0,1,left,J. Brown 24' 3PT  (19 PTS) (P. Pritchard 5 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.88,Made,,,,,,,,,,19.0,P. Pritchard,1630202.0,5.0,,,,,
409,PT02M46.00S,2021-02-17T01:36:16.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,80,73,2021-02-17T01:36:16Z,4040000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,out,[],1628400,,,1610612743,80,73,2021-02-17T01:39:00Z,4050000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,80,73,2021-02-17T01:39:00Z,4060000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,out,[],1630267,,,1610612743,80,73,2021-02-17T01:39:00Z,4070000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,in,[],1628369,,,1610612743,80,73,2021-02-17T01:39:00Z,4080000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,in,[],1630210,,,1610612743,80,73,2021-02-17T01:39:00Z,4090000,,,0,,SUB in: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M46.00S,2021-02-17T01:37:36.1Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,80,73,2021-02-17T01:39:00Z,4100000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M34.00S,2021-02-17T01:39:20.1Z,3,REGULAR,foul,personal,[],202684,,,1610612743,80,73,2021-02-17T01:39:28Z,4110000,,,0,,T. Thompson personal FOUL (3 PF),"[202684, 203999]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,2530.0,3.0,0.0,Jokic,203999.0,,,,,,,,,
418,PT02M32.00S,2021-02-17T01:39:41.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612743,80,73,2021-02-17T01:39:52Z,4130000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1627750]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,204058.0,2.0,0.0,Murray,1627750.0,,,,,,,,,
420,PT02M32.00S,2021-02-17T01:39:49.6Z,3,REGULAR,substitution,out,[],202684,,,1610612743,80,73,2021-02-17T01:39:53Z,4150000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M32.00S,2021-02-17T01:39:49.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612743,80,73,2021-02-17T01:39:53Z,4160000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M26.00S,2021-02-17T01:40:06.7Z,3,REGULAR,turnover,bad pass,[],1630210,,,1610612743,80,73,2021-02-17T01:40:13Z,4170000,,,0,,M. Howard bad pass TURNOVER (1 TO),"[1630210, 1629057]",1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,,
423,PT02M26.00S,2021-02-17T01:40:06.7Z,3,REGULAR,steal,,[],1629057,,,1610612738,80,73,2021-02-17T01:40:10Z,4180000,,,0,,R. Williams III STEAL (4 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M08.00S,2021-02-17T01:40:26.2Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,80,73,2021-02-17T01:40:32Z,4190000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (5 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,1204.0,,,,,,,,,5.0,,,,
425,PT01M52.00S,2021-02-17T01:40:52.0Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612743,80,73,2021-02-17T01:40:58Z,4200000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Jokic 2 FT),"[1629057, 203999]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1204.0,3.0,1.0,Jokic,203999.0,,,,,,,,,
427,PT01M52.00S,2021-02-17T01:41:14.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,80,74,2021-02-17T01:41:14Z,4220000,,,0,,N. Jokic Free Throw 1 of 2 (38 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,38.0,,,,,,,,
428,PT01M52.00S,2021-02-17T01:41:34.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,80,75,2021-02-17T01:41:34Z,4230000,,,0,,N. Jokic Free Throw 2 of 2 (39 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,39.0,,,,,,,,
429,PT01M37.00S,2021-02-17T01:41:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,43.69638480392157,1610612738,82,75,2021-02-17T01:43:56Z,4240000,32.0,27.0,1,left,J. Tatum driving finger roll Layup (13 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.17,Made,,,,,,,,,,13.0,R. Williams III,1629057.0,2.0,,,,,
431,PT01M24.00S,2021-02-17T01:42:04.9Z,3,REGULAR,3pt,Jump Shot,[],1630210,78.40013140604468,92.47089460784314,1610612743,82,75,2021-02-17T01:42:09Z,4260000,212.0,151.0,1,right,MISS M. Howard 26' 3PT,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
432,PT01M22.00S,2021-02-17T01:42:06.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,82,75,2021-02-17T01:42:09Z,4270000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,431.0,5.0,3.0,2.0,,,,,,,,,,,,,,
433,PT01M13.00S,2021-02-17T01:42:16.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,15.850854139290407,23.353247549019606,1610612738,82,75,2021-02-17T01:42:22Z,4280000,133.0,96.0,1,left,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,16.45,Missed,,,,,,,,,,,,,,,,,,
434,PT01M09.00S,2021-02-17T01:42:20.6Z,3,REGULAR,rebound,defensive,[],1630210,,,1610612743,82,75,2021-02-17T01:42:22Z,4290000,,,0,,M. Howard REBOUND (Off:0 Def:1),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,433.0,1.0,1.0,0.0,,,,,,,,,,,,,,
435,PT01M01.00S,2021-02-17T01:42:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630210,91.27792378449409,40.01991421568628,1610612743,82,75,2021-02-17T01:42:33Z,4300000,-50.0,29.0,1,right,MISS M. Howard driving Layup,[1630210],1610612743.0,DEN,driving,,,Howard,M. Howard,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,
436,PT01M00.00S,2021-02-17T01:42:29.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,75,2021-02-17T01:42:33Z,4310000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,435.0,3.0,3.0,0.0,,,,,,,,,,,,,,
437,PT01M00.00S,2021-02-17T01:42:32.6Z,3,REGULAR,foul,personal,[],203999,,,1610612738,82,75,2021-02-17T01:42:42Z,4320000,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 1628369]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,204058.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
439,PT01M00.00S,2021-02-17T01:42:40.2Z,3,REGULAR,substitution,out,[],203999,,,1610612738,82,75,2021-02-17T01:42:45Z,4340000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M00.00S,2021-02-17T01:42:40.2Z,3,REGULAR,substitution,in,[],1628392,,,1610612738,82,75,2021-02-17T01:42:45Z,4350000,,,0,,SUB in: I. Hartenstein,[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M44.50S,2021-02-17T01:43:07.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,27.677398160315374,41.73560049019608,1610612738,84,75,2021-02-17T01:43:12Z,4360000,41.0,208.0,1,left,J. Tatum 21' Jump Shot (15 PTS) (P. Pritchard 6 AST),"[1628369, 1630202]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,21.18,Made,,,,,,,,,,15.0,P. Pritchard,1630202.0,6.0,,,,,
443,PT00M35.70S,2021-02-17T01:43:19.3Z,3,REGULAR,3pt,Jump Shot,[],1627750,69.46452036793693,23.108149509803923,1610612743,84,75,2021-02-17T01:43:32Z,4380000,-134.0,235.0,1,right,MISS J. Murray 27' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
444,PT00M32.40S,2021-02-17T01:43:22.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,75,2021-02-17T01:43:32Z,4390000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,443.0,4.0,4.0,0.0,,,,,,,,,,,,,,
445,PT00M25.20S,2021-02-17T01:43:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.149145860709593,41.490502450980394,1610612738,86,75,2021-02-17T01:43:35Z,4400000,43.0,34.0,1,left,J. Brown driving finger roll Layup (21 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,5.41,Made,,,,,,,,,,21.0,,,,,,,,
446,PT00M06.50S,2021-02-17T01:43:55.0Z,3,REGULAR,3pt,Jump Shot,[],1630210,84.97043363994744,94.921875,1610612743,86,75,2021-02-17T01:44:00Z,4410000,225.0,89.0,1,right,MISS M. Howard 24' 3PT,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,
447,PT00M03.50S,2021-02-17T01:43:58.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,75,2021-02-17T01:43:58Z,4420000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,446.0,5.0,5.0,0.0,,,,,,,,,,,,,,
448,PT00M00.30S,2021-02-17T01:44:01.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,21.76412614980289,87.07873774509804,1610612738,86,75,2021-02-17T01:44:19Z,4430000,-185.0,152.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,
449,PT00M00.10S,2021-02-17T01:44:01.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,86,75,2021-02-17T01:44:19Z,4440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,
450,PT00M00.00S,2021-02-17T01:44:05.6Z,3,REGULAR,period,end,[],0,,,1610612738,86,75,2021-02-17T01:44:05Z,4450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2021-02-17T01:45:12.5Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,86,75,2021-02-17T01:46:49Z,4460000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2021-02-17T01:45:12.5Z,4,REGULAR,substitution,out,['startperiod'],1630210,,,1610612738,86,75,2021-02-17T01:46:49Z,4470000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2021-02-17T01:45:12.5Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612738,86,75,2021-02-17T01:46:49Z,4480000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
