actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
696,PT00M06.90S,2021-02-21T23:08:00.4Z,4,REGULAR,substitution,out,[],202684,,,1610612738,108,106,2021-02-21T23:08:03Z,6640000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M06.90S,2021-02-21T23:08:00.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,108,106,2021-02-21T23:08:03Z,6650000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M00.20S,2021-02-21T23:08:31.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.09789750328515,51.049325980392155,1610612738,108,108,2021-02-21T23:08:48Z,6660000,-5.0,24.0,1,left,J. Tatum driving floating Jump Shot (32 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,2.42,Made,32.0,,,,,,,,,,,,,,,,,,
699,PT00M00.20S,2021-02-21T23:08:41.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,108,108,2021-02-21T23:08:41Z,6670000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.20S,2021-02-21T23:09:59.0Z,4,REGULAR,substitution,out,[],1629740,,,1610612740,108,108,2021-02-21T23:10:04Z,6680000,,,0,,SUB out: N. Melli,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M00.20S,2021-02-21T23:09:59.0Z,4,REGULAR,substitution,in,[],1629637,,,1610612740,108,108,2021-02-21T23:10:04Z,6690000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M00.00S,2021-02-21T23:10:32.5Z,4,REGULAR,period,end,[],0,,,1610612740,108,108,2021-02-21T23:10:32Z,6700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M00.00S,2021-02-21T23:12:17.8Z,5,OVERTIME,substitution,out,['startperiod'],1629637,,,1610612740,108,108,2021-02-21T23:12:37Z,6710000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT05M00.00S,2021-02-21T23:12:17.8Z,5,OVERTIME,substitution,in,['startperiod'],1629740,,,1610612740,108,108,2021-02-21T23:12:37Z,6720000,,,0,,SUB in: N. Melli,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT05M00.00S,2021-02-21T23:13:14.2Z,5,OVERTIME,period,start,[],0,,,0,108,108,2021-02-21T23:13:14Z,6730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT04M57.00S,2021-02-21T23:13:16.5Z,5,OVERTIME,jumpball,recovered,[],1628369,,,1610612738,108,108,2021-02-21T23:13:16Z,6750000,,,0,,Jump Ball R. Williams III vs. Z. Williamson: Tip to J. Tatum,"[1628369, 1629057, 1629627]",1610612738.0,BOS,startperiod,J. Tatum,1628369.0,Tatum,J. Tatum,Williams III,1629057.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,,,,,
710,PT04M44.00S,2021-02-21T23:13:29.2Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629057,6.1268068331143235,48.59834558823529,1610612738,108,110,2021-02-21T23:13:33Z,6780000,7.0,5.0,1,left,R. Williams III alley-oop Layup (8 PTS) (D. Theis 1 AST),"[1629057, 1628464]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.87,Made,8.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
712,PT04M31.00S,2021-02-21T23:13:46.8Z,5,OVERTIME,foul,personal,[],1628369,,,1610612740,108,110,2021-02-21T23:13:54Z,6800000,,,0,,J. Tatum personal FOUL (4 PF),"[1628369, 1629740]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1155.0,4.0,0.0,Melli,1629740.0,,,
714,PT04M26.00S,2021-02-21T23:14:08.7Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629627,94.43166885676742,45.41207107843137,1610612740,110,110,2021-02-21T23:14:25Z,6820000,-23.0,0.0,1,right,Z. Williamson driving Layup (27 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,2.29,Made,27.0,,,,,,,,,,,,,,,,,,
715,PT04M26.00S,2021-02-21T23:14:16.3Z,5,OVERTIME,violation,defensive goaltending,[],1629057,,,1610612740,110,110,2021-02-21T23:14:25Z,6830000,,,0,,R. Williams III defensive goaltending VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
716,PT04M03.00S,2021-02-21T23:14:42.4Z,5,OVERTIME,3pt,Jump Shot,[],202689,26.757555847568987,79.23560049019608,1610612738,110,110,2021-02-21T23:14:47Z,6840000,-146.0,199.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
717,PT03M59.00S,2021-02-21T23:14:46.4Z,5,OVERTIME,rebound,defensive,[],1628404,,,1610612740,110,110,2021-02-21T23:14:47Z,6850000,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,716.0,8.0,7.0,1.0,,,,,,,,,,,
718,PT03M45.00S,2021-02-21T23:15:00.2Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629627,94.03745072273325,45.65716911764706,1610612740,110,110,2021-02-21T23:15:06Z,6860000,-22.0,4.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
720,PT03M43.00S,2021-02-21T23:15:02.2Z,5,OVERTIME,rebound,defensive,[],1629057,,,1610612738,110,110,2021-02-21T23:15:06Z,6880000,,,0,,R. Williams III REBOUND (Off:5 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,718.0,10.0,5.0,5.0,,,,,,,,,,,
721,PT03M40.00S,2021-02-21T23:15:13.0Z,5,OVERTIME,foul,personal,[],1629740,,,1610612738,110,110,2021-02-21T23:20:43Z,6890000,,,0,,N. Melli personal FOUL (3 PF),"[1629740, 1629057]",1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,1155.0,3.0,0.0,Williams III,1629057.0,,,
723,PT03M27.00S,2021-02-21T23:15:44.0Z,5,OVERTIME,3pt,Jump Shot,[],202689,23.340998685939553,88.54932598039215,1610612738,110,110,2021-02-21T23:15:49Z,6910000,-193.0,167.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
724,PT03M24.00S,2021-02-21T23:15:47.0Z,5,OVERTIME,rebound,defensive,[],1628404,,,1610612740,110,110,2021-02-21T23:15:49Z,6920000,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,723.0,9.0,8.0,1.0,,,,,,,,,,,
725,PT03M15.00S,2021-02-21T23:15:56.7Z,5,OVERTIME,3pt,Jump Shot,[],1627742,68.9388961892247,33.892463235294116,1610612740,110,110,2021-02-21T23:16:05Z,6930000,-81.0,239.0,1,right,MISS B. Ingram 25' 3PT - blocked,"[1627742, 1629057]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.27,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
726,PT03M15.00S,2021-02-21T23:15:56.7Z,5,OVERTIME,block,,[],1629057,,,1610612740,110,110,2021-02-21T23:15:59Z,6940000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
727,PT03M13.00S,2021-02-21T23:15:58.7Z,5,OVERTIME,rebound,offensive,[],1627742,,,1610612740,110,110,2021-02-21T23:16:05Z,6950000,,,0,,B. Ingram REBOUND (Off:1 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,725.0,6.0,5.0,1.0,,,,,,,,,,,
728,PT03M06.00S,2021-02-21T23:16:07.4Z,5,OVERTIME,foul,personal,['2freethrow'],1628464,,,1610612740,110,110,2021-02-21T23:16:19Z,6960000,,,0,,D. Theis shooting personal FOUL (4 PF) (Williamson 2 FT),"[1628464, 1629627]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,2148.0,4.0,0.0,Williamson,1629627.0,,,
730,PT03M06.00S,2021-02-21T23:16:34.3Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,111,110,2021-02-21T23:16:55Z,6980000,,,0,,Z. Williamson Free Throw 1 of 2 (28 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
731,PT03M06.00S,2021-02-21T23:16:34.3Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,111,110,2021-02-21T23:16:55Z,6990000,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
732,PT03M04.00S,2021-02-21T23:16:36.3Z,5,OVERTIME,rebound,defensive,[],1629057,,,1610612738,111,110,2021-02-21T23:16:55Z,7000000,,,0,,R. Williams III REBOUND (Off:5 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,731.0,11.0,6.0,5.0,,,,,,,,,,,
733,PT02M50.00S,2021-02-21T23:17:05.7Z,5,OVERTIME,3pt,Jump Shot,[],1627759,22.815374507227332,86.83363970588235,1610612738,111,110,2021-02-21T23:17:10Z,7010000,-184.0,162.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
734,PT02M47.00S,2021-02-21T23:17:08.7Z,5,OVERTIME,rebound,defensive,[],1629740,,,1610612740,111,110,2021-02-21T23:17:10Z,7020000,,,0,,N. Melli REBOUND (Off:0 Def:3),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,733.0,3.0,3.0,0.0,,,,,,,,,,,
735,PT02M31.00S,2021-02-21T23:17:25.4Z,5,OVERTIME,3pt,Jump Shot,[],1629740,72.61826544021025,12.323835784313726,1610612740,111,110,2021-02-21T23:17:38Z,7030000,-188.0,205.0,1,right,MISS N. Melli 27' 3PT,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,27.83,Missed,,,,,,,,,,,,,,,,,,,
736,PT02M27.00S,2021-02-21T23:17:29.4Z,5,OVERTIME,rebound,defensive,[],1628464,,,1610612738,111,110,2021-02-21T23:17:38Z,7040000,,,0,,D. Theis REBOUND (Off:0 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,735.0,6.0,6.0,0.0,,,,,,,,,,,
740,PT02M20.00S,2021-02-21T23:18:31.7Z,5,OVERTIME,instantreplay,challenge,[],0,,,1610612738,111,110,2021-02-21T23:21:49Z,7080000,,,0,,,[],1610612740.0,NOP,overturned,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,No Foul on L. Ball
741,PT02M17.00S,2021-02-21T23:22:01.1Z,5,OVERTIME,jumpball,recovered,[],1628464,,,1610612738,111,110,2021-02-21T23:22:01Z,7090000,,,0,,Jump Ball R. Williams III vs. Z. Williamson: Tip to D. Theis,"[1628464, 1629057, 1629627]",1610612738.0,BOS,challenge,D. Theis,1628464.0,Theis,D. Theis,Williams III,1629057.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,,,,,
744,PT02M00.00S,2021-02-21T23:22:19.5Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628369,12.434296977660972,40.75520833333333,1610612738,111,110,2021-02-21T23:22:24Z,7120000,46.0,64.0,1,left,MISS J. Tatum 7' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,7.93,Missed,,,,,,,,,,,,,,,,,,,
745,PT01M58.00S,2021-02-21T23:22:21.4Z,5,OVERTIME,rebound,offensive,[],1629057,,,1610612738,111,110,2021-02-21T23:22:21Z,7130000,,,0,,R. Williams III REBOUND (Off:6 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,744.0,12.0,6.0,6.0,,,,,,,,,,,
746,PT01M50.00S,2021-02-21T23:22:28.9Z,5,OVERTIME,turnover,lost ball,[],1628464,,,1610612738,111,110,2021-02-21T23:22:36Z,7140000,,,0,,D. Theis lost ball TURNOVER (2 TO),"[1628464, 1629740]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2.0,Melli,1629740.0,,,,,,,,
747,PT01M50.00S,2021-02-21T23:22:28.9Z,5,OVERTIME,steal,,[],1629740,,,1610612740,111,110,2021-02-21T23:22:31Z,7150000,,,0,,N. Melli STEAL (2 STL),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
748,PT01M46.00S,2021-02-21T23:22:36.9Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,92.32917214191852,54.23560049019608,1610612740,111,110,2021-02-21T23:22:44Z,7160000,21.0,20.0,1,right,MISS J. Hart driving Layup - blocked,"[1628404, 202689]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.89,Missed,,,,,,,,,,,,,,,,,Walker,202689.0,
749,PT01M46.00S,2021-02-21T23:22:36.9Z,5,OVERTIME,block,,[],202689,,,1610612740,111,110,2021-02-21T23:22:40Z,7170000,,,0,,K. Walker BLOCK (2 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT01M46.00S,2021-02-21T23:22:36.9Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612740,111,110,2021-02-21T23:22:44Z,7180000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,748.0,,,,,,,,,,,,,,
751,PT01M46.00S,2021-02-21T23:22:42.8Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612740,111,110,2021-02-21T23:22:42Z,7190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PT01M33.00S,2021-02-21T23:23:13.9Z,5,OVERTIME,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629740,67.7562417871222,55.70618872549019,1610612740,111,110,2021-02-21T23:23:26Z,7210000,29.0,251.0,1,right,MISS N. Melli 25' 3PT,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
754,PT01M33.00S,2021-02-21T23:23:13.9Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612740,111,110,2021-02-21T23:24:27Z,7220000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,,
755,PT01M33.00S,2021-02-21T23:23:22.4Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612740,111,110,2021-02-21T23:24:27Z,7230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,PT01M33.00S,2021-02-21T23:23:25.7Z,5,OVERTIME,instantreplay,request,[],0,,,1610612740,111,110,2021-02-21T23:24:27Z,7240000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,Out of Bounds - Overturn Call
757,PT01M25.00S,2021-02-21T23:24:55.4Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,90.48948751642575,46.88265931372549,1610612740,111,110,2021-02-21T23:25:00Z,7250000,-16.0,37.0,1,right,MISS Z. Williamson Layup - blocked,"[1629627, 1629057]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,4.01,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
758,PT01M25.00S,2021-02-21T23:24:55.4Z,5,OVERTIME,block,,[],1629057,,,1610612740,111,110,2021-02-21T23:24:57Z,7260000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
759,PT01M25.00S,2021-02-21T23:24:55.4Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612740,111,110,2021-02-21T23:25:00Z,7270000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,757.0,,,,,,,,,,,,,,
760,PT01M25.00S,2021-02-21T23:24:59.9Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612740,111,110,2021-02-21T23:24:59Z,7280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,PT01M19.00S,2021-02-21T23:25:17.0Z,5,OVERTIME,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629740,66.3107752956636,59.62775735294118,1610612740,111,110,2021-02-21T23:25:21Z,7290000,48.0,264.0,1,right,MISS N. Melli 26' 3PT,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
762,PT01M15.00S,2021-02-21T23:25:21.0Z,5,OVERTIME,rebound,defensive,[],1629057,,,1610612738,111,110,2021-02-21T23:25:21Z,7300000,,,0,,R. Williams III REBOUND (Off:6 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,761.0,13.0,7.0,6.0,,,,,,,,,,,
763,PT01M12.00S,2021-02-21T23:25:24.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,48.59834558823529,1610612738,111,112,2021-02-21T23:25:30Z,7310000,7.0,24.0,1,left,J. Brown driving finger roll Layup (22 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.46,Made,22.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
765,PT01M02.00S,2021-02-21T23:25:44.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612740,111,112,2021-02-21T23:25:44Z,7330000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,PT00M55.70S,2021-02-21T23:27:26.1Z,5,OVERTIME,foul,personal,[],1627759,,,1610612740,111,112,2021-02-21T23:27:35Z,7340000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1627742]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1155.0,4.0,0.0,Ingram,1627742.0,,,
768,PT00M50.10S,2021-02-21T23:27:54.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612740,111,112,2021-02-21T23:28:04Z,7360000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Ingram 2 FT),"[1629057, 1627742]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Ingram,1627742.0,,,
770,PT00M50.10S,2021-02-21T23:28:19.8Z,5,OVERTIME,freethrow,1 of 2,[],1627742,,,1610612740,112,112,2021-02-21T23:28:19Z,7380000,,,0,,B. Ingram Free Throw 1 of 2 (28 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
771,PT00M50.10S,2021-02-21T23:28:47.4Z,5,OVERTIME,violation,double lane,[],1629740,,,1610612740,112,112,2021-02-21T23:28:47Z,7390000,,,0,,N. Melli double lane VIOLATION,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
772,PT00M50.10S,2021-02-21T23:28:47.4Z,5,OVERTIME,violation,double lane,[],1628464,,,1610612740,112,112,2021-02-21T23:28:47Z,7400000,,,0,,D. Theis double lane VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
773,PT00M45.40S,2021-02-21T23:29:09.7Z,5,OVERTIME,jumpball,recovered,[],1629740,,,1610612740,112,112,2021-02-21T23:29:09Z,7410000,,,0,,Jump Ball Z. Williamson vs. R. Williams III: Tip to N. Melli,"[1629740, 1629627, 1629057]",1610612740.0,NOP,doubleviolation,N. Melli,1629740.0,Melli,N. Melli,Williamson,1629627.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
776,PT00M34.40S,2021-02-21T23:29:20.7Z,5,OVERTIME,3pt,Jump Shot,[],1627742,79.45137976346912,9.137561274509803,1610612740,115,112,2021-02-21T23:29:26Z,7440000,-204.0,141.0,1,right,B. Ingram 24' 3PT  (31 PTS) (Z. Williamson 4 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.81,Made,31.0,Z. Williamson,1629627.0,4.0,,,,,,,,,,,,,,,
778,PT00M23.90S,2021-02-21T23:29:40.0Z,5,OVERTIME,3pt,Jump Shot,[],202689,32.013797634691194,42.96109068627451,1610612738,115,112,2021-02-21T23:29:48Z,7460000,35.0,248.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
779,PT00M20.90S,2021-02-21T23:29:43.0Z,5,OVERTIME,rebound,defensive,[],1628404,,,1610612740,115,112,2021-02-21T23:29:43Z,7470000,,,0,,J. Hart REBOUND (Off:1 Def:9),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,778.0,10.0,9.0,1.0,,,,,,,,,,,
780,PT00M18.60S,2021-02-21T23:29:52.6Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612740,115,112,2021-02-21T23:30:14Z,7480000,,,0,,D. Theis take personal FOUL (5 PF) (Hart 2 FT),"[1628464, 1628404]",1610612738.0,BOS,take,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,2148.0,5.0,0.0,Hart,1628404.0,,,
782,PT00M18.60S,2021-02-21T23:30:17.6Z,5,OVERTIME,freethrow,1 of 2,[],1628404,,,1610612740,116,112,2021-02-21T23:30:17Z,7500000,,,0,,J. Hart Free Throw 1 of 2 (15 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
783,PT00M18.60S,2021-02-21T23:30:34.7Z,5,OVERTIME,freethrow,2 of 2,[],1628404,,,1610612740,117,112,2021-02-21T23:30:34Z,7510000,,,0,,J. Hart Free Throw 2 of 2 (16 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
784,PT00M18.60S,2021-02-21T23:30:40.3Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,117,112,2021-02-21T23:30:40Z,7520000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,PT00M16.30S,2021-02-21T23:32:16.0Z,5,OVERTIME,foul,personal,['3freethrow'],1627742,,,1610612738,117,112,2021-02-21T23:32:28Z,7530000,,,0,,B. Ingram shooting personal FOUL (3 PF) (Brown 3 FT),"[1627742, 1627759]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Brown,1627759.0,,,
787,PT00M16.30S,2021-02-21T23:32:40.2Z,5,OVERTIME,freethrow,1 of 3,[],1627759,,,1610612738,117,113,2021-02-21T23:32:40Z,7550000,,,0,,J. Brown Free Throw 1 of 3 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
788,PT00M16.30S,2021-02-21T23:32:54.2Z,5,OVERTIME,freethrow,2 of 3,[],1627759,,,1610612738,117,114,2021-02-21T23:32:54Z,7560000,,,0,,J. Brown Free Throw 2 of 3 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
789,PT00M16.30S,2021-02-21T23:32:55.1Z,5,OVERTIME,substitution,out,[],1628464,,,1610612738,117,114,2021-02-21T23:33:00Z,7570000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
790,PT00M16.30S,2021-02-21T23:32:55.1Z,5,OVERTIME,substitution,in,[],1630174,,,1610612738,117,114,2021-02-21T23:33:00Z,7580000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
791,PT00M16.30S,2021-02-21T23:33:19.0Z,5,OVERTIME,freethrow,3 of 3,[],1627759,,,1610612738,117,115,2021-02-21T23:33:19Z,7590000,,,0,,J. Brown Free Throw 3 of 3 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
792,PT00M11.80S,2021-02-21T23:33:38.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612740,117,115,2021-02-21T23:33:38Z,7600000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,PT00M08.30S,2021-02-21T23:35:19.2Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612740,117,115,2021-02-21T23:35:36Z,7610000,,,0,,J. Brown personal FOUL (5 PF) (Hart 2 FT),"[1627759, 1628404]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,201639.0,5.0,0.0,Hart,1628404.0,,,
795,PT00M08.30S,2021-02-21T23:35:41.6Z,5,OVERTIME,freethrow,1 of 2,[],1628404,,,1610612740,117,115,2021-02-21T23:35:41Z,7630000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
796,PT00M08.30S,2021-02-21T23:35:41.6Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612740,117,115,2021-02-21T23:35:41Z,7640000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,795.0,,,,,,,,,,,,,,
