actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
343,PT09M06.00S,2021-03-18T01:24:28.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,47,2021-03-18T01:24:31Z,3390000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,342.0,2.0,2.0,0.0,,,,,,,,,,
344,PT09M01.00S,2021-03-18T01:24:33.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.915243101182654,48.84344362745098,1610612738,62,49,2021-03-18T01:24:37Z,3400000,6.0,13.0,1,left,J. Tatum Layup (7 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,1.38,Made,,,,,7.0,,J. Brown,1627759.0,3.0,,,,,
346,PT09M01.00S,2021-03-18T01:24:40.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,62,49,2021-03-18T01:24:40Z,3420000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M49.00S,2021-03-18T01:27:52.0Z,3,REGULAR,foul,personal,[],1627759,,,1610612739,62,49,2021-03-18T01:27:57Z,3430000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629012]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1151.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
349,PT08M38.00S,2021-03-18T01:28:21.5Z,3,REGULAR,3pt,Jump Shot,[],1626204,92.9862023653088,4.970894607843137,1610612739,65,49,2021-03-18T01:28:25Z,3450000,-225.0,13.0,1,right,L. Nance Jr. 3PT  (10 PTS) (C. Sexton 3 AST),"[1626204, 1629012]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,22.55,Made,,,,,10.0,,C. Sexton,1629012.0,3.0,,,,,
351,PT08M26.00S,2021-03-18T01:28:36.4Z,3,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612738,65,49,2021-03-18T01:28:46Z,3470000,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Brown 2 FT),"[1626204, 1627759]",1610612739.0,CLE,shooting,,,Nance Jr.,L. Nance Jr.,,,,,1627541.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
353,PT08M26.00S,2021-03-18T01:28:58.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,65,50,2021-03-18T01:29:16Z,3490000,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
354,PT08M26.00S,2021-03-18T01:28:58.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,65,50,2021-03-18T01:29:16Z,3500000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
355,PT08M23.00S,2021-03-18T01:29:01.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,65,50,2021-03-18T01:29:16Z,3510000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:6),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,354.0,8.0,6.0,2.0,,,,,,,,,,
356,PT08M09.00S,2021-03-18T01:29:33.1Z,3,REGULAR,foul,personal,[],1628369,,,1610612739,65,50,2021-03-18T01:29:39Z,3520000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1626204]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1627529.0,2.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
358,PT07M55.00S,2021-03-18T01:30:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,82.7365308804205,48.10814950980392,1610612739,67,50,2021-03-18T01:30:05Z,3540000,-9.0,110.0,1,right,C. Sexton 11' pullup Jump Shot (18 PTS),[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,,,11.02,Made,,,,,18.0,,,,,,,,,
359,PT07M46.00S,2021-03-18T01:30:14.9Z,3,REGULAR,foul,personal,[],1629012,,,1610612738,67,50,2021-03-18T01:30:21Z,3550000,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1627759]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,1627529.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
361,PT07M37.00S,2021-03-18T01:30:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,50.06893382352941,1610612738,67,52,2021-03-18T01:30:44Z,3570000,0.0,20.0,1,left,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,1.99,Made,,,,,9.0,,,,,,,,,
362,PT07M14.00S,2021-03-18T01:31:01.6Z,3,REGULAR,3pt,Jump Shot,[],1629012,71.56701708278581,79.97089460784314,1610612739,67,52,2021-03-18T01:31:05Z,3580000,150.0,215.0,1,right,MISS C. Sexton 26' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,26.19,Missed,,,,,,,,,,,,,,
363,PT07M12.00S,2021-03-18T01:31:04.1Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,67,52,2021-03-18T01:31:04Z,3590000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,
364,PT07M04.00S,2021-03-18T01:31:11.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,17.0335085413929,5.46109068627451,1610612738,67,55,2021-03-18T01:31:16Z,3600000,223.0,108.0,1,left,J. Brown 24' 3PT  (11 PTS) (D. Theis 5 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,24.73,Made,,,,,11.0,,D. Theis,1628464.0,5.0,,,,,
366,PT06M44.00S,2021-03-18T01:31:31.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,92.19776609724047,45.90226715686275,1610612739,67,55,2021-03-18T01:31:35Z,3620000,-20.0,21.0,1,right,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,2.92,Missed,,,,,,,,,,,,,,
367,PT06M42.00S,2021-03-18T01:31:33.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,67,55,2021-03-18T01:31:33Z,3630000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,366.0,1.0,1.0,0.0,,,,,,,,,,
368,PT06M37.00S,2021-03-18T01:31:38.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,28.203022339027594,83.40226715686273,1610612738,67,55,2021-03-18T01:31:45Z,3640000,-167.0,213.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,27.03,Missed,,,,,,,,,,,,,,
369,PT06M34.00S,2021-03-18T01:31:41.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,67,55,2021-03-18T01:31:45Z,3650000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:7),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,368.0,9.0,7.0,2.0,,,,,,,,,,
370,PT06M17.00S,2021-03-18T01:31:59.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,93.9060446780552,51.049325980392155,1610612739,69,55,2021-03-18T01:32:04Z,3660000,5.0,5.0,1,right,L. Nance Jr. cutting DUNK (12 PTS) (D. Garland 3 AST),"[1626204, 1629636]",1610612739.0,CLE,cutting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,0.71,Made,,,,,12.0,,D. Garland,1629636.0,3.0,,,,,
372,PT05M59.00S,2021-03-18T01:32:16.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,22.026938239159,9.38265931372549,1610612738,69,55,2021-03-18T01:32:20Z,3680000,203.0,155.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.52,Missed,,,,,,,,,,,,,,
373,PT05M56.00S,2021-03-18T01:32:19.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,69,55,2021-03-18T01:32:20Z,3690000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:8),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,372.0,10.0,8.0,2.0,,,,,,,,,,
377,PT05M42.00S,2021-03-18T01:32:52.0Z,3,REGULAR,turnover,traveling,[],1629012,,,1610612739,69,55,2021-03-18T01:32:57Z,3730000,,,0,,C. Sexton traveling TURNOVER (3 TO),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,1627529.0,,,,,,,,,,,,3.0,,,,,,,,
378,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,out,[],1629012,,,1610612738,69,55,2021-03-18T01:33:11Z,3740000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,69,55,2021-03-18T01:33:11Z,3750000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,69,55,2021-03-18T01:33:11Z,3760000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,in,[],1626224,,,1610612738,69,55,2021-03-18T01:33:11Z,3770000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,69,55,2021-03-18T01:33:11Z,3780000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M42.00S,2021-03-18T01:32:56.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,69,55,2021-03-18T01:33:11Z,3790000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M24.00S,2021-03-18T01:33:25.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,23.209592641261498,91.98069852941177,1610612738,69,58,2021-03-18T01:33:35Z,3800000,-210.0,166.0,1,left,J. Tatum 26' 3PT step back (12 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,26.74,Made,,,,,12.0,,,,,,,,,
385,PT05M09.00S,2021-03-18T01:33:43.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,89.83245729303549,50.55912990196079,1610612739,71,58,2021-03-18T01:33:48Z,3810000,3.0,43.0,1,right,D. Garland driving floating Jump Shot (20 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,4.32,Made,,,,,20.0,,,,,,,,,
386,PT05M09.00S,2021-03-18T01:33:46.3Z,3,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612739,71,58,2021-03-18T01:34:07Z,3820000,,,0,,J. Green shooting personal FOUL (1 PF) (Garland 1 FT),"[1629750, 1629636]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,1151.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,,
388,PT05M09.00S,2021-03-18T01:34:00.0Z,3,REGULAR,substitution,out,[],1626204,,,1610612739,71,58,2021-03-18T01:34:06Z,3840000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M09.00S,2021-03-18T01:34:00.0Z,3,REGULAR,substitution,in,[],1629731,,,1610612739,71,58,2021-03-18T01:34:06Z,3850000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M09.00S,2021-03-18T01:34:12.8Z,3,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,72,58,2021-03-18T01:34:12Z,3860000,,,0,,D. Garland Free Throw 1 of 1 (21 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Made,,,,,21.0,,,,,,,,,
391,PT04M54.00S,2021-03-18T01:34:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.521024967148489,48.84344362745098,1610612738,72,60,2021-03-18T01:34:35Z,3870000,6.0,9.0,1,left,R. Williams III Layup (8 PTS) (J. Brown 4 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,1.05,Made,,,,,8.0,,J. Brown,1627759.0,4.0,,,,,
393,PT04M37.00S,2021-03-18T01:34:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.38042049934296,52.51991421568627,1610612739,74,60,2021-03-18T01:34:52Z,3890000,13.0,10.0,1,right,I. Okoro driving Layup (8 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,1.59,Made,,,,,8.0,,,,,,,,,
394,PT04M17.00S,2021-03-18T01:35:07.7Z,3,REGULAR,2pt,Jump Shot,[],1628369,12.697109067017081,32.176776960784316,1610612738,74,62,2021-03-18T01:35:12Z,3900000,89.0,67.0,1,left,J. Tatum 11' turnaround fadeaway Jump Shot (14 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,11.14,Made,,,,,14.0,,,,,,,,,
395,PT04M02.00S,2021-03-18T01:35:23.0Z,3,REGULAR,3pt,Jump Shot,[],1626224,68.01905387647832,35.36305147058824,1610612739,77,62,2021-03-18T01:35:27Z,3910000,-73.0,248.0,1,right,C. Osman 25' 3PT  (8 PTS) (D. Garland 4 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,25.87,Made,,,,,8.0,,D. Garland,1629636.0,4.0,,,,,
397,PT03M42.00S,2021-03-18T01:35:42.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,37.13863337713535,41.98069852941176,1610612738,77,62,2021-03-18T01:35:48Z,3930000,40.0,297.0,1,left,MISS J. Tatum 29' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,29.93,Missed,,,,,,,,,,,,,,
398,PT03M39.00S,2021-03-18T01:35:45.8Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,77,62,2021-03-18T01:35:48Z,3940000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,397.0,2.0,2.0,0.0,,,,,,,,,,
399,PT03M26.00S,2021-03-18T01:36:01.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,91.80354796320631,51.78462009803921,1610612739,77,62,2021-03-18T01:36:05Z,3950000,9.0,25.0,1,right,MISS I. Okoro driving Layup - blocked,"[1630171, 1628369]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,2.61,Missed,,,,,,,,,,Tatum,1628369.0,,,
400,PT03M26.00S,2021-03-18T01:36:01.1Z,3,REGULAR,block,,[],1628369,,,1610612739,77,62,2021-03-18T01:36:04Z,3960000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M26.00S,2021-03-18T01:36:01.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,77,62,2021-03-18T01:36:05Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,
402,PT03M26.00S,2021-03-18T01:36:06.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,77,62,2021-03-18T01:36:06Z,3980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M26.00S,2021-03-18T01:36:06.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612739,77,62,2021-03-18T01:36:16Z,3990000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M26.00S,2021-03-18T01:36:06.9Z,3,REGULAR,substitution,out,[],203935,,,1610612739,77,62,2021-03-18T01:36:16Z,4000000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M26.00S,2021-03-18T01:36:06.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612739,77,62,2021-03-18T01:36:16Z,4010000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M26.00S,2021-03-18T01:36:06.9Z,3,REGULAR,substitution,in,[],1628400,,,1610612739,77,62,2021-03-18T01:36:16Z,4020000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M26.00S,2021-03-18T01:36:30.4Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612739,77,62,2021-03-18T01:44:10Z,4035000,,,0,,R. Williams III away-from-play personal FOUL (3 PF) (Allen 1 FT),"[1629057, 1628386]",1610612738.0,BOS,away-from-play,,,Williams III,R. Williams III,,,,,1151.0,3.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
409,PT03M26.00S,2021-03-18T01:36:55.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629636,,,1610612739,78,62,2021-03-18T01:44:10Z,4050000,,,0,,D. Garland away-from-play Free Throw 1 of 1 (22 PTS),[1629636],1610612739.0,CLE,away-from-play,,,Garland,D. Garland,,,,,,,,,,,Made,,,,,22.0,,,,,,,,,
410,PT03M19.00S,2021-03-18T01:37:11.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,66.70499342969777,19.431678921568626,1610612739,78,62,2021-03-18T01:46:15Z,4060000,-153.0,260.0,1,right,MISS C. Osman 30' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,30.2,Missed,,,,,,,,,,,,,,
411,PT03M17.00S,2021-03-18T01:37:13.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,78,62,2021-03-18T01:46:15Z,4070000,,,0,,R. Williams III REBOUND (Off:3 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,410.0,10.0,7.0,3.0,,,,,,,,,,
412,PT03M09.00S,2021-03-18T01:37:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.178055190538765,50.55912990196079,1610612738,78,64,2021-03-18T01:37:28Z,4080000,-3.0,15.0,1,left,J. Brown driving Layup (13 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,1.53,Made,,,,,13.0,,,,,,,,,
413,PT02M44.00S,2021-03-18T01:37:44.9Z,3,REGULAR,turnover,lost ball,[],1628386,,,1610612739,78,64,2021-03-18T01:37:48Z,4090000,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1630202]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,1.0,,,,,,Pritchard,1630202.0,
414,PT02M44.00S,2021-03-18T01:37:44.9Z,3,REGULAR,steal,,[],1630202,,,1610612738,78,64,2021-03-18T01:37:47Z,4100000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M40.00S,2021-03-18T01:37:49.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.652431011826544,49.08854166666667,1610612738,78,66,2021-03-18T01:37:58Z,4110000,5.0,10.0,1,left,J. Brown running finger roll Layup (15 PTS),[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,,,,,,1.1,Made,,,,,15.0,,,,,,,,,
416,PT02M25.00S,2021-03-18T01:38:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,94.30026281208936,52.27481617647059,1610612739,78,66,2021-03-18T01:38:07Z,4120000,11.0,1.0,1,right,MISS J. Allen driving Layup,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,,,,,,1.15,Missed,,,,,,,,,,,,,,
417,PT02M24.00S,2021-03-18T01:38:05.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,78,66,2021-03-18T01:38:07Z,4130000,,,0,,R. Williams III REBOUND (Off:3 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,416.0,11.0,8.0,3.0,,,,,,,,,,
418,PT02M21.00S,2021-03-18T01:38:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612738,78,66,2021-03-18T01:38:19Z,4140000,,,0,,I. Okoro shooting personal FOUL (3 PF) (Brown 2 FT),"[1630171, 1627759]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,1627529.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
420,PT02M21.00S,2021-03-18T01:38:29.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,78,66,2021-03-18T01:38:29Z,4160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,out,[],1628386,,,1610612738,78,66,2021-03-18T01:41:20Z,4170000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,out,[],1630171,,,1610612738,78,66,2021-03-18T01:41:20Z,4180000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,78,66,2021-03-18T01:41:20Z,4190000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,in,[],1626204,,,1610612738,78,66,2021-03-18T01:41:20Z,4200000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,in,[],201580,,,1610612738,78,66,2021-03-18T01:41:20Z,4210000,,,0,,SUB in: J. McGee,[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M21.00S,2021-03-18T01:40:43.4Z,3,REGULAR,substitution,in,[],201952,,,1610612738,78,66,2021-03-18T01:41:20Z,4220000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M21.00S,2021-03-18T01:41:36.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,78,66,2021-03-18T01:41:36Z,4230000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
428,PT02M21.00S,2021-03-18T01:41:36.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,78,66,2021-03-18T01:41:36Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,
429,PT02M21.00S,2021-03-18T01:41:39.6Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,78,66,2021-03-18T01:41:45Z,4250000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M21.00S,2021-03-18T01:41:39.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,78,66,2021-03-18T01:41:45Z,4260000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M21.00S,2021-03-18T01:41:54.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,78,67,2021-03-18T01:41:54Z,4270000,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
432,PT02M07.00S,2021-03-18T01:42:09.6Z,3,REGULAR,turnover,bad pass,[],1626224,,,1610612739,78,67,2021-03-18T01:42:14Z,4280000,,,0,,C. Osman bad pass TURNOVER (2 TO),"[1626224, 1629057]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,2.0,,,,,,Williams III,1629057.0,
433,PT02M07.00S,2021-03-18T01:42:09.6Z,3,REGULAR,steal,,[],1629057,,,1610612738,78,67,2021-03-18T01:42:11Z,4290000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M44.00S,2021-03-18T01:42:33.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201952,7.178055190538765,58.15716911764706,1610612738,78,67,2021-03-18T01:42:37Z,4300000,-41.0,15.0,1,left,MISS J. Teague driving floating bank Shot,[201952],1610612738.0,BOS,driving floating bank,,,Teague,J. Teague,,,,,,,,,,4.35,Missed,,,,,,,,,,,,,,
