actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
622,PT02M21.00S,2023-04-15T21:50:44.7Z,4,REGULAR,turnover,traveling,[],1628401,,,1610612738,110,95,2023-04-15T21:50:50Z,6160000,False,,,0,,D. White traveling TURNOVER (2 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,,,1662.0,,,,
623,PT02M21.00S,2023-04-15T21:50:51.7Z,4,REGULAR,substitution,out,[],203991,,,1610612737,110,95,2023-04-15T21:50:59Z,6170000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M21.00S,2023-04-15T21:50:51.7Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,110,95,2023-04-15T21:50:59Z,6180000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M10.00S,2023-04-15T21:51:12.8Z,4,REGULAR,foul,personal,['2freethrow'],201143,,,1610612737,110,95,2023-04-15T21:51:24Z,6190000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Murray 2 FT),"[201143, 1627749]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Murray,1627749.0
627,PT02M10.00S,2023-04-15T21:51:38.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627749,,,1610612737,110,96,2023-04-15T21:51:38Z,6210000,False,,,0,,D. Murray Free Throw 1 of 2 (21 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
628,PT02M10.00S,2023-04-15T21:51:53.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627749,,,1610612737,110,97,2023-04-15T21:51:53Z,6220000,False,,,0,,D. Murray Free Throw 2 of 2 (22 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
629,PT01M51.00S,2023-04-15T21:52:16.0Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,110,97,2023-04-15T21:52:40Z,6230000,False,,,0,,J. Brown bad pass TURNOVER (6 TO),"[1627759, 1629631]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,6.0,Hunter,1629631.0,,,,,,,,,,,,,,,,,
630,PT01M51.00S,2023-04-15T21:52:16.0Z,4,REGULAR,steal,,[],1629631,,,1610612737,110,97,2023-04-15T21:52:18Z,6240000,False,,,0,,D. Hunter STEAL (2 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
631,PT01M49.00S,2023-04-15T21:52:20.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629631,92.59198423127464,45.34313725490196,1610612737,110,97,2023-04-15T21:52:30Z,6250000,False,-23.0,17.0,1,right,MISS D. Hunter running Layup - blocked,"[1629631, 203935]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,2.89,Missed,,,,,,Smart,203935.0,,,,,,,,
632,PT01M49.00S,2023-04-15T21:52:20.0Z,4,REGULAR,block,,[],203935,,,1610612737,110,97,2023-04-15T21:52:23Z,6260000,False,,,0,,M. Smart BLOCK (2 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
633,PT01M48.00S,2023-04-15T21:52:21.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,110,97,2023-04-15T21:52:30Z,6270000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,631.0,,,,,,,,,,,,,
639,PT01M43.00S,2023-04-15T21:52:34.1Z,4,REGULAR,turnover,bad pass,[],203992,,,1610612737,110,97,2023-04-15T21:54:47Z,6285000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 203935]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,
640,PT01M43.00S,2023-04-15T21:52:34.1Z,4,REGULAR,steal,,[],203935,,,1610612738,110,97,2023-04-15T21:54:47Z,6287500,False,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
637,PT01M43.00S,2023-04-15T21:53:18.9Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,110,97,2023-04-15T21:54:58Z,6310000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M24.00S,2023-04-15T21:55:33.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201143,6.389618922470433,2.941176470588235,1610612738,110,97,2023-04-15T21:55:37Z,6330000,False,235.0,8.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,23.54,Missed,,,,,,,,,,,,,,,
643,PT01M22.00S,2023-04-15T21:55:35.1Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,110,97,2023-04-15T21:55:37Z,6340000,False,,,0,,D. Murray REBOUND (Off:2 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,,,,,642.0,8.0,6.0,2.0,,,,,,,,,,
644,PT01M18.00S,2023-04-15T21:55:38.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,91.40932982917214,53.67647058823529,1610612737,110,97,2023-04-15T21:55:46Z,6350000,False,18.0,28.0,1,right,MISS D. Murray running Layup - blocked,"[1627749, 201143]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,3.38,Missed,,,,,,Horford,201143.0,,,,,,,,
645,PT01M18.00S,2023-04-15T21:55:38.9Z,4,REGULAR,block,,[],201143,,,1610612737,110,97,2023-04-15T21:55:40Z,6360000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
646,PT01M17.00S,2023-04-15T21:55:39.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,110,97,2023-04-15T21:55:46Z,6370000,False,,,0,,J. Brown REBOUND (Off:4 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,644.0,12.0,8.0,4.0,,,,,,,,,,
647,PT01M05.00S,2023-04-15T21:55:54.1Z,4,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612738,110,97,2023-04-15T21:56:03Z,6380000,False,,,0,,J. Collins shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628381, 1628369]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,3.0,0.0,Tatum,1628369.0
649,PT01M05.00S,2023-04-15T21:56:24.7Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,111,97,2023-04-15T21:56:24Z,6400000,False,,,0,,J. Tatum Free Throw 1 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
650,PT01M05.00S,2023-04-15T21:56:40.5Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,112,97,2023-04-15T21:56:40Z,6410000,False,,,0,,J. Tatum Free Throw 2 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
651,PT00M55.80S,2023-04-15T21:56:51.7Z,4,REGULAR,3pt,Jump Shot,[],1627749,75.64060446780552,12.254901960784313,1610612737,112,97,2023-04-15T21:57:11Z,6420000,False,-189.0,176.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.84,Missed,,,,,,,,,,,,,,,
652,PT00M54.60S,2023-04-15T21:56:52.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,112,97,2023-04-15T21:56:57Z,6430000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,651.0,11.0,11.0,0.0,,,,,,,,,,
656,PT00M31.00S,2023-04-15T21:57:14.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,112,97,2023-04-15T21:58:30Z,6440000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1662.0,,,,
654,PT00M21.40S,2023-04-15T21:57:37.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,91.40932982917214,43.627450980392155,1610612737,112,99,2023-04-15T21:58:13Z,6450000,False,-32.0,28.0,1,right,D. Murray cutting Layup (24 PTS) (B. Bogdanovic 4 AST),"[1627749, 203992]",1610612737.0,ATL,cutting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,4.26,Made,24.0,,,,,,,B. Bogdanovic,203992.0,4.0,,,,,
657,PT00M00.00S,2023-04-15T21:58:04.6Z,4,REGULAR,period,end,[],0,,,1610612738,112,99,2023-04-15T21:58:04Z,6470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2023-04-15T21:58:36.7Z,4,REGULAR,game,end,[],0,,,0,112,99,2023-04-15T21:58:36Z,6480000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
