actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
258,PT04M38.00S,2023-04-22T00:01:50.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,63,56,2023-04-22T00:02:47Z,2520000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M38.00S,2023-04-22T00:01:50.4Z,2,REGULAR,substitution,in,[],203935,,,1610612738,63,56,2023-04-22T00:02:47Z,2530000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M20.00S,2023-04-22T00:03:25.6Z,2,REGULAR,3pt,Jump Shot,[],203935,26.231931668856767,84.55882352941177,1610612738,63,56,2023-04-22T00:03:30Z,2540000,False,-173.0,194.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
261,PT04M17.00S,2023-04-22T00:03:28.6Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,63,56,2023-04-22T00:03:30Z,2550000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,260.0,,,,,2.0,2.0,0.0,,,,,,,,,,
262,PT04M03.00S,2023-04-22T00:03:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,94.1688567674113,50.98039215686274,1610612737,65,56,2023-04-22T00:03:50Z,2560000,False,5.0,2.0,1,right,D. Hunter driving Layup (5 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.54,Made,,5.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,
263,PT03M52.00S,2023-04-22T00:03:54.2Z,2,REGULAR,3pt,Jump Shot,[],1627763,32.14520367936925,60.049019607843135,1610612738,65,56,2023-04-22T00:03:58Z,2570000,False,-50.0,250.0,1,left,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
264,PT03M49.00S,2023-04-22T00:03:57.2Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,65,56,2023-04-22T00:03:58Z,2580000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,263.0,,,,,3.0,3.0,0.0,,,,,,,,,,
265,PT03M45.00S,2023-04-22T00:04:01.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,67.49342969776609,52.94117647058824,1610612737,68,56,2023-04-22T00:04:06Z,2590000,False,15.0,253.0,1,right,B. Bogdanovic 25' 3PT running pullup (15 PTS),[203992],1610612737.0,ATL,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.35,Made,,15.0,,,,,,,,,,,,,,,,
266,PT03M32.00S,2023-04-22T00:04:13.6Z,2,REGULAR,2pt,Jump Shot,[],1627759,21.895532194480946,54.166666666666664,1610612738,68,56,2023-04-22T00:04:17Z,2600000,False,-21.0,153.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.47,Missed,,,,,,,,,,,,,,,,,,
267,PT03M30.00S,2023-04-22T00:04:15.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,68,56,2023-04-22T00:04:17Z,2610000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Center,,,266.0,,,,,2.0,1.0,1.0,,,,,,,,,,
268,PT03M18.00S,2023-04-22T00:04:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.9060446780552,48.28431372549019,1610612737,68,56,2023-04-22T00:04:32Z,2620000,False,-9.0,5.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
269,PT03M15.00S,2023-04-22T00:04:30.5Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,68,56,2023-04-22T00:04:32Z,2630000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,268.0,,,,,3.0,1.0,2.0,,,,,,,,,,
270,PT03M15.00S,2023-04-22T00:04:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,70,56,2023-04-22T00:04:31Z,2640000,False,0.0,0.0,1,right,C. Capela tip Layup (8 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,,8.0,,,,,,,,,,,,,,,,
271,PT02M58.00S,2023-04-22T00:04:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.521024967148489,49.01960784313725,1610612738,70,58,2023-04-22T00:04:53Z,2650000,False,5.0,9.0,1,left,M. Brogdon driving Layup (10 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.01,Made,,10.0,,,,,,,,,,,,,,,,
272,PT02M43.00S,2023-04-22T00:05:02.7Z,2,REGULAR,3pt,Jump Shot,[],1628381,72.61826544021025,19.11764705882353,1610612737,70,58,2023-04-22T00:05:07Z,2660000,False,-154.0,205.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
273,PT02M41.00S,2023-04-22T00:05:04.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,58,2023-04-22T00:05:07Z,2670000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,272.0,,,,,3.0,2.0,1.0,,,,,,,,,,
274,PT02M34.00S,2023-04-22T00:05:12.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.17411300919842,28.431372549019606,1610612738,70,61,2023-04-22T00:05:16Z,2680000,False,108.0,231.0,1,left,M. Brogdon 25' 3PT  (13 PTS) (J. Tatum 1 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.5,Made,,13.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,
276,PT02M20.00S,2023-04-22T00:05:29.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612737,70,61,2023-04-22T00:05:34Z,2700000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1629631]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203591.0,3.0,0.0,Hunter,1629631.0,,,,,
278,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,out,[],203992,,,1610612737,70,61,2023-04-22T00:05:48Z,2720000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612737,70,61,2023-04-22T00:05:48Z,2730000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612737,70,61,2023-04-22T00:05:48Z,2740000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,70,61,2023-04-22T00:05:48Z,2750000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,in,[],201143,,,1610612737,70,61,2023-04-22T00:05:48Z,2760000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M20.00S,2023-04-22T00:05:35.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612737,70,61,2023-04-22T00:05:48Z,2770000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M05.00S,2023-04-22T00:06:13.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,70,61,2023-04-22T00:06:20Z,2780000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1162.0,,,,,,,,,
285,PT01M58.00S,2023-04-22T00:06:41.7Z,2,REGULAR,foul,personal,[],203991,,,1610612738,70,61,2023-04-22T00:06:48Z,2790000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 201143]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,1.0,0.0,Horford,201143.0,,,,,
287,PT01M54.00S,2023-04-22T00:07:03.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,28.07161629434954,22.058823529411764,1610612738,70,64,2023-04-22T00:07:07Z,2810000,False,140.0,211.0,1,left,J. Tatum 25' 3PT pullup (15 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.34,Made,,15.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,
289,PT01M39.00S,2023-04-22T00:07:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.38042049934296,51.470588235294116,1610612737,72,64,2023-04-22T00:08:40Z,2830000,False,7.0,10.0,1,right,T. Young driving finger roll Layup (10 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.22,Made,,10.0,,,,,,,,,,,,,,,,
290,PT01M20.00S,2023-04-22T00:07:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612738,72,64,2023-04-22T00:08:14Z,2840000,False,,,0,,T. Young personal FOUL (1 PF) (Smart 2 FT),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,1.0,0.0,Smart,203935.0,,,,,
292,PT01M20.00S,2023-04-22T00:08:15.6Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,72,64,2023-04-22T00:08:15Z,2860000,False,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT01M20.00S,2023-04-22T00:08:15.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,72,64,2023-04-22T00:08:15Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,
294,PT01M20.00S,2023-04-22T00:08:28.5Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,72,65,2023-04-22T00:08:28Z,2880000,False,,,0,,M. Smart Free Throw 2 of 2 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
295,PT01M03.00S,2023-04-22T00:08:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,94.03745072273325,51.71568627450981,1610612737,74,65,2023-04-22T00:08:54Z,2890000,False,9.0,4.0,1,right,C. Capela reverse Layup (10 PTS) (D. Murray 4 AST),"[203991, 1627749]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.93,Made,,10.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,
297,PT00M50.80S,2023-04-22T00:09:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.229303547963205,57.35294117647059,1610612738,74,65,2023-04-22T00:10:17Z,2910000,False,-37.0,25.0,1,left,MISS J. Tatum driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,,,,
298,PT00M48.10S,2023-04-22T00:09:05.2Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,74,65,2023-04-22T00:09:07Z,2920000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,297.0,,,,,4.0,2.0,2.0,,,,,,,,,,
299,PT00M40.20S,2023-04-22T00:09:13.0Z,2,REGULAR,3pt,Jump Shot,[],1629631,90.09526938239159,3.6764705882352944,1610612737,74,65,2023-04-22T00:09:18Z,2930000,False,-232.0,41.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.51,Missed,,,,,,,,,,,,,,,,,,
300,PT00M37.10S,2023-04-22T00:09:16.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,74,65,2023-04-22T00:09:18Z,2940000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,299.0,,,,,3.0,3.0,0.0,,,,,,,,,,
301,PT00M30.40S,2023-04-22T00:09:25.3Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,74,65,2023-04-22T00:09:32Z,2950000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,1.0,,,,
302,PT00M29.00S,2023-04-22T00:09:47.7Z,2,REGULAR,violation,kicked ball,[],203935,,,1610612737,74,65,2023-04-22T00:09:56Z,2960000,False,,,0,,M. Smart kicked ball VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
303,PT00M07.90S,2023-04-22T00:10:19.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,84.57621550591328,47.794117647058826,1610612737,74,65,2023-04-22T00:10:23Z,2970000,False,-11.0,92.0,1,right,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.32,Missed,,,,,,,,,,,,,,,,,,
304,PT00M06.80S,2023-04-22T00:10:20.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,74,65,2023-04-22T00:10:23Z,2980000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,303.0,,,,,,,,,,,,,,,,,
306,PT00M06.80S,2023-04-22T00:10:29.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,74,65,2023-04-22T00:10:36Z,3000000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M06.80S,2023-04-22T00:10:29.3Z,2,REGULAR,substitution,in,[],1630573,,,1610612738,74,65,2023-04-22T00:10:36Z,3010000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M00.70S,2023-04-22T00:10:48.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612738,74,65,2023-04-22T00:11:13Z,3020000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Tatum 2 FT),"[203991, 1628369]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,,
310,PT00M00.70S,2023-04-22T00:11:16.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,74,66,2023-04-22T00:11:16Z,3040000,False,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
311,PT00M00.70S,2023-04-22T00:11:20.6Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,74,66,2023-04-22T00:11:23Z,3050000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M00.70S,2023-04-22T00:11:20.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,74,66,2023-04-22T00:11:23Z,3060000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M00.70S,2023-04-22T00:11:37.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,74,67,2023-04-22T00:11:37Z,3070000,False,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
314,PT00M00.00S,2023-04-22T00:11:49.3Z,2,REGULAR,period,end,[],0,,,1610612737,74,67,2023-04-22T00:11:49Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-04-22T00:25:25.9Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612737,74,67,2023-04-22T00:27:30Z,3090000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-04-22T00:25:25.9Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612737,74,67,2023-04-22T00:27:30Z,3100000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-04-22T00:25:25.9Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612737,74,67,2023-04-22T00:27:30Z,3110000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-04-22T00:25:25.9Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612737,74,67,2023-04-22T00:27:30Z,3120000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-04-22T00:27:53.6Z,3,REGULAR,period,start,[],0,,,1610612737,74,67,2023-04-22T00:27:53Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M45.00S,2023-04-22T00:28:08.3Z,3,REGULAR,3pt,Jump Shot,[],1628381,31.750985545335087,32.59803921568628,1610612737,74,67,2023-04-22T00:28:17Z,3140000,False,87.0,246.0,1,left,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
322,PT11M42.00S,2023-04-22T00:28:11.3Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,74,67,2023-04-22T00:28:17Z,3150000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,321.0,,,,,5.0,2.0,3.0,,,,,,,,,,
323,PT11M41.00S,2023-04-22T00:28:12.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,8.623521681997373,48.529411764705884,1610612737,74,67,2023-04-22T00:28:20Z,3160000,False,7.0,29.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
324,PT11M40.00S,2023-04-22T00:28:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,74,67,2023-04-22T00:28:15Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,323.0,,,,,,,,,,,,,,,,,
326,PT11M28.00S,2023-04-22T00:28:37.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,7.178055190538765,51.225490196078425,1610612737,76,67,2023-04-22T00:28:44Z,3190000,False,-6.0,15.0,1,left,D. Murray driving Layup (11 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.62,Made,,11.0,,,,,,,,,,,,,,,,
327,PT11M11.00S,2023-04-22T00:28:54.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,94.1688567674113,50.49019607843137,1610612738,76,69,2023-04-22T00:29:00Z,3200000,False,2.0,2.0,1,right,J. Tatum cutting DUNK (19 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.34,Made,,19.0,D. White,1628401.0,2.0,,,,,,,,,,,,,
329,PT11M00.00S,2023-04-22T00:29:07.5Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,76,69,2023-04-22T00:29:15Z,3220000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (3 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,,,3.0,,,,
330,PT10M47.00S,2023-04-22T00:29:26.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,94.30026281208936,50.98039215686274,1610612738,76,71,2023-04-22T00:29:30Z,3230000,False,5.0,1.0,1,right,J. Brown driving Layup (10 PTS) (A. Horford 3 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.5,Made,,10.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,
331,PT10M31.00S,2023-04-22T00:29:41.6Z,3,REGULAR,3pt,Jump Shot,[],1627749,33.065045992115635,56.372549019607845,1610612737,79,71,2023-04-22T00:29:47Z,3240000,False,-32.0,258.0,1,left,D. Murray 26' 3PT pullup (14 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.03,Made,,14.0,,,,,,,,,,,,,,,,
332,PT10M12.00S,2023-04-22T00:29:59.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.67608409986859,65.68627450980392,1610612738,79,71,2023-04-22T00:30:05Z,3250000,False,78.0,242.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
333,PT10M10.00S,2023-04-22T00:30:01.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,79,71,2023-04-22T00:30:05Z,3260000,False,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,332.0,,,,,6.0,3.0,3.0,,,,,,,,,,
334,PT10M02.00S,2023-04-22T00:30:10.9Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612737,79,71,2023-04-22T00:30:16Z,3270000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1628401]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,White,1628401.0,,
335,PT10M02.00S,2023-04-22T00:30:10.9Z,3,REGULAR,steal,,[],1628401,,,1610612738,79,71,2023-04-22T00:30:12Z,3280000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
336,PT09M59.00S,2023-04-22T00:30:15.1Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612738,79,71,2023-04-22T00:30:26Z,3290000,False,,,0,,J. Collins shooting personal FOUL (2 PF) (Brown 2 FT),"[1628381, 1627759]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,
338,PT09M59.00S,2023-04-22T00:30:43.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,79,72,2023-04-22T00:31:03Z,3310000,False,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
339,PT09M59.00S,2023-04-22T00:30:43.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,79,72,2023-04-22T00:31:03Z,3320000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT09M57.00S,2023-04-22T00:30:45.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,79,72,2023-04-22T00:31:03Z,3330000,False,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,339.0,,,,,7.0,4.0,3.0,,,,,,,,,,
341,PT09M48.00S,2023-04-22T00:31:12.1Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,79,72,2023-04-22T00:31:17Z,3340000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,4.0,Smart,203935.0,,
