actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
32,PT08M55.00S,2023-05-28T00:36:58.7Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,5,4,2023-05-28T00:37:03Z,320000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2534.0,,,,,1.0,,
33,PT08M39.00S,2023-05-28T00:37:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,95.0886990801577,53.92156862745098,1610612748,5,4,2023-05-28T00:45:03Z,330000,False,20.0,-6.0,1,right,MISS M. Strus driving Layup - blocked,"[1629622, 1628369]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
34,PT08M39.00S,2023-05-28T00:37:27.1Z,1,REGULAR,block,,[],1628369,,,1610612748,5,4,2023-05-28T00:37:30Z,340000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M37.00S,2023-05-28T00:37:29.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,5,4,2023-05-28T00:45:03Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,,,,,,,,,,,,
37,PT08M19.00S,2023-05-28T00:37:49.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,5,4,2023-05-28T00:37:54Z,370000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Adebayo,1628389.0
38,PT08M19.00S,2023-05-28T00:37:49.6Z,1,REGULAR,steal,,[],1628389,,,1610612748,5,4,2023-05-28T00:37:52Z,380000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
39,PT08M14.00S,2023-05-28T00:37:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,93.64323258869908,52.69607843137255,1610612748,7,4,2023-05-28T00:45:35Z,390000,False,13.0,7.0,1,right,C. Martin running Layup (2 PTS) (M. Strus 1 AST),"[1628997, 1629622]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,2.0,M. Strus,1629622.0,1.0,,,,,,,,
41,PT08M02.00S,2023-05-28T00:38:06.5Z,1,REGULAR,3pt,Jump Shot,[],203935,22.026938239159,93.13725490196079,1610612738,7,7,2023-05-28T00:38:14Z,410000,False,-216.0,155.0,1,left,M. Smart 26' 3PT  (3 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.54,Made,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,
43,PT07M39.00S,2023-05-28T00:38:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.11760840998686,47.30392156862745,1610612748,9,7,2023-05-28T00:38:36Z,430000,False,-13.0,12.0,1,right,C. Martin driving Layup (4 PTS) (M. Strus 2 AST),"[1628997, 1629622]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,4.0,M. Strus,1629622.0,2.0,,,,,,,,
45,PT07M27.00S,2023-05-28T00:38:41.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,29.517082785808146,78.92156862745098,1610612738,9,7,2023-05-28T00:38:45Z,450000,False,-145.0,225.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
46,PT07M25.00S,2023-05-28T00:38:44.1Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,9,7,2023-05-28T00:38:44Z,460000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,45.0,3.0,2.0,1.0,,,,,,,,,,,,,,
47,PT07M20.00S,2023-05-28T00:38:49.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,22.026938239159,69.11764705882352,1610612738,9,9,2023-05-28T00:38:52Z,470000,False,-96.0,155.0,1,left,J. Brown 18' pullup Jump Shot (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.18,Made,,,,,,,6.0,,,,,,,,,,,
48,PT06M50.00S,2023-05-28T00:39:17.9Z,1,REGULAR,2pt,Jump Shot,[],1628997,78.13731931668858,47.30392156862745,1610612748,11,9,2023-05-28T00:39:23Z,480000,False,-13.0,153.0,1,right,C. Martin 15' fadeaway Jump Shot (6 PTS) (J. Butler 1 AST),"[1628997, 202710]",1610612748.0,MIA,fadeaway,,,Martin,C. Martin,,,,,Mid-Range,8-16 Center,15.36,Made,,,,,,,6.0,J. Butler,202710.0,1.0,,,,,,,,
50,PT06M32.00S,2023-05-28T00:39:36.4Z,1,REGULAR,3pt,Jump Shot,[],203935,31.750985545335087,30.392156862745097,1610612738,11,9,2023-05-28T00:39:41Z,500000,False,98.0,246.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
51,PT06M28.00S,2023-05-28T00:39:40.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,11,9,2023-05-28T00:39:41Z,510000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
52,PT06M26.00S,2023-05-28T00:39:42.7Z,1,REGULAR,turnover,lost ball,[],1628997,,,1610612748,11,9,2023-05-28T00:39:46Z,520000,False,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628997, 1628401]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,White,1628401.0
53,PT06M26.00S,2023-05-28T00:39:42.7Z,1,REGULAR,steal,,[],1628401,,,1610612738,11,9,2023-05-28T00:39:45Z,530000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
54,PT06M20.00S,2023-05-28T00:39:48.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,7.966491458607096,49.26470588235294,1610612738,11,11,2023-05-28T00:39:56Z,540000,False,4.0,22.0,1,left,A. Horford running DUNK (2 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,
56,PT06M02.00S,2023-05-28T00:40:06.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,78.9257555847569,91.42156862745098,1610612748,11,11,2023-05-28T00:40:10Z,560000,False,207.0,146.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
57,PT06M00.00S,2023-05-28T00:40:08.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,11,11,2023-05-28T00:40:10Z,570000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT05M51.00S,2023-05-28T00:40:26.3Z,1,REGULAR,foul,personal,['3freethrow'],1629622,,,1610612738,11,11,2023-05-28T00:40:37Z,590000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Tatum 3 FT),"[1629622, 1628369]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,
61,PT05M51.00S,2023-05-28T00:40:42.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,11,2023-05-28T00:40:42Z,610000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M51.00S,2023-05-28T00:41:21.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,11,11,2023-05-28T00:43:57Z,620000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M51.00S,2023-05-28T00:41:21.3Z,1,REGULAR,substitution,out,[],201143,,,1610612738,11,11,2023-05-28T00:43:57Z,630000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M51.00S,2023-05-28T00:41:21.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,11,11,2023-05-28T00:43:57Z,640000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M51.00S,2023-05-28T00:41:21.3Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,11,11,2023-05-28T00:43:57Z,650000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M51.00S,2023-05-28T00:44:23.5Z,1,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,11,12,2023-05-28T00:44:23Z,660000,False,,,0,,J. Tatum Free Throw 1 of 3 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
67,PT05M51.00S,2023-05-28T00:44:35.7Z,1,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,11,13,2023-05-28T00:44:35Z,670000,False,,,0,,J. Tatum Free Throw 2 of 3 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
68,PT05M51.00S,2023-05-28T00:44:50.7Z,1,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,11,14,2023-05-28T00:44:50Z,680000,False,,,0,,J. Tatum Free Throw 3 of 3 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
69,PT05M35.00S,2023-05-28T00:45:10.7Z,1,REGULAR,3pt,Jump Shot,[],202710,76.5604467805519,7.598039215686274,1610612748,14,14,2023-05-28T00:45:18Z,690000,False,-212.0,168.0,1,right,J. Butler 27' 3PT  (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,27.04,Made,,,,,,,3.0,,,,,,,,,,,
70,PT05M18.00S,2023-05-28T00:45:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,48.529411764705884,1610612738,14,16,2023-05-28T00:45:32Z,700000,False,7.0,4.0,1,left,J. Tatum driving finger roll Layup (5 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,,5.0,,,,,,,,,,,
71,PT05M00.00S,2023-05-28T00:45:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.72339027595268,50.73529411764706,1610612748,14,16,2023-05-28T00:45:49Z,710000,False,4.0,16.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,,
72,PT04M58.00S,2023-05-28T00:45:47.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,14,16,2023-05-28T00:45:49Z,720000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,71.0,4.0,3.0,1.0,,,,,,,,,,,,,,
73,PT04M54.00S,2023-05-28T00:45:52.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,12.302890932982917,51.9607843137255,1610612738,14,18,2023-05-28T00:48:16Z,730000,False,-10.0,63.0,1,left,J. Brown 6' running pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,,,,,,,8.0,,,,,,,,,,,
74,PT04M40.00S,2023-05-28T00:46:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.9060446780552,53.92156862745098,1610612748,16,18,2023-05-28T00:49:56Z,740000,False,20.0,5.0,1,right,M. Strus driving Layup (5 PTS) (J. Butler 2 AST),"[1629622, 202710]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,5.0,J. Butler,202710.0,2.0,,,,,,,,
76,PT04M27.00S,2023-05-28T00:46:19.2Z,1,REGULAR,2pt,Jump Shot,[],1627759,17.95335085413929,12.990196078431374,1610612738,16,20,2023-05-28T00:46:23Z,760000,False,185.0,116.0,1,left,J. Brown 21' pullup Jump Shot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,21.85,Made,,,,,,,10.0,,,,,,,,,,,
77,PT04M07.00S,2023-05-28T00:46:38.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,90.48948751642575,52.20588235294118,1610612748,18,20,2023-05-28T00:46:44Z,770000,False,11.0,37.0,1,right,B. Adebayo driving Hook (4 PTS) (J. Butler 3 AST),"[1628389, 202710]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,4.0,J. Butler,202710.0,3.0,,,,,,,,
79,PT03M51.00S,2023-05-28T00:46:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,29.517082785808146,26.47058823529412,1610612738,18,20,2023-05-28T00:47:01Z,790000,False,118.0,225.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
80,PT03M46.00S,2023-05-28T00:47:00.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,18,20,2023-05-28T00:47:01Z,800000,False,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,79.0,4.0,4.0,0.0,,,,,,,,,,,,,,
81,PT03M37.00S,2023-05-28T00:47:14.6Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612748,18,20,2023-05-28T00:47:27Z,810000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Butler 2 FT),"[1629057, 202710]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2534.0,1.0,0.0,Butler,202710.0,,,
83,PT03M37.00S,2023-05-28T00:47:43.7Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,19,20,2023-05-28T00:47:43Z,830000,False,,,0,,J. Butler Free Throw 1 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
84,PT03M37.00S,2023-05-28T00:47:44.7Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,19,20,2023-05-28T00:47:53Z,840000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M37.00S,2023-05-28T00:47:44.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,19,20,2023-05-28T00:47:53Z,850000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M37.00S,2023-05-28T00:47:44.7Z,1,REGULAR,substitution,in,[],203469,,,1610612748,19,20,2023-05-28T00:47:53Z,860000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M37.00S,2023-05-28T00:47:44.7Z,1,REGULAR,substitution,in,[],200768,,,1610612748,19,20,2023-05-28T00:47:53Z,870000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M37.00S,2023-05-28T00:48:01.9Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,20,20,2023-05-28T00:48:01Z,880000,False,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
89,PT03M18.00S,2023-05-28T00:48:22.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.258212877792378,41.911764705882355,1610612738,20,22,2023-05-28T00:54:20Z,890000,False,40.0,6.0,1,left,R. Williams III Layup (2 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,4.09,Made,,,,,,,2.0,J. Brown,1627759.0,2.0,,,,,,,,
91,PT03M05.00S,2023-05-28T00:48:36.4Z,1,REGULAR,3pt,Jump Shot,[],202710,80.89684625492772,93.62745098039215,1610612748,20,22,2023-05-28T00:48:40Z,910000,False,218.0,127.0,1,right,MISS J. Butler 25' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
92,PT03M02.00S,2023-05-28T00:48:39.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,20,22,2023-05-28T00:48:40Z,920000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT02M48.00S,2023-05-28T00:48:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.703679369250986,46.32352941176471,1610612738,20,22,2023-05-28T00:49:00Z,930000,False,18.0,20.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
94,PT02M47.00S,2023-05-28T00:48:54.5Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,20,22,2023-05-28T00:49:00Z,940000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,
95,PT02M45.00S,2023-05-28T00:48:56.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,8.623521681997373,55.392156862745104,1610612738,20,24,2023-05-28T00:49:15Z,950000,False,-27.0,29.0,1,left,R. Williams III putback Layup (4 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,,,4.0,,,,,,,,,,,
96,PT02M35.00S,2023-05-28T00:49:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,81.553876478318,51.71568627450981,1610612748,20,24,2023-05-28T00:55:49Z,960000,False,9.0,121.0,1,right,MISS K. Lowry 12' turnaround fadeaway Shot,[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,
97,PT02M35.00S,2023-05-28T00:49:06.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,20,24,2023-05-28T00:51:00Z,970000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,96.0,5.0,4.0,1.0,,,,,,,,,,,,,,
98,PT02M25.00S,2023-05-28T00:49:17.0Z,1,REGULAR,2pt,Jump Shot,[],1628369,14.799605781865965,12.254901960784313,1610612738,20,26,2023-05-28T00:56:27Z,980000,False,189.0,87.0,1,left,J. Tatum 20' step back Jump Shot (7 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,20.76,Made,,,,,,,7.0,,,,,,,,,,,
99,PT02M09.00S,2023-05-28T00:49:36.6Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,20,26,2023-05-28T00:50:07Z,990000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Zeller 2 FT),"[1627759, 203469]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,1.0,0.0,Zeller,203469.0,,,
101,PT02M09.00S,2023-05-28T00:49:55.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,26,2023-05-28T00:49:55Z,1010000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M09.00S,2023-05-28T00:51:28.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612748,20,26,2023-05-28T00:53:16Z,1020000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M09.00S,2023-05-28T00:51:28.3Z,1,REGULAR,substitution,in,[],203935,,,1610612748,20,26,2023-05-28T00:53:16Z,1030000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M09.00S,2023-05-28T00:53:22.4Z,1,REGULAR,freethrow,1 of 2,[],203469,,,1610612748,21,26,2023-05-28T00:53:41Z,1040000,False,,,0,,C. Zeller Free Throw 1 of 2 (1 PTS),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
105,PT02M09.00S,2023-05-28T00:53:22.4Z,1,REGULAR,freethrow,2 of 2,[],203469,,,1610612748,21,26,2023-05-28T00:53:41Z,1050000,False,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT02M06.00S,2023-05-28T00:53:25.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,26,2023-05-28T00:53:41Z,1060000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,
107,PT01M53.00S,2023-05-28T00:53:52.7Z,1,REGULAR,3pt,Jump Shot,[],203935,12.302890932982917,96.07843137254902,1610612738,21,29,2023-05-28T00:53:57Z,1070000,False,-230.0,63.0,1,left,M. Smart 3PT  (6 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.89,Made,,,,,,,6.0,J. Tatum,1628369.0,1.0,,,,,,,,
109,PT01M33.00S,2023-05-28T00:54:12.2Z,1,REGULAR,3pt,Jump Shot,[],1628997,87.20433639947439,3.431372549019608,1610612748,24,29,2023-05-28T00:54:17Z,1090000,False,-233.0,68.0,1,right,C. Martin 24' 3PT  (9 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,24.25,Made,,,,,,,9.0,K. Lowry,200768.0,1.0,,,,,,,,
111,PT01M16.00S,2023-05-28T00:54:35.9Z,1,REGULAR,foul,personal,['2freethrow'],203469,,,1610612738,24,29,2023-05-28T00:54:50Z,1110000,False,,,0,,C. Zeller shooting personal FOUL (1 PF) (Tatum 2 FT),"[203469, 1628369]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,1.0,0.0,Tatum,1628369.0,,,
113,PT01M16.00S,2023-05-28T00:54:58.1Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,24,30,2023-05-28T00:54:58Z,1130000,False,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
114,PT01M16.00S,2023-05-28T00:54:58.9Z,1,REGULAR,substitution,out,[],1629622,,,1610612738,24,30,2023-05-28T00:55:04Z,1140000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M16.00S,2023-05-28T00:54:58.9Z,1,REGULAR,substitution,out,[],203469,,,1610612738,24,30,2023-05-28T00:55:04Z,1150000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M16.00S,2023-05-28T00:54:58.9Z,1,REGULAR,substitution,in,[],1629130,,,1610612738,24,30,2023-05-28T00:55:04Z,1160000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M16.00S,2023-05-28T00:54:58.9Z,1,REGULAR,substitution,in,[],1628389,,,1610612738,24,30,2023-05-28T00:55:04Z,1170000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
