actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
203,PT07M29.00S,2023-05-28T01:13:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,38,42,2023-05-28T01:14:14Z,2000000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1627759, 1628389]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,2.0,0.0,Adebayo,1628389.0,,,
205,PT07M29.00S,2023-05-28T01:14:28.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,38,42,2023-05-28T01:14:28Z,2020000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT07M29.00S,2023-05-28T01:14:28.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,38,42,2023-05-28T01:14:28Z,2030000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
207,PT07M29.00S,2023-05-28T01:14:52.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,39,42,2023-05-28T01:14:52Z,2040000,False,,,0,,B. Adebayo Free Throw 2 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
208,PT07M11.00S,2023-05-28T01:15:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.478975032851512,37.5,1610612738,39,44,2023-05-28T01:15:58Z,2050000,False,62.0,121.0,1,left,J. Tatum 13' fadeaway Jump Shot (15 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,13.64,Made,,,,,,,15.0,,,,,,,,,,,
209,PT06M48.00S,2023-05-28T01:15:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.9060446780552,46.07843137254902,1610612748,39,44,2023-05-28T01:18:16Z,2060000,False,-20.0,5.0,1,right,MISS C. Martin driving finger roll Layup,[1628997],1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
210,PT06M48.00S,2023-05-28T01:15:36.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,44,2023-05-28T01:16:59Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,209.0,,,,,,,,,,,,,,,,,
212,PT06M32.00S,2023-05-28T01:16:01.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,12.565703022339028,20.833333333333336,1610612738,39,46,2023-05-28T01:16:08Z,2090000,False,146.0,66.0,1,left,J. Tatum 15' turnaround fadeaway Jump Shot (17 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.99,Made,,,,,,,17.0,D. White,1628401.0,2.0,,,,,,,,
214,PT06M31.00S,2023-05-28T01:16:10.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,39,46,2023-05-28T01:16:10Z,2110000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M10.00S,2023-05-28T01:20:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,94.69448094612353,53.92156862745098,1610612748,41,46,2023-05-28T01:20:53Z,2120000,False,20.0,-3.0,1,right,G. Vincent driving finger roll Layup (8 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,8.0,,,,,,,,,,,
216,PT05M55.00S,2023-05-28T01:20:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628401,22.28975032851511,9.068627450980392,1610612738,41,46,2023-05-28T01:20:29Z,2130000,False,205.0,157.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
217,PT05M52.00S,2023-05-28T01:20:28.1Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,41,46,2023-05-28T01:20:29Z,2140000,False,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,216.0,3.0,1.0,2.0,,,,,,,,,,,,,,
218,PT05M31.00S,2023-05-28T01:20:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,85.3646517739816,37.5,1610612748,41,46,2023-05-28T01:21:37Z,2150000,False,-62.0,85.0,1,right,MISS D. Robinson 10' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Left,10.56,Missed,,,,,,,,,,,,,,,,,,
219,PT05M29.00S,2023-05-28T01:20:52.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,41,46,2023-05-28T01:21:37Z,2160000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,218.0,4.0,4.0,0.0,,,,,,,,,,,,,,
220,PT05M22.00S,2023-05-28T01:20:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.046649145860711,48.28431372549019,1610612738,41,48,2023-05-28T01:21:56Z,2170000,False,9.0,14.0,1,left,J. Tatum driving finger roll Layup (19 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,19.0,A. Horford,201143.0,1.0,,,,,,,,
222,PT05M07.00S,2023-05-28T01:21:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.19776609724047,61.51960784313726,1610612748,41,48,2023-05-28T01:23:55Z,2190000,False,58.0,21.0,1,right,MISS J. Butler 6' turnaround Shot - blocked,"[202710, 1628369]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
223,PT05M07.00S,2023-05-28T01:21:16.0Z,2,REGULAR,block,,[],1628369,,,1610612748,41,48,2023-05-28T01:21:19Z,2200000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT05M05.00S,2023-05-28T01:21:18.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,41,48,2023-05-28T01:23:29Z,2210000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,222.0,,,,,,,,,,,,,,,,,
226,PT05M05.00S,2023-05-28T01:21:22.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612738,41,48,2023-05-28T01:21:39Z,2230000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M05.00S,2023-05-28T01:21:22.9Z,2,REGULAR,substitution,out,[],201143,,,1610612738,41,48,2023-05-28T01:21:39Z,2240000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M05.00S,2023-05-28T01:21:22.9Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,41,48,2023-05-28T01:21:39Z,2250000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M05.00S,2023-05-28T01:21:22.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,41,48,2023-05-28T01:21:39Z,2260000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M51.00S,2023-05-28T01:21:53.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,7.30946123521682,97.30392156862744,1610612738,41,48,2023-05-28T01:22:15Z,2270000,False,-237.0,16.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
231,PT04M46.00S,2023-05-28T01:21:58.7Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,41,48,2023-05-28T01:22:15Z,2280000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,230.0,1.0,0.0,1.0,,,,,,,,,,,,,,
232,PT04M40.00S,2023-05-28T01:22:04.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,6.652431011826544,52.69607843137255,1610612738,41,50,2023-05-28T01:23:14Z,2290000,False,-13.0,10.0,1,left,R. Williams III DUNK (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,6.0,,,,,,,,,,,
234,PT04M24.00S,2023-05-28T01:22:20.0Z,2,REGULAR,turnover,lost ball,[],202710,,,1610612748,41,50,2023-05-28T01:22:28Z,2310000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
235,PT04M24.00S,2023-05-28T01:22:20.0Z,2,REGULAR,steal,,[],1628369,,,1610612738,41,50,2023-05-28T01:22:55Z,2320000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
236,PT04M15.00S,2023-05-28T01:22:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.783837056504599,48.03921568627451,1610612738,41,52,2023-05-28T01:22:36Z,2330000,False,10.0,11.0,1,left,J. Tatum driving Layup (21 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,21.0,D. White,1628401.0,3.0,,,,,,,,
238,PT04M15.00S,2023-05-28T01:22:37.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,41,52,2023-05-28T01:22:37Z,2350000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M00.00S,2023-05-28T01:24:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,71.69842312746385,22.058823529411764,1610612748,44,52,2023-05-28T01:24:33Z,2360000,False,-140.0,214.0,1,right,M. Strus 25' 3PT  (8 PTS) (B. Adebayo 3 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,,,8.0,B. Adebayo,1628389.0,3.0,,,,,,,,
241,PT03M41.00S,2023-05-28T01:24:48.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.799605781865965,37.745098039215684,1610612738,44,54,2023-05-28T01:24:52Z,2380000,False,61.0,87.0,1,left,J. Tatum 10' driving floating Jump Shot (23 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,10.61,Made,,,,,,,23.0,,,,,,,,,,,
242,PT03M34.00S,2023-05-28T01:24:58.4Z,2,REGULAR,2pt,Jump Shot,[],1629216,79.188567674113,50.49019607843137,1610612748,44,54,2023-05-28T01:34:10Z,2390000,False,2.0,143.0,1,right,MISS G. Vincent 14' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Center,14.31,Missed,,,,,,,,,,,,,,,,,,
243,PT03M31.00S,2023-05-28T01:25:01.4Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,44,54,2023-05-28T01:34:10Z,2400000,False,,,0,,J. Butler REBOUND (Off:3 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,242.0,4.0,1.0,3.0,,,,,,,,,,,,,,
285,PT03M31.00S,2023-05-28T01:25:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,91.01511169513797,47.30392156862745,1610612748,44,54,2023-05-28T01:34:23Z,2405000,False,-13.0,32.0,1,right,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
286,PT03M30.00S,2023-05-28T01:25:01.8Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,44,54,2023-05-28T01:34:23Z,2407500,False,,,0,,J. Butler REBOUND (Off:4 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,285.0,5.0,1.0,4.0,,,,,,,,,,,,,,
244,PT03M30.00S,2023-05-28T01:25:03.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,94.40999984741211,50.0,1610612748,44,54,2023-05-28T01:34:45Z,2410000,False,0.0,0.0,1,right,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
245,PT03M28.00S,2023-05-28T01:25:05.2Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,44,54,2023-05-28T01:34:45Z,2420000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,244.0,4.0,1.0,3.0,,,,,,,,,,,,,,
247,PT03M27.00S,2023-05-28T01:25:43.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,44,54,2023-05-28T01:25:43Z,2440000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M17.00S,2023-05-28T01:27:12.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,81.8166885676741,62.254901960784316,1610612748,44,54,2023-05-28T01:27:15Z,2450000,False,61.0,118.0,1,right,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.33,Missed,,,,,,,,,,,,,,,,,,
249,PT03M15.00S,2023-05-28T01:27:14.3Z,2,REGULAR,rebound,offensive,[],1629216,,,1610612748,44,54,2023-05-28T01:27:14Z,2460000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,248.0,1.0,0.0,1.0,,,,,,,,,,,,,,
250,PT03M12.00S,2023-05-28T01:27:19.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,84.31340341655716,4.166666666666666,1610612748,47,54,2023-05-28T01:27:22Z,2470000,False,-229.0,95.0,1,right,G. Vincent 24' 3PT  (11 PTS) (M. Strus 3 AST),"[1629216, 1629622]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,24.81,Made,,,,,,,11.0,M. Strus,1629622.0,3.0,,,,,,,,
252,PT02M54.00S,2023-05-28T01:27:35.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.750985545335087,67.64705882352942,1610612738,47,54,2023-05-28T01:33:34Z,2490000,False,-88.0,246.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
253,PT02M54.00S,2023-05-28T01:27:35.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,47,54,2023-05-28T01:27:43Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,252.0,,,,,,,,,,,,,,,,,
254,PT02M54.00S,2023-05-28T01:27:43.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612738,47,54,2023-05-28T01:27:54Z,2510000,False,,,0,,C. Martin loose ball personal FOUL (1 PF) (Williams III 2 FT),"[1628997, 1629057]",1610612748.0,MIA,loose ball,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Williams III,1629057.0,,,
256,PT02M54.00S,2023-05-28T01:28:14.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,47,54,2023-05-28T01:28:14Z,2530000,False,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT02M54.00S,2023-05-28T01:28:14.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,47,54,2023-05-28T01:28:14Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,
258,PT02M54.00S,2023-05-28T01:28:24.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,47,54,2023-05-28T01:28:28Z,2550000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M54.00S,2023-05-28T01:28:24.0Z,2,REGULAR,substitution,in,[],201143,,,1610612738,47,54,2023-05-28T01:28:28Z,2560000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M54.00S,2023-05-28T01:28:44.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,47,55,2023-05-28T01:28:44Z,2570000,False,,,0,,R. Williams III Free Throw 2 of 2 (7 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
302,PT02M47.00S,2023-05-28T01:29:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,89.04402102496715,48.529411764705884,1610612748,47,55,2023-05-28T01:37:48Z,2595000,False,-7.0,50.0,1,right,MISS B. Adebayo driving Layup - blocked,"[1628389, 1629057]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,
303,PT02M47.00S,2023-05-28T01:29:00.5Z,2,REGULAR,block,,[],1629057,,,1610612748,47,55,2023-05-28T01:37:48Z,2597500,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT02M47.00S,2023-05-28T01:29:00.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,55,2023-05-28T01:37:48Z,2598750,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,302.0,4.0,3.0,1.0,,,,,,,,,,,,,,
263,PT02M43.00S,2023-05-28T01:29:05.6Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,47,55,2023-05-28T01:37:48Z,2600000,False,,,0,,J. Brown charge offensive FOUL (3 PF),"[1627759, 1629622]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,3.0,0.0,Strus,1629622.0,,,
265,PT02M43.00S,2023-05-28T01:29:05.6Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,47,55,2023-05-28T01:29:05Z,2620000,False,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,,,,,3.0,,
266,PT02M26.00S,2023-05-28T01:29:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,92.32917214191852,50.73529411764706,1610612748,49,55,2023-05-28T01:29:39Z,2630000,False,4.0,20.0,1,right,J. Butler driving Layup (7 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,7.0,,,,,,,,,,,
267,PT02M07.00S,2023-05-28T01:29:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,49.01960784313725,1610612738,49,55,2023-05-28T01:41:43Z,2640000,False,5.0,26.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,,,,,,,,,,,,,,
268,PT02M03.00S,2023-05-28T01:29:54.2Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,49,55,2023-05-28T01:29:57Z,2650000,False,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,267.0,2.0,1.0,1.0,,,,,,,,,,,,,,
269,PT02M00.00S,2023-05-28T01:30:06.1Z,2,REGULAR,foul,personal,[],203935,,,1610612748,49,55,2023-05-28T01:30:32Z,2660000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1629216]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Vincent,1629216.0,,,
271,PT02M00.00S,2023-05-28T01:30:16.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612748,49,55,2023-05-28T01:30:19Z,2680000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M00.00S,2023-05-28T01:30:16.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,49,55,2023-05-28T01:30:19Z,2690000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M00.00S,2023-05-28T01:30:23.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,49,55,2023-05-28T01:30:27Z,2700000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M00.00S,2023-05-28T01:30:23.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612748,49,55,2023-05-28T01:30:27Z,2710000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT01M52.00S,2023-05-28T01:30:51.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,49,55,2023-05-28T01:31:07Z,2720000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Butler 2 FT),"[1628369, 202710]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Butler,202710.0,,,
277,PT01M52.00S,2023-05-28T01:31:24.7Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,50,55,2023-05-28T01:31:24Z,2740000,False,,,0,,J. Butler Free Throw 1 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
278,PT01M52.00S,2023-05-28T01:31:42.7Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,51,55,2023-05-28T01:31:42Z,2750000,False,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
279,PT01M34.00S,2023-05-28T01:32:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.521024967148489,47.05882352941176,1610612738,51,55,2023-05-28T01:45:24Z,2760000,False,15.0,9.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
280,PT01M33.00S,2023-05-28T01:32:05.4Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,51,55,2023-05-28T01:45:24Z,2770000,False,,,0,,C. Martin REBOUND (Off:0 Def:7),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,279.0,7.0,7.0,0.0,,,,,,,,,,,,,,
281,PT01M28.00S,2023-05-28T01:32:15.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,51,55,2023-05-28T01:32:25Z,2780000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Martin 2 FT),"[1629684, 1628997]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Martin,1628997.0,,,
283,PT01M28.00S,2023-05-28T01:32:44.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,52,55,2023-05-28T01:34:08Z,2800000,False,,,0,,C. Martin Free Throw 1 of 2 (13 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
284,PT01M28.00S,2023-05-28T01:32:44.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628997,,,1610612748,53,55,2023-05-28T01:34:08Z,2810000,False,,,0,,C. Martin Free Throw 2 of 2 (14 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
