actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
254,PT05M21.00S,2023-04-23T23:48:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630180,97.19119579500656,95.83333333333334,1610612737,40,51,2023-04-23T23:48:28Z,2540000,False,229.0,-26.0,1,right,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
255,PT05M17.00S,2023-04-23T23:48:27.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,40,51,2023-04-23T23:48:28Z,2550000,False,,,0,,R. Williams III REBOUND (Off:1 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,,,,,,,,,254.0,8.0,7.0,1.0,,,,,,,,
256,PT05M13.00S,2023-04-23T23:48:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.703679369250986,50.98039215686274,1610612738,40,53,2023-04-23T23:48:43Z,2560000,False,-5.0,20.0,1,left,J. Brown running Layup (7 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.05,Made,7.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
258,PT05M10.00S,2023-04-23T23:48:39.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,40,53,2023-04-23T23:48:39Z,2580000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M10.00S,2023-04-23T23:50:07.0Z,2,REGULAR,substitution,out,[],1630180,,,1610612737,40,53,2023-04-23T23:51:58Z,2590000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M10.00S,2023-04-23T23:50:07.0Z,2,REGULAR,substitution,out,[],1627763,,,1610612737,40,53,2023-04-23T23:51:58Z,2600000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M10.00S,2023-04-23T23:50:07.0Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,40,53,2023-04-23T23:51:58Z,2610000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M10.00S,2023-04-23T23:50:07.0Z,2,REGULAR,substitution,in,[],201143,,,1610612737,40,53,2023-04-23T23:51:58Z,2620000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M00.00S,2023-04-23T23:52:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.7365308804205,51.470588235294116,1610612737,42,53,2023-04-23T23:52:33Z,2630000,False,7.0,110.0,1,right,T. Young 11' driving floating Jump Shot (8 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.0,Made,8.0,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2023-04-23T23:52:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628401,,,1610612737,42,53,2023-04-23T23:52:51Z,2640000,False,,,0,,D. White shooting personal FOUL (2 PF) (Young 1 FT),"[1628401, 1629027]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,204058.0,2.0,0.0,Young,1629027.0,,,
266,PT05M00.00S,2023-04-23T23:52:52.0Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,42,53,2023-04-23T23:52:54Z,2660000,False,,,0,,MISS T. Young Free Throw 1 of 1,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
267,PT04M57.00S,2023-04-23T23:52:55.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,42,53,2023-04-23T23:52:54Z,2670000,False,,,0,,R. Williams III REBOUND (Off:1 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,266.0,9.0,8.0,1.0,,,,,,,,
268,PT04M50.00S,2023-04-23T23:53:04.9Z,2,REGULAR,foul,personal,[],1629631,,,1610612738,42,53,2023-04-23T23:53:10Z,2680000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1627759]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,2.0,0.0,Brown,1627759.0,,,
270,PT04M35.00S,2023-04-23T23:53:36.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,18.610381077529567,6.862745098039216,1610612738,42,53,2023-04-23T23:53:43Z,2700000,False,216.0,122.0,1,left,MISS J. Tatum 24' turnaround fadeaway 3PT,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
271,PT04M32.00S,2023-04-23T23:53:39.9Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,42,53,2023-04-23T23:53:39Z,2710000,False,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,270.0,4.0,4.0,0.0,,,,,,,,
272,PT04M22.00S,2023-04-23T23:53:49.7Z,2,REGULAR,2pt,Jump Shot,[],1629631,92.85479632063075,29.65686274509804,1610612737,44,53,2023-04-23T23:54:25Z,2720000,False,-102.0,15.0,1,right,D. Hunter 10' pullup Jump Shot (15 PTS) (T. Young 8 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,10.28,Made,15.0,T. Young,1629027.0,8.0,,,,,,,,,,,,,,
274,PT04M03.00S,2023-04-23T23:54:12.0Z,2,REGULAR,turnover,3-second-violation,[],1628401,,,1610612738,44,53,2023-04-23T23:54:20Z,2740000,False,,,0,,D. White 3-second-violation TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,204059.0,,,,,1.0,,
275,PT04M03.00S,2023-04-23T23:54:18.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612737,44,53,2023-04-23T23:54:21Z,2750000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M03.00S,2023-04-23T23:54:18.3Z,2,REGULAR,substitution,in,[],203935,,,1610612737,44,53,2023-04-23T23:54:21Z,2760000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M50.00S,2023-04-23T23:54:36.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,68.01905387647832,41.66666666666667,1610612737,47,53,2023-04-23T23:54:42Z,2770000,False,-42.0,248.0,1,right,J. Collins 25' 3PT  (3 PTS) (T. Young 9 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.16,Made,3.0,T. Young,1629027.0,9.0,,,,,,,,,,,,,,
279,PT03M35.00S,2023-04-23T23:54:50.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,25.49019607843137,1610612738,47,53,2023-04-23T23:54:57Z,2790000,False,123.0,215.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
280,PT03M31.00S,2023-04-23T23:54:54.7Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,47,53,2023-04-23T23:54:57Z,2800000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,
281,PT03M21.00S,2023-04-23T23:55:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,94.03745072273325,50.98039215686274,1610612737,47,53,2023-04-23T23:55:09Z,2810000,False,5.0,4.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,,
282,PT03M19.00S,2023-04-23T23:55:06.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,47,53,2023-04-23T23:55:09Z,2820000,False,,,0,,R. Williams III REBOUND (Off:1 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,281.0,10.0,9.0,1.0,,,,,,,,
283,PT03M12.00S,2023-04-23T23:55:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.863994743758213,51.225490196078425,1610612738,47,53,2023-04-23T23:55:25Z,2830000,False,-6.0,3.0,1,left,MISS J. Tatum Layup - blocked,"[1628369, 203991]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.66,Missed,,,,,Capela,203991.0,,,,,,,,,,,,
284,PT03M12.00S,2023-04-23T23:55:14.3Z,2,REGULAR,block,,[],203991,,,1610612738,47,53,2023-04-23T23:59:53Z,2840000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT03M09.00S,2023-04-23T23:55:17.3Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,47,53,2023-04-23T23:55:25Z,2850000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,
286,PT03M07.00S,2023-04-23T23:55:19.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629631,94.56307490144546,50.0,1610612737,49,53,2023-04-23T23:55:33Z,2860000,False,0.0,-1.0,1,right,D. Hunter running DUNK (17 PTS) (D. Murray 1 AST),"[1629631, 1627749]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.14,Made,17.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
288,PT02M46.00S,2023-04-23T23:55:43.8Z,2,REGULAR,3pt,Jump Shot,[],201143,29.122864651773984,75.49019607843137,1610612738,49,53,2023-04-23T23:55:57Z,2880000,False,-127.0,221.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
289,PT02M42.00S,2023-04-23T23:55:47.8Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,53,2023-04-23T23:55:57Z,2890000,False,,,0,,R. Williams III REBOUND (Off:2 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,288.0,11.0,9.0,2.0,,,,,,,,
290,PT02M37.00S,2023-04-23T23:55:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,6.783837056504599,48.77450980392157,1610612738,49,55,2023-04-23T23:56:06Z,2900000,False,6.0,11.0,1,left,R. Williams III reverse Layup (7 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,reverse,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.28,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
292,PT02M37.00S,2023-04-23T23:56:00.9Z,2,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612738,49,55,2023-04-23T23:56:22Z,2920000,False,,,0,,J. Collins shooting personal FOUL (2 PF) (Williams III 1 FT),"[1628381, 1629057]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,2.0,0.0,Williams III,1629057.0,,,
294,PT02M37.00S,2023-04-23T23:56:29.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612738,49,56,2023-04-23T23:56:29Z,2940000,False,,,0,,R. Williams III Free Throw 1 of 1 (8 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
295,PT02M31.00S,2023-04-23T23:56:44.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612737,49,56,2023-04-23T23:57:04Z,2950000,False,,,0,,A. Horford take personal FOUL (2 PF) (Capela 2 FT),"[201143, 203991]",1610612738.0,BOS,take,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2534.0,2.0,0.0,Capela,203991.0,,,
297,PT02M31.00S,2023-04-23T23:57:05.2Z,2,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,50,56,2023-04-23T23:57:05Z,2970000,False,,,0,,C. Capela Free Throw 1 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
298,PT02M31.00S,2023-04-23T23:57:22.9Z,2,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,51,56,2023-04-23T23:57:22Z,2980000,False,,,0,,C. Capela Free Throw 2 of 2 (2 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
299,PT02M18.00S,2023-04-23T23:57:40.6Z,2,REGULAR,2pt,Jump Shot,[],1628369,7.966491458607096,75.49019607843137,1610612738,51,58,2023-04-23T23:57:45Z,2990000,False,-127.0,22.0,1,left,J. Tatum 12' Jump Shot (13 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,12.95,Made,13.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
301,PT02M07.00S,2023-04-23T23:57:52.7Z,2,REGULAR,3pt,Jump Shot,[],1628381,68.01905387647832,44.36274509803921,1610612737,51,58,2023-04-23T23:57:58Z,3010000,False,-28.0,248.0,1,right,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
302,PT02M04.00S,2023-04-23T23:57:56.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,51,58,2023-04-23T23:57:56Z,3020000,False,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,
303,PT01M55.00S,2023-04-23T23:58:05.8Z,2,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,51,58,2023-04-23T23:58:14Z,3030000,False,,,0,,D. Murray lost ball out-of-bounds TURNOVER (2 TO),[1627749],1610612737.0,ATL,lost ball,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204059.0,,,,,2.0,,
304,PT01M44.00S,2023-04-23T23:58:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,7.966491458607096,49.754901960784316,1610612738,51,60,2023-04-23T23:58:35Z,3040000,False,1.0,22.0,1,left,M. Smart driving Layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.24,Made,5.0,,,,,,,,,,,,,,,,,
305,PT01M34.00S,2023-04-23T23:58:44.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612737,51,60,2023-04-23T23:59:05Z,3050000,False,,,0,,M. Smart personal FOUL (1 PF) (Young 2 FT),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Young,1629027.0,,,
307,PT01M34.00S,2023-04-23T23:59:06.8Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,52,60,2023-04-23T23:59:06Z,3070000,False,,,0,,T. Young Free Throw 1 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
308,PT01M34.00S,2023-04-23T23:59:20.8Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,53,60,2023-04-23T23:59:20Z,3080000,False,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
310,PT01M27.00S,2023-04-23T23:59:53.1Z,2,REGULAR,foul,personal,[],1629027,,,1610612738,53,60,2023-04-24T00:00:02Z,3100000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2534.0,1.0,0.0,Smart,203935.0,,,
312,PT01M18.00S,2023-04-24T00:00:18.1Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,53,60,2023-04-24T00:00:25Z,3120000,False,,,0,,J. Tatum step out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,step,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204058.0,,,,,2.0,,
313,PT01M01.00S,2023-04-24T00:00:47.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628381,85.10183968462549,46.568627450980394,1610612737,53,60,2023-04-24T00:00:52Z,3130000,False,-17.0,88.0,1,right,MISS J. Collins 8' pullup Shot,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,8.92,Missed,,,,,,,,,,,,,,,,,,
314,PT00M58.70S,2023-04-24T00:00:49.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,53,60,2023-04-24T00:00:52Z,3140000,False,,,0,,R. Williams III REBOUND (Off:2 Def:10),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,313.0,12.0,10.0,2.0,,,,,,,,
315,PT00M48.80S,2023-04-24T00:01:00.5Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,53,60,2023-04-24T00:01:07Z,3150000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 203991]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0
316,PT00M48.80S,2023-04-24T00:01:00.5Z,2,REGULAR,steal,,[],203991,,,1610612737,53,60,2023-04-24T00:01:03Z,3160000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
317,PT00M44.20S,2023-04-24T00:01:05.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,89.43823915900131,50.245098039215684,1610612737,53,60,2023-04-24T00:01:22Z,3170000,False,1.0,47.0,1,right,MISS T. Young Jump Shot - blocked,"[1629027, 1628369]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
318,PT00M44.20S,2023-04-24T00:01:05.2Z,2,REGULAR,block,,[],1628369,,,1610612737,53,60,2023-04-24T00:01:08Z,3180000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
319,PT00M39.90S,2023-04-24T00:01:09.5Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,53,60,2023-04-24T00:01:20Z,3190000,False,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,317.0,4.0,3.0,1.0,,,,,,,,
320,PT00M39.10S,2023-04-24T00:01:10.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627749,83.919185282523,4.166666666666666,1610612737,53,60,2023-04-24T00:01:25Z,3200000,False,-229.0,99.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
321,PT00M36.50S,2023-04-24T00:01:12.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,53,60,2023-04-24T00:01:12Z,3210000,False,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,320.0,4.0,2.0,2.0,,,,,,,,
322,PT00M34.90S,2023-04-24T00:01:16.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,8.623521681997373,49.26470588235294,1610612738,53,62,2023-04-24T00:01:35Z,3220000,False,4.0,29.0,1,left,J. Brown running DUNK (9 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.88,Made,9.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
324,PT00M28.10S,2023-04-24T00:01:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,89.30683311432325,37.00980392156863,1610612737,53,62,2023-04-24T00:03:08Z,3240000,False,-65.0,48.0,1,right,MISS D. Murray 8' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
325,PT00M28.10S,2023-04-24T00:01:27.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,53,62,2023-04-24T00:01:39Z,3250000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,324.0,6.0,5.0,1.0,,,,,,,,
326,PT00M03.50S,2023-04-24T00:01:52.5Z,2,REGULAR,3pt,Jump Shot,[],203935,28.07161629434954,21.323529411764707,1610612738,53,65,2023-04-24T00:01:58Z,3260000,False,143.0,211.0,1,left,M. Smart 25' 3PT  (8 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.54,Made,8.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
330,PT00M03.50S,2023-04-24T00:02:19.9Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612737,53,65,2023-04-24T00:05:45Z,3300000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M03.50S,2023-04-24T00:06:07.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612737,53,65,2023-04-24T00:06:14Z,3320000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M03.50S,2023-04-24T00:06:07.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612737,53,65,2023-04-24T00:06:14Z,3330000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2023-04-24T00:06:29.0Z,2,REGULAR,period,end,[],0,,,1610612737,53,65,2023-04-24T00:06:29Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-04-24T00:23:22.2Z,3,REGULAR,period,start,[],0,,,1610612738,53,65,2023-04-24T00:23:22Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M44.00S,2023-04-24T00:23:38.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,93.64323258869908,76.47058823529412,1610612738,53,65,2023-04-24T00:23:45Z,3360000,False,132.0,7.0,1,right,MISS J. Brown 13' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,13.26,Missed,,,,,,,,,,,,,,,,,,
337,PT11M41.00S,2023-04-24T00:23:41.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,53,65,2023-04-24T00:23:45Z,3370000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,336.0,,,,,,,,,,,
338,PT11M41.00S,2023-04-24T00:23:44.5Z,3,REGULAR,foul,personal,[],203935,,,1610612737,53,65,2023-04-24T00:23:51Z,3380000,False,,,0,,M. Smart loose ball personal FOUL (2 PF),"[203935, 203991]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,2.0,0.0,Capela,203991.0,,,
340,PT11M29.00S,2023-04-24T00:24:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.149145860709593,45.83333333333333,1610612737,53,65,2023-04-24T00:24:49Z,3400000,False,21.0,34.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
341,PT11M28.00S,2023-04-24T00:24:19.3Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,53,65,2023-04-24T00:24:49Z,3410000,False,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,340.0,6.0,4.0,2.0,,,,,,,,
342,PT11M28.00S,2023-04-24T00:24:22.8Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612737,53,65,2023-04-24T00:24:39Z,3420000,False,,,0,,D. White shooting personal FOUL (3 PF) (Capela 2 FT),"[1628401, 203991]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,3.0,0.0,Capela,203991.0,,,
