actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
517,PT09M34.00S,2023-05-06T01:45:54.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.949408672798953,53.431372549019606,1610612738,82,94,2023-05-06T01:45:59Z,5100000,False,-17.0,97.0,1,left,M. Smart 9' driving floating Jump Shot (15 PTS) (M. Brogdon 5 AST),"[203935, 1627763]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,9.89,Made,15.0,M. Brogdon,1627763.0,5.0,,,,,,,,,,,,,,
519,PT09M13.00S,2023-05-06T01:46:14.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,93.74178712220763,52.94117647058824,1610612755,84,94,2023-05-06T01:46:18Z,5120000,False,15.0,6.0,1,right,G. Niang driving Layup (10 PTS) (J. Harden 9 AST),"[1627777, 201935]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.6,Made,10.0,J. Harden,201935.0,9.0,,,,,,,,,,,,,,
521,PT08M55.00S,2023-05-06T01:46:31.7Z,4,REGULAR,3pt,Jump Shot,[],203935,32.769382391590014,70.83333333333333,1610612738,84,94,2023-05-06T01:46:41Z,5140000,False,-104.0,256.0,1,left,MISS M. Smart 27' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
522,PT08M54.00S,2023-05-06T01:46:32.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,94,2023-05-06T01:46:41Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,521.0,,,,,,,,,,,,,
523,PT08M54.00S,2023-05-06T01:46:37.8Z,4,REGULAR,foul,personal,[],201935,,,1610612738,84,94,2023-05-06T01:46:49Z,5160000,False,,,0,,J. Harden loose ball personal FOUL (4 PF),"[201935, 1629057]",1610612755.0,PHI,loose ball,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,4.0,0.0,Williams III,1629057.0,,,,,
525,PT08M54.00S,2023-05-06T01:46:47.4Z,4,REGULAR,substitution,out,[],1629667,,,1610612738,84,94,2023-05-06T01:46:57Z,5180000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M54.00S,2023-05-06T01:46:47.4Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,84,94,2023-05-06T01:46:57Z,5190000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M54.00S,2023-05-06T01:46:47.4Z,4,REGULAR,substitution,in,[],202699,,,1610612738,84,94,2023-05-06T01:46:57Z,5200000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M54.00S,2023-05-06T01:46:47.4Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,84,94,2023-05-06T01:46:57Z,5210000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M42.00S,2023-05-06T01:47:20.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,35.26609724047306,68.13725490196079,1610612738,84,94,2023-05-06T01:47:32Z,5220000,False,-91.0,279.0,1,left,MISS J. Tatum 29' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,29.34,Missed,,,,,,,,,,,,,,,,,,
530,PT08M35.00S,2023-05-06T01:47:27.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,84,94,2023-05-06T01:47:32Z,5230000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,529.0,5.0,3.0,2.0,,,,,,,,,,
531,PT08M29.00S,2023-05-06T01:47:32.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,10.82457293035479,2.4509803921568647,1610612738,84,94,2023-05-06T01:47:37Z,5240000,False,238.0,49.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.28,Missed,,,,,,,,,,,,,,,,,,
532,PT08M26.00S,2023-05-06T01:47:35.7Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,84,94,2023-05-06T01:47:37Z,5250000,False,,,0,,D. Melton REBOUND (Off:0 Def:7),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,,,,,531.0,7.0,7.0,0.0,,,,,,,,,,
533,PT08M24.00S,2023-05-06T01:47:40.7Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,84,94,2023-05-06T01:47:53Z,5260000,False,,,0,,M. Smart shooting personal FOUL (3 PF) (Harden 2 FT),"[203935, 201935]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,3.0,0.0,Harden,201935.0,,,,,
535,PT08M24.00S,2023-05-06T01:48:10.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,85,94,2023-05-06T01:48:10Z,5280000,False,,,0,,J. Harden Free Throw 1 of 2 (9 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
536,PT08M24.00S,2023-05-06T01:48:14.3Z,4,REGULAR,substitution,out,[],1629057,,,1610612755,85,94,2023-05-06T01:48:25Z,5290000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M24.00S,2023-05-06T01:48:14.3Z,4,REGULAR,substitution,in,[],201143,,,1610612755,85,94,2023-05-06T01:48:25Z,5300000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M24.00S,2023-05-06T01:48:34.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,86,94,2023-05-06T01:48:34Z,5310000,False,,,0,,J. Harden Free Throw 2 of 2 (10 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
539,PT08M04.00S,2023-05-06T01:48:57.0Z,4,REGULAR,3pt,Jump Shot,[],203935,30.14126149802891,25.0,1610612738,86,94,2023-05-06T01:49:02Z,5320000,False,125.0,231.0,1,left,MISS M. Smart 26' turnaround 3PT,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
540,PT08M00.00S,2023-05-06T01:49:01.0Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,86,94,2023-05-06T01:49:02Z,5330000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,539.0,7.0,5.0,2.0,,,,,,,,,,
541,PT07M53.00S,2023-05-06T01:49:09.4Z,4,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,86,94,2023-05-06T01:49:17Z,5340000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629001, 1628369]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,2.0,1.0,Tatum,1628369.0,,,,,
543,PT07M53.00S,2023-05-06T01:49:33.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,86,95,2023-05-06T01:50:02Z,5360000,False,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
544,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,86,95,2023-05-06T01:49:44Z,5370000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,out,[],1630194,,,1610612738,86,95,2023-05-06T01:49:44Z,5380000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,out,[],203935,,,1610612738,86,95,2023-05-06T01:49:44Z,5390000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,in,[],1630178,,,1610612738,86,95,2023-05-06T01:49:44Z,5400000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,in,[],203954,,,1610612738,86,95,2023-05-06T01:49:44Z,5410000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M53.00S,2023-05-06T01:49:35.7Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,86,95,2023-05-06T01:49:44Z,5420000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M53.00S,2023-05-06T01:49:33.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,86,95,2023-05-06T01:50:02Z,5430000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
551,PT07M50.00S,2023-05-06T01:49:36.7Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,86,95,2023-05-06T01:50:02Z,5440000,False,,,0,,D. Melton REBOUND (Off:0 Def:8),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,550.0,8.0,8.0,0.0,,,,,,,,,,
552,PT07M43.00S,2023-05-06T01:50:10.4Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,86,95,2023-05-06T01:50:15Z,5450000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202049.0,3.0,0.0,Embiid,203954.0,,,,,
554,PT07M35.00S,2023-05-06T01:50:33.7Z,4,REGULAR,3pt,Jump Shot,[],1629001,82.44086727989487,95.09803921568627,1610612755,89,95,2023-05-06T01:50:38Z,5470000,False,225.0,113.0,1,right,D. Melton 25' 3PT  (11 PTS) (J. Harden 10 AST),"[1629001, 201935]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,25.2,Made,11.0,J. Harden,201935.0,10.0,,,,,,,,,,,,,,
556,PT07M05.00S,2023-05-06T01:51:03.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,24.6222076215506,8.333333333333343,1610612738,89,95,2023-05-06T01:51:11Z,5490000,False,208.0,179.0,1,left,MISS J. Brown 27' turnaround 3PT,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.46,Missed,,,,,,,,,,,,,,,,,,
557,PT07M04.00S,2023-05-06T01:51:04.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,89,95,2023-05-06T01:51:11Z,5500000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,556.0,,,,,,,,,,,,,
559,PT06M51.00S,2023-05-06T01:51:27.2Z,4,REGULAR,3pt,Jump Shot,[],201935,67.9862023653088,70.09803921568627,1610612755,89,95,2023-05-06T01:51:32Z,5520000,False,100.0,248.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
560,PT06M47.00S,2023-05-06T01:51:31.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,95,2023-05-06T01:51:32Z,5530000,False,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,559.0,8.0,6.0,2.0,,,,,,,,,,
561,PT06M41.00S,2023-05-06T01:51:39.0Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,89,95,2023-05-06T01:51:46Z,5540000,False,,,0,,T. Harris shooting personal FOUL (4 PF) (Brogdon 2 FT),"[202699, 1627763]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,4.0,0.0,Brogdon,1627763.0,,,,,
563,PT06M41.00S,2023-05-06T01:51:48.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,89,95,2023-05-06T01:51:48Z,5560000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M41.00S,2023-05-06T01:55:42.0Z,4,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,89,96,2023-05-06T01:55:42Z,5570000,False,,,0,,M. Brogdon Free Throw 1 of 2 (9 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
565,PT06M41.00S,2023-05-06T01:55:57.3Z,4,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,89,97,2023-05-06T01:55:57Z,5580000,False,,,0,,M. Brogdon Free Throw 2 of 2 (10 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
566,PT06M28.00S,2023-05-06T01:56:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.63929040735874,51.470588235294116,1610612755,89,97,2023-05-06T01:56:16Z,5590000,False,7.0,26.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
567,PT06M24.00S,2023-05-06T01:56:15.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,89,97,2023-05-06T01:56:16Z,5600000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,566.0,3.0,3.0,0.0,,,,,,,,,,
568,PT06M12.00S,2023-05-06T01:56:27.4Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,89,97,2023-05-06T01:56:34Z,5610000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1629001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,3.0,,,Melton,1629001.0
569,PT06M12.00S,2023-05-06T01:56:27.4Z,4,REGULAR,steal,,[],1629001,,,1610612755,89,97,2023-05-06T01:56:29Z,5620000,False,,,0,,D. Melton STEAL (4 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
570,PT06M07.00S,2023-05-06T01:56:32.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,94.13600525624179,50.49019607843137,1610612755,89,97,2023-05-06T01:57:19Z,5630000,False,2.0,3.0,1,right,MISS T. Maxey running reverse Layup - blocked,"[1630178, 1629684]",1610612755.0,PHI,running reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,
571,PT06M07.00S,2023-05-06T01:56:32.4Z,4,REGULAR,block,,[],1629684,,,1610612755,89,97,2023-05-06T01:59:09Z,5640000,False,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
572,PT06M04.00S,2023-05-06T01:56:35.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,97,2023-05-06T01:56:42Z,5650000,False,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,570.0,9.0,7.0,2.0,,,,,,,,,,
573,PT06M02.00S,2023-05-06T01:56:40.7Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,89,97,2023-05-06T02:00:16Z,5660000,False,,,0,,J. Brown offensive FOUL (4 PF),"[1627759, 1629001]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,4.0,0.0,Melton,1629001.0,,,,,
575,PT06M02.00S,2023-05-06T01:56:40.7Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,89,97,2023-05-06T02:00:16Z,5680000,False,,,0,,J. Brown offensive foul TURNOVER (4 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,4.0,,,,
576,PT06M02.00S,2023-05-06T01:56:49.7Z,4,REGULAR,substitution,out,[],202699,,,1610612755,89,97,2023-05-06T01:57:02Z,5690000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M02.00S,2023-05-06T01:56:49.7Z,4,REGULAR,substitution,in,[],200782,,,1610612755,89,97,2023-05-06T01:57:02Z,5700000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M45.00S,2023-05-06T01:57:26.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,72.19119579500656,18.137254901960787,1610612755,92,97,2023-05-06T01:57:32Z,5710000,False,-159.0,209.0,1,right,D. Melton 26' 3PT  (14 PTS) (T. Maxey 2 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.27,Made,14.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
580,PT05M28.00S,2023-05-06T01:57:43.1Z,4,REGULAR,3pt,Jump Shot,[],1627763,32.37516425755584,71.07843137254902,1610612738,92,100,2023-05-06T01:57:48Z,5730000,False,-105.0,252.0,1,left,M. Brogdon 27' 3PT  (13 PTS) (J. Brown 5 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.3,Made,13.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,
582,PT05M08.00S,2023-05-06T01:58:07.7Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,92,100,2023-05-06T01:58:18Z,5750000,False,,,0,,J. Brown personal FOUL (5 PF),"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,200834.0,5.0,0.0,Embiid,203954.0,,,,,
585,PT05M08.00S,2023-05-06T01:58:47.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612755,92,100,2023-05-06T01:58:49Z,5780000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M08.00S,2023-05-06T01:58:47.1Z,4,REGULAR,substitution,in,[],203935,,,1610612755,92,100,2023-05-06T01:58:49Z,5790000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M08.00S,2023-05-06T01:58:47.1Z,4,REGULAR,substitution,out,[],1627759,,,1610612755,92,100,2023-05-06T01:59:44Z,5800000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M08.00S,2023-05-06T01:58:47.1Z,4,REGULAR,substitution,in,[],1628401,,,1610612755,92,100,2023-05-06T01:59:44Z,5810000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M02.00S,2023-05-06T02:00:12.5Z,4,REGULAR,2pt,Jump Shot,[],203954,78.63009198423127,49.50980392156863,1610612755,92,100,2023-05-06T02:04:48Z,5820000,False,-2.0,148.0,1,right,MISS J. Embiid 14' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,,
590,PT04M59.00S,2023-05-06T02:00:15.5Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,92,100,2023-05-06T02:00:15Z,5830000,False,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,,,,,589.0,6.0,6.0,0.0,,,,,,,,,,
591,PT04M45.00S,2023-05-06T02:00:30.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,17.000657030223394,52.450980392156865,1610612738,92,100,2023-05-06T02:00:35Z,5840000,False,-12.0,107.0,1,left,MISS M. Smart 10' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,10.8,Missed,,,,,,,,,,,,,,,,,,
592,PT04M43.00S,2023-05-06T02:00:32.4Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,92,100,2023-05-06T02:00:35Z,5850000,False,,,0,,J. Embiid REBOUND (Off:3 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,591.0,10.0,7.0,3.0,,,,,,,,,,
593,PT04M36.00S,2023-05-06T02:00:39.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.26741130091985,49.01960784313726,1610612755,94,100,2023-05-06T02:00:44Z,5860000,False,-5.0,1.0,1,right,J. Harden driving Layup (12 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.51,Made,12.0,,,,,,,,,,,,,,,,,
594,PT04M22.00S,2023-05-06T02:00:55.4Z,4,REGULAR,foul,personal,[],200782,,,1610612738,94,100,2023-05-06T02:01:06Z,5870000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1628369]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202049.0,1.0,0.0,Tatum,1628369.0,,,,,
596,PT04M16.00S,2023-05-06T02:01:28.0Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,94,100,2023-05-06T02:01:36Z,5890000,False,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202049.0,3.0,0.0,Tucker,200782.0,,,,,
598,PT04M16.00S,2023-05-06T02:01:28.0Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,94,100,2023-05-06T02:01:28Z,5910000,False,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202049.0,,,,,4.0,,,,
599,PT04M07.00S,2023-05-06T02:01:49.0Z,4,REGULAR,foul,personal,[],203935,,,1610612755,94,100,2023-05-06T02:01:55Z,5920000,False,,,0,,M. Smart personal FOUL (4 PF),"[203935, 203954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,200834.0,4.0,0.0,Embiid,203954.0,,,,,
601,PT04M07.00S,2023-05-06T02:02:08.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612755,94,100,2023-05-06T02:02:13Z,5940000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M07.00S,2023-05-06T02:02:08.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612755,94,100,2023-05-06T02:02:13Z,5950000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M59.00S,2023-05-06T02:02:30.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,95.84428383705651,2.6960784313725554,1610612755,94,100,2023-05-06T02:02:37Z,5960000,False,-237.0,-13.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
604,PT03M52.00S,2023-05-06T02:02:37.2Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,94,100,2023-05-06T02:02:37Z,5970000,False,,,0,,J. Embiid REBOUND (Off:4 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,603.0,11.0,7.0,4.0,,,,,,,,,,
605,PT03M52.00S,2023-05-06T02:02:36.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,94.40999984741211,50.0,1610612755,94,100,2023-05-06T02:02:39Z,5980000,False,0.0,0.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
606,PT03M52.00S,2023-05-06T02:02:36.3Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,94,100,2023-05-06T02:02:39Z,5990000,False,,,0,,J. Embiid REBOUND (Off:5 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,605.0,12.0,7.0,5.0,,,,,,,,,,
