actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
427,PT00M47.00S,2023-05-07T21:23:37.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612738,90,80,2023-05-07T21:23:45Z,4200000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Tatum 1 FT),"[202699, 1628369]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Tatum,1628369.0,,
429,PT00M47.00S,2023-05-07T21:24:01.2Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,90,81,2023-05-07T21:24:01Z,4220000,False,,,0,,J. Tatum Free Throw 1 of 1 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
430,PT00M29.50S,2023-05-07T21:24:22.5Z,3,REGULAR,3pt,Jump Shot,[],202699,69.95729303547964,72.05882352941177,1610612755,90,81,2023-05-07T21:24:28Z,4230000,False,110.0,230.0,1,right,MISS T. Harris 25' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
431,PT00M26.00S,2023-05-07T21:24:26.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,90,81,2023-05-07T21:24:28Z,4240000,False,,,0,,J. Tatum REBOUND (Off:3 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,430.0,12.0,9.0,3.0,,,,,,,,,,
432,PT00M17.10S,2023-05-07T21:24:36.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612738,90,81,2023-05-07T21:24:44Z,4250000,False,,,0,,G. Niang personal FOUL (4 PF) (Tatum 2 FT),"[1627777, 1628369]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202058.0,4.0,0.0,Tatum,1628369.0,,
434,PT00M17.10S,2023-05-07T21:24:59.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,90,82,2023-05-07T21:24:59Z,4270000,False,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
435,PT00M17.10S,2023-05-07T21:25:12.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,90,83,2023-05-07T21:25:13Z,4280000,False,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
436,PT00M01.90S,2023-05-07T21:25:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.26741130091985,53.431372549019606,1610612755,92,83,2023-05-07T21:25:39Z,4290000,False,17.0,1.0,1,right,T. Maxey driving finger roll Layup (12 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.73,Made,12.0,,,,,,,,,,,,,,,,,
437,PT00M00.00S,2023-05-07T21:25:48.8Z,3,REGULAR,period,end,[],0,,,1610612738,92,83,2023-05-07T21:25:48Z,4300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612738,92,83,2023-05-07T21:28:57Z,4310000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612738,92,83,2023-05-07T21:28:57Z,4320000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,92,83,2023-05-07T21:28:57Z,4330000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612738,92,83,2023-05-07T21:28:57Z,4340000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612738,92,83,2023-05-07T21:28:57Z,4350000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2023-05-07T21:26:12.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,92,83,2023-05-07T21:28:57Z,4360000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2023-05-07T21:29:24.3Z,4,REGULAR,period,start,[],0,,,1610612755,92,83,2023-05-07T21:29:24Z,4370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT11M42.00S,2023-05-07T21:29:42.2Z,4,REGULAR,2pt,Jump Shot,[],201935,81.91524310118265,34.06862745098039,1610612755,92,83,2023-05-07T21:29:46Z,4380000,False,-80.0,117.0,1,right,MISS J. Harden 14' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,14.2,Missed,,,,,,,,,,,,,,,,,,
446,PT11M39.00S,2023-05-07T21:29:45.2Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,92,83,2023-05-07T21:29:46Z,4390000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:5),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,445.0,7.0,5.0,2.0,,,,,,,,,,
447,PT11M35.00S,2023-05-07T21:29:52.0Z,4,REGULAR,foul,personal,[],202699,,,1610612738,92,83,2023-05-07T21:29:56Z,4400000,False,,,0,,T. Harris personal FOUL (3 PF),"[202699, 203935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,101284.0,3.0,0.0,Smart,203935.0,,
449,PT11M29.00S,2023-05-07T21:30:12.5Z,4,REGULAR,foul,personal,[],202699,,,1610612738,92,83,2023-05-07T21:30:17Z,4420000,False,,,0,,T. Harris personal FOUL (4 PF),"[202699, 1627759]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202058.0,4.0,0.0,Brown,1627759.0,,
451,PT11M16.00S,2023-05-07T21:30:54.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.635348226018394,49.754901960784316,1610612738,92,83,2023-05-07T21:30:58Z,4440000,False,1.0,85.0,1,left,MISS M. Smart 8' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,,,,,,,,,,
452,PT11M14.00S,2023-05-07T21:30:56.3Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,92,83,2023-05-07T21:30:56Z,4450000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,451.0,1.0,0.0,1.0,,,,,,,,,,
453,PT11M08.00S,2023-05-07T21:31:03.9Z,4,REGULAR,foul,personal,[],1629001,,,1610612738,92,83,2023-05-07T21:31:19Z,4460000,False,,,0,,D. Melton personal FOUL (3 PF),"[1629001, 1627759]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,101284.0,3.0,0.0,Brown,1627759.0,,
455,PT10M59.00S,2023-05-07T21:31:32.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.90078843626807,71.56862745098039,1610612738,92,83,2023-05-07T21:31:39Z,4480000,False,-108.0,257.0,1,left,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
456,PT10M56.00S,2023-05-07T21:31:35.6Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612738,92,83,2023-05-07T21:31:39Z,4490000,False,,,0,,M. Brogdon REBOUND (Off:3 Def:5),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,455.0,8.0,5.0,3.0,,,,,,,,,,
457,PT10M52.00S,2023-05-07T21:31:39.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,34.74047306176085,52.450980392156865,1610612738,92,83,2023-05-07T21:31:45Z,4500000,False,-12.0,274.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,27.44,Missed,,,,,,,,,,,,,,,,,,
458,PT10M48.00S,2023-05-07T21:31:43.6Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,92,83,2023-05-07T21:31:45Z,4510000,False,,,0,,P. Reed REBOUND (Off:0 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,457.0,3.0,3.0,0.0,,,,,,,,,,
459,PT10M26.00S,2023-05-07T21:32:07.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,91.63929040735874,57.35294117647059,1610612755,92,83,2023-05-07T21:32:36Z,4512500,False,37.0,26.0,1,right,MISS P. Reed Hook,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,,
460,PT10M25.00S,2023-05-07T21:32:08.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,92,83,2023-05-07T21:32:36Z,4513750,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,459.0,,,,,,,,,,,,,
461,PT10M25.00S,2023-05-07T21:32:12.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,92,83,2023-05-07T21:32:25Z,4515000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,204058.0,,,,,,
462,PT10M25.00S,2023-05-07T21:32:29.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,92,83,2023-05-07T21:32:36Z,4550000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT10M25.00S,2023-05-07T21:32:29.6Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,92,83,2023-05-07T21:32:36Z,4560000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT10M11.00S,2023-05-07T21:32:52.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,34.477660972404735,45.09803921568627,1610612738,92,83,2023-05-07T21:32:58Z,4570000,False,25.0,272.0,1,left,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,,
465,PT10M08.00S,2023-05-07T21:32:55.2Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,92,83,2023-05-07T21:32:58Z,4580000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,464.0,5.0,5.0,0.0,,,,,,,,,,
466,PT10M03.00S,2023-05-07T21:33:01.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,73.242444152431,21.07843137254902,1610612755,92,83,2023-05-07T21:33:06Z,4590000,False,-145.0,199.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,24.6,Missed,,,,,,,,,,,,,,,,,,
467,PT09M59.00S,2023-05-07T21:33:05.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,83,2023-05-07T21:33:06Z,4600000,False,,,0,,J. Tatum REBOUND (Off:3 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,466.0,13.0,10.0,3.0,,,,,,,,,,
468,PT09M57.00S,2023-05-07T21:33:06.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628401,6.356767411300922,49.26470588235294,1610612738,92,85,2023-05-07T21:33:14Z,4610000,False,4.0,7.0,1,left,D. White running DUNK (12 PTS) (J. Tatum 5 AST),"[1628401, 1628369]",1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,0.82,Made,12.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
470,PT09M55.00S,2023-05-07T21:33:11.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,92,85,2023-05-07T21:33:11Z,4630000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT09M55.00S,2023-05-07T21:36:12.6Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,92,85,2023-05-07T21:36:38Z,4640000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT09M55.00S,2023-05-07T21:36:12.6Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,92,85,2023-05-07T21:36:38Z,4650000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT09M55.00S,2023-05-07T21:36:12.6Z,4,REGULAR,substitution,in,[],200782,,,1610612755,92,85,2023-05-07T21:36:38Z,4660000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT09M55.00S,2023-05-07T21:36:12.6Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,92,85,2023-05-07T21:36:38Z,4670000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT09M40.00S,2023-05-07T21:37:07.3Z,4,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,92,85,2023-05-07T21:37:17Z,4680000,False,,,0,,T. Harris lost ball out-of-bounds TURNOVER (2 TO),[202699],1610612755.0,PHI,lost ball,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,101284.0,,,,,,
476,PT09M23.00S,2023-05-07T21:37:27.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,8.853482260183966,50.245098039215684,1610612738,92,85,2023-05-07T21:37:42Z,4690000,False,-1.0,31.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
477,PT09M23.00S,2023-05-07T21:37:27.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,92,85,2023-05-07T21:39:33Z,4700000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,476.0,,,,,,,,,,,,,
478,PT09M23.00S,2023-05-07T21:37:34.2Z,4,REGULAR,foul,personal,[],1629057,,,1610612755,92,85,2023-05-07T21:39:23Z,4710000,False,,,0,,R. Williams III loose ball personal FOUL (2 PF),"[1629057, 1629001]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Melton,1629001.0,,
480,PT09M23.00S,2023-05-07T21:37:41.1Z,4,REGULAR,substitution,out,[],202699,,,1610612755,92,85,2023-05-07T21:37:44Z,4730000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT09M23.00S,2023-05-07T21:37:41.1Z,4,REGULAR,substitution,in,[],203954,,,1610612755,92,85,2023-05-07T21:37:44Z,4740000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT09M23.00S,2023-05-07T21:37:45.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612755,92,85,2023-05-07T21:37:55Z,4750000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT09M23.00S,2023-05-07T21:37:45.6Z,4,REGULAR,substitution,in,[],201143,,,1610612755,92,85,2023-05-07T21:37:55Z,4760000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT09M03.00S,2023-05-07T21:38:24.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203954,93.61038107752957,56.127450980392155,1610612755,92,85,2023-05-07T21:38:29Z,4770000,False,31.0,8.0,1,right,MISS J. Embiid driving Hook,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
485,PT09M00.00S,2023-05-07T21:38:26.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,85,2023-05-07T21:38:26Z,4780000,False,,,0,,J. Tatum REBOUND (Off:3 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,484.0,14.0,11.0,3.0,,,,,,,,,,
486,PT08M57.00S,2023-05-07T21:38:32.2Z,4,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,92,85,2023-05-07T21:38:40Z,4790000,False,,,0,,D. Melton shooting personal FOUL (4 PF) (Tatum 2 FT),"[1629001, 1628369]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,4.0,0.0,Tatum,1628369.0,,
488,PT08M57.00S,2023-05-07T21:38:58.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,92,85,2023-05-07T21:38:58Z,4810000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
489,PT08M57.00S,2023-05-07T21:38:58.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,92,85,2023-05-07T21:38:58Z,4820000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,
490,PT08M57.00S,2023-05-07T21:39:13.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,92,86,2023-05-07T21:39:13Z,4830000,False,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
491,PT08M42.00S,2023-05-07T21:39:30.6Z,4,REGULAR,3pt,Jump Shot,[],1630178,70.48291721419186,26.960784313725497,1610612755,92,86,2023-05-07T21:39:38Z,4840000,False,-115.0,225.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
492,PT08M39.00S,2023-05-07T21:39:33.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,92,86,2023-05-07T21:39:33Z,4850000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,491.0,2.0,1.0,1.0,,,,,,,,,,
493,PT08M26.00S,2023-05-07T21:39:46.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.116294349540084,50.73529411764706,1610612738,92,86,2023-05-07T21:40:02Z,4860000,False,-4.0,33.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
494,PT08M21.00S,2023-05-07T21:39:51.8Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,92,86,2023-05-07T21:39:54Z,4870000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,493.0,6.0,6.0,0.0,,,,,,,,,,
495,PT08M21.00S,2023-05-07T21:39:54.6Z,4,REGULAR,foul,personal,[],1628369,,,1610612755,92,86,2023-05-07T21:40:22Z,4880000,False,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 201935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Harden,201935.0,,
497,PT08M21.00S,2023-05-07T21:40:10.5Z,4,REGULAR,substitution,out,[],200782,,,1610612755,92,86,2023-05-07T21:40:21Z,4900000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M21.00S,2023-05-07T21:40:10.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612755,92,86,2023-05-07T21:40:21Z,4910000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M21.00S,2023-05-07T21:40:10.5Z,4,REGULAR,substitution,in,[],1627777,,,1610612755,92,86,2023-05-07T21:40:21Z,4920000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M21.00S,2023-05-07T21:40:10.5Z,4,REGULAR,substitution,in,[],203935,,,1610612755,92,86,2023-05-07T21:40:21Z,4930000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT07M57.00S,2023-05-07T21:40:55.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,84.01773981603154,54.16666666666667,1610612755,94,86,2023-05-07T21:41:01Z,4940000,False,21.0,98.0,1,right,J. Harden 9' driving floating Jump Shot (31 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,31.0,,,,,,,,,,,,,,,,,
502,PT07M47.00S,2023-05-07T21:41:07.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612738,94,86,2023-05-07T21:41:12Z,4950000,False,,,0,,G. Niang shooting personal FOUL (5 PF) (Smart 2 FT),"[1627777, 203935]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204058.0,5.0,0.0,Smart,203935.0,,
504,PT07M47.00S,2023-05-07T21:41:29.5Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,94,87,2023-05-07T21:41:29Z,4970000,False,,,0,,M. Smart Free Throw 1 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
505,PT07M47.00S,2023-05-07T21:41:46.8Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,94,88,2023-05-07T21:41:46Z,4980000,False,,,0,,M. Smart Free Throw 2 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
506,PT07M28.00S,2023-05-07T21:42:07.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,88.35413929040736,34.803921568627445,1610612755,94,88,2023-05-07T21:42:12Z,4990000,False,-76.0,57.0,1,right,MISS J. Embiid 9' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,9.5,Missed,,,,,,,,,,,,,,,,,,
507,PT07M26.00S,2023-05-07T21:42:09.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,94,88,2023-05-07T21:42:12Z,5000000,False,,,0,,J. Tatum REBOUND (Off:3 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,506.0,15.0,12.0,3.0,,,,,,,,,,
508,PT07M21.00S,2023-05-07T21:42:14.5Z,4,REGULAR,turnover,lost ball,[],1627763,,,1610612738,94,88,2023-05-07T21:42:18Z,5010000,False,,,0,,M. Brogdon lost ball TURNOVER (2 TO),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,Harden,201935.0,,,,,,,
509,PT07M21.00S,2023-05-07T21:42:14.5Z,4,REGULAR,steal,,[],201935,,,1610612755,94,88,2023-05-07T21:42:16Z,5020000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
510,PT07M15.00S,2023-05-07T21:42:21.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,93.47897503285151,52.205882352941174,1610612755,96,88,2023-05-07T21:42:32Z,5030000,False,11.0,9.0,1,right,J. Embiid running Layup (30 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.41,Made,30.0,J. Harden,201935.0,8.0,,,,,,,,,,,,,,
