actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
422,PT11M18.00S,2023-05-30T02:13:12.6Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,66,79,2023-05-30T02:13:12Z,4140000,False,,,0,,J. Brown offensive foul TURNOVER (6 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,6.0,,,,,,,
424,PT11M06.00S,2023-05-30T02:14:52.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,78.26872536136662,69.85294117647058,1610612748,66,81,2023-05-30T02:15:03Z,4160000,False,99.0,152.0,1,right,J. Butler 18' pullup Jump Shot (21 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,Made,21.0,,,,,18.14,,,,,,,,
426,PT10M52.00S,2023-05-30T02:15:06.8Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,66,81,2023-05-30T02:15:12Z,4170000,False,,,0,,J. Brown lost ball TURNOVER (7 TO),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,7.0,,,,,,Butler,202710.0
427,PT10M52.00S,2023-05-30T02:15:06.8Z,4,REGULAR,steal,,[],202710,,,1610612748,66,81,2023-05-30T02:15:36Z,4180000,False,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
428,PT10M50.00S,2023-05-30T02:15:09.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,93.38042049934296,54.65686274509803,1610612748,66,83,2023-05-30T02:16:12Z,4190000,False,23.0,10.0,1,right,J. Butler running DUNK (23 PTS) (C. Martin 2 AST),"[202710, 1628997]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,23.0,,,,,2.52,,C. Martin,1628997.0,2.0,,,,
429,PT10M50.00S,2023-05-30T02:15:24.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,83,2023-05-30T02:15:24Z,4200000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT10M50.00S,2023-05-30T02:17:36.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,66,83,2023-05-30T02:18:27Z,4210000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT10M50.00S,2023-05-30T02:17:36.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,66,83,2023-05-30T02:18:27Z,4220000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT10M50.00S,2023-05-30T02:17:36.0Z,4,REGULAR,substitution,in,[],203935,,,1610612738,66,83,2023-05-30T02:18:27Z,4230000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT10M50.00S,2023-05-30T02:17:36.0Z,4,REGULAR,substitution,in,[],201143,,,1610612738,66,83,2023-05-30T02:18:27Z,4240000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT10M26.00S,2023-05-30T02:19:14.7Z,4,REGULAR,3pt,Jump Shot,[],203935,7.703679369250986,4.6568627450980395,1610612738,66,83,2023-05-30T02:19:24Z,4250000,False,227.0,20.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,22.76,,,,,,,,
436,PT10M25.00S,2023-05-30T02:19:15.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,66,83,2023-05-30T02:19:24Z,4260000,False,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,,,,,,435.0,4.0,4.0,0.0,,,,,,,,,
437,PT10M09.00S,2023-05-30T02:19:31.9Z,4,REGULAR,foul,offensive,[],202710,,,1610612748,66,83,2023-05-30T02:20:14Z,4270000,False,,,0,,J. Butler offensive FOUL (2 PF),"[202710, 203935]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,1146.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
439,PT10M09.00S,2023-05-30T02:19:31.9Z,4,REGULAR,turnover,offensive foul,[],202710,,,1610612748,66,83,2023-05-30T02:19:31Z,4290000,False,,,0,,J. Butler offensive foul TURNOVER (1 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,1146.0,,,,,,,,,,,,1.0,,,,,,,
440,PT09M56.00S,2023-05-30T02:19:58.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,8.492115637319317,52.450980392156865,1610612738,68,83,2023-05-30T02:20:04Z,4300000,False,-12.0,27.0,1,left,J. Tatum driving DUNK (14 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,2.99,,,,,,,,
441,PT09M42.00S,2023-05-30T02:20:12.8Z,4,REGULAR,3pt,Jump Shot,[],1628997,69.85873850197109,69.36274509803921,1610612748,68,83,2023-05-30T02:20:43Z,4310000,False,97.0,231.0,1,right,MISS C. Martin 25' pullup 3PT,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.03,,,,,,,,
442,PT09M40.00S,2023-05-30T02:20:14.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,83,2023-05-30T02:20:18Z,4320000,False,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,441.0,7.0,7.0,0.0,,,,,,,,,
443,PT09M34.00S,2023-05-30T02:20:20.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,30.699737187910642,69.85294117647058,1610612738,68,83,2023-05-30T02:20:27Z,4330000,False,-99.0,236.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.61,,,,,,,,
444,PT09M33.00S,2023-05-30T02:20:21.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,68,83,2023-05-30T02:20:27Z,4340000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,443.0,8.0,8.0,0.0,,,,,,,,,
445,PT09M23.00S,2023-05-30T02:20:31.9Z,4,REGULAR,2pt,Jump Shot,[],202710,80.76544021024968,78.67647058823529,1610612748,68,83,2023-05-30T02:21:51Z,4350000,False,143.0,128.0,1,right,MISS J. Butler 19' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,19.24,,,,,,,,
446,PT09M21.00S,2023-05-30T02:20:33.9Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,68,83,2023-05-30T02:21:03Z,4360000,False,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,445.0,6.0,5.0,1.0,,,,,,,,,
448,PT09M17.00S,2023-05-30T02:21:01.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,89.04402102496715,3.431372549019608,1610612748,68,86,2023-05-30T02:21:05Z,4380000,False,-233.0,50.0,1,right,D. Robinson 3PT  (8 PTS) (K. Lowry 5 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,Made,8.0,,,,,23.82,,K. Lowry,200768.0,5.0,,,,
450,PT09M00.00S,2023-05-30T02:21:17.6Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.465834428383708,19.362745098039216,1610612738,68,86,2023-05-30T02:21:25Z,4400000,False,153.0,215.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.41,,,,,,,,
451,PT08M59.00S,2023-05-30T02:21:18.6Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,68,86,2023-05-30T02:21:25Z,4410000,False,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,450.0,5.0,5.0,0.0,,,,,,,,,
452,PT08M41.00S,2023-05-30T02:21:37.3Z,4,REGULAR,3pt,Jump Shot,[],202710,72.7496714848883,82.35294117647058,1610612748,68,86,2023-05-30T02:21:43Z,4420000,False,162.0,204.0,1,right,MISS J. Butler 26' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.01,,,,,,,,
453,PT08M40.00S,2023-05-30T02:21:38.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,86,2023-05-30T02:21:43Z,4430000,False,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,452.0,8.0,8.0,0.0,,,,,,,,,
454,PT08M30.00S,2023-05-30T02:21:47.7Z,4,REGULAR,3pt,Jump Shot,[],201143,9.411957950065702,3.431372549019608,1610612738,71,86,2023-05-30T02:21:52Z,4440000,False,233.0,36.0,1,left,A. Horford 3PT  (8 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,,,,,23.56,,M. Smart,203935.0,4.0,,,,
456,PT08M03.00S,2023-05-30T02:22:15.5Z,4,REGULAR,2pt,Jump Shot,[],200768,76.5604467805519,50.0,1610612748,71,88,2023-05-30T02:22:19Z,4460000,False,0.0,168.0,1,right,K. Lowry 16' pullup Jump Shot (5 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,,,,Made,5.0,,,,,16.78,,,,,,,,
457,PT07M52.00S,2023-05-30T02:22:25.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,22.794117647058822,1610612738,71,88,2023-05-30T02:22:38Z,4470000,False,136.0,242.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.79,,,,,,,,
458,PT07M51.00S,2023-05-30T02:22:26.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,71,88,2023-05-30T02:22:38Z,4480000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,457.0,,,,,,,,,,,,
459,PT07M51.00S,2023-05-30T02:22:33.2Z,4,REGULAR,foul,personal,[],201143,,,1610612748,71,88,2023-05-30T02:22:46Z,4490000,False,,,0,,A. Horford loose ball personal FOUL (3 PF),"[201143, 1628389]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,1162.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
461,PT07M51.00S,2023-05-30T02:22:41.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612748,71,88,2023-05-30T02:22:49Z,4510000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT07M51.00S,2023-05-30T02:22:41.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612748,71,88,2023-05-30T02:22:49Z,4520000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT07M34.00S,2023-05-30T02:23:10.7Z,4,REGULAR,2pt,Jump Shot,[],1628389,86.02168199737189,25.49019607843137,1610612748,71,90,2023-05-30T02:23:14Z,4530000,False,-123.0,79.0,1,right,B. Adebayo 14' Jump Shot (8 PTS) (C. Martin 3 AST),"[1628389, 1628997]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,Made,8.0,,,,,14.57,,C. Martin,1628997.0,3.0,,,,
464,PT07M13.00S,2023-05-30T02:23:31.5Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,71,90,2023-05-30T02:23:36Z,4540000,False,,,0,,J. Brown lost ball TURNOVER (8 TO),"[1627759, 1629130]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,8.0,,,,,,Robinson,1629130.0
465,PT07M13.00S,2023-05-30T02:23:31.5Z,4,REGULAR,steal,,[],1629130,,,1610612748,71,90,2023-05-30T02:23:33Z,4550000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
466,PT06M57.00S,2023-05-30T02:23:49.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202710,91.14651773981603,37.5,1610612748,71,90,2023-05-30T02:26:15Z,4560000,False,-62.0,31.0,1,right,MISS J. Butler 6' turnaround Hook,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.96,,,,,,,,
467,PT06M56.00S,2023-05-30T02:23:50.0Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,71,90,2023-05-30T02:24:01Z,4570000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,466.0,9.0,8.0,1.0,,,,,,,,,
468,PT06M55.00S,2023-05-30T02:23:52.9Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,71,90,2023-05-30T02:24:06Z,4580000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628369, 1628389]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
470,PT06M55.00S,2023-05-30T02:24:27.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,71,91,2023-05-30T02:24:27Z,4600000,False,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
471,PT06M55.00S,2023-05-30T02:24:48.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,71,92,2023-05-30T02:24:48Z,4610000,False,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
473,PT06M44.00S,2023-05-30T02:25:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.966491458607096,56.61764705882353,1610612738,73,92,2023-05-30T02:25:09Z,4620000,False,-33.0,22.0,1,left,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,,,,4.0,,,,,,,,
474,PT06M28.00S,2023-05-30T02:25:20.9Z,4,REGULAR,turnover,bad pass,[],1629130,,,1610612748,73,92,2023-05-30T02:25:24Z,4630000,False,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 201143]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,Horford,201143.0
475,PT06M28.00S,2023-05-30T02:25:20.9Z,4,REGULAR,steal,,[],201143,,,1610612738,73,92,2023-05-30T02:25:23Z,4640000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
476,PT06M19.00S,2023-05-30T02:25:30.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,12.565703022339028,46.568627450980394,1610612738,73,92,2023-05-30T02:25:45Z,4650000,False,17.0,66.0,1,left,MISS M. Smart 6' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.78,,,,,,,,
477,PT06M18.00S,2023-05-30T02:25:31.1Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,73,92,2023-05-30T02:25:45Z,4660000,False,,,0,,J. Butler REBOUND (Off:1 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,476.0,7.0,6.0,1.0,,,,,,,,,
478,PT06M15.00S,2023-05-30T02:25:36.5Z,4,REGULAR,foul,personal,[],203935,,,1610612748,73,92,2023-05-30T02:25:40Z,4670000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,1162.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
480,PT06M08.00S,2023-05-30T02:26:02.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.9862023653088,54.166666666666664,1610612748,73,94,2023-05-30T02:27:33Z,4690000,False,21.0,13.0,1,right,D. Robinson cutting Layup (10 PTS) (B. Adebayo 5 AST),"[1629130, 1628389]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,,2.47,,B. Adebayo,1628389.0,5.0,,,,
482,PT06M08.00S,2023-05-30T02:26:08.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,73,94,2023-05-30T02:26:08Z,4710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT06M08.00S,2023-05-30T02:28:30.8Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,73,94,2023-05-30T02:29:14Z,4720000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT06M08.00S,2023-05-30T02:28:30.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,73,94,2023-05-30T02:29:14Z,4730000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT05M56.00S,2023-05-30T02:29:54.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,31.35676741130092,30.392156862745097,1610612738,73,94,2023-05-30T02:30:03Z,4740000,False,98.0,242.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.14,,,,,,,,
486,PT05M52.00S,2023-05-30T02:29:58.9Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,73,94,2023-05-30T02:30:03Z,4750000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,485.0,1.0,1.0,0.0,,,,,,,,,
487,PT05M33.00S,2023-05-30T02:30:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.11760840998686,42.8921568627451,1610612748,73,96,2023-05-30T02:30:24Z,4760000,False,-36.0,12.0,1,right,J. Butler driving reverse Layup (25 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,25.0,,,,,3.75,,,,,,,,
488,PT05M21.00S,2023-05-30T02:30:29.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,6.389618922470433,96.56862745098039,1610612738,73,96,2023-05-30T02:30:36Z,4770000,False,-233.0,8.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.29,,,,,,,,
489,PT05M20.00S,2023-05-30T02:30:30.4Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,73,96,2023-05-30T02:30:36Z,4780000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,488.0,10.0,9.0,1.0,,,,,,,,,
490,PT04M58.00S,2023-05-30T02:30:52.9Z,4,REGULAR,turnover,lost ball,[],1629130,,,1610612748,73,96,2023-05-30T02:30:58Z,4790000,False,,,0,,D. Robinson lost ball TURNOVER (3 TO),"[1629130, 1627759]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,,,,,,Brown,1627759.0
491,PT04M58.00S,2023-05-30T02:30:52.9Z,4,REGULAR,steal,,[],1627759,,,1610612738,73,96,2023-05-30T02:30:54Z,4800000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
492,PT04M56.00S,2023-05-30T02:30:55.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,8.229303547963205,47.549019607843135,1610612738,75,96,2023-05-30T02:31:01Z,4810000,False,12.0,25.0,1,left,J. Brown running DUNK (19 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,19.0,,,,,2.78,,,,,,,,
493,PT04M35.00S,2023-05-30T02:31:24.9Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,75,96,2023-05-30T02:31:33Z,4820000,False,,,0,,J. Brown shooting personal FOUL (5 PF) (Butler 2 FT),"[1627759, 202710]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,1162.0,5.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
495,PT04M35.00S,2023-05-30T02:31:55.2Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,75,96,2023-05-30T02:31:55Z,4840000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
496,PT04M35.00S,2023-05-30T02:31:55.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,75,96,2023-05-30T02:31:55Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,
497,PT04M35.00S,2023-05-30T02:32:08.3Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,75,97,2023-05-30T02:32:08Z,4860000,False,,,0,,J. Butler Free Throw 2 of 2 (26 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,26.0,,,,,,,,,,,,,
498,PT04M29.00S,2023-05-30T02:32:17.5Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.831143232588698,74.75490196078431,1610612738,75,97,2023-05-30T02:32:25Z,4870000,False,-124.0,237.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.77,,,,,,,,
499,PT04M28.00S,2023-05-30T02:32:18.5Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,75,97,2023-05-30T02:32:25Z,4880000,False,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,,,498.0,6.0,6.0,0.0,,,,,,,,,
500,PT04M08.00S,2023-05-30T02:32:37.6Z,4,REGULAR,2pt,Jump Shot,[],202710,79.71419185282524,21.568627450980394,1610612748,75,97,2023-05-30T02:32:42Z,4890000,False,-142.0,138.0,1,right,MISS J. Butler 19' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,19.83,,,,,,,,
501,PT04M07.00S,2023-05-30T02:32:38.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,75,97,2023-05-30T02:32:47Z,4900000,False,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,,500.0,8.0,7.0,1.0,,,,,,,,,
502,PT03M59.00S,2023-05-30T02:32:47.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,8.886333771353483,43.872549019607845,1610612738,77,97,2023-05-30T02:33:34Z,4910000,False,31.0,31.0,1,left,M. Smart running Layup (7 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,4.36,,,,,,,,
504,PT03M47.00S,2023-05-30T02:32:59.1Z,4,REGULAR,turnover,bad pass,[],1628997,,,1610612748,77,97,2023-05-30T02:40:21Z,4930000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 203935]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,Smart,203935.0
505,PT03M47.00S,2023-05-30T02:32:59.1Z,4,REGULAR,steal,,[],203935,,,1610612738,77,97,2023-05-30T02:33:31Z,4940000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
