actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-05-09T23:32:56.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-05-09T23:32:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-05-09T23:32:58.3Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2023-05-09T23:32:58Z,40000,False,,,0,,Jump Ball A. Horford vs. J. Embiid: Tip to M. Smart,"[203935, 201143, 203954]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Horford,201143.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-05-09T23:33:11.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,88.78120893561103,95.34313725490196,1610612738,0,0,2023-05-09T23:33:17Z,70000,False,227.0,53.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-05-09T23:33:15.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,0,0,2023-05-09T23:33:17Z,80000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-05-09T23:33:36.3Z,1,REGULAR,3pt,Jump Shot,[],203954,25.18068331143233,80.14705882352942,1610612755,0,3,2023-05-09T23:33:45Z,90000,False,-151.0,184.0,1,left,J. Embiid 3PT step back (3 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,23.8,Made,,,,,3.0,,,,,,,,,,,,,
10,PT11M08.00S,2023-05-09T23:33:49.5Z,1,REGULAR,foul,personal,[],201935,,,1610612738,0,3,2023-05-09T23:34:02Z,100000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1627759]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,1830.0,1.0,0.0,Brown,1627759.0,,,,,,,,
12,PT10M56.00S,2023-05-09T23:34:19.4Z,1,REGULAR,3pt,Jump Shot,[],203935,90.22667542706965,94.85294117647058,1610612738,3,3,2023-05-09T23:34:24Z,120000,False,224.0,39.0,1,right,M. Smart 3PT  (3 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,22.77,Made,,,,,3.0,,,,,,J. Brown,1627759.0,1.0,,,,,
14,PT10M40.00S,2023-05-09T23:34:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.964520367936925,62.032781862745104,1610612755,3,3,2023-05-09T23:34:43Z,140000,False,-60.0,13.0,1,left,MISS T. Harris 6' driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
15,PT10M38.00S,2023-05-09T23:34:37.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,3,2023-05-09T23:34:43Z,150000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M27.00S,2023-05-09T23:34:48.9Z,1,REGULAR,3pt,Jump Shot,[],203935,87.59855453350855,3.431372549019608,1610612738,6,3,2023-05-09T23:34:53Z,160000,False,-233.0,64.0,1,right,M. Smart 24' 3PT  (6 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,24.15,Made,,,,,6.0,,,,,,J. Tatum,1628369.0,1.0,,,,,
18,PT10M15.00S,2023-05-09T23:35:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.915243101182654,46.81372549019608,1610612755,6,3,2023-05-09T23:36:07Z,180000,False,16.0,13.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 201143]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,Horford,201143.0,,,
19,PT10M15.00S,2023-05-09T23:35:01.9Z,1,REGULAR,block,,[],201143,,,1610612755,6,3,2023-05-09T23:35:05Z,190000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2023-05-09T23:35:03.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,6,3,2023-05-09T23:37:02Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,18.0,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2023-05-09T23:35:25.2Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,6,3,2023-05-09T23:35:25Z,210000,False,,,0,,Jump Ball A. Horford vs. J. Embiid: Tip to M. Smart,"[203935, 201143, 203954]",1610612738.0,BOS,heldball,M. Smart,203935.0,Smart,M. Smart,Horford,201143.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2023-05-09T23:35:32.5Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,6,3,2023-05-09T23:35:38Z,240000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
25,PT10M06.00S,2023-05-09T23:35:32.5Z,1,REGULAR,steal,,[],201935,,,1610612755,6,3,2023-05-09T23:35:34Z,250000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
26,PT10M02.00S,2023-05-09T23:35:36.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,5.206964520367937,50.0,1610612755,6,5,2023-05-09T23:35:44Z,260000,False,0.0,-4.0,1,left,T. Harris running DUNK (2 PTS) (J. Harden 1 AST),"[202699, 201935]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,2.0,,,,,,J. Harden,201935.0,1.0,,,,,
28,PT09M50.00S,2023-05-09T23:35:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,65.65374507227332,45.09803921568628,1610612738,6,5,2023-05-09T23:37:29Z,280000,False,-25.0,270.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.15,Missed,,,,,,,,,,,,,,,,,,
29,PT09M48.00S,2023-05-09T23:35:49.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,6,5,2023-05-09T23:35:52Z,290000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M31.00S,2023-05-09T23:36:07.0Z,1,REGULAR,3pt,Jump Shot,[],202699,9.543363994743759,4.166666666666666,1610612755,6,5,2023-05-09T23:36:13Z,300000,False,229.0,37.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2023-05-09T23:36:09.0Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,6,5,2023-05-09T23:36:13Z,310000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT09M19.00S,2023-05-09T23:36:19.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203954,20.97568988173456,49.50980392156863,1610612755,6,5,2023-05-09T23:36:24Z,320000,False,2.0,145.0,1,left,MISS J. Embiid 14' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.47,Missed,,,,,,,,,,,,,,,,,,
33,PT09M16.00S,2023-05-09T23:36:22.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,5,2023-05-09T23:36:29Z,330000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M07.00S,2023-05-09T23:36:33.0Z,1,REGULAR,foul,personal,[],200782,,,1610612738,6,5,2023-05-09T23:36:45Z,340000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1627759]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Brown,1627759.0,,,,,,,,
36,PT09M02.00S,2023-05-09T23:36:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.01511169513797,56.61764705882353,1610612738,8,5,2023-05-09T23:38:43Z,360000,False,33.0,32.0,1,right,J. Brown driving Layup (2 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,,,,,2.0,,,,,,A. Horford,201143.0,1.0,,,,,
38,PT08M43.00S,2023-05-09T23:37:16.2Z,1,REGULAR,3pt,Jump Shot,[],200782,6.258212877792378,97.30392156862744,1610612755,8,5,2023-05-09T23:37:24Z,380000,False,-237.0,6.0,1,left,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
39,PT08M39.00S,2023-05-09T23:37:20.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,8,5,2023-05-09T23:37:24Z,390000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M33.00S,2023-05-09T23:37:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,89.83245729303549,50.49019607843137,1610612738,8,5,2023-05-09T23:40:07Z,400000,False,2.0,43.0,1,right,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
41,PT08M31.00S,2023-05-09T23:37:28.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,8,5,2023-05-09T23:37:31Z,410000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M26.00S,2023-05-09T23:37:33.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630178,8.623521681997373,83.33333333333334,1610612755,8,5,2023-05-09T23:40:32Z,420000,False,-167.0,29.0,1,left,MISS T. Maxey 16' running pullup Shot,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,16.91,Missed,,,,,,,,,,,,,,,,,,
43,PT08M24.00S,2023-05-09T23:37:36.6Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,8,5,2023-05-09T23:37:36Z,430000,False,,,0,,J. Embiid REBOUND (Off:2 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,,,42.0,2.0,0.0,2.0,,,,,,,,,,,,,,
44,PT08M24.00S,2023-05-09T23:37:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,10.200394218134035,64.4607843137255,1610612755,8,7,2023-05-09T23:40:53Z,440000,False,-72.0,43.0,1,left,J. Embiid 8' putback Layup (5 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,8.43,Made,,,,,5.0,,,,,,,,,,,,,
45,PT08M24.00S,2023-05-09T23:37:42.6Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612755,8,7,2023-05-09T23:37:47Z,450000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Embiid 1 FT),"[1627759, 203954]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Embiid,203954.0,,,,,,,,
47,PT08M24.00S,2023-05-09T23:38:01.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203954,,,1610612755,8,8,2023-05-09T23:38:01Z,470000,False,,,0,,J. Embiid Free Throw 1 of 1 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
48,PT08M10.00S,2023-05-09T23:38:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.19776609724047,52.450980392156865,1610612738,10,8,2023-05-09T23:38:22Z,480000,False,12.0,21.0,1,right,D. White driving Layup (2 PTS) (A. Horford 2 AST),"[1628401, 201143]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,2.0,,,,,,A. Horford,201143.0,2.0,,,,,
50,PT07M48.00S,2023-05-09T23:38:38.5Z,1,REGULAR,2pt,Jump Shot,[],203954,10.988830486202366,80.88235294117648,1610612755,10,8,2023-05-09T23:38:43Z,500000,False,-154.0,51.0,1,left,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,16.25,Missed,,,,,,,,,,,,,,,,,,
51,PT07M45.00S,2023-05-09T23:38:41.5Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,10,8,2023-05-09T23:38:43Z,510000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Left,,,50.0,1.0,0.0,1.0,,,,,,,,,,,,,,
52,PT07M43.00S,2023-05-09T23:38:43.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630178,15.062417871222076,50.0,1610612755,10,8,2023-05-09T23:38:51Z,520000,False,0.0,89.0,1,left,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2023-05-09T23:38:48.6Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,10,8,2023-05-09T23:38:51Z,530000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
54,PT07M38.00S,2023-05-09T23:38:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,5.590000152587891,50.0,1610612755,10,10,2023-05-09T23:38:48Z,540000,False,0.0,0.0,1,left,T. Harris tip Layup (4 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
55,PT07M32.00S,2023-05-09T23:38:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.46057818659659,57.84313725490197,1610612738,10,10,2023-05-09T23:38:59Z,550000,False,39.0,18.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 203954]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,4.33,Missed,,,,,,,,,,,,,,Embiid,203954.0,,,
56,PT07M32.00S,2023-05-09T23:38:54.2Z,1,REGULAR,block,,[],203954,,,1610612738,10,10,2023-05-09T23:38:56Z,560000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M30.00S,2023-05-09T23:38:56.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,10,10,2023-05-09T23:38:59Z,570000,False,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,,
58,PT07M24.00S,2023-05-09T23:39:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,25.837713534822605,15.441176470588236,1610612755,10,13,2023-05-09T23:42:46Z,580000,False,173.0,190.0,1,left,T. Maxey 25' 3PT running (3 PTS) (J. Harden 2 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.71,Made,,,,,3.0,,,,,,J. Harden,201935.0,2.0,,,,,
60,PT07M01.00S,2023-05-09T23:39:25.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,77.21747700394218,63.970588235294116,1610612738,10,13,2023-05-09T23:39:31Z,600000,False,70.0,162.0,1,right,MISS J. Tatum 17' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,17.62,Missed,,,,,,,,,,,,,,,,,,
61,PT06M59.00S,2023-05-09T23:39:27.4Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,10,13,2023-05-09T23:39:31Z,610000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M52.00S,2023-05-09T23:39:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,10,13,2023-05-09T23:43:14Z,620000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Harden 2 FT),"[1628369, 201935]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,1.0,0.0,Harden,201935.0,,,,,,,,
64,PT06M52.00S,2023-05-09T23:39:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,10,13,2023-05-09T23:39:50Z,640000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M52.00S,2023-05-09T23:42:43.3Z,1,REGULAR,substitution,out,[],203935,,,1610612755,10,13,2023-05-09T23:43:13Z,650000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2023-05-09T23:42:43.3Z,1,REGULAR,substitution,in,[],1627763,,,1610612755,10,13,2023-05-09T23:43:13Z,660000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M52.00S,2023-05-09T23:43:29.1Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,10,13,2023-05-09T23:43:29Z,670000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT06M52.00S,2023-05-09T23:43:29.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,10,13,2023-05-09T23:43:29Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,
69,PT06M52.00S,2023-05-09T23:43:46.6Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,10,14,2023-05-09T23:43:46Z,690000,False,,,0,,J. Harden Free Throw 2 of 2 (1 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
70,PT06M37.00S,2023-05-09T23:44:04.1Z,1,REGULAR,3pt,Jump Shot,[],1627763,88.51839684625493,4.411764705882353,1610612738,13,14,2023-05-09T23:44:08Z,700000,False,-228.0,55.0,1,right,M. Brogdon 3PT  (3 PTS) (J. Tatum 2 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,23.45,Made,,,,,3.0,,,,,,J. Tatum,1628369.0,2.0,,,,,
72,PT06M18.00S,2023-05-09T23:44:22.9Z,1,REGULAR,2pt,Jump Shot,[],201935,17.427726675427067,25.245098039215684,1610612755,13,16,2023-05-09T23:44:27Z,720000,False,124.0,111.0,1,left,J. Harden 16' pullup Jump Shot (3 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,16.65,Made,,,,,3.0,,,,,,,,,,,,,
73,PT05M59.00S,2023-05-09T23:44:41.6Z,1,REGULAR,3pt,Jump Shot,[],201143,68.28186596583443,26.96078431372549,1610612738,13,16,2023-05-09T23:44:46Z,730000,False,-115.0,246.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2023-05-09T23:44:43.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,16,2023-05-09T23:44:46Z,740000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,
75,PT05M50.00S,2023-05-09T23:44:51.3Z,1,REGULAR,2pt,Jump Shot,[],203954,21.369908015768726,54.166666666666664,1610612755,13,18,2023-05-09T23:44:56Z,750000,False,-21.0,148.0,1,left,J. Embiid 14' Jump Shot (8 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.99,Made,,,,,8.0,,,,,,J. Harden,201935.0,3.0,,,,,
77,PT05M34.00S,2023-05-09T23:45:05.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,79.45137976346912,41.17647058823529,1610612738,13,18,2023-05-09T23:45:12Z,770000,False,-44.0,141.0,1,right,MISS J. Brown 14' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,14.74,Missed,,,,,,,,,,,,,,,,,,
78,PT05M32.00S,2023-05-09T23:45:07.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,13,18,2023-05-09T23:45:12Z,780000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M24.00S,2023-05-09T23:45:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,4.944152431011826,55.63725490196079,1610612755,13,20,2023-05-09T23:45:21Z,790000,False,-28.0,-6.0,1,left,J. Harden driving Layup (5 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,5.0,,,,,,,,,,,,,
80,PT05M01.00S,2023-05-09T23:45:39.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.09921156373193,31.61764705882353,1610612738,13,20,2023-05-09T23:45:47Z,800000,False,-92.0,257.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.27,Missed,,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2023-05-09T23:45:41.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,13,20,2023-05-09T23:45:47Z,810000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,,
82,PT04M56.00S,2023-05-09T23:45:45.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,93.9060446780552,49.26470588235294,1610612738,15,20,2023-05-09T23:46:09Z,820000,False,-4.0,5.0,1,right,D. White cutting finger roll Layup (4 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,cutting finger roll,,,White,D. White,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,4.0,,,,,,A. Horford,201143.0,3.0,,,,,
84,PT04M33.00S,2023-05-09T23:46:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.61695137976347,36.76470588235294,1610612755,15,22,2023-05-09T23:46:48Z,840000,False,66.0,75.0,1,left,T. Harris 10' turnaround fadeaway Jump Shot (6 PTS),[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,10.04,Made,,,,,6.0,,,,,,,,,,,,,
85,PT04M14.00S,2023-05-09T23:46:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.43823915900131,50.0,1610612738,17,22,2023-05-09T23:46:31Z,850000,False,0.0,47.0,1,right,J. Brown driving Layup (4 PTS) (M. Brogdon 1 AST),"[1627759, 1627763]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,4.0,,,,,,M. Brogdon,1627763.0,1.0,,,,,
87,PT03M52.00S,2023-05-09T23:46:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.16491458607096,41.66666666666667,1610612755,17,22,2023-05-09T23:47:18Z,870000,False,42.0,109.0,1,left,MISS J. Embiid 11' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.66,Missed,,,,,,,,,,,,,,,,,,
