actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
505,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,out,[],1630180,,,1610612737,106,106,2023-04-28T02:25:56Z,4940000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612737,106,106,2023-04-28T02:25:56Z,4950000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612737,106,106,2023-04-28T02:25:56Z,4960000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,106,106,2023-04-28T02:25:56Z,4970000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,in,[],201143,,,1610612737,106,106,2023-04-28T02:25:56Z,4980000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M45.00S,2023-04-28T02:25:47.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612737,106,106,2023-04-28T02:25:56Z,4990000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M45.00S,2023-04-28T02:25:45.3Z,4,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,106,106,2023-04-28T02:26:37Z,5010000,False,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
513,PT08M43.00S,2023-04-28T02:25:47.3Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,106,106,2023-04-28T02:26:37Z,5020000,False,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,512.0,6.0,4.0,2.0,,,,,,,
514,PT08M30.00S,2023-04-28T02:26:49.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,50.245098039215684,1610612738,106,106,2023-04-28T02:28:54Z,5030000,False,1.0,4.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
515,PT08M27.00S,2023-04-28T02:26:52.7Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,106,106,2023-04-28T02:26:55Z,5040000,False,,,0,,A. Horford REBOUND (Off:3 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,514.0,7.0,4.0,3.0,,,,,,,
516,PT08M27.00S,2023-04-28T02:26:53.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,94.40999984741211,50.0,1610612738,106,108,2023-04-28T02:26:53Z,5050000,False,0.0,0.0,1,right,A. Horford tip Layup (7 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
517,PT08M14.00S,2023-04-28T02:27:04.9Z,4,REGULAR,3pt,Jump Shot,[],1628381,31.35676741130092,32.1078431372549,1610612737,109,108,2023-04-28T02:27:09Z,5060000,False,89.0,242.0,1,left,J. Collins 25' 3PT  (14 PTS) (T. Young 8 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,25.83,Made,14.0,T. Young,1629027.0,8.0,,,,,,,,,,,,,,
519,PT07M55.00S,2023-04-28T02:27:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.95729303547962,49.754901960784316,1610612738,109,108,2023-04-28T02:27:30Z,5080000,False,-1.0,-5.0,1,right,MISS M. Brogdon driving Layup - blocked,"[1627763, 1630168]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,Okongwu,1630168.0,,,,,
520,PT07M55.00S,2023-04-28T02:27:24.0Z,4,REGULAR,block,,[],1630168,,,1610612738,109,108,2023-04-28T02:27:27Z,5090000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
521,PT07M52.00S,2023-04-28T02:27:27.0Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,109,108,2023-04-28T02:27:30Z,5100000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:8),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,519.0,11.0,8.0,3.0,,,,,,,
522,PT07M49.00S,2023-04-28T02:27:30.9Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,109,108,2023-04-28T02:27:34Z,5110000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 201143]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,4.0,Horford,201143.0,,,,,,,,,,,
523,PT07M49.00S,2023-04-28T02:27:30.9Z,4,REGULAR,steal,,[],201143,,,1610612738,109,108,2023-04-28T02:27:32Z,5120000,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
524,PT07M42.00S,2023-04-28T02:27:37.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627759,93.11760840998686,49.26470588235294,1610612738,109,108,2023-04-28T02:34:13Z,5130000,False,-4.0,12.0,1,right,MISS J. Brown turnaround Hook - blocked,"[1627759, 1628381]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,Collins,1628381.0,,,,,
525,PT07M42.00S,2023-04-28T02:27:37.3Z,4,REGULAR,block,,[],1628381,,,1610612738,109,108,2023-04-28T02:27:39Z,5140000,False,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
526,PT07M40.00S,2023-04-28T02:27:39.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,109,108,2023-04-28T02:27:41Z,5150000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,524.0,3.0,3.0,0.0,,,,,,,
527,PT07M31.00S,2023-04-28T02:27:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.09789750328515,47.549019607843135,1610612737,109,108,2023-04-28T02:27:56Z,5160000,False,12.0,24.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 201143]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,,,,,,,,Horford,201143.0,,,,,
528,PT07M31.00S,2023-04-28T02:27:49.3Z,4,REGULAR,block,,[],201143,,,1610612737,109,108,2023-04-28T02:27:51Z,5170000,False,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
529,PT07M28.00S,2023-04-28T02:27:52.3Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,109,108,2023-04-28T02:27:56Z,5180000,False,,,0,,A. Horford REBOUND (Off:3 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,527.0,8.0,5.0,3.0,,,,,,,
530,PT07M24.00S,2023-04-28T02:27:55.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,93.24901445466492,49.754901960784316,1610612738,109,110,2023-04-28T02:28:01Z,5190000,False,-1.0,11.0,1,right,J. Brown driving floating Jump Shot (29 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.11,Made,29.0,,,,,,,,,,,,,,,,,
531,PT07M03.00S,2023-04-28T02:28:16.6Z,4,REGULAR,2pt,Jump Shot,[],1628381,10.463206307490145,30.392156862745097,1610612737,111,110,2023-04-28T02:28:21Z,5200000,False,98.0,46.0,1,left,J. Collins 10' turnaround Jump Shot (16 PTS) (D. Murray 11 AST),"[1628381, 1627749]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,10.82,Made,16.0,D. Murray,1627749.0,11.0,,,,,,,,,,,,,,
533,PT06M48.00S,2023-04-28T02:28:39.9Z,4,REGULAR,foul,personal,[],1628381,,,1610612738,111,110,2023-04-28T02:28:45Z,5220000,False,,,0,,J. Collins personal FOUL (2 PF),"[1628381, 1627759]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Brown,1627759.0
535,PT06M48.00S,2023-04-28T02:28:47.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,111,110,2023-04-28T02:28:47Z,5240000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M48.00S,2023-04-28T02:31:13.1Z,4,REGULAR,substitution,out,[],1630168,,,1610612738,111,110,2023-04-28T02:32:11Z,5250000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M48.00S,2023-04-28T02:31:13.1Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,111,110,2023-04-28T02:32:11Z,5260000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M48.00S,2023-04-28T02:31:13.1Z,4,REGULAR,substitution,in,[],203991,,,1610612738,111,110,2023-04-28T02:32:11Z,5270000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M48.00S,2023-04-28T02:31:13.1Z,4,REGULAR,substitution,in,[],203935,,,1610612738,111,110,2023-04-28T02:32:11Z,5280000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M43.00S,2023-04-28T02:32:32.6Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,111,110,2023-04-28T02:32:37Z,5290000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629631]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Hunter,1629631.0,,,,,,,,,,,
542,PT06M43.00S,2023-04-28T02:32:32.6Z,4,REGULAR,steal,,[],1629631,,,1610612737,111,110,2023-04-28T02:32:35Z,5300000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
543,PT06M24.00S,2023-04-28T02:32:51.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,6.783837056504599,50.245098039215684,1610612737,113,110,2023-04-28T02:32:55Z,5310000,False,-1.0,11.0,1,left,C. Capela alley-oop DUNK (10 PTS) (T. Young 9 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.14,Made,10.0,T. Young,1629027.0,9.0,,,,,,,,,,,,,,
545,PT06M05.00S,2023-04-28T02:33:10.7Z,4,REGULAR,3pt,Jump Shot,[],203935,73.27529566360053,80.88235294117648,1610612738,113,110,2023-04-28T02:33:16Z,5330000,False,154.0,199.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
546,PT06M02.00S,2023-04-28T02:33:13.7Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,113,110,2023-04-28T02:33:16Z,5340000,False,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,545.0,6.0,5.0,1.0,,,,,,,
547,PT05M52.00S,2023-04-28T02:33:24.6Z,4,REGULAR,3pt,Jump Shot,[],1629027,33.459264126149804,59.31372549019608,1610612737,113,110,2023-04-28T02:37:36Z,5350000,False,-47.0,262.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
548,PT05M48.00S,2023-04-28T02:33:28.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,113,110,2023-04-28T02:33:28Z,5360000,False,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,547.0,11.0,10.0,1.0,,,,,,,
549,PT05M40.00S,2023-04-28T02:33:35.6Z,4,REGULAR,3pt,Jump Shot,[],203935,72.48685939553219,77.45098039215686,1610612738,113,110,2023-04-28T02:33:42Z,5370000,False,137.0,206.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
550,PT05M37.00S,2023-04-28T02:33:38.6Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,113,110,2023-04-28T02:33:42Z,5380000,False,,,0,,C. Capela REBOUND (Off:5 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,549.0,10.0,5.0,5.0,,,,,,,
551,PT05M18.00S,2023-04-28T02:33:57.9Z,4,REGULAR,3pt,Jump Shot,[],1629631,32.40801576872536,64.95098039215686,1610612737,113,110,2023-04-28T02:34:04Z,5390000,False,-75.0,252.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
552,PT05M14.00S,2023-04-28T02:34:01.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,113,110,2023-04-28T02:34:04Z,5400000,False,,,0,,A. Horford REBOUND (Off:3 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,,551.0,9.0,6.0,3.0,,,,,,,
553,PT05M01.00S,2023-04-28T02:34:19.0Z,4,REGULAR,foul,personal,[],1629631,,,1610612738,113,110,2023-04-28T02:34:24Z,5410000,False,,,0,,D. Hunter personal FOUL (4 PF),"[1629631, 1627763]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1627962.0,4.0,0.0,Brogdon,1627763.0
555,PT05M01.00S,2023-04-28T02:34:30.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,113,110,2023-04-28T02:34:37Z,5430000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M01.00S,2023-04-28T02:34:30.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,113,110,2023-04-28T02:34:37Z,5440000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT04M50.00S,2023-04-28T02:34:55.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,72.7496714848883,79.16666666666666,1610612738,113,113,2023-04-28T02:35:00Z,5450000,False,146.0,204.0,1,right,J. Brown 25' 3PT pullup (32 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.05,Made,32.0,,,,,,,,,,,,,,,,,
559,PT04M32.00S,2023-04-28T02:35:34.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,113,113,2023-04-28T02:35:34Z,5470000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M32.00S,2023-04-28T02:38:04.2Z,4,REGULAR,substitution,out,[],1627763,,,1610612737,113,113,2023-04-28T02:38:38Z,5490000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M32.00S,2023-04-28T02:38:04.2Z,4,REGULAR,substitution,in,[],203935,,,1610612737,113,113,2023-04-28T02:38:38Z,5500000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M25.00S,2023-04-28T02:39:17.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,6.258212877792378,44.36274509803921,1610612737,113,113,2023-04-28T02:39:21Z,5510000,False,28.0,6.0,1,left,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
564,PT04M23.00S,2023-04-28T02:39:19.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,113,113,2023-04-28T02:39:21Z,5520000,False,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,563.0,12.0,11.0,1.0,,,,,,,
565,PT04M18.00S,2023-04-28T02:39:24.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,93.77463863337714,48.03921568627451,1610612738,113,113,2023-04-28T02:39:32Z,5530000,False,-10.0,6.0,1,right,MISS G. Williams running Layup - blocked,"[1629684, 1629631]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,Hunter,1629631.0,,,,,
566,PT04M18.00S,2023-04-28T02:39:24.5Z,4,REGULAR,block,,[],1629631,,,1610612738,113,113,2023-04-28T02:39:27Z,5540000,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
567,PT04M15.00S,2023-04-28T02:39:27.5Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,113,113,2023-04-28T02:39:32Z,5550000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,565.0,2.0,1.0,1.0,,,,,,,
568,PT04M07.00S,2023-04-28T02:39:35.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,89.04402102496715,3.9215686274509802,1610612738,113,113,2023-04-28T02:39:41Z,5560000,False,-230.0,50.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
569,PT04M02.00S,2023-04-28T02:39:40.9Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,113,113,2023-04-28T02:39:41Z,5570000,False,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,568.0,7.0,6.0,1.0,,,,,,,
570,PT03M55.00S,2023-04-28T02:39:47.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.389618922470433,46.81372549019608,1610612737,113,113,2023-04-28T02:39:51Z,5580000,False,16.0,8.0,1,left,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
571,PT03M53.00S,2023-04-28T02:39:49.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,113,113,2023-04-28T02:39:51Z,5590000,False,,,0,,A. Horford REBOUND (Off:3 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,570.0,10.0,7.0,3.0,,,,,,,
572,PT03M35.00S,2023-04-28T02:40:06.8Z,4,REGULAR,3pt,Jump Shot,[],201143,91.5407358738502,95.34313725490196,1610612738,113,116,2023-04-28T02:40:10Z,5600000,False,227.0,27.0,1,right,A. Horford 3PT  (10 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.83,Made,10.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
574,PT03M11.00S,2023-04-28T02:40:51.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612737,113,116,2023-04-28T02:40:56Z,5620000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M11.00S,2023-04-28T02:40:51.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612737,113,116,2023-04-28T02:40:56Z,5630000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M07.00S,2023-04-28T02:41:25.5Z,4,REGULAR,jumpball,recovered,[],1629027,,,1610612737,113,116,2023-04-28T02:41:25Z,5640000,False,,,0,,Jump Ball J. Collins vs. A. Horford: Tip to T. Young,"[1629027, 1628381, 201143]",1610612737.0,ATL,heldball,T. Young,1629027.0,Young,T. Young,Collins,1628381.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
579,PT03M05.00S,2023-04-28T02:41:27.6Z,4,REGULAR,3pt,Jump Shot,[],1629027,30.962549277266753,27.205882352941174,1610612737,113,116,2023-04-28T02:41:31Z,5670000,False,114.0,239.0,1,left,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
580,PT03M03.00S,2023-04-28T02:41:29.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,113,116,2023-04-28T02:41:31Z,5680000,False,,,0,,A. Horford REBOUND (Off:3 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,579.0,11.0,8.0,3.0,,,,,,,
581,PT02M44.00S,2023-04-28T02:41:49.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,70.51576872536137,73.2843137254902,1610612738,113,119,2023-04-28T02:41:54Z,5690000,False,116.0,225.0,1,right,J. Tatum 25' 3PT step back (28 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.31,Made,28.0,,,,,,,,,,,,,,,,,
582,PT02M30.00S,2023-04-28T02:42:03.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.5722733245729295,50.49019607843137,1610612737,113,119,2023-04-28T02:43:11Z,5700000,False,-2.0,19.0,1,left,MISS D. Murray driving finger roll Layup - blocked,"[1627749, 1627759]",1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,Brown,1627759.0,,,,,
583,PT02M30.00S,2023-04-28T02:42:03.1Z,4,REGULAR,block,,[],1627759,,,1610612737,113,119,2023-04-28T02:42:05Z,5710000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
584,PT02M27.00S,2023-04-28T02:42:06.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,113,119,2023-04-28T02:42:08Z,5720000,False,,,0,,J. Tatum REBOUND (Off:1 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,582.0,13.0,12.0,1.0,,,,,,,
585,PT02M12.00S,2023-04-28T02:42:21.2Z,4,REGULAR,3pt,Jump Shot,[],201143,93.51182654402102,95.34313725490196,1610612738,113,119,2023-04-28T02:42:26Z,5730000,False,227.0,8.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
586,PT02M07.00S,2023-04-28T02:42:26.2Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,113,119,2023-04-28T02:42:26Z,5740000,False,,,0,,J. Tatum REBOUND (Off:2 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,,,,585.0,14.0,12.0,2.0,,,,,,,
587,PT02M07.00S,2023-04-28T02:42:25.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,113,121,2023-04-28T02:42:25Z,5750000,False,0.0,0.0,1,right,J. Tatum tip DUNK (30 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,0.0,Made,30.0,,,,,,,,,,,,,,,,,
588,PT01M59.00S,2023-04-28T02:42:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.017739816031538,50.245098039215684,1610612737,113,121,2023-04-28T02:42:48Z,5760000,False,-1.0,32.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1629057]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,Williams III,1629057.0,,,,,
