actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
589,PT01M59.00S,2023-04-28T02:42:35.8Z,4,REGULAR,block,,[],1629057,,,1610612737,113,121,2023-04-28T02:42:38Z,5770000,False,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
590,PT01M58.00S,2023-04-28T02:42:36.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,113,121,2023-04-28T02:42:48Z,5780000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,588.0,,,,,,,,,,
592,PT01M58.00S,2023-04-28T02:42:49.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612737,113,121,2023-04-28T02:42:52Z,5800000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT01M58.00S,2023-04-28T02:42:49.5Z,4,REGULAR,substitution,in,[],1629684,,,1610612737,113,121,2023-04-28T02:42:52Z,5810000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M57.00S,2023-04-28T02:43:05.5Z,4,REGULAR,substitution,out,[],1628381,,,1610612737,113,121,2023-04-28T02:43:12Z,5830000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M57.00S,2023-04-28T02:43:05.5Z,4,REGULAR,substitution,in,[],1630180,,,1610612737,113,121,2023-04-28T02:43:12Z,5840000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT01M55.00S,2023-04-28T02:43:23.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,25.443495400788436,10.53921568627451,1610612737,116,121,2023-04-28T02:43:28Z,5850000,False,197.0,187.0,1,left,D. Murray 27' 3PT  (14 PTS) (T. Young 10 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,27.16,Made,14.0,T. Young,1629027.0,10.0,,,,,,,,,,,,,,
599,PT01M31.00S,2023-04-28T02:43:51.4Z,4,REGULAR,3pt,Jump Shot,[],203935,73.14388961892247,19.852941176470587,1610612738,116,124,2023-04-28T02:43:56Z,5870000,False,-151.0,200.0,1,right,M. Smart 25' 3PT  (18 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.03,Made,18.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
601,PT01M31.00S,2023-04-28T02:43:58.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,116,124,2023-04-28T02:43:58Z,5890000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M31.00S,2023-04-28T02:44:52.3Z,4,REGULAR,substitution,out,[],1630180,,,1610612737,116,124,2023-04-28T02:45:28Z,5900000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M31.00S,2023-04-28T02:44:52.3Z,4,REGULAR,substitution,in,[],203992,,,1610612737,116,124,2023-04-28T02:45:28Z,5910000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M29.00S,2023-04-28T02:45:56.7Z,4,REGULAR,3pt,Jump Shot,[],1629631,22.946780551905388,13.725490196078432,1610612737,119,124,2023-04-28T02:46:02Z,5920000,False,181.0,163.0,1,left,D. Hunter 24' 3PT  (20 PTS) (C. Capela 2 AST),"[1629631, 203991]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,24.4,Made,20.0,C. Capela,203991.0,2.0,,,,,,,,,,,,,,
606,PT01M07.00S,2023-04-28T02:46:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.03745072273325,50.98039215686274,1610612738,119,126,2023-04-28T02:46:28Z,5940000,False,5.0,4.0,1,right,M. Smart driving Layup (20 PTS) (J. Tatum 7 AST),"[203935, 1628369]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.6,Made,20.0,J. Tatum,1628369.0,7.0,,,,,,,,,,,,,,
608,PT00M54.10S,2023-04-28T02:46:39.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.113666228646515,51.9607843137255,1610612737,119,126,2023-04-28T02:46:45Z,5960000,False,-10.0,99.0,1,left,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.95,Missed,,,,,,,,,,,,,,,,,,
609,PT00M52.00S,2023-04-28T02:46:41.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,119,126,2023-04-28T02:46:45Z,5970000,False,,,0,,A. Horford REBOUND (Off:3 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,608.0,12.0,9.0,3.0,,,,,,,
610,PT00M41.00S,2023-04-28T02:46:55.9Z,4,REGULAR,foul,personal,[],203992,,,1610612738,119,126,2023-04-28T02:47:05Z,5980000,False,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[203992, 1628369]",1610612737.0,ATL,take,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0
612,PT00M41.00S,2023-04-28T02:47:16.8Z,4,REGULAR,substitution,out,[],203991,,,1610612738,119,126,2023-04-28T02:47:21Z,6000000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M41.00S,2023-04-28T02:47:16.8Z,4,REGULAR,substitution,in,[],1628381,,,1610612738,119,126,2023-04-28T02:47:21Z,6010000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M30.60S,2023-04-28T02:47:42.3Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,119,126,2023-04-28T02:47:48Z,6020000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Young,1629027.0,,,,,,,,,,,
615,PT00M30.60S,2023-04-28T02:47:42.3Z,4,REGULAR,steal,,[],1629027,,,1610612737,119,126,2023-04-28T02:47:44Z,6030000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
616,PT00M24.10S,2023-04-28T02:47:49.7Z,4,REGULAR,foul,personal,['3freethrow'],201143,,,1610612737,119,126,2023-04-28T02:48:27Z,6040000,False,,,0,,A. Horford shooting personal FOUL (4 PF) (Bogdanovic 3 FT),"[201143, 203992]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1627962.0,4.0,0.0,Bogdanovic,203992.0
618,PT00M24.10S,2023-04-28T02:48:28.6Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],203992,,,1610612737,119,126,2023-04-28T02:49:13Z,6060000,False,,,0,,MISS B. Bogdanovic Free Throw 1 of 3,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
619,PT00M24.10S,2023-04-28T02:48:28.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,119,126,2023-04-28T02:49:13Z,6070000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,618.0,,,,,,,,,,
620,PT00M24.10S,2023-04-28T02:48:28.6Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],203992,,,1610612737,120,126,2023-04-28T02:49:13Z,6080000,False,,,0,,B. Bogdanovic Free Throw 2 of 3 (12 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
621,PT00M24.10S,2023-04-28T02:48:28.6Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],203992,,,1610612737,120,126,2023-04-28T02:49:13Z,6090000,False,,,0,,MISS B. Bogdanovic Free Throw 3 of 3,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT00M21.70S,2023-04-28T02:48:31.0Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,120,126,2023-04-28T02:49:25Z,6100000,False,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,621.0,4.0,3.0,1.0,,,,,,,
623,PT00M20.30S,2023-04-28T02:49:11.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628381,10.200394218134035,43.38235294117647,1610612737,120,126,2023-04-28T02:49:29Z,6110000,False,33.0,43.0,1,left,MISS J. Collins putback Layup - blocked,"[1628381, 1628369]",1610612737.0,ATL,putback,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,Tatum,1628369.0,,,,,
624,PT00M20.30S,2023-04-28T02:49:11.6Z,4,REGULAR,block,,[],1628369,,,1610612737,120,126,2023-04-28T02:49:14Z,6120000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
625,PT00M19.00S,2023-04-28T02:49:12.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,120,126,2023-04-28T02:49:29Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,623.0,,,,,,,,,,
631,PT00M18.40S,2023-04-28T02:52:06.1Z,4,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,120,126,2023-04-28T02:52:35Z,6190000,False,,,0,,D. Hunter bad pass out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,bad pass,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,1627962.0,,,,
632,PT00M18.40S,2023-04-28T02:52:22.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,120,126,2023-04-28T02:52:22Z,6200000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M18.40S,2023-04-28T02:53:21.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,120,126,2023-04-28T02:53:50Z,6210000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M18.40S,2023-04-28T02:53:21.3Z,4,REGULAR,substitution,out,[],201143,,,1610612738,120,126,2023-04-28T02:53:50Z,6220000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M18.40S,2023-04-28T02:53:21.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,120,126,2023-04-28T02:53:50Z,6230000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M18.40S,2023-04-28T02:53:21.3Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,120,126,2023-04-28T02:53:50Z,6240000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M15.80S,2023-04-28T02:54:18.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612738,120,126,2023-04-28T02:54:48Z,6250000,False,,,0,,T. Young take personal FOUL (3 PF) (Smart 2 FT),"[1629027, 203935]",1610612737.0,ATL,take,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Smart,203935.0
639,PT00M15.80S,2023-04-28T02:54:49.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203935,,,1610612738,120,127,2023-04-28T02:54:49Z,6270000,False,,,0,,M. Smart Free Throw 1 of 2 (21 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
640,PT00M15.80S,2023-04-28T02:54:50.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,120,127,2023-04-28T02:54:56Z,6280000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M15.80S,2023-04-28T02:54:50.4Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,120,127,2023-04-28T02:54:56Z,6290000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M15.80S,2023-04-28T02:54:50.4Z,4,REGULAR,substitution,in,[],201143,,,1610612738,120,127,2023-04-28T02:54:56Z,6300000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M15.80S,2023-04-28T02:54:50.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,120,127,2023-04-28T02:54:56Z,6310000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M15.80S,2023-04-28T02:55:12.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203935,,,1610612738,120,128,2023-04-28T02:55:12Z,6320000,False,,,0,,M. Smart Free Throw 2 of 2 (22 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
645,PT00M07.20S,2023-04-28T02:55:22.9Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,120,128,2023-04-28T02:55:28Z,6330000,False,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 1628369]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,,5.0,Tatum,1628369.0,,,,,,,,,,,
646,PT00M07.20S,2023-04-28T02:55:22.9Z,4,REGULAR,steal,,[],1628369,,,1610612738,120,128,2023-04-28T02:55:26Z,6340000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2023-04-28T02:55:33.7Z,4,REGULAR,period,end,[],0,,,1610612738,120,128,2023-04-28T02:55:33Z,6350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2023-04-28T02:55:41.9Z,4,REGULAR,game,end,[],0,,,0,120,128,2023-04-28T02:55:41Z,6360000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
