actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,13,22,2023-04-18T23:19:15Z,860000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,out,[],203991,,,1610612738,13,22,2023-04-18T23:19:15Z,870000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,out,[],1628381,,,1610612738,13,22,2023-04-18T23:19:15Z,880000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,13,22,2023-04-18T23:19:15Z,890000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,13,22,2023-04-18T23:19:15Z,900000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612738,13,22,2023-04-18T23:19:15Z,910000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,in,[],1630180,,,1610612738,13,22,2023-04-18T23:19:15Z,920000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2023-04-18T23:19:26.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627763,81.42247043363994,79.16666666666666,1610612738,13,22,2023-04-18T23:19:34Z,930000,False,146.0,122.0,1,right,MISS M. Brogdon 19' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,19.02,Missed,,,,,,,,,,,,,,,,,,
94,PT04M21.00S,2023-04-18T23:19:27.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,13,22,2023-04-18T23:19:34Z,940000,False,,,0,,D. Hunter REBOUND (Off:2 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,93.0,5.0,3.0,2.0,,,,,,,,,,
95,PT04M09.00S,2023-04-18T23:19:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,14.931011826544022,37.5,1610612737,13,22,2023-04-18T23:22:45Z,950000,False,62.0,88.0,1,left,MISS D. Hunter 10' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,10.79,Missed,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2023-04-18T23:19:43.1Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612737,13,22,2023-04-18T23:19:47Z,960000,False,,,0,,D. Hunter REBOUND (Off:3 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,95.0,6.0,3.0,3.0,,,,,,,,,,
97,PT04M01.00S,2023-04-18T23:19:49.4Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,13,22,2023-04-18T23:20:57Z,970000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1627759]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
98,PT04M01.00S,2023-04-18T23:19:49.4Z,1,REGULAR,steal,,[],1627759,,,1610612738,13,22,2023-04-18T23:19:51Z,980000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
99,PT03M54.00S,2023-04-18T23:19:54.5Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,13,22,2023-04-18T23:19:57Z,990000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627749]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,3.0,Murray,1627749.0
100,PT03M54.00S,2023-04-18T23:19:54.5Z,1,REGULAR,steal,,[],1627749,,,1610612737,13,22,2023-04-18T23:19:56Z,1000000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2023-04-18T23:19:59.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,32.53942181340342,37.00980392156863,1610612737,13,22,2023-04-18T23:20:05Z,1010000,False,65.0,253.0,1,left,MISS B. Bogdanovic 26' running pullup 3PT,[203992],1610612737.0,ATL,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
102,PT03M48.00S,2023-04-18T23:20:00.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,13,22,2023-04-18T23:20:09Z,1020000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,
103,PT03M37.00S,2023-04-18T23:20:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,89.56964520367937,44.85294117647059,1610612738,15,22,2023-04-18T23:23:31Z,1030000,False,-26.0,46.0,1,right,R. Williams III Layup (4 PTS) (M. Brogdon 1 AST),"[1629057, 1627763]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,4.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
105,PT03M37.00S,2023-04-18T23:20:17.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,22,2023-04-18T23:20:17Z,1050000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,out,[],201143,,,1610612737,15,22,2023-04-18T23:23:43Z,1060000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,15,22,2023-04-18T23:23:43Z,1070000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,15,22,2023-04-18T23:23:43Z,1080000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,in,[],203935,,,1610612737,15,22,2023-04-18T23:23:43Z,1090000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,15,22,2023-04-18T23:23:43Z,1100000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M37.00S,2023-04-18T23:22:57.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,15,22,2023-04-18T23:23:43Z,1110000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M18.00S,2023-04-18T23:24:18.4Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,15,22,2023-04-18T23:24:51Z,1120000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200834.0,,,,,1.0,,
113,PT03M10.00S,2023-04-18T23:24:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,89.56964520367937,58.82352941176471,1610612738,15,22,2023-04-18T23:24:36Z,1130000,False,44.0,46.0,1,right,MISS J. Brown 6' driving Layup - blocked,"[1627759, 1630168]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,Okongwu,1630168.0,,,,,,,,
114,PT03M10.00S,2023-04-18T23:24:29.6Z,1,REGULAR,block,,[],1630168,,,1610612738,15,22,2023-04-18T23:24:31Z,1140000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M08.00S,2023-04-18T23:24:31.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,15,22,2023-04-18T23:24:36Z,1150000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,
116,PT03M02.00S,2023-04-18T23:24:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.85348226018397,50.0,1610612737,15,22,2023-04-18T23:26:02Z,1160000,False,0.0,266.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
117,PT02M59.00S,2023-04-18T23:24:41.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,15,22,2023-04-18T23:24:47Z,1170000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,,
118,PT02M53.00S,2023-04-18T23:24:47.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,19.66162943495401,71.56862745098039,1610612737,15,22,2023-04-18T23:24:52Z,1180000,False,-108.0,132.0,1,left,MISS S. Bey 17' Jump Shot,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,17.07,Missed,,,,,,,,,,,,,,,,,,
119,PT02M52.00S,2023-04-18T23:24:48.1Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,15,22,2023-04-18T23:24:52Z,1190000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
120,PT02M42.00S,2023-04-18T23:24:58.5Z,1,REGULAR,turnover,bad pass,[],1629057,,,1610612738,15,22,2023-04-18T23:25:03Z,1200000,False,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1629027]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Young,1629027.0
121,PT02M42.00S,2023-04-18T23:24:58.5Z,1,REGULAR,steal,,[],1629027,,,1610612737,15,22,2023-04-18T23:25:00Z,1210000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2023-04-18T23:25:03.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,15.325229960578188,40.68627450980392,1610612737,15,22,2023-04-18T23:26:59Z,1220000,False,47.0,92.0,1,left,MISS T. Young 10' running Shot - blocked,"[1629027, 1627759]",1610612737.0,ATL,running,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,Brown,1627759.0,,,,,,,,
123,PT02M37.00S,2023-04-18T23:25:03.3Z,1,REGULAR,block,,[],1627759,,,1610612737,15,22,2023-04-18T23:25:05Z,1230000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2023-04-18T23:25:07.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,15,22,2023-04-18T23:25:09Z,1240000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,
125,PT02M29.00S,2023-04-18T23:25:11.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629057,91.40932982917214,53.431372549019606,1610612738,17,22,2023-04-18T23:25:36Z,1250000,False,17.0,28.0,1,right,R. Williams III running Layup (6 PTS) (M. Brogdon 2 AST),"[1629057, 1627763]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.31,Made,6.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
127,PT02M18.00S,2023-04-18T23:25:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,18.610381077529567,52.69607843137255,1610612737,17,22,2023-04-18T23:27:56Z,1270000,False,-13.0,122.0,1,left,MISS B. Bogdanovic 12' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,12.31,Missed,,,,,,,,,,,,,,,,,,
128,PT02M15.00S,2023-04-18T23:25:25.1Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,17,22,2023-04-18T23:25:31Z,1280000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,
129,PT02M09.00S,2023-04-18T23:25:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.27792378449409,40.68627450980392,1610612738,17,22,2023-04-18T23:25:40Z,1290000,False,-47.0,29.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
130,PT02M08.00S,2023-04-18T23:25:33.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,17,22,2023-04-18T23:25:40Z,1300000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,
131,PT02M01.00S,2023-04-18T23:25:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,7.30946123521682,94.6078431372549,1610612737,17,22,2023-04-18T23:25:46Z,1310000,False,-223.0,16.0,1,left,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,22.36,Missed,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2023-04-18T23:25:40.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,17,22,2023-04-18T23:25:46Z,1320000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,
133,PT01M46.00S,2023-04-18T23:25:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.62746386333771,59.31372549019608,1610612738,19,22,2023-04-18T23:25:57Z,1330000,False,47.0,83.0,1,right,J. Brown 9' turnaround fadeaway Jump Shot (5 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,9.48,Made,5.0,,,,,,,,,,,,,,,,,
135,PT01M32.00S,2023-04-18T23:26:08.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,19,22,2023-04-18T23:26:15Z,1350000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0
136,PT01M32.00S,2023-04-18T23:26:08.2Z,1,REGULAR,steal,,[],203935,,,1610612738,19,22,2023-04-18T23:26:15Z,1360000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT01M16.00S,2023-04-18T23:26:24.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,78.26872536136662,92.40196078431373,1610612738,22,22,2023-04-18T23:26:28Z,1370000,False,212.0,152.0,1,right,M. Smart 26' 3PT  (3 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.07,Made,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
139,PT01M00.00S,2023-04-18T23:26:43.4Z,1,REGULAR,foul,personal,[],1630573,,,1610612737,22,22,2023-04-18T23:26:51Z,1390000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1629027]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202026.0,1.0,0.0,Young,1629027.0,,,
141,PT00M51.30S,2023-04-18T23:27:15.7Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,22,22,2023-04-18T23:27:23Z,1410000,False,,,0,,T. Young lost ball TURNOVER (3 TO),"[1629027, 1627759]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0
142,PT00M51.30S,2023-04-18T23:27:15.7Z,1,REGULAR,steal,,[],1627759,,,1610612738,22,22,2023-04-18T23:27:17Z,1420000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
143,PT00M48.20S,2023-04-18T23:27:20.3Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612738,22,22,2023-04-18T23:27:29Z,1430000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Brown 2 FT),"[203992, 1627759]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,1.0,0.0,Brown,1627759.0,,,
145,PT00M48.20S,2023-04-18T23:27:48.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,23,22,2023-04-18T23:28:27Z,1450000,False,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
146,PT00M48.20S,2023-04-18T23:27:55.5Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,23,22,2023-04-18T23:27:59Z,1460000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M48.20S,2023-04-18T23:27:55.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,23,22,2023-04-18T23:27:59Z,1470000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M48.20S,2023-04-18T23:27:48.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,23,22,2023-04-18T23:28:27Z,1480000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT00M48.20S,2023-04-18T23:27:48.3Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,23,22,2023-04-18T23:28:27Z,1490000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT00M45.00S,2023-04-18T23:28:26.1Z,1,REGULAR,turnover,lost ball,[],1630552,,,1610612737,23,22,2023-04-18T23:28:32Z,1500000,False,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[1630552, 1628401]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,White,1628401.0
151,PT00M45.00S,2023-04-18T23:28:26.1Z,1,REGULAR,steal,,[],1628401,,,1610612738,23,22,2023-04-18T23:28:28Z,1510000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
152,PT00M41.90S,2023-04-18T23:28:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,91.67214191852825,52.94117647058824,1610612738,25,22,2023-04-18T23:28:38Z,1520000,False,15.0,26.0,1,right,D. White driving reverse Layup (6 PTS),[1628401],1610612738.0,BOS,driving reverse,,,White,D. White,,,,,Restricted Area,0-8 Center,2.97,Made,6.0,,,,,,,,,,,,,,,,,
153,PT00M33.60S,2023-04-18T23:28:40.7Z,1,REGULAR,3pt,Jump Shot,[],203992,31.488173455978973,19.607843137254903,1610612737,25,25,2023-04-18T23:28:46Z,1530000,False,152.0,243.0,1,left,B. Bogdanovic 28' 3PT  (3 PTS) (T. Young 3 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,28.7,Made,3.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
155,PT00M27.20S,2023-04-18T23:28:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,93.77463863337714,2.450980392156863,1610612738,25,25,2023-04-18T23:29:02Z,1550000,False,-238.0,6.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
156,PT00M26.00S,2023-04-18T23:28:56.7Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,25,25,2023-04-18T23:29:02Z,1560000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,
157,PT00M03.20S,2023-04-18T23:29:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.4053876478318,34.55882352941176,1610612737,25,25,2023-04-18T23:29:38Z,1570000,False,77.0,83.0,1,left,MISS T. Young 11' driving floating Shot - blocked,"[1629027, 1628401]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,11.33,Missed,,,,,,,,,White,1628401.0,,,,,,,,
158,PT00M03.20S,2023-04-18T23:29:19.6Z,1,REGULAR,block,,[],1628401,,,1610612737,25,25,2023-04-18T23:29:38Z,1580000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
159,PT00M02.20S,2023-04-18T23:29:20.6Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,25,25,2023-04-18T23:29:38Z,1590000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,,
160,PT00M00.00S,2023-04-18T23:29:30.6Z,1,REGULAR,3pt,Jump Shot,[],1627763,49.85216819973719,60.458792892156865,1610612738,28,25,2023-04-18T23:31:16Z,1600000,False,52.0,419.0,1,right,M. Brogdon 42' 3PT bank (3 PTS),[1627763],1610612738.0,BOS,bank,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,42.22,Made,3.0,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2023-04-18T23:29:57.1Z,1,REGULAR,period,end,[],0,,,1610612737,28,25,2023-04-18T23:29:57Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612737,28,25,2023-04-18T23:32:51Z,1630000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612737,28,25,2023-04-18T23:32:51Z,1640000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612737,28,25,2023-04-18T23:32:51Z,1650000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
