actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
423,PT01M23.00S,2023-05-20T02:09:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,88.78120893561103,95.58823529411765,1610612748,79,73,2023-05-20T02:09:19Z,4070000,False,228.0,53.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
424,PT01M21.00S,2023-05-20T02:09:14.6Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,79,73,2023-05-20T02:09:19Z,4080000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,,,,423.0,2.0,2.0,0.0,,,,,,,,,,,,,
425,PT01M16.00S,2023-05-20T02:09:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,8.09789750328515,50.49019607843137,1610612738,81,73,2023-05-20T02:09:24Z,4090000,False,-2.0,24.0,1,left,M. Brogdon running Layup (11 PTS),[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.37,Made,11.0,,,,,,,,,,,,,,,,,
426,PT00M53.30S,2023-05-20T02:09:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.38042049934296,47.05882352941176,1610612748,81,75,2023-05-20T02:09:47Z,4100000,False,-15.0,10.0,1,right,J. Butler driving Layup (18 PTS) (K. Lowry 4 AST),"[202710, 200768]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.76,Made,18.0,,,,,,,,,,K. Lowry,200768.0,4.0,,,,,
427,PT00M29.90S,2023-05-20T02:10:10.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,23.47240473061761,89.95098039215686,1610612738,81,75,2023-05-20T02:13:45Z,4110000,False,-200.0,168.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
428,PT00M28.50S,2023-05-20T02:10:12.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,75,2023-05-20T02:10:24Z,4120000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,427.0,,,,,,,,,,,,,,,,
429,PT00M28.50S,2023-05-20T02:10:19.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,81,75,2023-05-20T02:10:46Z,4130000,False,,,0,,M. Strus loose ball personal FOUL (2 PF) (Brogdon 2 FT),"[1629622, 1627763]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2534.0,2.0,0.0,Brogdon,1627763.0,,,,,,,,
432,PT00M28.50S,2023-05-20T02:11:08.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627763,,,1610612738,82,75,2023-05-20T02:11:08Z,4150000,False,,,0,,M. Brogdon Free Throw 1 of 2 (12 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
433,PT00M28.50S,2023-05-20T02:11:08.9Z,3,REGULAR,substitution,out,[],1629622,,,1610612738,82,75,2023-05-20T02:11:18Z,4160000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT00M28.50S,2023-05-20T02:11:08.9Z,3,REGULAR,substitution,out,[],203469,,,1610612738,82,75,2023-05-20T02:11:18Z,4170000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT00M28.50S,2023-05-20T02:11:08.9Z,3,REGULAR,substitution,in,[],1628389,,,1610612738,82,75,2023-05-20T02:11:18Z,4180000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT00M28.50S,2023-05-20T02:11:08.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612738,82,75,2023-05-20T02:11:18Z,4190000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT00M28.50S,2023-05-20T02:11:29.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627763,,,1610612738,83,75,2023-05-20T02:11:29Z,4200000,False,,,0,,M. Brogdon Free Throw 2 of 2 (13 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
438,PT00M10.00S,2023-05-20T02:11:50.2Z,3,REGULAR,3pt,Jump Shot,[],200768,69.07030223390277,69.6078431372549,1610612748,83,75,2023-05-20T02:11:56Z,4210000,False,98.0,238.0,1,right,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
439,PT00M08.90S,2023-05-20T02:11:51.3Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,83,75,2023-05-20T02:11:56Z,4220000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,438.0,3.0,3.0,0.0,,,,,,,,,,,,,
440,PT00M01.30S,2023-05-20T02:11:58.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,26.49474375821288,15.931372549019606,1610612738,83,75,2023-05-20T02:13:31Z,4230000,False,170.0,197.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
441,PT00M01.30S,2023-05-20T02:11:58.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,75,2023-05-20T02:12:15Z,4240000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,440.0,,,,,,,,,,,,,,,,
442,PT00M00.00S,2023-05-20T02:12:04.2Z,3,REGULAR,period,end,[],0,,,1610612738,83,75,2023-05-20T02:12:04Z,4250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2023-05-20T02:14:56.0Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,83,75,2023-05-20T02:15:22Z,4260000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2023-05-20T02:14:56.0Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612738,83,75,2023-05-20T02:15:22Z,4270000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2023-05-20T02:14:56.0Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,83,75,2023-05-20T02:15:22Z,4280000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2023-05-20T02:14:56.0Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,83,75,2023-05-20T02:15:22Z,4290000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2023-05-20T02:16:16.3Z,4,REGULAR,period,start,[],0,,,1610612738,83,75,2023-05-20T02:16:16Z,4300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT11M44.00S,2023-05-20T02:16:34.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,14.668199737187912,34.55882352941176,1610612738,85,75,2023-05-20T02:18:09Z,4310000,False,77.0,85.0,1,left,R. Williams III 11' bank Jump Shot (8 PTS) (J. Tatum 6 AST),"[1629057, 1628369]",1610612738.0,BOS,bank,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Right,11.51,Made,8.0,,,,,,,,,,J. Tatum,1628369.0,6.0,,,,,
450,PT11M44.00S,2023-05-20T02:16:38.1Z,4,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612738,85,75,2023-05-20T02:16:42Z,4330000,False,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Williams III 1 FT),"[1628389, 1629057]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,204059.0,3.0,0.0,Williams III,1629057.0,,,,,,,,
452,PT11M44.00S,2023-05-20T02:17:02.5Z,4,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,86,75,2023-05-20T02:17:02Z,4350000,False,,,0,,R. Williams III Free Throw 1 of 1 (9 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
453,PT11M36.00S,2023-05-20T02:17:17.5Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,86,75,2023-05-20T02:17:34Z,4360000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202058.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,
455,PT11M27.00S,2023-05-20T02:17:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.24901445466492,46.568627450980394,1610612748,86,77,2023-05-20T02:17:42Z,4380000,False,-17.0,11.0,1,right,C. Martin cutting Layup (23 PTS) (B. Adebayo 6 AST),"[1628997, 1628389]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.04,Made,23.0,,,,,,,,,,B. Adebayo,1628389.0,6.0,,,,,
457,PT11M13.00S,2023-05-20T02:17:54.3Z,4,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,86,77,2023-05-20T02:18:19Z,4400000,False,,,0,,B. Adebayo shooting personal FOUL (4 PF) (Brown 2 FT),"[1628389, 1627759]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,4.0,0.0,Brown,1627759.0,,,,,,,,
459,PT11M13.00S,2023-05-20T02:18:21.5Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,87,77,2023-05-20T02:18:21Z,4420000,False,,,0,,J. Brown Free Throw 1 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
460,PT11M13.00S,2023-05-20T02:18:21.5Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,87,77,2023-05-20T02:18:46Z,4430000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT11M13.00S,2023-05-20T02:18:21.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,87,77,2023-05-20T02:18:46Z,4440000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,460.0,10.0,10.0,0.0,,,,,,,,,,,,,
462,PT10M54.00S,2023-05-20T02:19:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,91.06438896189225,44.74188112745098,1610612748,87,77,2023-05-20T02:19:50Z,4450000,False,-26.0,31.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
466,PT10M45.00S,2023-05-20T02:19:09.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,77,2023-05-20T02:19:50Z,4460000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,462.0,,,,,,,,,,,,,,,,
463,PT10M45.00S,2023-05-20T02:19:43.1Z,4,REGULAR,jumpball,recovered,[],1628369,,,1610612738,87,77,2023-05-20T02:19:43Z,4470000,False,,,0,,Jump Ball G. Williams vs. G. Vincent: Tip to J. Tatum,"[1628369, 1629684, 1629216]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Williams,1629684.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,,,,,,
467,PT10M35.00S,2023-05-20T02:19:52.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,8.623521681997373,49.26470588235294,1610612738,89,77,2023-05-20T02:19:56Z,4500000,False,4.0,29.0,1,left,R. Williams III cutting DUNK (11 PTS) (G. Williams 2 AST),"[1629057, 1629684]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.88,Made,11.0,,,,,,,,,,G. Williams,1629684.0,2.0,,,,,
469,PT10M17.00S,2023-05-20T02:20:10.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.32917214191852,49.754901960784316,1610612748,89,79,2023-05-20T02:20:15Z,4520000,False,-1.0,20.0,1,right,C. Martin driving Layup (25 PTS) (K. Lowry 5 AST),"[1628997, 200768]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.96,Made,25.0,,,,,,,,,,K. Lowry,200768.0,5.0,,,,,
471,PT09M57.00S,2023-05-20T02:20:33.4Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,89,79,2023-05-20T02:20:38Z,4540000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (4 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,,,,,,,,4.0,,,,
472,PT09M48.00S,2023-05-20T02:20:45.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,66.44218134034165,36.27450980392157,1610612748,89,82,2023-05-20T02:20:50Z,4550000,False,-69.0,263.0,1,right,D. Robinson 27' 3PT  (10 PTS) (B. Adebayo 7 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,27.17,Made,10.0,,,,,,,,,,B. Adebayo,1628389.0,7.0,,,,,
474,PT09M28.00S,2023-05-20T02:21:05.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,18.347568988173457,31.862745098039213,1610612738,91,82,2023-05-20T02:21:09Z,4570000,False,91.0,120.0,1,left,J. Brown 15' turnaround fadeaway Jump Shot (16 PTS) (J. Tatum 7 AST),"[1627759, 1628369]",1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,15.04,Made,16.0,,,,,,,,,,J. Tatum,1628369.0,7.0,,,,,
476,PT09M07.00S,2023-05-20T02:21:26.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,92.50985545335085,57.3452818627451,1610612748,91,84,2023-05-20T02:23:42Z,4590000,False,37.0,18.0,1,right,B. Adebayo driving bank Hook (16 PTS),[1628389],1610612748.0,MIA,driving bank,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,4.08,Made,16.0,,,,,,,,,,,,,,,,,
477,PT08M55.00S,2023-05-20T02:21:38.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,31.372549019607842,1610612738,91,84,2023-05-20T02:23:54Z,4600000,False,93.0,252.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
478,PT08M53.00S,2023-05-20T02:21:40.8Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,91,84,2023-05-20T02:21:46Z,4610000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,477.0,1.0,1.0,0.0,,,,,,,,,,,,,
479,PT08M47.00S,2023-05-20T02:21:53.1Z,4,REGULAR,foul,personal,[],1628369,,,1610612748,91,84,2023-05-20T02:22:13Z,4620000,False,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,202058.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,
481,PT08M47.00S,2023-05-20T02:22:01.1Z,4,REGULAR,substitution,out,[],1628369,,,1610612748,91,84,2023-05-20T02:22:10Z,4640000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT08M47.00S,2023-05-20T02:22:01.1Z,4,REGULAR,substitution,in,[],1628401,,,1610612748,91,84,2023-05-20T02:22:10Z,4650000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT08M40.00S,2023-05-20T02:22:30.8Z,4,REGULAR,3pt,Jump Shot,[],1629130,67.62483574244416,65.19607843137256,1610612748,91,87,2023-05-20T02:22:36Z,4660000,False,76.0,252.0,1,right,D. Robinson 26' 3PT pullup (13 PTS) (B. Adebayo 8 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.3,Made,13.0,,,,,,,,,,B. Adebayo,1628389.0,8.0,,,,,
485,PT08M23.00S,2023-05-20T02:22:47.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,9.280551905387648,49.26470588235294,1610612738,93,87,2023-05-20T02:22:50Z,4680000,False,4.0,35.0,1,left,R. Williams III driving Layup (13 PTS) (M. Brogdon 2 AST),"[1629057, 1627763]",1610612738.0,BOS,driving,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.49,Made,13.0,,,,,,,,,,M. Brogdon,1627763.0,2.0,,,,,
487,PT08M11.00S,2023-05-20T02:22:58.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.69908015768725,53.10202205882353,1610612748,93,87,2023-05-20T02:28:20Z,4700000,False,16.0,54.0,1,right,MISS B. Adebayo floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
488,PT08M08.00S,2023-05-20T02:23:01.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,93,87,2023-05-20T02:23:05Z,4710000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,487.0,2.0,1.0,1.0,,,,,,,,,,,,,
489,PT08M02.00S,2023-05-20T02:23:08.8Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,11.12023653088042,59.55882352941176,1610612738,93,87,2023-05-20T02:29:02Z,4720000,False,-48.0,52.0,1,left,MISS J. Brown 7' running pullup Shot,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
490,PT08M00.00S,2023-05-20T02:23:10.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,93,87,2023-05-20T02:23:13Z,4730000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:11),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,489.0,11.0,11.0,0.0,,,,,,,,,,,,,
491,PT07M54.00S,2023-05-20T02:23:16.6Z,4,REGULAR,3pt,Jump Shot,[],200768,66.44218134034165,33.33333333333333,1610612748,93,87,2023-05-20T02:23:23Z,4740000,False,-83.0,263.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,27.58,Missed,,,,,,,,,,,,,,,,,,
492,PT07M53.00S,2023-05-20T02:23:17.6Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,93,87,2023-05-20T02:23:23Z,4750000,False,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,491.0,3.0,1.0,2.0,,,,,,,,,,,,,
493,PT07M41.00S,2023-05-20T02:23:30.5Z,4,REGULAR,turnover,traveling,[],200768,,,1610612748,93,87,2023-05-20T02:23:37Z,4760000,False,,,0,,K. Lowry traveling TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204059.0,,,,,,,,2.0,,,,
494,PT07M41.00S,2023-05-20T02:23:34.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,93,87,2023-05-20T02:23:47Z,4770000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT07M41.00S,2023-05-20T02:23:34.9Z,4,REGULAR,substitution,out,[],1628997,,,1610612738,93,87,2023-05-20T02:23:47Z,4780000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT07M41.00S,2023-05-20T02:23:34.9Z,4,REGULAR,substitution,in,[],201143,,,1610612738,93,87,2023-05-20T02:23:47Z,4790000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT07M41.00S,2023-05-20T02:23:34.9Z,4,REGULAR,substitution,in,[],202710,,,1610612738,93,87,2023-05-20T02:23:47Z,4800000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT07M41.00S,2023-05-20T02:23:52.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,87,2023-05-20T02:23:52Z,4810000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT07M22.00S,2023-05-20T02:27:40.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627763,16.376478318002626,51.9607843137255,1610612738,93,87,2023-05-20T02:27:44Z,4820000,False,-10.0,101.0,1,left,MISS M. Brogdon 10' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,,,,,,,,,,,,,,,,,
500,PT07M20.00S,2023-05-20T02:27:42.8Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,93,87,2023-05-20T02:27:44Z,4830000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,499.0,1.0,1.0,0.0,,,,,,,,,,,,,
501,PT07M15.00S,2023-05-20T02:27:47.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],200768,71.04139290407359,19.362745098039216,1610612748,93,87,2023-05-20T02:31:06Z,4840000,False,-153.0,220.0,1,right,MISS K. Lowry 26' running 3PT,[200768],1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
502,PT07M14.00S,2023-05-20T02:27:48.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,93,87,2023-05-20T02:31:06Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,501.0,,,,,,,,,,,,,,,,
503,PT07M14.00S,2023-05-20T02:27:59.1Z,4,REGULAR,foul,personal,[],1627759,,,1610612748,93,87,2023-05-20T02:28:07Z,4860000,False,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 1628389]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2534.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,
505,PT07M08.00S,2023-05-20T02:28:16.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,68.9388961892247,68.87254901960785,1610612748,93,87,2023-05-20T02:32:18Z,4880000,False,94.0,239.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
506,PT07M06.00S,2023-05-20T02:28:18.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,93,87,2023-05-20T02:28:26Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,505.0,,,,,,,,,,,,,,,,
507,PT07M06.00S,2023-05-20T02:28:22.6Z,4,REGULAR,foul,personal,[],1627763,,,1610612748,93,87,2023-05-20T02:28:56Z,4900000,False,,,0,,M. Brogdon loose ball personal FOUL (1 PF),"[1627763, 200768]",1610612738.0,BOS,loose ball,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,204059.0,1.0,0.0,Lowry,200768.0,,,,,,,,
509,PT06M51.00S,2023-05-20T02:28:53.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202710,88.12417871222075,80.63725490196079,1610612748,93,87,2023-05-20T02:29:00Z,4920000,False,153.0,59.0,1,right,MISS J. Butler 16' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,16.42,Missed,,,,,,,,,,,,,,,,,,
510,PT06M50.00S,2023-05-20T02:28:54.7Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,93,87,2023-05-20T02:29:00Z,4930000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,,509.0,4.0,4.0,0.0,,,,,,,,,,,,,
