actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
339,PT00M00.00S,2022-10-06T00:37:34.1Z,2,REGULAR,period,end,[],0,,,1610612761,62,46,2022-10-06T00:37:34Z,3380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-06T00:52:15.3Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612761,62,46,2022-10-06T00:52:47Z,3390000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-06T00:52:15.3Z,3,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,62,46,2022-10-06T00:52:47Z,3400000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-06T00:52:15.3Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612761,62,46,2022-10-06T00:52:47Z,3410000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-10-06T00:52:15.3Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,62,46,2022-10-06T00:52:47Z,3420000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-10-06T00:52:51.6Z,3,REGULAR,period,start,[],0,,,1610612738,62,46,2022-10-06T00:52:51Z,3430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M46.00S,2022-10-06T00:53:05.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,13.091327201051248,97.79411764705883,1610612738,62,46,2022-10-06T00:53:11Z,3440000,-239.0,71.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.92,Missed,,,,,,,,,,,,,,,,,,
346,PT11M44.00S,2022-10-06T00:53:07.2Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,62,46,2022-10-06T00:53:11Z,3450000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,345.0,3.0,3.0,0.0,,,,,,,,,,,,,,
347,PT11M35.00S,2022-10-06T00:53:15.4Z,3,REGULAR,2pt,Layup,[],1627783,93.51182654402102,69.11764705882352,1610612761,62,46,2022-10-06T00:53:20Z,3460000,96.0,8.0,1,right,MISS P. Siakam 9' driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,9.6,Missed,,,,,,,,,,,,,,,,,,
348,PT11M33.00S,2022-10-06T00:53:17.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,46,2022-10-06T00:53:20Z,3470000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,347.0,9.0,9.0,0.0,,,,,,,,,,,,,,
349,PT11M26.00S,2022-10-06T00:53:24.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,8.804204993429698,97.81709558823529,1610612738,65,46,2022-10-06T00:53:43Z,3480000,-239.0,30.0,1,left,G. Williams 24' 3PT  (5 PTS) (M. Smart 4 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.1,Made,,,,,,,5.0,M. Smart,203935.0,4.0,,,,,,,,
351,PT11M07.00S,2022-10-06T00:53:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630173,71.82982917214193,78.18627450980392,1610612761,65,49,2022-10-06T00:53:49Z,3500000,141.0,212.0,1,right,P. Achiuwa 25' 3PT  (11 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,25.48,Made,,,,,,,11.0,S. Barnes,1630567.0,2.0,,,,,,,,
355,PT10M48.00S,2022-10-06T00:54:19.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.815374507227332,47.30392156862745,1610612738,65,49,2022-10-06T00:54:23Z,3540000,13.0,162.0,1,left,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,16.26,Missed,,,,,,,,,,,,,,,,,,
356,PT10M46.00S,2022-10-06T00:54:21.3Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,65,49,2022-10-06T00:54:23Z,3550000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,355.0,5.0,3.0,2.0,,,,,,,,,,,,,,
357,PT10M34.00S,2022-10-06T00:54:36.0Z,3,REGULAR,foul,personal,[],203935,,,1610612761,65,49,2022-10-06T00:55:08Z,3560000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1629018]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,201639.0,,,,,,,,2.0,0.0,Trent Jr.,1629018.0,,
359,PT10M23.00S,2022-10-06T00:55:05.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.56307490144546,51.71568627450981,1610612761,65,51,2022-10-06T00:55:12Z,3580000,9.0,-1.0,1,right,O. Anunoby driving DUNK (8 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,8.0,P. Siakam,1627783.0,1.0,,,,,,,,
361,PT10M05.00S,2022-10-06T00:55:25.8Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612738,65,51,2022-10-06T00:55:34Z,3600000,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628384, 1628369]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,,,,,,,,3.0,0.0,Tatum,1628369.0,,
363,PT10M05.00S,2022-10-06T00:55:59.6Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,66,51,2022-10-06T00:55:59Z,3620000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
364,PT10M05.00S,2022-10-06T00:56:16.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,67,51,2022-10-06T00:56:16Z,3630000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
365,PT09M59.00S,2022-10-06T00:56:24.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.64323258869908,49.01960784313725,1610612761,67,53,2022-10-06T00:56:31Z,3640000,-5.0,7.0,1,right,O. Anunoby driving DUNK (10 PTS) (S. Barnes 3 AST),"[1628384, 1630567]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,10.0,S. Barnes,1630567.0,3.0,,,,,,,,
367,PT09M37.00S,2022-10-06T00:56:45.0Z,3,REGULAR,3pt,Jump Shot,[],1629684,10.726018396846255,97.54901960784314,1610612738,67,53,2022-10-06T00:56:49Z,3660000,-238.0,48.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
368,PT09M35.00S,2022-10-06T00:56:47.0Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,67,53,2022-10-06T00:56:49Z,3670000,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,367.0,5.0,5.0,0.0,,,,,,,,,,,,,,
369,PT09M19.00S,2022-10-06T00:57:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,94.1688567674113,48.28431372549019,1610612761,67,53,2022-10-06T00:57:15Z,3680000,-9.0,2.0,1,right,MISS P. Achiuwa driving Layup,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
370,PT09M17.00S,2022-10-06T00:57:05.4Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,67,53,2022-10-06T00:57:15Z,3690000,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,369.0,6.0,5.0,1.0,,,,,,,,,,,,,,
371,PT09M16.00S,2022-10-06T00:57:06.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,93.9060446780552,51.470588235294116,1610612761,67,53,2022-10-06T00:57:29Z,3700000,7.0,5.0,1,right,MISS P. Achiuwa tip Layup - blocked,"[1630173, 201143]",1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
378,PT09M16.00S,2022-10-06T00:57:06.9Z,3,REGULAR,block,,[],201143,,,1610612761,67,53,2022-10-06T00:58:03Z,3705000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
372,PT09M14.00S,2022-10-06T00:57:08.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,53,2022-10-06T00:57:29Z,3710000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,371.0,5.0,4.0,1.0,,,,,,,,,,,,,,
373,PT09M12.00S,2022-10-06T00:57:10.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,8.229303547963205,50.0,1610612738,69,53,2022-10-06T00:59:04Z,3720000,0.0,25.0,1,left,J. Tatum running finger roll Layup (18 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,18.0,,,,,,,,,,,
374,PT09M04.00S,2022-10-06T00:57:20.5Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,69,53,2022-10-06T00:57:32Z,3730000,,,0,,G. Williams shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629684, 1627783]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,,,,,,,,2.0,0.0,Siakam,1627783.0,,
376,PT09M04.00S,2022-10-06T00:57:48.4Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,69,53,2022-10-06T00:57:48Z,3750000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
377,PT09M04.00S,2022-10-06T00:57:48.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,69,53,2022-10-06T00:57:48Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,
379,PT09M04.00S,2022-10-06T00:58:04.3Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,69,54,2022-10-06T00:58:04Z,3770000,,,0,,P. Siakam Free Throw 2 of 2 (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
380,PT08M45.00S,2022-10-06T00:58:25.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,8.229303547963205,52.20588235294118,1610612738,71,54,2022-10-06T00:58:29Z,3780000,-11.0,25.0,1,left,A. Horford cutting Layup (7 PTS) (M. Smart 5 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,7.0,M. Smart,203935.0,5.0,,,,,,,,
382,PT08M29.00S,2022-10-06T00:58:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.11760840998686,48.77450980392157,1610612761,71,56,2022-10-06T00:58:47Z,3800000,-6.0,12.0,1,right,S. Barnes driving Layup (6 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,6.0,,,,,,,,,,,
383,PT08M16.00S,2022-10-06T00:58:58.9Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,71,56,2022-10-06T00:59:04Z,3810000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,1.0,,,,,,,,,,,,
384,PT08M02.00S,2022-10-06T00:59:14.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,73.01248357424441,77.45098039215686,1610612761,71,56,2022-10-06T00:59:20Z,3820000,137.0,201.0,1,right,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,24.36,Missed,,,,,,,,,,,,,,,,,,
385,PT07M59.00S,2022-10-06T00:59:17.8Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,71,56,2022-10-06T00:59:20Z,3830000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,384.0,3.0,2.0,1.0,,,,,,,,,,,,,,
386,PT07M47.00S,2022-10-06T00:59:29.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.86005256241787,24.019607843137255,1610612738,71,56,2022-10-06T00:59:35Z,3840000,130.0,219.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
387,PT07M45.00S,2022-10-06T00:59:31.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,56,2022-10-06T00:59:35Z,3850000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,386.0,2.0,2.0,0.0,,,,,,,,,,,,,,
388,PT07M40.00S,2022-10-06T00:59:37.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,94.95729303547962,51.9607843137255,1610612761,71,58,2022-10-06T00:59:42Z,3860000,10.0,-5.0,1,right,S. Barnes running Layup (8 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,8.0,,,,,,,,,,,
389,PT07M23.00S,2022-10-06T00:59:53.0Z,3,REGULAR,3pt,Jump Shot,[],203935,31.225361366622867,79.16666666666666,1610612738,74,58,2022-10-06T00:59:57Z,3870000,-146.0,241.0,1,left,M. Smart 28' 3PT step back (3 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,28.17,Made,,,,,,,3.0,,,,,,,,,,,
390,PT07M08.00S,2022-10-06T01:00:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,89.70105124835742,55.63725490196079,1610612761,74,60,2022-10-06T01:01:52Z,3880000,28.0,44.0,1,right,P. Siakam driving floating Jump Shot (13 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,,,,,,,13.0,,,,,,,,,,,
391,PT06M47.00S,2022-10-06T01:00:29.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,29.6484888304862,25.245098039215684,1610612738,77,60,2022-10-06T01:00:35Z,3890000,124.0,226.0,1,left,G. Williams 25' 3PT  (8 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,,,8.0,J. Tatum,1628369.0,4.0,,,,,,,,
393,PT06M29.00S,2022-10-06T01:00:49.0Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,77,60,2022-10-06T01:03:18Z,3910000,,,0,,G. Williams shooting personal FOUL (3 PF) (Achiuwa 2 FT),"[1629684, 1630173]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,,,,,,,,3.0,0.0,Achiuwa,1630173.0,,
395,PT06M29.00S,2022-10-06T01:00:58.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,77,60,2022-10-06T01:00:58Z,3930000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M29.00S,2022-10-06T01:03:51.8Z,3,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,77,61,2022-10-06T01:03:51Z,3940000,,,0,,P. Achiuwa Free Throw 1 of 2 (12 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
397,PT06M29.00S,2022-10-06T01:04:05.9Z,3,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,77,62,2022-10-06T01:04:05Z,3950000,,,0,,P. Achiuwa Free Throw 2 of 2 (13 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
398,PT06M06.00S,2022-10-06T01:04:30.7Z,3,REGULAR,2pt,Jump Shot,[],1627759,26.231931668856767,26.96078431372549,1610612738,79,62,2022-10-06T01:04:35Z,3960000,115.0,194.0,1,left,J. Brown 22' fadeaway Jump Shot (21 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,22.57,Made,,,,,,,21.0,,,,,,,,,,,
399,PT05M40.00S,2022-10-06T01:04:57.0Z,3,REGULAR,3pt,Jump Shot,[],1630173,68.9388961892247,62.5,1610612761,79,62,2022-10-06T01:05:03Z,3970000,62.0,239.0,1,right,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
400,PT05M38.00S,2022-10-06T01:04:59.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,79,62,2022-10-06T01:05:03Z,3980000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,399.0,,,,,,,,,,,,,,,,,
402,PT05M22.00S,2022-10-06T01:05:22.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,33.459264126149804,64.95098039215686,1610612738,79,62,2022-10-06T01:05:27Z,4000000,-75.0,262.0,1,left,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.25,Missed,,,,,,,,,,,,,,,,,,
403,PT05M20.00S,2022-10-06T01:05:24.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,79,62,2022-10-06T01:05:27Z,4010000,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,402.0,3.0,3.0,0.0,,,,,,,,,,,,,,
404,PT05M14.00S,2022-10-06T01:05:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,93.11760840998686,52.450980392156865,1610612761,79,62,2022-10-06T01:05:38Z,4020000,12.0,12.0,1,right,MISS O. Anunoby running Layup - blocked,"[1628384, 1629684]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0
405,PT05M14.00S,2022-10-06T01:05:30.6Z,3,REGULAR,block,,[],1629684,,,1610612761,79,62,2022-10-06T01:05:32Z,4030000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT05M12.00S,2022-10-06T01:05:32.6Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,79,62,2022-10-06T01:05:38Z,4040000,,,0,,P. Achiuwa REBOUND (Off:2 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,404.0,7.0,5.0,2.0,,,,,,,,,,,,,,
407,PT05M11.00S,2022-10-06T01:05:34.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,91.01511169513797,46.07843137254902,1610612761,79,62,2022-10-06T01:05:41Z,4050000,-20.0,32.0,1,right,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,,
408,PT05M09.00S,2022-10-06T01:05:36.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,62,2022-10-06T01:05:41Z,4060000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,407.0,10.0,10.0,0.0,,,,,,,,,,,,,,
409,PT04M49.00S,2022-10-06T01:05:55.7Z,3,REGULAR,3pt,Jump Shot,[],201143,30.436925098554536,28.676470588235293,1610612738,79,62,2022-10-06T01:06:05Z,4070000,107.0,234.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
410,PT04M46.00S,2022-10-06T01:05:58.7Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,79,62,2022-10-06T01:06:05Z,4080000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:4),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,409.0,4.0,4.0,0.0,,,,,,,,,,,,,,
411,PT04M42.00S,2022-10-06T01:06:02.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,73.01248357424441,79.41176470588235,1610612761,79,62,2022-10-06T01:06:09Z,4090000,147.0,201.0,1,right,MISS G. Trent Jr. 24' running pullup 3PT,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,,
412,PT04M40.00S,2022-10-06T01:06:04.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,79,62,2022-10-06T01:06:09Z,4100000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,411.0,6.0,5.0,1.0,,,,,,,,,,,,,,
413,PT04M36.00S,2022-10-06T01:06:08.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,31.882391590013142,30.637254901960787,1610612738,79,62,2022-10-06T01:07:55Z,4110000,97.0,247.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
414,PT04M33.00S,2022-10-06T01:06:11.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,79,62,2022-10-06T01:06:17Z,4120000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,413.0,6.0,4.0,2.0,,,,,,,,,,,,,,
415,PT04M23.00S,2022-10-06T01:06:22.2Z,3,REGULAR,turnover,lost ball,[],1627783,,,1610612761,79,62,2022-10-06T01:06:26Z,4130000,,,0,,P. Siakam lost ball TURNOVER (3 TO),"[1627783, 203935]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,,,3.0,,,,,Smart,203935.0,,,,,,
416,PT04M23.00S,2022-10-06T01:06:22.2Z,3,REGULAR,steal,,[],203935,,,1610612738,79,62,2022-10-06T01:06:23Z,4140000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
417,PT04M13.00S,2022-10-06T01:06:32.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,21.76412614980289,41.17647058823529,1610612738,81,62,2022-10-06T01:06:38Z,4150000,44.0,152.0,1,left,J. Brown 15' driving floating Jump Shot (23 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.84,Made,,,,,,,23.0,A. Horford,201143.0,2.0,,,,,,,,
419,PT04M05.00S,2022-10-06T01:06:45.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,81,62,2022-10-06T01:06:45Z,4170000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,81,62,2022-10-06T01:09:17Z,4180000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612761,81,62,2022-10-06T01:09:17Z,4190000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],203935,,,1610612761,81,62,2022-10-06T01:09:17Z,4200000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
