actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
178,PT11M17.00S,2023-05-04T00:37:41.4Z,2,REGULAR,3pt,Jump Shot,[],1627763,67.88764783180025,61.51960784313726,1610612738,33,24,2023-05-04T00:37:46Z,1750000,False,58.0,249.0,1,right,M. Brogdon 25' 3PT step back (6 PTS),[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.6,Made,6.0,,,,,,,,,,,,,,,,,
179,PT10M56.00S,2023-05-04T00:38:01.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,10.463206307490145,55.14705882352941,1610612755,33,24,2023-05-04T00:38:10Z,1760000,False,-26.0,46.0,1,left,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
180,PT10M54.00S,2023-05-04T00:38:03.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,33,24,2023-05-04T00:38:10Z,1770000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,
181,PT10M52.00S,2023-05-04T00:38:07.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,94.03745072273325,47.794117647058826,1610612738,33,24,2023-05-04T00:38:16Z,1780000,False,-11.0,4.0,1,right,MISS J. Tatum running Layup - blocked,"[1628369, 203954]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,Embiid,203954.0,,,,,,,,
182,PT10M52.00S,2023-05-04T00:38:07.4Z,2,REGULAR,block,,[],203954,,,1610612738,33,24,2023-05-04T00:38:10Z,1790000,False,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT10M51.00S,2023-05-04T00:38:08.4Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,33,24,2023-05-04T00:38:16Z,1800000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,
184,PT10M44.00S,2023-05-04T00:38:14.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,9.411957950065702,46.568627450980394,1610612755,33,26,2023-05-04T00:38:24Z,1810000,False,17.0,36.0,1,left,T. Maxey running Layup (7 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.99,Made,7.0,,,,,,,,,,,,,,,,,
185,PT10M23.00S,2023-05-04T00:38:37.5Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612738,33,26,2023-05-04T00:38:50Z,1820000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629667, 1628369]",1610612755.0,PHI,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,
187,PT10M23.00S,2023-05-04T00:39:04.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,34,26,2023-05-04T00:39:04Z,1840000,False,,,0,,J. Tatum Free Throw 1 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
188,PT10M23.00S,2023-05-04T00:39:06.5Z,2,REGULAR,substitution,out,[],1629667,,,1610612738,34,26,2023-05-04T00:39:11Z,1850000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M23.00S,2023-05-04T00:39:06.5Z,2,REGULAR,substitution,in,[],200782,,,1610612738,34,26,2023-05-04T00:39:11Z,1860000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M23.00S,2023-05-04T00:39:24.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,35,26,2023-05-04T00:39:24Z,1870000,False,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
191,PT10M01.00S,2023-05-04T00:39:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,15.588042049934298,40.931372549019606,1610612755,35,26,2023-05-04T00:39:53Z,1880000,False,45.0,94.0,1,left,MISS D. Melton 10' driving floating Shot,[1629001],1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,10.43,Missed,,,,,,,,,,,,,,,,,,
192,PT10M00.00S,2023-05-04T00:39:48.5Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,35,26,2023-05-04T00:39:53Z,1890000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,191.0,3.0,3.0,0.0,,,,,,,,,,
193,PT09M55.00S,2023-05-04T00:39:55.6Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,35,26,2023-05-04T00:40:06Z,1900000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1629001, 1627763]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Brogdon,1627763.0,,,
195,PT09M55.00S,2023-05-04T00:40:21.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627763,,,1610612738,36,26,2023-05-04T00:40:21Z,1920000,False,,,0,,M. Brogdon Free Throw 1 of 2 (7 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
196,PT09M55.00S,2023-05-04T00:40:22.7Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,36,26,2023-05-04T00:40:27Z,1930000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M55.00S,2023-05-04T00:40:22.7Z,2,REGULAR,substitution,in,[],201935,,,1610612738,36,26,2023-05-04T00:40:27Z,1940000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M55.00S,2023-05-04T00:40:39.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627763,,,1610612738,37,26,2023-05-04T00:40:39Z,1950000,False,,,0,,M. Brogdon Free Throw 2 of 2 (8 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
199,PT09M42.00S,2023-05-04T00:40:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,12.614980289093298,50.084252450980394,1610612755,37,26,2023-05-04T00:41:04Z,1960000,False,0.0,66.0,1,left,MISS J. Harden 6' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,,,,,,,,,,,,,,,,,,
200,PT09M41.00S,2023-05-04T00:40:57.2Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,37,26,2023-05-04T00:41:04Z,1970000,False,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,199.0,6.0,5.0,1.0,,,,,,,,,,
201,PT09M33.00S,2023-05-04T00:41:07.0Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612755,37,26,2023-05-04T00:41:17Z,1980000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Harden 2 FT),"[1629684, 201935]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202041.0,2.0,0.0,Harden,201935.0,,,
203,PT09M33.00S,2023-05-04T00:41:34.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201935,,,1610612755,37,27,2023-05-04T00:41:34Z,2000000,False,,,0,,J. Harden Free Throw 1 of 2 (10 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
204,PT09M33.00S,2023-05-04T00:41:35.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612755,37,27,2023-05-04T00:41:41Z,2010000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M33.00S,2023-05-04T00:41:35.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612755,37,27,2023-05-04T00:41:41Z,2020000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M33.00S,2023-05-04T00:41:59.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201935,,,1610612755,37,28,2023-05-04T00:41:59Z,2030000,False,,,0,,J. Harden Free Throw 2 of 2 (11 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
207,PT09M22.00S,2023-05-04T00:42:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.32917214191852,62.254901960784316,1610612738,37,28,2023-05-04T00:42:19Z,2040000,False,61.0,20.0,1,right,MISS M. Brogdon 6' driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
208,PT09M20.00S,2023-05-04T00:42:14.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,37,28,2023-05-04T00:42:19Z,2050000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,
209,PT09M06.00S,2023-05-04T00:42:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,25.443495400788436,12.254901960784313,1610612755,37,28,2023-05-04T00:42:35Z,2060000,False,189.0,187.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
210,PT09M04.00S,2023-05-04T00:42:30.2Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,37,28,2023-05-04T00:42:35Z,2070000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,209.0,4.0,4.0,0.0,,,,,,,,,,
211,PT08M59.00S,2023-05-04T00:42:35.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,69.07030223390277,31.127450980392158,1610612738,37,28,2023-05-04T00:42:43Z,2080000,False,-94.0,238.0,1,right,MISS M. Smart 25' running pullup 3PT,[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
212,PT08M57.00S,2023-05-04T00:42:37.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,37,28,2023-05-04T00:42:59Z,2090000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,
213,PT08M50.00S,2023-05-04T00:42:44.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,7.227332457293036,55.66023284313726,1610612755,37,30,2023-05-04T00:42:52Z,2100000,False,-28.0,15.0,1,left,T. Harris running Layup (4 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.22,Made,4.0,,,,,,,,,,,,,,,,,
214,PT08M27.00S,2023-05-04T00:43:07.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,95.13797634691196,3.209252450980392,1610612738,40,30,2023-05-04T00:43:14Z,2110000,False,-234.0,-7.0,1,right,G. Williams 3PT  (3 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.41,Made,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
216,PT08M16.00S,2023-05-04T00:43:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.044678055190539,46.87882965686275,1610612755,40,32,2023-05-04T00:44:31Z,2130000,False,16.0,4.0,1,left,T. Maxey driving reverse Layup (9 PTS),[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.62,Made,9.0,,,,,,,,,,,,,,,,,
217,PT07M55.00S,2023-05-04T00:43:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,80.76544021024968,42.8921568627451,1610612738,42,32,2023-05-04T00:43:43Z,2140000,False,-36.0,128.0,1,right,M. Brogdon 13' driving floating Jump Shot (10 PTS) (J. Brown 1 AST),"[1627763, 1627759]",1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,13.31,Made,10.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
219,PT07M26.00S,2023-05-04T00:44:08.3Z,2,REGULAR,3pt,Jump Shot,[],201935,38.71550591327201,54.65686274509803,1610612755,42,32,2023-05-04T00:44:14Z,2160000,False,-23.0,311.0,1,left,MISS J. Harden 31' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,31.23,Missed,,,,,,,,,,,,,,,,,,
220,PT07M24.00S,2023-05-04T00:44:10.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,42,32,2023-05-04T00:44:14Z,2170000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,219.0,4.0,3.0,1.0,,,,,,,,,,
221,PT07M14.00S,2023-05-04T00:44:20.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.24901445466492,48.77450980392157,1610612738,42,32,2023-05-04T00:44:32Z,2180000,False,-6.0,11.0,1,right,MISS J. Brown cutting DUNK - blocked,"[1627759, 203954]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,Embiid,203954.0,,,,,,,,
222,PT07M14.00S,2023-05-04T00:44:20.8Z,2,REGULAR,block,,[],203954,,,1610612738,42,32,2023-05-04T00:44:23Z,2190000,False,,,0,,J. Embiid BLOCK (4 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT07M12.00S,2023-05-04T00:44:22.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,42,32,2023-05-04T01:07:42Z,2200000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,
224,PT07M05.00S,2023-05-04T00:44:32.6Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,42,32,2023-05-04T00:44:43Z,2210000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Embiid,203954.0,,,
226,PT07M05.00S,2023-05-04T00:44:59.5Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,42,33,2023-05-04T00:44:59Z,2230000,False,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
227,PT07M05.00S,2023-05-04T00:45:00.5Z,2,REGULAR,substitution,out,[],203935,,,1610612755,42,33,2023-05-04T00:45:14Z,2240000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M05.00S,2023-05-04T00:45:00.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612755,42,33,2023-05-04T00:45:14Z,2250000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2023-05-04T00:45:00.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612755,42,33,2023-05-04T00:45:14Z,2260000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M05.00S,2023-05-04T00:45:00.5Z,2,REGULAR,substitution,in,[],201143,,,1610612755,42,33,2023-05-04T00:45:14Z,2270000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M05.00S,2023-05-04T00:45:24.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,42,34,2023-05-04T00:45:24Z,2280000,False,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
232,PT06M47.00S,2023-05-04T00:45:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,89.83245729303549,45.34313725490196,1610612738,42,34,2023-05-04T00:48:23Z,2290000,False,-23.0,43.0,1,right,MISS M. Brogdon driving Layup - blocked,"[1627763, 203954]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,Embiid,203954.0,,,,,,,,
233,PT06M47.00S,2023-05-04T00:45:44.3Z,2,REGULAR,block,,[],203954,,,1610612738,42,34,2023-05-04T00:45:46Z,2300000,False,,,0,,J. Embiid BLOCK (5 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT06M45.00S,2023-05-04T00:45:46.3Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,42,34,2023-05-04T00:45:51Z,2310000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,
235,PT06M43.00S,2023-05-04T00:45:49.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,6.701708278580814,53.45435049019608,1610612755,42,34,2023-05-04T00:46:12Z,2320000,False,-17.0,10.0,1,left,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2023-05-04T00:45:51.1Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,42,34,2023-05-04T00:46:12Z,2330000,False,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,235.0,4.0,3.0,1.0,,,,,,,,,,
237,PT06M41.00S,2023-05-04T00:45:52.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202699,5.590000152587891,50.0,1610612755,42,36,2023-05-04T00:46:17Z,2340000,False,0.0,0.0,1,left,T. Harris tip Layup (6 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
238,PT06M41.00S,2023-05-04T00:45:56.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,36,2023-05-04T00:45:56Z,2350000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M41.00S,2023-05-04T00:48:49.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,42,36,2023-05-04T00:49:23Z,2360000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M41.00S,2023-05-04T00:48:49.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,42,36,2023-05-04T00:49:23Z,2370000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M28.00S,2023-05-04T00:49:41.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,73.27529566360053,82.35294117647058,1610612738,45,36,2023-05-04T00:49:48Z,2380000,False,162.0,199.0,1,right,J. Brown 25' 3PT  (16 PTS) (G. Williams 2 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.62,Made,16.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,
244,PT06M09.00S,2023-05-04T00:50:05.9Z,2,REGULAR,substitution,out,[],203954,,,1610612755,45,36,2023-05-04T00:50:12Z,2410000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M09.00S,2023-05-04T00:50:05.9Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,45,36,2023-05-04T00:50:12Z,2420000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M04.00S,2023-05-04T00:50:31.5Z,2,REGULAR,2pt,Jump Shot,[],202699,26.49474375821288,68.62745098039215,1610612755,45,36,2023-05-04T00:51:02Z,2430000,False,-93.0,197.0,1,left,MISS T. Harris 21' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,21.75,Missed,,,,,,,,,,,,,,,,,,
247,PT06M02.00S,2023-05-04T00:50:33.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,36,2023-05-04T00:50:37Z,2440000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,,,
248,PT05M53.00S,2023-05-04T00:50:41.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.07030223390277,30.14705882352941,1610612738,45,36,2023-05-04T00:51:20Z,2450000,False,-99.0,238.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
249,PT05M52.00S,2023-05-04T00:50:42.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,45,36,2023-05-04T00:50:47Z,2460000,False,,,0,,J. Harden REBOUND (Off:1 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,248.0,7.0,6.0,1.0,,,,,,,,,,
250,PT05M45.00S,2023-05-04T00:50:49.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630194,10.068988173455978,47.794117647058826,1610612755,45,38,2023-05-04T00:52:15Z,2470000,False,11.0,42.0,1,left,P. Reed running DUNK (2 PTS) (J. Harden 2 AST),"[1630194, 201935]",1610612755.0,PHI,running,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,4.35,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
252,PT05M33.00S,2023-05-04T00:51:09.0Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,45,38,2023-05-04T00:51:36Z,2490000,False,,,0,,J. Tatum charge offensive FOUL (3 PF),"[1628369, 200782]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,3.0,0.0,Tucker,200782.0,,,
254,PT05M33.00S,2023-05-04T00:51:09.0Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,45,38,2023-05-04T00:51:09Z,2510000,False,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,,,,,2.0,,
255,PT05M33.00S,2023-05-04T00:51:22.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612755,45,38,2023-05-04T00:51:27Z,2520000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M33.00S,2023-05-04T00:51:22.1Z,2,REGULAR,substitution,in,[],1627763,,,1610612755,45,38,2023-05-04T00:51:27Z,2530000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M16.00S,2023-05-04T00:51:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,8.409986859395532,54.6798406862745,1610612755,45,38,2023-05-04T00:51:57Z,2540000,False,-23.0,27.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 201143]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
