actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
523,PT02M12.00S,2022-10-02T18:52:11.4Z,3,REGULAR,3pt,Jump Shot,[],1627763,68.80749014454665,64.4607843137255,1610612738,99,73,2022-10-02T18:53:23Z,5150000,72.0,241.0,1,right,M. Brogdon 25' 3PT pullup (7 PTS) (P. Pritchard 3 AST),"[1627763, 1630202]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.13,Made,,,,,7.0,,,,P. Pritchard,1630202.0,3.0,,,,,,,
524,PT01M55.00S,2022-10-02T18:52:28.4Z,3,REGULAR,2pt,Jump Shot,[],1629667,11.777266754270697,68.87254901960785,1610612766,99,75,2022-10-02T18:52:34Z,5160000,-94.0,58.0,1,left,J. McDaniels 11' driving floating bank Jump Shot (10 PTS) (D. Smith Jr. 1 AST),"[1629667, 1628372]",1610612766.0,CHA,driving floating bank,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,11.09,Made,,,,,10.0,,,,D. Smith Jr.,1628372.0,1.0,,,,,,,
525,PT01M46.00S,2022-10-02T18:52:36.7Z,3,REGULAR,3pt,Jump Shot,[],1627763,67.7562417871222,35.53921568627451,1610612738,99,75,2022-10-02T18:52:42Z,5170000,-72.0,251.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
526,PT01M43.00S,2022-10-02T18:52:40.1Z,3,REGULAR,rebound,offensive,[],1629662,,,1610612738,99,75,2022-10-02T18:52:40Z,5180000,,,0,,M. Kabengele REBOUND (Off:2 Def:0),[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,Above the Break 3,24+ Center,,,525.0,2.0,0.0,2.0,,,,,,,,,,,,,,
527,PT01M43.00S,2022-10-02T18:52:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629662,94.69448094612353,50.49019607843137,1610612738,101,75,2022-10-02T18:52:49Z,5190000,2.0,-3.0,1,right,M. Kabengele putback Layup (4 PTS),[1629662],1610612738.0,BOS,putback,,,Kabengele,M. Kabengele,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,4.0,,,,,,,,,,,,,
528,PT01M43.00S,2022-10-02T18:52:44.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630547,,,1610612738,101,75,2022-10-02T18:53:45Z,5200000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Kabengele 1 FT),"[1630547, 1629662]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628482.0,1.0,0.0,Kabengele,1629662.0,,
531,PT01M43.00S,2022-10-02T18:53:13.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629662,,,1610612738,102,75,2022-10-02T18:53:13Z,5220000,,,0,,M. Kabengele Free Throw 1 of 1 (5 PTS),[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
532,PT01M32.00S,2022-10-02T18:53:27.7Z,3,REGULAR,foul,offensive,['inpenalty'],1630547,,,1610612766,102,75,2022-10-02T18:53:40Z,5230000,,,0,,J. Bouknight charge offensive FOUL (2 PF),"[1630547, 1630202]",1610612766.0,CHA,charge,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1628482.0,2.0,0.0,Pritchard,1630202.0,,
534,PT01M32.00S,2022-10-02T18:53:27.7Z,3,REGULAR,turnover,offensive foul,[],1630547,,,1610612766,102,75,2022-10-02T18:53:27Z,5250000,,,0,,J. Bouknight offensive foul TURNOVER (2 TO),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2.0,,,,,,1628482.0,,,,,,
535,PT01M21.00S,2022-10-02T18:53:54.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,87.46714848883047,4.6568627450980395,1610612738,102,75,2022-10-02T18:54:02Z,5260000,-227.0,65.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
536,PT01M19.00S,2022-10-02T18:53:56.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,102,75,2022-10-02T18:54:02Z,5270000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,535.0,,,,,,,,,,,,,,,,,
538,PT01M02.00S,2022-10-02T18:54:20.7Z,3,REGULAR,2pt,Jump Shot,[],1628372,22.946780551905388,43.872549019607845,1610612766,102,77,2022-10-02T18:54:26Z,5290000,31.0,163.0,1,left,D. Smith Jr. 16' pullup Jump Shot (4 PTS),[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,16.6,Made,,,,,4.0,,,,,,,,,,,,,
539,PT00M45.70S,2022-10-02T18:54:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,93.24901445466492,44.36274509803921,1610612738,104,77,2022-10-02T18:54:46Z,5300000,-28.0,11.0,1,right,S. Hauser cutting Layup (14 PTS) (G. Williams 3 AST),"[1630573, 1629684]",1610612738.0,BOS,cutting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,14.0,,,,G. Williams,1629684.0,3.0,,,,,,,
542,PT00M32.80S,2022-10-02T18:54:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,12.828515111695138,45.34313725490196,1610612766,104,77,2022-10-02T18:55:00Z,5320000,23.0,68.0,1,left,MISS D. Smith Jr. 7' driving finger roll Layup,[1628372],1610612766.0,CHA,driving finger roll,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
543,PT00M30.40S,2022-10-02T18:54:57.7Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,104,77,2022-10-02T18:55:00Z,5330000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,542.0,2.0,2.0,0.0,,,,,,,,,,,,,,
544,PT00M25.20S,2022-10-02T18:55:02.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629662,70.90998685939553,70.09803921568627,1610612738,107,77,2022-10-02T18:57:14Z,5340000,100.0,221.0,1,right,M. Kabengele 24' 3PT running (8 PTS) (S. Hauser 2 AST),"[1629662, 1630573]",1610612738.0,BOS,running,,,Kabengele,M. Kabengele,,,,,Above the Break 3,24+ Right Center,24.27,Made,,,,,8.0,,,,S. Hauser,1630573.0,2.0,,,,,,,
547,PT00M05.10S,2022-10-02T18:55:43.9Z,3,REGULAR,3pt,Jump Shot,[],1630547,26.49474375821288,88.48039215686273,1610612766,107,77,2022-10-02T18:57:35Z,5370000,-192.0,197.0,1,left,MISS J. Bouknight 27' pullup 3PT,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
548,PT00M01.70S,2022-10-02T18:55:47.1Z,3,REGULAR,rebound,defensive,[],1629662,,,1610612738,107,77,2022-10-02T18:55:47Z,5380000,,,0,,M. Kabengele REBOUND (Off:2 Def:1),[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,Above the Break 3,24+ Left Center,,,547.0,3.0,1.0,2.0,,,,,,,,,,,,,,
549,PT00M00.00S,2022-10-02T18:55:53.9Z,3,REGULAR,period,end,[],0,,,1610612738,107,77,2022-10-02T18:55:53Z,5390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2022-10-02T18:58:34.4Z,4,REGULAR,period,start,[],0,,,1610612766,107,77,2022-10-02T18:58:38Z,5400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT11M50.00S,2022-10-02T18:58:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,9.149145860709593,52.94117647058824,1610612766,107,79,2022-10-02T18:58:50Z,5410000,-15.0,34.0,1,left,D. Smith Jr. driving Layup (6 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,3.66,Made,,,,,6.0,,,,,,,,,,,,,
552,PT11M35.00S,2022-10-02T18:58:58.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,90.48948751642575,97.79411764705883,1610612738,107,79,2022-10-02T18:59:03Z,5420000,239.0,37.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,24.18,Missed,,,,,,,,,,,,,,,,,,
553,PT11M32.00S,2022-10-02T18:59:01.1Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,107,79,2022-10-02T18:59:03Z,5430000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,552.0,1.0,1.0,0.0,,,,,,,,,,,,,,
554,PT11M21.00S,2022-10-02T18:59:12.7Z,4,REGULAR,2pt,Jump Shot,[],1630547,12.040078843626807,75.0,1610612766,107,79,2022-10-02T18:59:19Z,5440000,-125.0,61.0,1,left,MISS J. Bouknight 13' fadeaway Shot,[1630547],1610612766.0,CHA,fadeaway,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,13.9,Missed,,,,,,,,,,,,,,,,,,
555,PT11M18.00S,2022-10-02T18:59:15.7Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,107,79,2022-10-02T18:59:19Z,5450000,,,0,,M. Brogdon REBOUND (Off:0 Def:5),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,554.0,5.0,5.0,0.0,,,,,,,,,,,,,,
556,PT11M11.00S,2022-10-02T18:59:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.69448094612353,54.65686274509803,1610612738,109,79,2022-10-02T18:59:29Z,5460000,23.0,-3.0,1,right,M. Brogdon driving Layup (9 PTS) (P. Pritchard 4 AST),"[1627763, 1630202]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,9.0,,,,P. Pritchard,1630202.0,4.0,,,,,,,
558,PT10M55.00S,2022-10-02T18:59:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,10.33180026281209,47.05882352941176,1610612766,109,81,2022-10-02T18:59:45Z,5480000,15.0,45.0,1,left,D. Smith Jr. driving Layup (8 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.7,Made,,,,,8.0,,,,,,,,,,,,,
559,PT10M32.00S,2022-10-02T19:00:01.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629662,94.69448094612353,46.81372549019608,1610612738,111,81,2022-10-02T19:00:05Z,5490000,-16.0,-3.0,1,right,M. Kabengele alley-oop DUNK (10 PTS) (G. Williams 4 AST),"[1629662, 1629684]",1610612738.0,BOS,alley-oop,,,Kabengele,M. Kabengele,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,10.0,,,,G. Williams,1629684.0,4.0,,,,,,,
561,PT10M13.00S,2022-10-02T19:00:20.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,8.360709592641262,48.77450980392157,1610612766,111,83,2022-10-02T19:01:41Z,5510000,6.0,26.0,1,left,M. Williams DUNK (2 PTS) (J. McDaniels 1 AST),"[1631109, 1629667]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,2.0,,,,J. McDaniels,1629667.0,1.0,,,,,,,
563,PT09M54.00S,2022-10-02T19:00:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.82588699080158,52.94117647058824,1610612738,113,83,2022-10-02T19:00:45Z,5530000,15.0,-4.0,1,right,M. Brogdon driving Layup (11 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,11.0,,,,,,,,,,,,,
564,PT09M44.00S,2022-10-02T19:00:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,10.85742444152431,64.70588235294117,1610612766,113,83,2022-10-02T19:00:54Z,5540000,-74.0,50.0,1,left,MISS J. McDaniels 8' driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,8.87,Missed,,,,,,,,,,,,,,,,,,
565,PT09M40.00S,2022-10-02T19:00:52.8Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,113,83,2022-10-02T19:00:54Z,5550000,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,564.0,1.0,0.0,1.0,,,,,,,,,,,,,,
566,PT09M40.00S,2022-10-02T19:00:53.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,5.590000152587891,50.0,1610612766,113,83,2022-10-02T19:00:53Z,5560000,0.0,0.0,1,left,MISS M. Williams tip Layup,[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
567,PT09M39.00S,2022-10-02T19:00:53.9Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,113,83,2022-10-02T19:00:53Z,5570000,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,566.0,3.0,3.0,0.0,,,,,,,,,,,,,,
568,PT09M36.00S,2022-10-02T19:00:57.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,94.43166885676742,47.30392156862745,1610612738,115,83,2022-10-02T19:01:05Z,5580000,-13.0,0.0,1,right,P. Pritchard running finger roll Layup (5 PTS) (M. Brogdon 9 AST),"[1630202, 1627763]",1610612738.0,BOS,running finger roll,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,5.0,,,,M. Brogdon,1627763.0,9.0,,,,,,,
570,PT09M29.00S,2022-10-02T19:01:10.1Z,4,REGULAR,foul,personal,[],1629684,,,1610612766,115,83,2022-10-02T19:01:17Z,5600000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1628372]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,3.0,0.0,Smith Jr.,1628372.0,,
572,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612766,115,83,2022-10-02T19:01:31Z,5620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,out,[],1627763,,,1610612766,115,83,2022-10-02T19:01:31Z,5630000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,out,[],1629662,,,1610612766,115,83,2022-10-02T19:01:31Z,5640000,,,0,,SUB out: M. Kabengele,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,out,[],1630550,,,1610612766,115,83,2022-10-02T19:01:31Z,5650000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,in,[],203943,,,1610612766,115,83,2022-10-02T19:01:31Z,5660000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,in,[],1627774,,,1610612766,115,83,2022-10-02T19:01:31Z,5670000,,,0,,SUB in: J. Layman,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,in,[],1628382,,,1610612766,115,83,2022-10-02T19:01:31Z,5680000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M29.00S,2022-10-02T19:01:16.3Z,4,REGULAR,substitution,in,[],1630539,,,1610612766,115,83,2022-10-02T19:01:31Z,5690000,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT09M18.00S,2022-10-02T19:01:48.3Z,4,REGULAR,2pt,Jump Shot,[],1628372,28.203022339027594,37.745098039215684,1610612766,115,83,2022-10-02T19:04:18Z,5700000,61.0,213.0,1,left,MISS D. Smith Jr. 22' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,22.13,Missed,,,,,,,,,,,,,,,,,,
581,PT09M13.00S,2022-10-02T19:01:53.3Z,4,REGULAR,rebound,defensive,[],1628382,,,1610612738,115,83,2022-10-02T19:01:53Z,5710000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Mid-Range,16-24 Center,,,580.0,1.0,1.0,0.0,,,,,,,,,,,,,,
582,PT09M06.00S,2022-10-02T19:02:01.3Z,4,REGULAR,3pt,Jump Shot,[],1627774,87.86136662286465,5.637254901960785,1610612738,115,83,2022-10-02T19:03:12Z,5720000,-222.0,62.0,1,right,MISS J. Layman 3PT,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Left Corner 3,24+ Left,23.02,Missed,,,,,,,,,,,,,,,,,,
583,PT09M05.00S,2022-10-02T19:02:02.3Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,115,83,2022-10-02T19:03:12Z,5730000,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Left Corner 3,24+ Left,,,582.0,1.0,1.0,0.0,,,,,,,,,,,,,,
584,PT08M47.00S,2022-10-02T19:02:18.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,15.325229960578188,40.931372549019606,1610612766,115,83,2022-10-02T19:05:28Z,5740000,45.0,92.0,1,left,MISS J. Bouknight 10' driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,10.22,Missed,,,,,,,,,,,,,,,,,,
585,PT08M44.00S,2022-10-02T19:02:21.2Z,4,REGULAR,rebound,offensive,[],1630547,,,1610612766,115,83,2022-10-02T19:02:33Z,5750000,,,0,,J. Bouknight REBOUND (Off:2 Def:0),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,584.0,2.0,0.0,2.0,,,,,,,,,,,,,,
586,PT08M44.00S,2022-10-02T19:02:21.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630547,5.590000152587891,50.0,1610612766,115,85,2022-10-02T19:02:21Z,5760000,0.0,0.0,1,left,J. Bouknight tip Layup (2 PTS),[1630547],1610612766.0,CHA,tip,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
587,PT08M34.00S,2022-10-02T19:02:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,84.57621550591328,55.392156862745104,1610612738,115,85,2022-10-02T19:06:07Z,5770000,27.0,92.0,1,right,MISS P. Pritchard 9' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,9.64,Missed,,,,,,,,,,,,,,,,,,
588,PT08M34.00S,2022-10-02T19:02:31.9Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,115,85,2022-10-02T19:02:38Z,5780000,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,587.0,2.0,1.0,1.0,,,,,,,,,,,,,,
589,PT08M19.00S,2022-10-02T19:02:46.0Z,4,REGULAR,3pt,Jump Shot,[],1630547,33.722076215505915,69.11764705882352,1610612766,115,85,2022-10-02T19:06:33Z,5790000,-96.0,264.0,1,left,MISS J. Bouknight 28' pullup 3PT,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
590,PT08M17.00S,2022-10-02T19:02:48.0Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,115,85,2022-10-02T19:02:50Z,5800000,,,0,,N. Vonleh REBOUND (Off:0 Def:6),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,589.0,6.0,6.0,0.0,,,,,,,,,,,,,,
592,PT08M05.00S,2022-10-02T19:03:04.7Z,4,REGULAR,foul,offensive,[],203943,,,1610612738,115,85,2022-10-02T19:03:16Z,5820000,,,0,,N. Vonleh offensive FOUL (5 PF),"[203943, 1629667]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628482.0,5.0,0.0,McDaniels,1629667.0,,
594,PT08M05.00S,2022-10-02T19:03:04.7Z,4,REGULAR,turnover,offensive foul,[],203943,,,1610612738,115,85,2022-10-02T19:03:04Z,5840000,,,0,,N. Vonleh offensive foul TURNOVER (2 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,1628482.0,,,,,,
595,PT08M05.00S,2022-10-02T19:03:17.3Z,4,REGULAR,substitution,out,[],1630547,,,1610612766,115,85,2022-10-02T19:03:33Z,5850000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT08M05.00S,2022-10-02T19:03:17.3Z,4,REGULAR,substitution,out,[],1629667,,,1610612766,115,85,2022-10-02T19:03:33Z,5860000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT08M05.00S,2022-10-02T19:03:17.3Z,4,REGULAR,substitution,in,[],1629071,,,1610612766,115,85,2022-10-02T19:03:33Z,5870000,,,0,,SUB in: L. Ball,[1629071],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M05.00S,2022-10-02T19:03:17.3Z,4,REGULAR,substitution,in,[],1631301,,,1610612766,115,85,2022-10-02T19:03:33Z,5880000,,,0,,SUB in: J. Sims,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M46.00S,2022-10-02T19:03:52.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628372,17.16491458607096,27.450980392156865,1610612766,115,85,2022-10-02T19:03:59Z,5890000,113.0,109.0,1,left,MISS D. Smith Jr. 15' fadeaway Shot,[1628372],1610612766.0,CHA,fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,15.67,Missed,,,,,,,,,,,,,,,,,,
600,PT07M41.00S,2022-10-02T19:03:57.5Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612738,115,85,2022-10-02T19:12:53Z,5900000,,,0,,J. Layman REBOUND (Off:0 Def:1),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Mid-Range,8-16 Right,,,599.0,1.0,1.0,0.0,,,,,,,,,,,,,,
603,PT07M36.00S,2022-10-02T19:04:03.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627774,94.1688567674113,51.71568627450981,1610612738,117,85,2022-10-02T19:04:08Z,5930000,9.0,2.0,1,right,J. Layman driving Layup (2 PTS) (P. Pritchard 5 AST),"[1627774, 1630202]",1610612738.0,BOS,driving,,,Layman,J. Layman,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,2.0,,,,P. Pritchard,1630202.0,5.0,,,,,,,
605,PT07M36.00S,2022-10-02T19:04:11.1Z,4,REGULAR,foul,personal,['1freethrow'],1630539,,,1610612738,117,85,2022-10-02T19:04:15Z,5950000,,,0,,K. Jones shooting personal FOUL (1 PF) (Layman 1 FT),"[1630539, 1627774]",1610612766.0,CHA,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Layman,1627774.0,,
607,PT07M36.00S,2022-10-02T19:04:28.0Z,4,REGULAR,freethrow,1 of 1,[],1627774,,,1610612738,118,85,2022-10-02T19:04:28Z,5970000,,,0,,J. Layman Free Throw 1 of 1 (3 PTS),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
608,PT07M23.00S,2022-10-02T19:04:47.9Z,4,REGULAR,foul,personal,[],1628382,,,1610612766,118,85,2022-10-02T19:04:54Z,5980000,,,0,,J. Jackson personal FOUL (1 PF),"[1628382, 1631109]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Williams,1631109.0,,
610,PT07M11.00S,2022-10-02T19:05:15.2Z,4,REGULAR,3pt,Jump Shot,[],1629071,12.302890932982917,2.941176470588235,1610612766,118,85,2022-10-02T19:05:20Z,6000000,235.0,63.0,1,left,MISS L. Ball 24' 3PT,[1629071],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,24.36,Missed,,,,,,,,,,,,,,,,,,
