actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
556,PT04M13.00S,2023-05-14T21:55:27.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,106,78,2023-05-14T21:55:30Z,5350000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,555.0,6.0,5.0,1.0,,,,,,,,,,,,,,
557,PT03M52.00S,2023-05-14T21:55:50.2Z,4,REGULAR,2pt,Jump Shot,[],1627759,15.325229960578188,73.2843137254902,1610612738,108,78,2023-05-14T21:55:53Z,5360000,False,-116.0,92.0,1,left,J. Brown 14' fadeaway Jump Shot (23 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.81,Made,,,,,,,,23.0,,,,,,,,,,
558,PT03M52.00S,2023-05-14T21:55:54.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,108,78,2023-05-14T21:55:54Z,5370000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],201143,,,1610612755,108,78,2023-05-14T21:57:29Z,5380000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,108,78,2023-05-14T21:57:29Z,5390000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],201935,,,1610612755,108,78,2023-05-14T21:57:29Z,5400000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,108,78,2023-05-14T21:57:29Z,5410000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],202699,,,1610612755,108,78,2023-05-14T21:57:29Z,5420000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,out,[],203954,,,1610612755,108,78,2023-05-14T21:57:29Z,5430000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1628436,,,1610612755,108,78,2023-05-14T21:57:29Z,5440000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,108,78,2023-05-14T21:57:29Z,5450000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,108,78,2023-05-14T21:57:29Z,5460000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1630531,,,1610612755,108,78,2023-05-14T21:57:29Z,5470000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1627863,,,1610612755,108,78,2023-05-14T21:57:29Z,5480000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT03M52.00S,2023-05-14T21:56:48.6Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,108,78,2023-05-14T21:57:29Z,5490000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT03M41.00S,2023-05-14T21:57:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,82.60512483574244,59.068627450980394,1610612755,108,78,2023-05-14T21:57:52Z,5500000,False,45.0,111.0,1,right,MISS F. Korkmaz 11' pullup Shot - blocked,"[1627788, 1627759]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),8-16 Center,11.99,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
572,PT03M41.00S,2023-05-14T21:57:45.6Z,4,REGULAR,block,,[],1627759,,,1610612755,108,78,2023-05-14T21:57:48Z,5510000,False,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
573,PT03M38.00S,2023-05-14T21:57:48.6Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,108,78,2023-05-14T21:57:52Z,5520000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,571.0,1.0,1.0,0.0,,,,,,,,,,,,,,
574,PT03M23.00S,2023-05-14T21:58:05.6Z,4,REGULAR,foul,personal,[],1630531,,,1610612738,108,78,2023-05-14T21:58:15Z,5530000,False,,,0,,J. Springer personal FOUL (1 PF),"[1630531, 1627759]",1610612755.0,PHI,,,,Springer,J. Springer,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1662.0,1.0,0.0,Brown,1627759.0,,
576,PT03M23.00S,2023-05-14T21:58:15.2Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,108,78,2023-05-14T21:58:25Z,5550000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M23.00S,2023-05-14T21:58:15.2Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,108,78,2023-05-14T21:58:25Z,5560000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M13.00S,2023-05-14T21:58:42.5Z,4,REGULAR,3pt,Jump Shot,[],1627763,26.49474375821288,14.460784313725492,1610612738,108,78,2023-05-14T22:00:12Z,5570000,False,178.0,197.0,1,left,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
579,PT03M11.00S,2023-05-14T21:58:44.5Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,108,78,2023-05-14T21:58:49Z,5580000,False,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,578.0,5.0,3.0,2.0,,,,,,,,,,,,,,
580,PT03M02.00S,2023-05-14T21:58:53.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,92.9862023653088,43.872549019607845,1610612755,108,80,2023-05-14T21:58:57Z,5590000,False,-31.0,13.0,1,right,D. House Jr. driving Layup (2 PTS),[1627863],1610612755.0,PHI,driving,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,2.0,,,,,,,,,,
581,PT02M48.00S,2023-05-14T21:59:07.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.57490144546649,16.911764705882355,1610612738,108,80,2023-05-14T22:00:40Z,5600000,False,165.0,188.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
583,PT02M47.00S,2023-05-14T21:59:08.8Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,108,80,2023-05-14T21:59:19Z,5605000,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,,,581.0,1.0,1.0,0.0,,,,,,,,,,,,,,
582,PT02M38.00S,2023-05-14T21:59:18.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627863,89.83245729303549,41.42156862745098,1610612755,108,82,2023-05-14T21:59:23Z,5610000,False,-43.0,43.0,1,right,D. House Jr. 6' driving DUNK (4 PTS) (F. Korkmaz 1 AST),"[1627863, 1627788]",1610612755.0,PHI,driving,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,,,,4.0,F. Korkmaz,1627788.0,1.0,,,,,,,
585,PT02M13.00S,2023-05-14T21:59:41.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,19.92444152431012,30.392156862745097,1610612738,110,82,2023-05-14T21:59:45Z,5630000,False,98.0,135.0,1,left,J. Brown 16' turnaround fadeaway Jump Shot (25 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,16.67,Made,,,,,,,,25.0,,,,,,,,,,
586,PT02M04.00S,2023-05-14T21:59:57.7Z,4,REGULAR,foul,personal,[],203935,,,1610612755,110,82,2023-05-14T22:01:45Z,5640000,False,,,0,,M. Smart take personal FOUL (2 PF),"[203935, 1627788]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1162.0,2.0,0.0,Korkmaz,1627788.0,,
588,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,out,[],1627759,,,1610612755,110,82,2023-05-14T22:00:27Z,5660000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,out,[],1627763,,,1610612755,110,82,2023-05-14T22:00:27Z,5670000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,out,[],203935,,,1610612755,110,82,2023-05-14T22:00:27Z,5680000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,in,[],1630573,,,1610612755,110,82,2023-05-14T22:00:27Z,5690000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,in,[],1630202,,,1610612755,110,82,2023-05-14T22:00:27Z,5700000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M04.00S,2023-05-14T22:00:07.2Z,4,REGULAR,substitution,in,[],1630551,,,1610612755,110,82,2023-05-14T22:00:27Z,5710000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612738.0,BOS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M53.00S,2023-05-14T22:00:35.3Z,4,REGULAR,3pt,Jump Shot,[],1629003,74.85216819973719,11.27450980392157,1610612755,110,82,2023-05-14T22:02:20Z,5720000,False,-194.0,184.0,1,right,MISS S. Milton 26' step back 3PT,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
595,PT01M52.00S,2023-05-14T22:00:36.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,110,82,2023-05-14T22:00:41Z,5730000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,594.0,1.0,1.0,0.0,,,,,,,,,,,,,,
596,PT01M41.00S,2023-05-14T22:00:48.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,7.5722733245729295,43.38235294117647,1610612738,112,82,2023-05-14T22:00:52Z,5740000,False,33.0,19.0,1,left,J. Champagnie cutting Layup (2 PTS) (G. Williams 1 AST),"[1630551, 1629684]",1610612738.0,BOS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.8,Made,,,,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,
598,PT01M31.00S,2023-05-14T22:01:03.1Z,4,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612755,112,82,2023-05-14T22:01:15Z,5760000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Reed 2 FT),"[1630551, 1630194]",1610612738.0,BOS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,1.0,0.0,Reed,1630194.0,,
600,PT01M31.00S,2023-05-14T22:01:26.9Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612755,112,83,2023-05-14T22:01:26Z,5780000,False,,,0,,P. Reed Free Throw 1 of 2 (1 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
601,PT01M31.00S,2023-05-14T22:01:40.2Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612755,112,84,2023-05-14T22:01:40Z,5790000,False,,,0,,P. Reed Free Throw 2 of 2 (2 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
602,PT01M16.00S,2023-05-14T22:01:57.7Z,4,REGULAR,3pt,Jump Shot,[],1630551,20.844283837056505,90.19607843137256,1610612738,112,84,2023-05-14T22:02:05Z,5800000,False,-201.0,143.0,1,left,MISS J. Champagnie 24' 3PT,[1630551],1610612738.0,BOS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
603,PT01M13.00S,2023-05-14T22:02:01.0Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,112,84,2023-05-14T22:02:01Z,5810000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,602.0,2.0,1.0,1.0,,,,,,,,,,,,,,
604,PT01M07.00S,2023-05-14T22:02:09.6Z,4,REGULAR,foul,personal,[],1627863,,,1610612738,112,84,2023-05-14T22:02:19Z,5820000,False,,,0,,D. House Jr. personal FOUL (1 PF),"[1627863, 1629684]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Williams,1629684.0,,
606,PT00M52.80S,2023-05-14T22:02:45.0Z,4,REGULAR,turnover,lost ball,[],1630202,,,1610612738,112,84,2023-05-14T22:02:49Z,5840000,False,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 1630531]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Springer,1630531.0,,,,,,,,,,,
607,PT00M52.80S,2023-05-14T22:02:45.0Z,4,REGULAR,steal,,[],1630531,,,1610612755,112,84,2023-05-14T22:02:47Z,5850000,False,,,0,,J. Springer STEAL (1 STL),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
608,PT00M49.80S,2023-05-14T22:02:49.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630531,93.9060446780552,53.92156862745098,1610612755,112,86,2023-05-14T22:04:41Z,5860000,False,20.0,5.0,1,right,J. Springer running DUNK (2 PTS),[1630531],1610612755.0,PHI,running,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,2.0,,,,,,,,,,
610,PT00M25.00S,2023-05-14T22:03:28.6Z,4,REGULAR,2pt,Jump Shot,[],1630573,18.610381077529567,20.098039215686274,1610612738,112,86,2023-05-14T22:03:33Z,5880000,False,150.0,122.0,1,left,MISS S. Hauser 19' pullup Shot,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,19.32,Missed,,,,,,,,,,,,,,,,,,
611,PT00M21.90S,2023-05-14T22:03:31.6Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,112,86,2023-05-14T22:03:31Z,5890000,False,,,0,,P. Reed REBOUND (Off:2 Def:4),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right Center,,,610.0,6.0,4.0,2.0,,,,,,,,,,,,,,
612,PT00M14.00S,2023-05-14T22:03:39.5Z,4,REGULAR,2pt,Jump Shot,[],1630531,79.45137976346912,63.48039215686274,1610612755,112,88,2023-05-14T22:03:44Z,5900000,False,67.0,141.0,1,right,J. Springer 15' pullup Jump Shot (4 PTS),[1630531],1610612755.0,PHI,pullup,,,Springer,J. Springer,,,,,Mid-Range,8-16 Center,15.6,Made,,,,,,,,4.0,,,,,,,,,,
613,PT00M00.00S,2023-05-14T22:04:02.5Z,4,REGULAR,period,end,[],0,,,1610612738,112,88,2023-05-14T22:04:02Z,5910000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M00.00S,2023-05-14T22:04:10.1Z,4,REGULAR,game,end,[],0,,,0,112,88,2023-05-14T22:04:10Z,5920000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
