actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
343,PT04M18.00S,2023-05-02T00:56:06.8Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,80,83,2023-05-02T00:56:30Z,3360000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT04M18.00S,2023-05-02T00:56:06.8Z,3,REGULAR,substitution,in,[],1627777,,,1610612738,80,83,2023-05-02T00:56:30Z,3370000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT04M18.00S,2023-05-02T00:56:41.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,81,83,2023-05-02T00:56:41Z,3380000,False,,,0,,J. Tatum Free Throw 2 of 2 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
346,PT04M04.00S,2023-05-02T00:56:57.2Z,3,REGULAR,3pt,Jump Shot,[],1629001,74.85216819973719,13.23529411764706,1610612755,81,83,2023-05-02T00:58:18Z,3390000,False,-184.0,184.0,1,right,MISS D. Melton 26' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
347,PT04M03.00S,2023-05-02T00:56:58.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,81,83,2023-05-02T00:57:02Z,3400000,False,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,346.0,4.0,4.0,0.0,,,,,,,,,,
348,PT03M52.00S,2023-05-02T00:57:09.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,12.040078843626807,48.77450980392157,1610612738,81,83,2023-05-02T00:57:21Z,3410000,False,6.0,61.0,1,left,MISS J. Tatum 6' driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
349,PT03M51.00S,2023-05-02T00:57:10.0Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,81,83,2023-05-02T00:57:21Z,3420000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,348.0,7.0,5.0,2.0,,,,,,,,,,
350,PT03M51.00S,2023-05-02T00:57:13.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,81,83,2023-05-02T00:57:27Z,3430000,False,0.0,0.0,1,left,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
351,PT03M50.00S,2023-05-02T00:57:14.2Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,81,83,2023-05-02T00:57:27Z,3440000,False,,,0,,P. Reed REBOUND (Off:3 Def:6),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,350.0,9.0,6.0,3.0,,,,,,,,,,
352,PT03M31.00S,2023-05-02T00:57:30.2Z,3,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,68.38235294117648,1610612755,81,83,2023-05-02T00:59:41Z,3450000,False,92.0,251.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,,
353,PT03M30.00S,2023-05-02T00:57:31.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,81,83,2023-05-02T00:57:35Z,3460000,False,,,0,,R. Williams III REBOUND (Off:0 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,352.0,5.0,5.0,0.0,,,,,,,,,,
354,PT03M11.00S,2023-05-02T00:57:50.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,81,83,2023-05-02T00:57:55Z,3470000,False,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,Harden,201935.0,,,,
355,PT03M11.00S,2023-05-02T00:57:50.2Z,3,REGULAR,steal,,[],201935,,,1610612755,81,83,2023-05-02T00:58:43Z,3480000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT03M03.00S,2023-05-02T00:58:05.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,81,83,2023-05-02T00:58:05Z,3490000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT03M03.00S,2023-05-02T01:00:47.2Z,3,REGULAR,substitution,out,[],200782,,,1610612755,81,83,2023-05-02T01:01:10Z,3500000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT03M03.00S,2023-05-02T01:00:47.2Z,3,REGULAR,substitution,in,[],202699,,,1610612755,81,83,2023-05-02T01:01:10Z,3510000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT02M50.00S,2023-05-02T01:01:53.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,86.28449408672799,36.27450980392157,1610612755,81,83,2023-05-02T01:02:01Z,3520000,False,-69.0,76.0,1,right,MISS T. Harris 10' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,10.27,Missed,,,,,,,,,,,,,,,,,,
360,PT02M49.00S,2023-05-02T01:01:54.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,83,2023-05-02T01:02:01Z,3530000,False,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,359.0,8.0,6.0,2.0,,,,,,,,,,
361,PT02M35.00S,2023-05-02T01:02:07.3Z,3,REGULAR,3pt,Jump Shot,[],1630573,12.171484888304862,2.450980392156863,1610612738,81,83,2023-05-02T01:02:13Z,3540000,False,238.0,62.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,24.56,Missed,,,,,,,,,,,,,,,,,,
362,PT02M34.00S,2023-05-02T01:02:08.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,81,83,2023-05-02T01:02:13Z,3550000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,361.0,,,,,,,,,,,,,
364,PT02M34.00S,2023-05-02T01:02:13.5Z,3,REGULAR,substitution,out,[],1630573,,,1610612755,81,83,2023-05-02T01:02:23Z,3570000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT02M34.00S,2023-05-02T01:02:13.5Z,3,REGULAR,substitution,out,[],203935,,,1610612755,81,83,2023-05-02T01:02:23Z,3580000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT02M34.00S,2023-05-02T01:02:13.5Z,3,REGULAR,substitution,in,[],1627759,,,1610612755,81,83,2023-05-02T01:02:23Z,3590000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT02M34.00S,2023-05-02T01:02:13.5Z,3,REGULAR,substitution,in,[],1628401,,,1610612755,81,83,2023-05-02T01:02:23Z,3600000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT02M11.00S,2023-05-02T01:02:53.9Z,3,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,70.58823529411765,1610612755,81,83,2023-05-02T01:05:04Z,3610000,False,103.0,251.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
369,PT02M10.00S,2023-05-02T01:02:54.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,81,83,2023-05-02T01:03:02Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,368.0,,,,,,,,,,,,,
370,PT02M10.00S,2023-05-02T01:03:01.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,81,83,2023-05-02T01:03:06Z,3630000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,,,,,,,
371,PT02M10.00S,2023-05-02T01:03:07.4Z,3,REGULAR,substitution,out,[],201935,,,1610612738,81,83,2023-05-02T01:03:16Z,3640000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT02M10.00S,2023-05-02T01:03:07.4Z,3,REGULAR,substitution,in,[],1630178,,,1610612738,81,83,2023-05-02T01:03:16Z,3650000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT02M01.00S,2023-05-02T01:03:27.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627763,23.866622864651774,51.225490196078425,1610612738,83,83,2023-05-02T01:03:31Z,3660000,False,-6.0,172.0,1,left,M. Brogdon 17' pullup Jump Shot (16 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,17.19,Made,16.0,,,,,,,,,,,,,,,,,
374,PT01M44.00S,2023-05-02T01:03:44.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.1819973718791,65.68627450980392,1610612755,83,83,2023-05-02T01:03:49Z,3670000,False,78.0,96.0,1,right,MISS T. Harris 12' fadeaway Shot,[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,12.41,Missed,,,,,,,,,,,,,,,,,,
375,PT01M43.00S,2023-05-02T01:03:45.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,83,2023-05-02T01:03:49Z,3680000,False,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,374.0,9.0,7.0,2.0,,,,,,,,,,
376,PT01M35.00S,2023-05-02T01:03:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,9.543363994743759,57.35294117647059,1610612738,85,83,2023-05-02T01:04:01Z,3690000,False,-37.0,37.0,1,left,M. Brogdon driving Layup (18 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,18.0,,,,,,,,,,,,,,,,,
377,PT01M21.00S,2023-05-02T01:04:06.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.70499342969777,36.27450980392157,1610612755,85,83,2023-05-02T01:06:48Z,3700000,False,-69.0,260.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
378,PT01M21.00S,2023-05-02T01:04:06.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,85,83,2023-05-02T01:06:48Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,377.0,,,,,,,,,,,,,
381,PT01M07.00S,2023-05-02T01:04:41.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630178,83.78777923784494,39.950980392156865,1610612755,85,85,2023-05-02T01:04:46Z,3730000,False,-50.0,100.0,1,right,T. Maxey 11' driving floating Jump Shot (16 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,11.18,Made,16.0,,,,,,,,,,,,,,,,,
382,PT00M51.60S,2023-05-02T01:04:57.2Z,3,REGULAR,3pt,Jump Shot,[],1627763,25.443495400788436,84.80392156862744,1610612738,85,85,2023-05-02T01:05:03Z,3740000,False,-174.0,187.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
383,PT00M50.60S,2023-05-02T01:04:58.2Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,85,85,2023-05-02T01:05:03Z,3750000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,382.0,1.0,1.0,0.0,,,,,,,,,,
384,PT00M42.70S,2023-05-02T01:05:08.2Z,3,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,85,85,2023-05-02T01:05:15Z,3760000,False,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612755.0,PHI,bad pass,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2004.0,1.0,,,,,,
385,PT00M28.20S,2023-05-02T01:05:31.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,10.463206307490145,48.03921568627451,1610612738,85,85,2023-05-02T01:05:38Z,3770000,False,10.0,46.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1629001]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,Melton,1629001.0,,,,,,,,
386,PT00M28.20S,2023-05-02T01:05:31.9Z,3,REGULAR,block,,[],1629001,,,1610612738,85,85,2023-05-02T01:05:34Z,3780000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
387,PT00M26.50S,2023-05-02T01:05:33.6Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,85,85,2023-05-02T01:05:38Z,3790000,False,,,0,,P. Reed REBOUND (Off:3 Def:7),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,385.0,10.0,7.0,3.0,,,,,,,,,,
388,PT00M23.50S,2023-05-02T01:05:36.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,86.41590013140605,3.9215686274509802,1610612755,85,85,2023-05-02T01:08:31Z,3800000,False,-230.0,75.0,1,right,MISS G. Niang 24' running 3PT,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,24.24,Missed,,,,,,,,,,,,,,,,,,
389,PT00M20.70S,2023-05-02T01:05:39.5Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,85,85,2023-05-02T01:05:49Z,3810000,False,,,0,,P. Reed REBOUND (Off:4 Def:7),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,,,,,,,388.0,11.0,7.0,4.0,,,,,,,,,,
390,PT00M10.00S,2023-05-02T01:05:50.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630178,76.76166228646518,56.395526960784316,1610612755,85,87,2023-05-02T01:05:56Z,3820000,False,32.0,166.0,1,right,T. Maxey 16' pullup Jump Shot (18 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,16.9,Made,18.0,,,,,,,,,,,,,,,,,
391,PT00M00.50S,2023-05-02T01:06:04.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.828515111695138,40.44117647058824,1610612738,87,87,2023-05-02T01:06:09Z,3830000,False,48.0,68.0,1,left,J. Tatum 8' driving floating Jump Shot (34 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,8.32,Made,34.0,,,,,,,,,,,,,,,,,
392,PT00M00.00S,2023-05-02T01:06:13.4Z,3,REGULAR,period,end,[],0,,,1610612755,87,87,2023-05-02T01:06:13Z,3840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2023-05-02T01:09:20.2Z,4,REGULAR,substitution,out,['startperiod'],1630194,,,1610612755,87,87,2023-05-02T01:09:50Z,3850000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2023-05-02T01:09:20.2Z,4,REGULAR,substitution,in,['startperiod'],200782,,,1610612755,87,87,2023-05-02T01:09:50Z,3860000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2023-05-02T01:09:55.1Z,4,REGULAR,period,start,[],0,,,1610612755,87,87,2023-05-02T01:09:55Z,3870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT11M42.00S,2023-05-02T01:10:13.0Z,4,REGULAR,3pt,Jump Shot,[],1630178,71.43561103810775,24.019607843137255,1610612755,87,87,2023-05-02T01:10:20Z,3880000,False,-130.0,216.0,1,right,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
397,PT11M40.00S,2023-05-02T01:10:15.0Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,87,87,2023-05-02T01:10:20Z,3890000,False,,,0,,R. Williams III REBOUND (Off:0 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,396.0,6.0,6.0,0.0,,,,,,,,,,
398,PT11M25.00S,2023-05-02T01:10:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,14.931011826544022,38.970588235294116,1610612738,87,87,2023-05-02T01:10:35Z,3900000,False,55.0,88.0,1,left,MISS M. Brogdon 10' driving Layup - blocked,"[1627763, 1629001]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,10.37,Missed,,,,,,,,,Melton,1629001.0,,,,,,,,
399,PT11M25.00S,2023-05-02T01:10:28.9Z,4,REGULAR,block,,[],1629001,,,1610612738,87,87,2023-05-02T01:10:31Z,3910000,False,,,0,,D. Melton BLOCK (2 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
400,PT11M23.00S,2023-05-02T01:10:30.9Z,4,REGULAR,rebound,defensive,[],200782,,,1610612755,87,87,2023-05-02T01:10:35Z,3920000,False,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,398.0,4.0,2.0,2.0,,,,,,,,,,
401,PT11M18.00S,2023-05-02T01:10:36.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,70.64717477003943,16.666666666666664,1610612755,87,87,2023-05-02T01:11:18Z,3930000,False,-167.0,223.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.87,Missed,,,,,,,,,,,,,,,,,,
402,PT11M16.00S,2023-05-02T01:10:38.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,87,87,2023-05-02T01:10:43Z,3940000,False,,,0,,R. Williams III REBOUND (Off:0 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,401.0,7.0,7.0,0.0,,,,,,,,,,
403,PT11M06.00S,2023-05-02T01:10:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,56.61764705882353,1610612738,89,87,2023-05-02T01:10:52Z,3950000,False,-33.0,27.0,1,left,J. Tatum driving Layup (36 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.29,Made,36.0,,,,,,,,,,,,,,,,,
404,PT10M57.00S,2023-05-02T01:10:57.2Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,89,87,2023-05-02T01:11:14Z,3960000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Maxey 2 FT),"[1629057, 1630178]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2714.0,,,,1.0,0.0,Maxey,1630178.0
406,PT10M57.00S,2023-05-02T01:11:25.7Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,89,88,2023-05-02T01:11:25Z,3980000,False,,,0,,T. Maxey Free Throw 1 of 2 (19 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
407,PT10M57.00S,2023-05-02T01:11:29.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,89,88,2023-05-02T01:11:34Z,3990000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT10M57.00S,2023-05-02T01:11:29.5Z,4,REGULAR,substitution,in,[],1629667,,,1610612755,89,88,2023-05-02T01:11:34Z,4000000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT10M57.00S,2023-05-02T01:11:45.5Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,89,89,2023-05-02T01:11:45Z,4010000,False,,,0,,T. Maxey Free Throw 2 of 2 (20 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
410,PT10M42.00S,2023-05-02T01:12:06.5Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612738,89,89,2023-05-02T01:12:13Z,4020000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (White 2 FT),"[1630178, 1628401]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,3.0,0.0,White,1628401.0
412,PT10M42.00S,2023-05-02T01:12:27.7Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,90,89,2023-05-02T01:12:27Z,4040000,False,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
413,PT10M42.00S,2023-05-02T01:12:48.4Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,91,89,2023-05-02T01:12:48Z,4050000,False,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
414,PT10M20.00S,2023-05-02T01:13:10.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,83.78777923784494,40.19607843137255,1610612755,91,89,2023-05-02T01:13:15Z,4060000,False,-49.0,100.0,1,right,MISS T. Harris 11' fadeaway Shot,[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,11.13,Missed,,,,,,,,,,,,,,,,,,
415,PT10M19.00S,2023-05-02T01:13:11.6Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,91,89,2023-05-02T01:13:15Z,4070000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,414.0,2.0,2.0,0.0,,,,,,,,,,
416,PT10M09.00S,2023-05-02T01:13:21.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,9.806176084099869,43.13725490196079,1610612738,93,89,2023-05-02T01:13:47Z,4080000,False,34.0,40.0,1,left,R. Williams III turnaround Jump Shot (6 PTS) (D. White 3 AST),"[1629057, 1628401]",1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,6.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,
418,PT10M09.00S,2023-05-02T01:13:26.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,93,89,2023-05-02T01:13:26Z,4100000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT10M09.00S,2023-05-02T01:16:23.8Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,93,89,2023-05-02T01:16:52Z,4110000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT10M09.00S,2023-05-02T01:16:23.8Z,4,REGULAR,substitution,in,[],201935,,,1610612755,93,89,2023-05-02T01:16:52Z,4120000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT09M50.00S,2023-05-02T01:17:21.6Z,4,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612755,93,89,2023-05-02T01:17:31Z,4130000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Harden 2 FT),"[1627763, 201935]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,,,,1.0,0.0,Harden,201935.0
