actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT03M54.00S,2023-05-26T00:49:04.9Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,26,11,2023-05-26T00:49:04Z,900000,False,,,0,,J. Tatum Free Throw 1 of 1 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
92,PT03M31.00S,2023-05-26T00:49:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,8.409986859395532,53.45435049019608,1610612748,26,13,2023-05-26T00:50:06Z,910000,False,-17.0,27.0,1,left,C. Martin driving finger roll Layup (2 PTS),[1628997],1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,3.17,Made,2.0,,,,,,,,,,,,,,
93,PT03M19.00S,2023-05-26T00:49:43.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.24901445466492,52.450980392156865,1610612738,28,13,2023-05-26T00:49:47Z,920000,False,12.0,11.0,1,right,J. Tatum driving DUNK (12 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,1.65,Made,12.0,,,,,,,,,,,,,,
94,PT03M18.00S,2023-05-26T00:49:52.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,28,13,2023-05-26T00:49:52Z,930000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M08.00S,2023-05-26T00:53:34.7Z,1,REGULAR,3pt,Jump Shot,[],1628997,7.5722733245729295,3.6764705882352944,1610612748,28,16,2023-05-26T00:53:39Z,940000,False,232.0,19.0,1,left,C. Martin 3PT  (5 PTS) (J. Butler 1 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,23.24,Made,5.0,J. Butler,202710.0,1.0,,,,,,,,,,,
97,PT02M40.00S,2023-05-26T00:54:02.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.32654402102497,12.5,1610612738,28,16,2023-05-26T00:54:12Z,960000,False,-188.0,189.0,1,right,MISS J. Tatum 26' turnaround 3PT,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,26.61,Missed,,,,,,,,,,,,,,,
98,PT02M39.00S,2023-05-26T00:54:03.5Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,28,16,2023-05-26T00:54:12Z,970000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,97.0,1.0,0.0,1.0,,,,,,,
99,PT02M37.00S,2023-05-26T00:54:06.8Z,1,REGULAR,foul,personal,[],1629130,,,1610612738,28,16,2023-05-26T00:54:47Z,980000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1628401]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,White,1628401.0
101,PT02M29.00S,2023-05-26T00:55:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,28,16,2023-05-26T00:55:14Z,1000000,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Williams 2 FT),"[1629130, 1629684]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Williams,1629684.0
103,PT02M29.00S,2023-05-26T00:55:27.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,28,16,2023-05-26T00:55:27Z,1020000,False,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
104,PT02M29.00S,2023-05-26T00:55:27.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,28,16,2023-05-26T00:55:27Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,
105,PT02M29.00S,2023-05-26T00:55:39.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,29,16,2023-05-26T00:55:39Z,1040000,False,,,0,,G. Williams Free Throw 2 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
106,PT02M12.00S,2023-05-26T00:55:57.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,6.438896189224705,53.45435049019608,1610612748,29,18,2023-05-26T00:56:57Z,1050000,False,-17.0,8.0,1,left,C. Zeller DUNK (2 PTS) (J. Butler 2 AST),"[203469, 202710]",1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,1.91,Made,2.0,J. Butler,202710.0,2.0,,,,,,,,,,,
108,PT02M01.00S,2023-05-26T00:56:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,76.5604467805519,87.00980392156863,1610612738,32,18,2023-05-26T00:56:12Z,1070000,False,185.0,168.0,1,right,D. White 24' 3PT  (8 PTS) (R. Williams III 1 AST),"[1628401, 1629057]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,24.98,Made,8.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,
110,PT01M44.00S,2023-05-26T00:56:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,9.674770039421814,40.68627450980392,1610612748,32,18,2023-05-26T00:56:33Z,1090000,False,47.0,38.0,1,left,MISS C. Martin 6' driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,6.04,Missed,,,,,,,,,,,,,,,
111,PT01M43.00S,2023-05-26T00:56:27.1Z,1,REGULAR,rebound,offensive,[],203469,,,1610612748,32,18,2023-05-26T00:56:33Z,1100000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,,
112,PT01M41.00S,2023-05-26T00:56:29.0Z,1,REGULAR,turnover,lost ball,[],203469,,,1610612748,32,18,2023-05-26T00:56:36Z,1110000,False,,,0,,C. Zeller lost ball TURNOVER (1 TO),"[203469, 1628369]",1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,1.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,
113,PT01M41.00S,2023-05-26T00:56:29.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,32,18,2023-05-26T00:56:36Z,1120000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
114,PT01M36.00S,2023-05-26T00:56:34.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627763,75.50919842312747,87.99019607843137,1610612738,32,18,2023-05-26T00:57:58Z,1130000,False,190.0,178.0,1,right,MISS M. Brogdon 26' running 3PT,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,26.01,Missed,,,,,,,,,,,,,,,
115,PT01M32.00S,2023-05-26T00:56:38.2Z,1,REGULAR,rebound,defensive,[],203469,,,1610612748,32,18,2023-05-26T00:56:47Z,1140000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,
116,PT01M24.00S,2023-05-26T00:56:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,11.777266754270697,50.0,1610612748,32,20,2023-05-26T00:58:37Z,1150000,False,0.0,58.0,1,left,C. Zeller floating Jump Shot (4 PTS) (D. Robinson 1 AST),"[203469, 1629130]",1610612748.0,MIA,floating,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,5.82,Made,4.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,
118,PT01M09.00S,2023-05-26T00:57:09.6Z,1,REGULAR,foul,technical,['1freethrow'],1629622,,,1610612738,32,20,2023-05-26T00:57:19Z,1170000,False,,,0,,M. Strus defensive-3-second technical FOUL (1 Tech),[1629622],1610612748.0,MIA,defensive-3-second,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,1662.0,0.0,1.0,,
119,PT01M09.00S,2023-05-26T00:57:27.7Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,32,20,2023-05-26T00:57:27Z,1180000,False,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
120,PT01M09.00S,2023-05-26T00:57:27.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,20,2023-05-26T00:57:27Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,
121,PT00M59.80S,2023-05-26T00:57:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,80.89684625492772,45.34313725490196,1610612738,32,20,2023-05-26T00:58:26Z,1200000,False,-23.0,127.0,1,right,MISS D. White 12' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,12.92,Missed,,,,,,,,,,,,,,,
122,PT00M57.60S,2023-05-26T00:57:48.7Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,20,2023-05-26T00:57:51Z,1210000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,
123,PT00M42.80S,2023-05-26T00:58:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.14717477003942,41.877297794117645,1610612748,32,20,2023-05-26T00:58:11Z,1220000,False,41.0,24.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,4.72,Missed,,,,,,,,,,,,,,,
124,PT00M41.60S,2023-05-26T00:58:05.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,20,2023-05-26T00:58:11Z,1230000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,
125,PT00M35.20S,2023-05-26T00:58:11.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,73.40670170827858,14.950980392156863,1610612738,32,20,2023-05-26T01:00:11Z,1240000,False,-175.0,197.0,1,right,MISS J. Tatum 26' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,26.4,Missed,,,,,,,,,,,,,,,
126,PT00M33.60S,2023-05-26T00:58:13.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,32,20,2023-05-26T00:58:19Z,1250000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT00M22.00S,2023-05-26T00:58:24.7Z,1,REGULAR,3pt,Jump Shot,[],202710,30.17411300919842,22.794117647058822,1610612748,32,20,2023-05-26T01:00:11Z,1260000,False,136.0,231.0,1,left,MISS J. Butler 26' pullup 3PT - blocked,"[202710, 1629057]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,26.81,Missed,,,,,,,,,Williams III,1629057.0,,,,,
128,PT00M22.00S,2023-05-26T00:58:24.7Z,1,REGULAR,block,,[],1629057,,,1610612748,32,20,2023-05-26T00:58:27Z,1270000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
129,PT00M18.90S,2023-05-26T00:58:27.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,20,2023-05-26T00:58:32Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,127.0,,,,,,,,,,
131,PT00M14.80S,2023-05-26T00:58:48.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,32.802233902759525,73.77450980392157,1610612748,32,20,2023-05-26T00:58:54Z,1300000,False,-119.0,256.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,28.21,Missed,,,,,,,,,,,,,,,
132,PT00M13.80S,2023-05-26T00:58:49.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,32,20,2023-05-26T00:58:54Z,1310000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,,
133,PT00M00.10S,2023-05-26T00:59:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,70.64717477003943,75.24509803921569,1610612738,35,20,2023-05-26T00:59:10Z,1320000,False,126.0,223.0,1,right,D. White 25' 3PT step back (11 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,25.66,Made,11.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
135,PT00M00.00S,2023-05-26T00:59:10.2Z,1,REGULAR,period,end,[],0,,,1610612748,35,20,2023-05-26T00:59:10Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,35,20,2023-05-26T01:02:43Z,1350000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612748,35,20,2023-05-26T01:02:43Z,1360000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612748,35,20,2023-05-26T01:02:43Z,1370000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,35,20,2023-05-26T01:02:43Z,1380000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629622,,,1610612748,35,20,2023-05-26T01:02:43Z,1390000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612748,35,20,2023-05-26T01:02:43Z,1400000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612748,35,20,2023-05-26T01:02:43Z,1410000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612748,35,20,2023-05-26T01:02:43Z,1420000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612748,35,20,2023-05-26T01:02:43Z,1430000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612748,35,20,2023-05-26T01:02:43Z,1440000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,35,20,2023-05-26T01:02:43Z,1450000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-05-26T01:01:56.5Z,2,REGULAR,substitution,in,['startperiod'],1629312,,,1610612748,35,20,2023-05-26T01:02:43Z,1460000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-05-26T01:02:52.3Z,2,REGULAR,period,start,[],0,,,1610612738,35,20,2023-05-26T01:02:52Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M39.00S,2023-05-26T01:03:12.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.48685939553219,17.15686274509804,1610612738,38,20,2023-05-26T01:03:17Z,1480000,False,-164.0,206.0,1,right,J. Brown 26' 3PT step back (6 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,26.35,Made,6.0,,,,,,,,,,,,,,
151,PT11M22.00S,2023-05-26T01:03:28.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,15.062417871222076,58.82352941176471,1610612748,38,20,2023-05-26T01:03:33Z,1490000,False,-44.0,89.0,1,left,MISS D. Robinson 9' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,9.94,Missed,,,,,,,,,,,,,,,
152,PT11M20.00S,2023-05-26T01:03:30.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,20,2023-05-26T01:03:33Z,1500000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,151.0,5.0,3.0,2.0,,,,,,,
153,PT11M08.00S,2023-05-26T01:03:43.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,75.1149802890933,10.53921568627451,1610612738,38,20,2023-05-26T01:03:49Z,1510000,False,-197.0,181.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,26.8,Missed,,,,,,,,,,,,,,,
154,PT11M07.00S,2023-05-26T01:03:44.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,38,20,2023-05-26T01:03:49Z,1520000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,153.0,2.0,1.0,1.0,,,,,,,
155,PT10M52.00S,2023-05-26T01:03:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,30.17411300919842,27.450980392156865,1610612748,38,23,2023-05-26T01:04:31Z,1530000,False,113.0,231.0,1,left,D. Robinson 25' 3PT pullup (3 PTS) (H. Highsmith 1 AST),"[1629130, 1629312]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,25.71,Made,3.0,H. Highsmith,1629312.0,1.0,,,,,,,,,,,
157,PT10M33.00S,2023-05-26T01:04:17.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,92.85479632063075,97.05882352941177,1610612738,38,23,2023-05-26T01:04:22Z,1550000,False,235.0,15.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,,,,23.58,Missed,,,,,,,,,,,,,,,
158,PT10M32.00S,2023-05-26T01:04:18.6Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,38,23,2023-05-26T01:04:22Z,1560000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,
159,PT10M10.00S,2023-05-26T01:04:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,8.492115637319317,55.14705882352941,1610612748,38,25,2023-05-26T01:04:44Z,1570000,False,-26.0,27.0,1,left,C. Martin driving Layup (7 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,3.75,Made,7.0,,,,,,,,,,,,,,
160,PT09M49.00S,2023-05-26T01:05:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,53.18627450980392,1610612738,40,25,2023-05-26T01:05:07Z,1580000,False,16.0,12.0,1,right,J. Brown driving Layup (8 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,2.0,Made,8.0,,,,,,,,,,,,,,
162,PT09M37.00S,2023-05-26T01:05:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,19.793035479632064,46.81372549019608,1610612748,40,27,2023-05-26T01:05:59Z,1600000,False,16.0,134.0,1,left,K. Lowry 13' turnaround fadeaway Jump Shot (2 PTS),[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,13.45,Made,2.0,,,,,,,,,,,,,,
163,PT09M17.00S,2023-05-26T01:05:33.8Z,2,REGULAR,3pt,Jump Shot,[],201143,77.61169513797634,89.2156862745098,1610612738,40,27,2023-05-26T01:05:40Z,1610000,False,196.0,158.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,25.18,Missed,,,,,,,,,,,,,,,
164,PT09M15.00S,2023-05-26T01:05:35.8Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,40,27,2023-05-26T01:05:40Z,1620000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,
165,PT09M11.00S,2023-05-26T01:05:41.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,70.38436268068331,16.42156862745098,1610612738,43,27,2023-05-26T01:06:47Z,1630000,False,-168.0,226.0,1,right,J. Brown 28' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,28.15,Made,11.0,,,,,,,,,,,,,,
166,PT08M53.00S,2023-05-26T01:05:58.4Z,2,REGULAR,turnover,lost ball,[],200768,,,1610612748,43,27,2023-05-26T01:06:05Z,1640000,False,,,0,,K. Lowry lost ball TURNOVER (3 TO),"[200768, 203935]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,3.0,Smart,203935.0,,,,,,,,,,,,,,,,,
167,PT08M53.00S,2023-05-26T01:05:58.4Z,2,REGULAR,steal,,[],203935,,,1610612738,43,27,2023-05-26T01:06:00Z,1650000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
168,PT08M48.00S,2023-05-26T01:06:02.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203935,89.83245729303549,40.19607843137255,1610612738,43,27,2023-05-26T01:06:17Z,1660000,False,-49.0,43.0,1,right,MISS M. Smart 6' running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,6.53,Missed,,,,,,,,,,,,,,,
170,PT08M47.00S,2023-05-26T01:06:03.8Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,43,27,2023-05-26T01:06:17Z,1680000,False,,,0,,A. Horford REBOUND (Off:3 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,168.0,6.0,3.0,3.0,,,,,,,
171,PT08M47.00S,2023-05-26T01:06:11.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201143,94.40999984741211,50.0,1610612738,45,27,2023-05-26T01:06:34Z,1690000,False,0.0,0.0,1,right,A. Horford tip DUNK (2 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
172,PT08M37.00S,2023-05-26T01:06:13.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,29.38567674113009,19.362745098039216,1610612748,45,30,2023-05-26T01:06:41Z,1700000,False,153.0,224.0,1,left,D. Robinson 27' 3PT pullup (6 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,27.11,Made,6.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
