actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-05-26T00:33:09.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-05-26T00:33:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-05-26T00:33:11.9Z,1,REGULAR,jumpball,recovered,[],201567,,,1610612748,0,0,2023-05-26T00:33:11Z,40000,False,,,0,,Jump Ball B. Adebayo vs. A. Horford: Tip to K. Love,"[201567, 1628389, 201143]",1610612748.0,MIA,startperiod,K. Love,201567.0,Love,K. Love,Adebayo,1628389.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-05-26T00:33:28.1Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,0,0,2023-05-26T00:33:32Z,70000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-05-26T00:33:28.1Z,1,REGULAR,steal,,[],203935,,,1610612738,0,0,2023-05-26T00:33:30Z,80000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-05-26T00:33:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.24901445466492,45.09803921568628,1610612738,2,0,2023-05-26T00:33:37Z,90000,False,-25.0,11.0,1,right,J. Tatum running Layup (2 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.69,Made,2.0,,,,,,,,,,,,,,
10,PT11M19.00S,2023-05-26T00:33:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.35873850197109,53.86029411764706,1610612748,2,2,2023-05-26T00:33:54Z,100000,False,-19.0,17.0,1,left,B. Adebayo driving Layup (2 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2.55,Made,2.0,,,,,,,,,,,,,,
11,PT10M56.00S,2023-05-26T00:34:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.03745072273325,54.90196078431373,1610612738,4,2,2023-05-26T00:34:16Z,110000,False,25.0,4.0,1,right,M. Smart driving Layup (2 PTS) (A. Horford 1 AST),"[203935, 201143]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,2.47,Made,2.0,A. Horford,201143.0,1.0,,,,,,,,,,,
13,PT10M43.00S,2023-05-26T00:34:25.6Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,4,2,2023-05-26T00:34:28Z,130000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1628401]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,1.0,White,1628401.0,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2023-05-26T00:34:25.6Z,1,REGULAR,steal,,[],1628401,,,1610612738,4,2,2023-05-26T00:34:59Z,140000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
15,PT10M36.00S,2023-05-26T00:34:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,93.77463863337714,54.65686274509803,1610612738,4,2,2023-05-26T00:34:45Z,150000,False,23.0,6.0,1,right,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,2.41,Missed,,,,,,,,,,,,,,,
16,PT10M35.00S,2023-05-26T00:34:33.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,4,2,2023-05-26T00:35:35Z,160000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
19,PT10M19.00S,2023-05-26T00:34:49.3Z,1,REGULAR,2pt,Jump Shot,[],202710,14.4053876478318,30.392156862745097,1610612748,4,4,2023-05-26T00:34:56Z,190000,False,98.0,83.0,1,left,J. Butler 12' floating Jump Shot (2 PTS),[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,12.84,Made,2.0,,,,,,,,,,,,,,
20,PT10M03.00S,2023-05-26T00:35:05.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,71.30420499342969,79.16666666666666,1610612738,4,4,2023-05-26T00:35:11Z,200000,False,146.0,217.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
21,PT10M01.00S,2023-05-26T00:35:07.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,4,4,2023-05-26T00:35:11Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,20.0,,,,,,,,,,
23,PT09M36.00S,2023-05-26T00:35:40.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,17.0335085413929,3.6764705882352944,1610612748,4,4,2023-05-26T00:35:46Z,230000,False,232.0,108.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,25.54,Missed,,,,,,,,,,,,,,,
24,PT09M35.00S,2023-05-26T00:35:41.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,4,4,2023-05-26T00:35:46Z,240000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
25,PT09M16.00S,2023-05-26T00:36:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.91261498028909,44.11764705882353,1610612738,4,4,2023-05-26T00:37:21Z,250000,False,-29.0,52.0,1,right,MISS J. Brown turnaround Shot - blocked,"[1627759, 1628389]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,5.95,Missed,,,,,,,,,Adebayo,1628389.0,,,,,
26,PT09M16.00S,2023-05-26T00:36:00.6Z,1,REGULAR,block,,[],1628389,,,1610612738,4,4,2023-05-26T00:36:03Z,260000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M14.00S,2023-05-26T00:36:02.6Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,4,4,2023-05-26T00:36:08Z,270000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,25.0,1.0,0.0,1.0,,,,,,,
28,PT09M11.00S,2023-05-26T00:36:06.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,79.188567674113,55.392156862745104,1610612738,4,4,2023-05-26T00:36:12Z,280000,False,27.0,143.0,1,right,MISS J. Tatum 14' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,14.56,Missed,,,,,,,,,,,,,,,
29,PT09M10.00S,2023-05-26T00:36:07.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,4,4,2023-05-26T00:36:12Z,290000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Center,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,
30,PT08M55.00S,2023-05-26T00:36:22.8Z,1,REGULAR,2pt,Jump Shot,[],201567,10.33180026281209,75.49019607843137,1610612748,4,4,2023-05-26T00:36:30Z,300000,False,-127.0,45.0,1,left,MISS K. Love 13' turnaround fadeaway Shot,[201567],1610612748.0,MIA,turnaround fadeaway,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,,13.51,Missed,,,,,,,,,,,,,,,
31,PT08M54.00S,2023-05-26T00:36:23.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,4,2023-05-26T00:36:30Z,310000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,
32,PT08M43.00S,2023-05-26T00:36:33.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.93495400788436,56.372549019607845,1610612738,6,4,2023-05-26T00:36:47Z,320000,False,32.0,23.0,1,right,J. Tatum driving DUNK (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,3.95,Made,4.0,,,,,,,,,,,,,,
33,PT08M42.00S,2023-05-26T00:36:45.0Z,1,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612748,6,4,2023-05-26T00:36:58Z,330000,False,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1830.0,0.0,1.0,,
34,PT08M42.00S,2023-05-26T00:37:07.3Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,6,5,2023-05-26T00:37:07Z,340000,False,,,0,,J. Butler technical Free Throw 1 of 1 (3 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
35,PT08M24.00S,2023-05-26T00:37:51.7Z,1,REGULAR,turnover,traveling,[],1628389,,,1610612748,6,5,2023-05-26T00:37:57Z,350000,False,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,,,,,,1662.0,,,,
36,PT08M08.00S,2023-05-26T00:38:16.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,89.70105124835742,3.1862745098039214,1610612738,9,5,2023-05-26T00:38:20Z,360000,False,-234.0,44.0,1,right,J. Brown 3PT  (3 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,23.83,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,
38,PT07M59.00S,2023-05-26T00:38:27.9Z,1,REGULAR,foul,personal,[],1628401,,,1610612748,9,5,2023-05-26T00:38:41Z,380000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1628389]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Adebayo,1628389.0
40,PT07M47.00S,2023-05-26T00:39:10.5Z,1,REGULAR,violation,kicked ball,[],1628369,,,1610612748,9,5,2023-05-26T00:39:18Z,400000,False,,,0,,J. Tatum kicked ball VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,
41,PT07M36.00S,2023-05-26T00:39:35.9Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,9,5,2023-05-26T00:39:40Z,410000,False,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1627759]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,2.0,Brown,1627759.0,,,,,,,,,,,,,,,,,
42,PT07M36.00S,2023-05-26T00:39:35.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,9,5,2023-05-26T00:39:38Z,420000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M22.00S,2023-05-26T00:39:49.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,92.19776609724047,3.431372549019608,1610612738,12,5,2023-05-26T00:39:53Z,430000,False,-233.0,21.0,1,right,M. Smart 3PT  (5 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,23.37,Made,5.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
45,PT07M05.00S,2023-05-26T00:40:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.672798948751643,50.48636642156863,1610612748,12,5,2023-05-26T00:40:13Z,450000,False,-2.0,29.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,2.91,Missed,,,,,,,,,,,,,,,
47,PT07M03.00S,2023-05-26T00:40:09.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,5,2023-05-26T00:40:13Z,470000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,
48,PT06M59.00S,2023-05-26T00:40:14.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,90.75229960578186,3.431372549019608,1610612738,15,5,2023-05-26T00:41:57Z,480000,False,-233.0,34.0,1,right,M. Smart 3PT running (8 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,23.53,Made,8.0,A. Horford,201143.0,3.0,,,,,,,,,,,
50,PT06M56.00S,2023-05-26T00:40:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,15,5,2023-05-26T00:40:20Z,500000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M56.00S,2023-05-26T00:43:02.8Z,1,REGULAR,substitution,out,[],201567,,,1610612748,15,5,2023-05-26T00:43:40Z,510000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M56.00S,2023-05-26T00:43:02.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,15,5,2023-05-26T00:43:40Z,520000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M36.00S,2023-05-26T00:44:20.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,14.4053876478318,50.98039215686274,1610612748,15,5,2023-05-26T00:44:27Z,530000,False,-5.0,83.0,1,left,MISS B. Adebayo 8' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,8.3,Missed,,,,,,,,,,,,,,,
54,PT06M34.00S,2023-05-26T00:44:22.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,15,5,2023-05-26T00:44:27Z,540000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,,
55,PT06M10.00S,2023-05-26T00:44:46.0Z,1,REGULAR,3pt,Jump Shot,[],203935,94.1688567674113,3.9215686274509802,1610612738,15,5,2023-05-26T00:44:56Z,550000,False,-230.0,2.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
56,PT06M08.00S,2023-05-26T00:44:48.0Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,15,5,2023-05-26T00:45:07Z,560000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,,,,55.0,3.0,2.0,1.0,,,,,,,
57,PT06M08.00S,2023-05-26T00:44:52.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201143,94.40999984741211,50.0,1610612738,15,5,2023-05-26T00:45:45Z,570000,False,0.0,0.0,1,right,MISS A. Horford putback Layup,[201143],1610612738.0,BOS,putback,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
58,PT06M06.00S,2023-05-26T00:44:54.6Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,15,5,2023-05-26T00:45:18Z,580000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,57.0,4.0,2.0,2.0,,,,,,,
59,PT06M01.00S,2023-05-26T00:44:55.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,68.67608409986859,18.627450980392158,1610612738,18,5,2023-05-26T00:45:02Z,590000,False,-157.0,242.0,1,right,J. Tatum 28' 3PT  (7 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,28.83,Made,7.0,M. Smart,203935.0,1.0,,,,,,,,,,,
61,PT05M49.00S,2023-05-26T00:45:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,18.084756898817346,37.00980392156863,1610612748,18,5,2023-05-26T00:46:28Z,610000,False,65.0,117.0,1,left,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,13.43,Missed,,,,,,,,,,,,,,,
62,PT05M47.00S,2023-05-26T00:45:09.1Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,18,5,2023-05-26T00:45:38Z,620000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,,,
65,PT05M46.00S,2023-05-26T00:45:12.9Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,18,5,2023-05-26T00:45:52Z,625000,False,,,0,,B. Adebayo step out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,step,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left,3.0,,,,,,,,,,,,,,,1662.0,,,,
66,PT05M24.00S,2023-05-26T00:46:03.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628401,82.47371879106439,59.55882352941176,1610612738,20,5,2023-05-26T00:46:07Z,650000,False,48.0,112.0,1,right,D. White 12' fadeaway Jump Shot (2 PTS),[1628401],1610612738.0,BOS,fadeaway,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,12.2,Made,2.0,,,,,,,,,,,,,,
67,PT05M08.00S,2023-05-26T00:46:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.176084099868594,53.45435049019608,1610612748,20,7,2023-05-26T00:46:23Z,660000,False,-17.0,6.0,1,left,B. Adebayo driving Layup (4 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.82,Made,4.0,,,,,,,,,,,,,,
68,PT04M58.00S,2023-05-26T00:46:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,82.07950065703022,93.38235294117648,1610612738,23,7,2023-05-26T00:46:33Z,670000,False,217.0,116.0,1,right,D. White 24' 3PT  (5 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,24.6,Made,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
70,PT04M37.00S,2023-05-26T00:46:49.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,25.969119579500656,87.00980392156863,1610612748,23,10,2023-05-26T00:46:54Z,690000,False,-185.0,192.0,1,left,M. Strus 26' 3PT pullup (3 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,26.63,Made,3.0,,,,,,,,,,,,,,
71,PT04M24.00S,2023-05-26T00:47:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.39356110381078,46.81372549019608,1610612738,23,10,2023-05-26T00:47:07Z,700000,False,-16.0,104.0,1,right,MISS J. Brown 10' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,10.48,Missed,,,,,,,,,,,,,,,
72,PT04M22.00S,2023-05-26T00:47:04.6Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,23,10,2023-05-26T00:47:07Z,710000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,
73,PT04M07.00S,2023-05-26T00:47:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,23,10,2023-05-26T00:47:29Z,720000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Butler 2 FT),"[1628369, 202710]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,1.0,Butler,202710.0
75,PT04M07.00S,2023-05-26T00:47:47.2Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,23,10,2023-05-26T00:47:47Z,740000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
76,PT04M07.00S,2023-05-26T00:47:47.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,23,10,2023-05-26T00:47:47Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,
77,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612748,23,10,2023-05-26T00:48:00Z,760000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,out,[],203935,,,1610612748,23,10,2023-05-26T00:48:00Z,770000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,out,[],201143,,,1610612748,23,10,2023-05-26T00:48:00Z,780000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,23,10,2023-05-26T00:48:00Z,790000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612748,23,10,2023-05-26T00:48:00Z,800000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,in,[],1627763,,,1610612748,23,10,2023-05-26T00:48:00Z,810000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612748,23,10,2023-05-26T00:48:00Z,820000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M07.00S,2023-05-26T00:47:48.2Z,1,REGULAR,substitution,in,[],203469,,,1610612748,23,10,2023-05-26T00:48:00Z,830000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M07.00S,2023-05-26T00:48:15.4Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,23,11,2023-05-26T00:48:15Z,840000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
86,PT03M54.00S,2023-05-26T00:48:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,91.72141918528253,58.57460171568627,1610612738,25,11,2023-05-26T00:48:59Z,850000,False,43.0,25.0,1,right,J. Tatum driving bank Jump Shot (9 PTS),[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.98,Made,9.0,,,,,,,,,,,,,,
87,PT03M54.00S,2023-05-26T00:48:37.3Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612738,25,11,2023-05-26T00:48:54Z,860000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Tatum 1 FT),"[1628997, 1628369]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0
89,PT03M54.00S,2023-05-26T00:48:46.2Z,1,REGULAR,substitution,out,[],200768,,,1610612738,25,11,2023-05-26T00:48:49Z,880000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M54.00S,2023-05-26T00:48:46.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612738,25,11,2023-05-26T00:48:49Z,890000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
