actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
533,PT08M26.00S,2023-05-22T02:27:55.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,16.63929040735874,59.55882352941176,1610612748,97,70,2023-05-22T02:32:40Z,5070000,False,-48.0,104.0,1,left,G. Vincent 11' fadeaway Jump Shot (20 PTS),[1629216],1610612748.0,MIA,fadeaway,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,11.44,Made,,,,,20.0,,,,,,,,,,,,,
534,PT08M14.00S,2023-05-22T02:28:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.30026281208936,44.6078431372549,1610612738,97,70,2023-05-22T02:37:53Z,5080000,False,-27.0,1.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 203469]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,Zeller,203469.0,,,,,
535,PT08M14.00S,2023-05-22T02:28:12.7Z,4,REGULAR,block,,[],203469,,,1610612738,97,70,2023-05-22T02:28:16Z,5090000,False,,,0,,C. Zeller BLOCK (2 BLK),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
536,PT08M12.00S,2023-05-22T02:28:14.7Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,97,70,2023-05-22T02:37:59Z,5100000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,534.0,1.0,1.0,0.0,,,,,,,,,,,,,,
537,PT08M01.00S,2023-05-22T02:28:20.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,11.169513797634693,54.08241421568628,1610612748,97,70,2023-05-22T02:35:50Z,5110000,False,-20.0,52.0,1,left,MISS D. Robinson driving floating Shot - blocked,"[1629130, 1630573]",1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,Hauser,1630573.0,,,,,
538,PT08M01.00S,2023-05-22T02:28:20.4Z,4,REGULAR,block,,[],1630573,,,1610612748,97,70,2023-05-22T02:28:23Z,5120000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
539,PT07M58.00S,2023-05-22T02:28:23.4Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,97,70,2023-05-22T02:28:27Z,5130000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,537.0,3.0,2.0,1.0,,,,,,,,,,,,,,
540,PT07M55.00S,2023-05-22T02:28:27.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,66.96780551905388,44.85294117647059,1610612738,97,73,2023-05-22T02:38:23Z,5140000,False,-26.0,258.0,1,right,S. Hauser 25' 3PT running (3 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.93,Made,,,,,3.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
542,PT07M43.00S,2023-05-22T02:28:44.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,97,73,2023-05-22T02:28:44Z,5160000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M43.00S,2023-05-22T02:28:59.9Z,4,REGULAR,substitution,out,[],203935,,,1610612748,97,73,2023-05-22T02:31:54Z,5170000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M43.00S,2023-05-22T02:28:59.9Z,4,REGULAR,substitution,in,[],203488,,,1610612748,97,73,2023-05-22T02:31:54Z,5180000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M28.00S,2023-05-22T02:32:35.6Z,4,REGULAR,3pt,Jump Shot,[],1629216,30.831143232588698,75.73529411764706,1610612748,100,73,2023-05-22T02:32:43Z,5190000,False,-129.0,237.0,1,left,G. Vincent 27' 3PT step back (23 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,27.0,Made,,,,,23.0,,,,,,,,,,,,,
546,PT07M12.00S,2023-05-22T02:32:52.6Z,4,REGULAR,3pt,Jump Shot,[],1628436,94.30026281208936,97.30392156862744,1610612738,100,76,2023-05-22T02:32:57Z,5200000,False,237.0,1.0,1,right,L. Kornet 3PT  (5 PTS) (S. Hauser 1 AST),"[1628436, 1630573]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,5.0,S. Hauser,1630573.0,1.0,,,,,,,,,,
548,PT06M53.00S,2023-05-22T02:33:11.5Z,4,REGULAR,2pt,Jump Shot,[],200768,21.369908015768726,70.83333333333334,1610612748,100,76,2023-05-22T02:33:15Z,5220000,False,-104.0,148.0,1,left,MISS K. Lowry 18' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,18.13,Missed,,,,,,,,,,,,,,,,,,
549,PT06M50.00S,2023-05-22T02:33:14.5Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,100,76,2023-05-22T02:33:15Z,5230000,False,,,0,,S. Hauser REBOUND (Off:1 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,548.0,4.0,3.0,1.0,,,,,,,,,,,,,,
550,PT06M41.00S,2023-05-22T02:33:22.4Z,4,REGULAR,3pt,Jump Shot,[],1629684,67.09921156373193,40.44117647058824,1610612738,100,79,2023-05-22T02:33:26Z,5240000,False,-48.0,257.0,1,right,G. Williams 26' 3PT  (9 PTS) (P. Pritchard 3 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,26.12,Made,,,,,9.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,
552,PT06M36.00S,2023-05-22T02:33:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,7.966491458607096,51.71568627450981,1610612748,102,79,2023-05-22T02:40:07Z,5260000,False,-9.0,22.0,1,left,G. Vincent driving finger roll Layup (25 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.4,Made,,,,,25.0,,,,,,,,,,,,,
553,PT06M36.00S,2023-05-22T02:33:36.3Z,4,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612748,102,79,2023-05-22T02:33:42Z,5270000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Vincent 1 FT),"[1630202, 1629216]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Vincent,1629216.0
555,PT06M36.00S,2023-05-22T02:33:56.4Z,4,REGULAR,freethrow,1 of 1,[],1629216,,,1610612748,103,79,2023-05-22T02:33:56Z,5290000,False,,,0,,G. Vincent Free Throw 1 of 1 (26 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
556,PT06M24.00S,2023-05-22T02:34:13.3Z,4,REGULAR,turnover,out-of-bounds,[],203488,,,1610612738,103,79,2023-05-22T02:34:18Z,5300000,False,,,0,,M. Muscala bad pass out-of-bounds TURNOVER (1 TO),[203488],1610612738.0,BOS,bad pass,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1.0,,,,,200832.0,,,,
557,PT06M07.00S,2023-05-22T02:34:34.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203469,7.5722733245729295,48.28431372549019,1610612748,103,79,2023-05-22T02:41:09Z,5310000,False,9.0,19.0,1,left,MISS C. Zeller cutting finger roll Layup,[203469],1610612748.0,MIA,cutting finger roll,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
558,PT06M05.00S,2023-05-22T02:34:36.2Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,103,79,2023-05-22T02:34:38Z,5320000,False,,,0,,S. Hauser REBOUND (Off:1 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,557.0,5.0,4.0,1.0,,,,,,,,,,,,,,
559,PT05M58.00S,2023-05-22T02:34:42.9Z,4,REGULAR,3pt,Jump Shot,[],1630573,65.1281208935611,49.01960784313725,1610612738,103,79,2023-05-22T02:41:21Z,5330000,False,-5.0,275.0,1,right,MISS S. Hauser 27' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
560,PT05M52.00S,2023-05-22T02:34:48.9Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,103,79,2023-05-22T02:34:50Z,5340000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,559.0,2.0,0.0,2.0,,,,,,,,,,,,,,
561,PT05M52.00S,2023-05-22T02:34:48.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612738,103,81,2023-05-22T02:34:48Z,5350000,False,0.0,0.0,1,right,L. Kornet tip Layup (7 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,7.0,,,,,,,,,,,,,
562,PT05M36.00S,2023-05-22T02:35:04.7Z,4,REGULAR,3pt,Jump Shot,[],1628997,33.459264126149804,44.11764705882353,1610612748,106,81,2023-05-22T02:42:28Z,5360000,False,29.0,262.0,1,left,C. Martin 26' 3PT pullup (18 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,26.36,Made,,,,,18.0,K. Lowry,200768.0,2.0,,,,,,,,,,
564,PT05M24.00S,2023-05-22T02:35:16.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,94.82588699080158,53.18627450980392,1610612738,106,83,2023-05-22T02:35:21Z,5380000,False,16.0,-4.0,1,right,P. Pritchard driving Layup (5 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,5.0,,,,,,,,,,,,,
565,PT05M03.00S,2023-05-22T02:35:37.2Z,4,REGULAR,3pt,Jump Shot,[],1629216,34.510512483574246,44.11764705882353,1610612748,109,83,2023-05-22T02:35:41Z,5390000,False,29.0,272.0,1,left,G. Vincent 27' 3PT pullup (29 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,27.35,Made,,,,,29.0,,,,,,,,,,,,,
566,PT04M48.00S,2023-05-22T02:35:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,94.95729303547962,54.90196078431373,1610612738,109,83,2023-05-22T02:35:59Z,5400000,False,25.0,-5.0,1,right,MISS L. Kornet cutting Layup,[1628436],1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
567,PT04M47.00S,2023-05-22T02:35:53.1Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,109,83,2023-05-22T02:35:59Z,5410000,False,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,566.0,5.0,5.0,0.0,,,,,,,,,,,,,,
568,PT04M43.00S,2023-05-22T02:35:57.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,22.28975032851511,91.42156862745098,1610612748,112,83,2023-05-22T02:44:01Z,5420000,False,-207.0,157.0,1,left,D. Robinson 25' 3PT running pullup (13 PTS) (K. Lowry 3 AST),"[1629130, 200768]",1610612748.0,MIA,running pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,13.0,K. Lowry,200768.0,3.0,,,,,,,,,,
570,PT04M43.00S,2023-05-22T02:36:04.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,112,83,2023-05-22T02:36:04Z,5440000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,out,[],1629216,,,1610612738,112,83,2023-05-22T02:39:02Z,5460000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,out,[],1628997,,,1610612738,112,83,2023-05-22T02:39:02Z,5470000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,out,[],203469,,,1610612738,112,83,2023-05-22T02:39:02Z,5480000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,in,[],1629312,,,1610612738,112,83,2023-05-22T02:39:02Z,5490000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,in,[],1631107,,,1610612738,112,83,2023-05-22T02:39:02Z,5500000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M43.00S,2023-05-22T02:38:34.9Z,4,REGULAR,substitution,in,[],1630209,,,1610612738,112,83,2023-05-22T02:39:02Z,5510000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M30.00S,2023-05-22T02:39:47.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,68.15045992115637,64.70588235294117,1610612738,112,86,2023-05-22T02:44:41Z,5520000,False,74.0,247.0,1,right,G. Williams 25' 3PT pullup (12 PTS) (P. Pritchard 4 AST),"[1629684, 1630202]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,25.76,Made,,,,,12.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,
580,PT04M12.00S,2023-05-22T02:40:05.4Z,4,REGULAR,3pt,Jump Shot,[],1629130,32.276609724047304,21.07843137254902,1610612748,115,86,2023-05-22T02:40:09Z,5540000,False,145.0,251.0,1,left,D. Robinson 28' 3PT  (16 PTS) (K. Lowry 4 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,28.96,Made,,,,,16.0,K. Lowry,200768.0,4.0,,,,,,,,,,
582,PT04M06.00S,2023-05-22T02:40:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,94.34954007884363,46.74862132352941,1610612738,115,88,2023-05-22T02:45:22Z,5560000,False,-16.0,1.0,1,right,P. Pritchard driving finger roll Layup (7 PTS),[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,7.0,,,,,,,,,,,,,
583,PT04M06.00S,2023-05-22T02:40:17.5Z,4,REGULAR,foul,personal,['1freethrow'],1630209,,,1610612738,115,88,2023-05-22T02:40:47Z,5570000,False,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Pritchard 1 FT),"[1630209, 1630202]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Pritchard,1630202.0
585,PT04M06.00S,2023-05-22T02:40:36.0Z,4,REGULAR,freethrow,1 of 1,[],1630202,,,1610612738,115,88,2023-05-22T02:40:39Z,5590000,False,,,0,,MISS P. Pritchard Free Throw 1 of 1,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
586,PT04M02.00S,2023-05-22T02:40:40.0Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,115,88,2023-05-22T02:40:39Z,5600000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,585.0,2.0,2.0,0.0,,,,,,,,,,,,,,
587,PT03M50.00S,2023-05-22T02:40:56.3Z,4,REGULAR,violation,kicked ball,[],1629684,,,1610612748,115,88,2023-05-22T02:41:01Z,5610000,False,,,0,,G. Williams kicked ball VIOLATION,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,
588,PT03M47.00S,2023-05-22T02:41:16.0Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630573,,,1610612748,115,88,2023-05-22T02:41:23Z,5620000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Robinson 3 FT),"[1630573, 1629130]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Robinson,1629130.0
590,PT03M47.00S,2023-05-22T02:41:38.8Z,4,REGULAR,freethrow,1 of 3,[],1629130,,,1610612748,116,88,2023-05-22T02:41:38Z,5640000,False,,,0,,D. Robinson Free Throw 1 of 3 (17 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
591,PT03M47.00S,2023-05-22T02:41:52.1Z,4,REGULAR,freethrow,2 of 3,[],1629130,,,1610612748,117,88,2023-05-22T02:41:52Z,5650000,False,,,0,,D. Robinson Free Throw 2 of 3 (18 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
592,PT03M47.00S,2023-05-22T02:42:06.2Z,4,REGULAR,freethrow,3 of 3,[],1629130,,,1610612748,118,88,2023-05-22T02:42:06Z,5660000,False,,,0,,D. Robinson Free Throw 3 of 3 (19 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
593,PT03M38.00S,2023-05-22T02:42:16.2Z,4,REGULAR,3pt,Jump Shot,[],203488,68.28186596583443,27.205882352941174,1610612738,118,88,2023-05-22T02:42:21Z,5670000,False,-114.0,246.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
594,PT03M34.00S,2023-05-22T02:42:19.3Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,118,88,2023-05-22T02:42:19Z,5680000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,593.0,3.0,0.0,3.0,,,,,,,,,,,,,,
595,PT03M27.00S,2023-05-22T02:42:29.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630573,89.17542706964521,36.029411764705884,1610612738,118,88,2023-05-22T02:42:40Z,5690000,False,-70.0,49.0,1,right,MISS S. Hauser 8' turnaround fadeaway Shot,[1630573],1610612738.0,BOS,turnaround fadeaway,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Left,8.55,Missed,,,,,,,,,,,,,,,,,,
596,PT03M26.00S,2023-05-22T02:42:30.0Z,4,REGULAR,rebound,offensive,[],203488,,,1610612738,118,88,2023-05-22T02:42:40Z,5700000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Left,,,595.0,1.0,0.0,1.0,,,,,,,,,,,,,,
597,PT03M25.00S,2023-05-22T02:42:38.1Z,4,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612738,118,88,2023-05-22T02:43:13Z,5710000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Muscala 2 FT),"[1629312, 203488]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Muscala,203488.0
599,PT03M25.00S,2023-05-22T02:43:02.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203488,,,1610612738,118,89,2023-05-22T02:43:02Z,5730000,False,,,0,,M. Muscala Free Throw 1 of 2 (1 PTS),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
600,PT03M25.00S,2023-05-22T02:43:08.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203488,,,1610612738,118,90,2023-05-22T02:43:08Z,5740000,False,,,0,,M. Muscala Free Throw 2 of 2 (2 PTS),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
601,PT03M05.00S,2023-05-22T02:43:28.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,11.251642575558476,50.98039215686274,1610612748,118,90,2023-05-22T02:43:33Z,5750000,False,-5.0,53.0,1,left,MISS O. Yurtseven turnaround Hook,[1630209],1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,5.35,Missed,,,,,,,,,,,,,,,,,,
602,PT03M03.00S,2023-05-22T02:43:30.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,118,90,2023-05-22T02:43:33Z,5760000,False,,,0,,L. Kornet REBOUND (Off:3 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,601.0,4.0,1.0,3.0,,,,,,,,,,,,,,
603,PT03M00.00S,2023-05-22T02:43:40.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612738,118,90,2023-05-22T02:43:48Z,5770000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Hauser 2 FT),"[1629130, 1630573]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Hauser,1630573.0
605,PT03M00.00S,2023-05-22T02:43:59.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630573,,,1610612738,118,91,2023-05-22T02:43:59Z,5790000,False,,,0,,S. Hauser Free Throw 1 of 2 (4 PTS),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
606,PT03M00.00S,2023-05-22T02:44:12.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630573,,,1610612738,118,92,2023-05-22T02:44:12Z,5800000,False,,,0,,S. Hauser Free Throw 2 of 2 (5 PTS),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
607,PT02M41.00S,2023-05-22T02:44:35.2Z,4,REGULAR,3pt,Jump Shot,[],1629130,12.171484888304862,97.79411764705883,1610612748,121,92,2023-05-22T02:49:09Z,5810000,False,-239.0,62.0,1,left,D. Robinson 24' 3PT pullup (22 PTS),[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.69,Made,,,,,22.0,,,,,,,,,,,,,
608,PT02M31.00S,2023-05-22T02:44:44.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.46057818659659,52.94117647058824,1610612738,121,94,2023-05-22T02:44:50Z,5820000,False,15.0,18.0,1,right,P. Pritchard driving Layup (9 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,9.0,,,,,,,,,,,,,
609,PT02M19.00S,2023-05-22T02:44:56.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,16.90210249671485,50.73529411764706,1610612748,123,94,2023-05-22T02:45:01Z,5830000,False,-4.0,106.0,1,left,O. Yurtseven 10' turnaround Hook (2 PTS),[1630209],1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,2.0,,,,,,,,,,,,,
611,PT02M10.00S,2023-05-22T02:45:06.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.64323258869908,46.81372549019608,1610612738,123,94,2023-05-22T02:45:11Z,5850000,False,-16.0,7.0,1,right,MISS P. Pritchard driving reverse Layup,[1630202],1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
612,PT02M06.00S,2023-05-22T02:45:10.1Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,123,94,2023-05-22T02:45:11Z,5860000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,611.0,1.0,1.0,0.0,,,,,,,,,,,,,,
613,PT02M01.00S,2023-05-22T02:45:14.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630209,7.966491458607096,51.71568627450981,1610612748,123,94,2023-05-22T02:55:22Z,5870000,False,-9.0,22.0,1,left,MISS O. Yurtseven running alley-oop Layup,[1630209],1610612748.0,MIA,running alley-oop,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,2.4,Missed,,,,,,,,,,,,,,,,,,
