actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
358,PT08M59.00S,2023-05-22T01:54:55.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,51,2023-05-22T01:54:55Z,3410000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M59.00S,2023-05-22T01:56:36.8Z,3,REGULAR,foul,technical,['1freethrow'],1629622,,,1610612738,74,51,2023-05-22T01:58:06Z,3430000,False,,,0,,M. Strus technical FOUL (1 Tech),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,202041.0,1.0,1.0,,
361,PT08M59.00S,2023-05-22T01:58:31.7Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,74,52,2023-05-22T01:58:31Z,3440000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (10 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
362,PT08M47.00S,2023-05-22T01:59:01.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.04402102496715,50.73529411764706,1610612738,74,54,2023-05-22T01:59:05Z,3450000,False,4.0,50.0,1,right,J. Tatum floating Jump Shot (12 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,12.0,M. Smart,203935.0,7.0,,,,,,,,,,
364,PT08M31.00S,2023-05-22T01:59:17.5Z,3,REGULAR,3pt,Jump Shot,[],1629216,16.376478318002626,95.34313725490196,1610612748,77,54,2023-05-22T01:59:21Z,3470000,False,-227.0,101.0,1,left,G. Vincent 24' 3PT step back (18 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,18.0,,,,,,,,,,,,,
365,PT08M13.00S,2023-05-22T01:59:36.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,75.50919842312747,8.57843137254902,1610612738,77,54,2023-05-22T01:59:39Z,3480000,False,-207.0,178.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.29,Missed,,,,,,,,,,,,,,,,,,
366,PT08M10.00S,2023-05-22T01:59:39.0Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,77,54,2023-05-22T01:59:39Z,3490000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,365.0,1.0,1.0,0.0,,,,,,,,,,,,,,
368,PT08M07.00S,2023-05-22T01:59:51.2Z,3,REGULAR,foul,personal,[],201143,,,1610612748,77,54,2023-05-22T02:00:16Z,3510000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1628389]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Adebayo,1628389.0
370,PT08M07.00S,2023-05-22T01:59:59.2Z,3,REGULAR,substitution,out,[],203935,,,1610612748,77,54,2023-05-22T02:00:05Z,3530000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M07.00S,2023-05-22T01:59:59.2Z,3,REGULAR,substitution,out,[],201143,,,1610612748,77,54,2023-05-22T02:00:05Z,3540000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M07.00S,2023-05-22T01:59:59.2Z,3,REGULAR,substitution,in,[],1627763,,,1610612748,77,54,2023-05-22T02:00:05Z,3550000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M07.00S,2023-05-22T01:59:59.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612748,77,54,2023-05-22T02:00:05Z,3560000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M58.00S,2023-05-22T02:00:23.0Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,77,54,2023-05-22T02:00:34Z,3570000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628369, 1628389]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Adebayo,1628389.0
376,PT07M58.00S,2023-05-22T02:00:52.6Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,78,54,2023-05-22T02:00:52Z,3590000,False,,,0,,B. Adebayo Free Throw 1 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
377,PT07M58.00S,2023-05-22T02:01:13.8Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,79,54,2023-05-22T02:01:13Z,3600000,False,,,0,,B. Adebayo Free Throw 2 of 2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
378,PT07M37.00S,2023-05-22T02:01:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,87.46714848883047,51.470588235294116,1610612738,79,56,2023-05-22T02:01:42Z,3610000,False,7.0,65.0,1,right,G. Williams 6' driving floating Jump Shot (6 PTS) (J. Brown 2 AST),"[1629684, 1627759]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,,,,6.0,J. Brown,1627759.0,2.0,,,,,,,,,,
379,PT07M16.00S,2023-05-22T02:01:57.3Z,3,REGULAR,2pt,Jump Shot,[],202710,6.389618922470433,25.735294117647058,1610612748,79,56,2023-05-22T02:02:00Z,3620000,False,121.0,8.0,1,left,MISS J. Butler 12' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.15,Missed,,,,,,,,,,,,,,,,,,
380,PT07M13.00S,2023-05-22T02:02:00.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,79,56,2023-05-22T02:02:00Z,3630000,False,,,0,,R. Williams III REBOUND (Off:4 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,379.0,5.0,1.0,4.0,,,,,,,,,,,,,,
381,PT07M07.00S,2023-05-22T02:02:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.75229960578186,45.83333333333333,1610612738,79,56,2023-05-22T02:03:43Z,3640000,False,-21.0,34.0,1,right,MISS J. Tatum driving floating Shot - blocked,"[1628369, 1628389]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,Adebayo,1628389.0,,,,,
382,PT07M07.00S,2023-05-22T02:02:06.5Z,3,REGULAR,block,,[],1628389,,,1610612738,79,56,2023-05-22T02:02:08Z,3650000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
383,PT07M04.00S,2023-05-22T02:02:09.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,79,56,2023-05-22T02:02:11Z,3660000,False,,,0,,J. Butler REBOUND (Off:0 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,381.0,6.0,6.0,0.0,,,,,,,,,,,,,,
385,PT06M51.00S,2023-05-22T02:02:22.6Z,3,REGULAR,2pt,Jump Shot,[],1628997,22.026938239159,20.34313725490196,1610612748,81,56,2023-05-22T02:02:30Z,3680000,False,148.0,155.0,1,left,C. Martin 21' Jump Shot (13 PTS) (G. Vincent 3 AST),"[1628997, 1629216]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,21.42,Made,,,,,13.0,G. Vincent,1629216.0,3.0,,,,,,,,,,
387,PT06M44.00S,2023-05-22T02:02:29.6Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,81,56,2023-05-22T02:02:59Z,3700000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1628997]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,Martin,1628997.0,,,,,,,
388,PT06M44.00S,2023-05-22T02:02:29.6Z,3,REGULAR,steal,,[],1628997,,,1610612748,81,56,2023-05-22T02:02:31Z,3710000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
389,PT06M41.00S,2023-05-22T02:02:33.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629622,6.652431011826544,52.450980392156865,1610612748,83,56,2023-05-22T02:06:13Z,3720000,False,-12.0,10.0,1,left,M. Strus running finger roll Layup (10 PTS) (C. Martin 4 AST),"[1629622, 1628997]",1610612748.0,MIA,running finger roll,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,10.0,C. Martin,1628997.0,4.0,,,,,,,,,,
391,PT06M41.00S,2023-05-22T02:02:49.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,83,56,2023-05-22T02:02:49Z,3740000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M30.00S,2023-05-22T02:06:26.1Z,3,REGULAR,3pt,Jump Shot,[],1627763,73.66951379763469,83.82352941176471,1610612738,83,56,2023-05-22T02:06:34Z,3750000,False,169.0,195.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
394,PT06M28.00S,2023-05-22T02:06:28.1Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,83,56,2023-05-22T02:06:34Z,3760000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,393.0,2.0,2.0,0.0,,,,,,,,,,,,,,
395,PT06M04.00S,2023-05-22T02:06:51.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,25.04927726675427,13.970588235294118,1610612748,83,56,2023-05-22T02:07:18Z,3770000,False,180.0,183.0,1,left,MISS M. Strus 25' fadeaway 3PT,[1629622],1610612748.0,MIA,fadeaway,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
396,PT06M01.00S,2023-05-22T02:06:54.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,83,56,2023-05-22T02:06:56Z,3780000,False,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,395.0,6.0,4.0,2.0,,,,,,,,,,,,,,
397,PT05M57.00S,2023-05-22T02:06:59.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,72.35545335085413,16.911764705882355,1610612738,83,56,2023-05-22T02:07:52Z,3790000,False,-165.0,207.0,1,right,MISS J. Brown 26' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
398,PT05M54.00S,2023-05-22T02:07:02.3Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,83,56,2023-05-22T02:07:05Z,3800000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,397.0,3.0,3.0,0.0,,,,,,,,,,,,,,
399,PT05M39.00S,2023-05-22T02:07:17.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.915243101182654,46.07843137254902,1610612748,85,56,2023-05-22T02:07:21Z,3810000,False,20.0,13.0,1,left,C. Martin cutting Layup (15 PTS) (J. Butler 6 AST),"[1628997, 202710]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,15.0,J. Butler,202710.0,6.0,,,,,,,,,,
438,PT05M23.00S,2023-05-22T02:07:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,90.62089356110381,48.529411764705884,1610612738,85,56,2023-05-22T02:12:13Z,3845000,False,-7.0,36.0,1,right,MISS R. Williams III Layup - blocked,"[1629057, 1629216]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,Vincent,1629216.0,,,,,
439,PT05M23.00S,2023-05-22T02:07:36.0Z,3,REGULAR,block,,[],1629216,,,1610612738,85,56,2023-05-22T02:12:13Z,3847500,False,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT05M23.00S,2023-05-22T02:07:36.0Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,85,56,2023-05-22T02:12:13Z,3848750,False,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,438.0,2.0,2.0,0.0,,,,,,,,,,,,,,
403,PT05M20.00S,2023-05-22T02:07:39.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,23.209592641261498,90.68627450980392,1610612748,85,56,2023-05-22T02:12:13Z,3850000,False,-203.0,166.0,1,left,MISS G. Vincent 26' running pullup 3PT,[1629216],1610612748.0,MIA,running pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
404,PT05M17.00S,2023-05-22T02:07:42.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,85,56,2023-05-22T02:11:51Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,403.0,,,,,,,,,,,,,,,,,
405,PT05M17.00S,2023-05-22T02:07:53.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612748,85,56,2023-05-22T02:08:01Z,3870000,False,,,0,,J. Brown loose ball personal FOUL (3 PF) (Adebayo 2 FT),"[1627759, 1628389]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1146.0,3.0,0.0,Adebayo,1628389.0
407,PT05M17.00S,2023-05-22T02:08:16.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,86,56,2023-05-22T02:12:13Z,3890000,False,,,0,,B. Adebayo Free Throw 1 of 2 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
411,PT05M17.00S,2023-05-22T02:08:17.6Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,86,56,2023-05-22T02:08:26Z,3900000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M17.00S,2023-05-22T02:08:17.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612748,86,56,2023-05-22T02:08:26Z,3910000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M17.00S,2023-05-22T02:08:17.6Z,3,REGULAR,substitution,in,[],200768,,,1610612748,86,56,2023-05-22T02:08:26Z,3920000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M17.00S,2023-05-22T02:08:17.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612748,86,56,2023-05-22T02:08:26Z,3930000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M17.00S,2023-05-22T02:08:42.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,87,56,2023-05-22T02:12:13Z,3940000,False,,,0,,B. Adebayo Free Throw 2 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
416,PT05M03.00S,2023-05-22T02:08:59.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,70.51576872536137,16.666666666666664,1610612738,87,56,2023-05-22T02:10:24Z,3950000,False,-167.0,225.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.98,Missed,,,,,,,,,,,,,,,,,,
417,PT05M00.00S,2023-05-22T02:09:02.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,87,56,2023-05-22T02:09:02Z,3960000,False,,,0,,J. Butler REBOUND (Off:0 Def:7),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,416.0,7.0,7.0,0.0,,,,,,,,,,,,,,
418,PT04M44.00S,2023-05-22T02:09:22.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612748,87,56,2023-05-22T02:09:28Z,3970000,False,,,0,,R. Williams III shooting personal FOUL (4 PF) (Butler 2 FT),"[1629057, 202710]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Butler,202710.0
420,PT04M44.00S,2023-05-22T02:09:46.5Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,88,56,2023-05-22T02:09:46Z,3990000,False,,,0,,J. Butler Free Throw 1 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
421,PT04M44.00S,2023-05-22T02:10:05.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,89,56,2023-05-22T02:10:05Z,4000000,False,,,0,,J. Butler Free Throw 2 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
422,PT04M24.00S,2023-05-22T02:10:28.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,83.39356110381078,61.51960784313726,1610612738,89,56,2023-05-22T02:20:32Z,4010000,False,58.0,104.0,1,right,MISS M. Brogdon 11' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,,,
423,PT04M23.00S,2023-05-22T02:10:29.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,56,2023-05-22T02:20:32Z,4020000,False,,,0,,R. Williams III REBOUND (Off:5 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,422.0,6.0,1.0,5.0,,,,,,,,,,,,,,
478,PT04M23.00S,2023-05-22T02:10:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,90.48948751642575,48.529411764705884,1610612738,89,56,2023-05-22T02:20:57Z,4025000,False,-7.0,37.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
479,PT04M23.00S,2023-05-22T02:10:29.6Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,56,2023-05-22T02:20:57Z,4027500,False,,,0,,R. Williams III REBOUND (Off:6 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,478.0,7.0,1.0,6.0,,,,,,,,,,,,,,
424,PT04M20.00S,2023-05-22T02:10:31.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,93.64323258869908,48.28431372549019,1610612738,89,58,2023-05-22T02:20:57Z,4030000,False,-9.0,7.0,1,right,R. Williams III putback Layup (8 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,8.0,,,,,,,,,,,,,
426,PT03M59.00S,2023-05-22T02:10:58.0Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,89,58,2023-05-22T02:11:03Z,4050000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M59.00S,2023-05-22T02:10:58.0Z,3,REGULAR,substitution,in,[],203469,,,1610612748,89,58,2023-05-22T02:11:03Z,4060000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M59.00S,2023-05-22T02:11:07.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612748,89,58,2023-05-22T02:11:12Z,4070000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M59.00S,2023-05-22T02:11:07.1Z,3,REGULAR,substitution,in,[],1628369,,,1610612748,89,58,2023-05-22T02:11:12Z,4080000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M50.00S,2023-05-22T02:11:27.6Z,3,REGULAR,2pt,Jump Shot,[],202710,6.652431011826544,22.058823529411764,1610612748,89,58,2023-05-22T02:11:37Z,4090000,False,140.0,10.0,1,left,MISS J. Butler 14' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,14.01,Missed,,,,,,,,,,,,,,,,,,
431,PT03M47.00S,2023-05-22T02:11:30.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,89,58,2023-05-22T02:11:30Z,4100000,False,,,0,,R. Williams III REBOUND (Off:6 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,430.0,8.0,2.0,6.0,,,,,,,,,,,,,,
432,PT03M41.00S,2023-05-22T02:11:37.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,91.93495400788436,2.696078431372549,1610612738,89,58,2023-05-22T02:11:41Z,4110000,False,-237.0,23.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.76,Missed,,,,,,,,,,,,,,,,,,
433,PT03M39.00S,2023-05-22T02:11:39.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,89,58,2023-05-22T02:11:41Z,4120000,False,,,0,,J. Butler REBOUND (Off:0 Def:8),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,432.0,8.0,8.0,0.0,,,,,,,,,,,,,,
434,PT03M36.00S,2023-05-22T02:11:45.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,89,58,2023-05-22T02:12:50Z,4130000,False,,,0,,D. White shooting personal FOUL (3 PF) (Zeller 2 FT),"[1628401, 203469]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1146.0,3.0,0.0,Zeller,203469.0
436,PT03M36.00S,2023-05-22T02:12:10.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203469,,,1610612748,89,58,2023-05-22T02:12:37Z,4150000,False,,,0,,MISS C. Zeller Free Throw 1 of 2,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT03M36.00S,2023-05-22T02:12:10.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,89,58,2023-05-22T02:12:37Z,4160000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,
441,PT03M36.00S,2023-05-22T02:12:12.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,89,58,2023-05-22T02:12:15Z,4170000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M36.00S,2023-05-22T02:12:12.3Z,3,REGULAR,substitution,in,[],203935,,,1610612748,89,58,2023-05-22T02:12:15Z,4180000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M36.00S,2023-05-22T02:12:10.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203469,,,1610612748,89,58,2023-05-22T02:12:37Z,4190000,False,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
444,PT03M30.00S,2023-05-22T02:12:16.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,89,58,2023-05-22T02:12:37Z,4200000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,443.0,3.0,2.0,1.0,,,,,,,,,,,,,,
445,PT03M27.00S,2023-05-22T02:12:41.9Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,89,58,2023-05-22T02:14:04Z,4210000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2.0,,,,,,,,,
