actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
343,PT11M44.00S,2022-10-08T00:50:35.2Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,62,57,2022-10-08T00:50:35Z,3420000,,,0,,M. Plumlee REBOUND (Off:2 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,341.0,8.0,6.0,2.0,,,,,,,,,,,,,,
344,PT11M38.00S,2022-10-08T00:50:41.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,12.795663600525614,45.34313725490197,1610612766,62,57,2022-10-08T00:50:56Z,3430000,23.0,68.0,1,left,MISS P. Washington 7' Layup - blocked,"[1629023, 1628401]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,White,1628401.0
346,PT11M38.00S,2022-10-08T00:50:41.4Z,3,REGULAR,block,,[],1628401,,,1610612766,62,57,2022-10-08T00:50:56Z,3435000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT11M36.00S,2022-10-08T00:50:43.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,62,57,2022-10-08T00:51:34Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,344.0,,,,,,,,,,,,,,,,,
347,PT11M34.00S,2022-10-08T00:51:02.3Z,3,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612766,62,57,2022-10-08T00:51:20Z,3450000,,,0,,S. Hauser shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1630573, 203486]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,2.0,0.0,Plumlee,203486.0,,,,,
349,PT11M34.00S,2022-10-08T00:51:28.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612766,62,57,2022-10-08T00:51:34Z,3470000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT11M34.00S,2022-10-08T00:51:28.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,62,57,2022-10-08T00:51:28Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT11M34.00S,2022-10-08T00:51:28.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203486,,,1610612766,62,57,2022-10-08T00:51:46Z,3490000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
352,PT11M33.00S,2022-10-08T00:51:29.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,57,2022-10-08T00:51:46Z,3500000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,351.0,5.0,5.0,0.0,,,,,,,,,,,,,,
353,PT11M11.00S,2022-10-08T00:52:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.34756898817345,48.774509803921575,1610612738,62,59,2022-10-08T00:52:10Z,3510000,-6.0,10.0,1,right,G. Williams driving Layup (4 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,4.0,,,,,,,,,,,,,
354,PT11M11.00S,2022-10-08T00:52:08.6Z,3,REGULAR,foul,personal,['1freethrow'],203486,,,1610612738,62,59,2022-10-08T00:52:20Z,3520000,,,0,,M. Plumlee shooting personal FOUL (3 PF) (Williams 1 FT),"[203486, 1629684]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,3.0,0.0,Williams,1629684.0,,,,,
356,PT11M11.00S,2022-10-08T00:52:28.8Z,3,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,62,60,2022-10-08T00:52:28Z,3540000,,,0,,G. Williams Free Throw 1 of 1 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
357,PT11M01.00S,2022-10-08T00:52:47.7Z,3,REGULAR,2pt,Jump Shot,[],1626162,12.270039421813408,69.11764705882354,1610612766,62,60,2022-10-08T00:52:51Z,3550000,-96.0,63.0,1,left,MISS K. Oubre Jr. 11' pullup Shot - blocked,"[1626162, 1630573]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,11.44,Missed,,,,,,,,,,,,,,,,,Hauser,1630573.0
358,PT11M01.00S,2022-10-08T00:52:47.7Z,3,REGULAR,block,,[],1630573,,,1610612766,62,60,2022-10-08T00:52:50Z,3560000,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
359,PT10M58.00S,2022-10-08T00:52:50.7Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,62,60,2022-10-08T00:52:51Z,3570000,,,0,,B. Griffin REBOUND (Off:1 Def:4),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,,,357.0,5.0,4.0,1.0,,,,,,,,,,,,,,
360,PT10M50.00S,2022-10-08T00:52:58.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.55913272010513,51.22549019607843,1610612738,62,62,2022-10-08T00:53:05Z,3580000,6.0,17.0,1,right,G. Williams driving Layup (7 PTS) (D. White 6 AST),"[1629684, 1628401]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,7.0,D. White,1628401.0,6.0,,,,,,,,,,
362,PT10M38.00S,2022-10-08T00:53:10.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.510512483574246,49.26470588235294,1610612766,64,62,2022-10-08T00:53:14Z,3600000,4.0,37.0,1,left,L. Ball driving Layup (19 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,19.0,,,,,,,,,,,,,
363,PT10M27.00S,2022-10-08T00:53:21.9Z,3,REGULAR,3pt,Jump Shot,[],201933,69.4316688567674,33.82352941176471,1610612738,64,62,2022-10-08T00:53:25Z,3610000,-81.0,235.0,1,right,MISS B. Griffin 24' 3PT,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
364,PT10M25.00S,2022-10-08T00:53:23.8Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,64,62,2022-10-08T00:53:23Z,3620000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,363.0,2.0,1.0,1.0,,,,,,,,,,,,,,
365,PT10M16.00S,2022-10-08T00:53:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,8.459264126149804,52.94117647058824,1610612766,64,62,2022-10-08T00:53:36Z,3630000,-15.0,27.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
366,PT10M14.00S,2022-10-08T00:53:34.2Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,64,62,2022-10-08T00:53:34Z,3640000,,,0,,B. Griffin REBOUND (Off:1 Def:5),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,365.0,6.0,5.0,1.0,,,,,,,,,,,,,,
367,PT10M07.00S,2022-10-08T00:53:41.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,85.3318002628121,42.15686274509803,1610612738,64,62,2022-10-08T00:53:46Z,3650000,-39.0,85.0,1,right,MISS G. Williams 9' floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
368,PT10M04.00S,2022-10-08T00:53:44.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,64,62,2022-10-08T00:53:44Z,3660000,,,0,,M. Plumlee REBOUND (Off:2 Def:7),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,367.0,9.0,7.0,2.0,,,,,,,,,,,,,,
370,PT09M47.00S,2022-10-08T00:54:18.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,31.45532194480947,80.63725490196079,1610612766,64,62,2022-10-08T00:54:25Z,3680000,-153.0,243.0,1,left,MISS L. Ball 28' bank 3PT,[1630163],1610612766.0,CHA,bank,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.74,Missed,,,,,,,,,,,,,,,,,,
371,PT09M45.00S,2022-10-08T00:54:20.5Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,64,62,2022-10-08T00:54:20Z,3690000,,,0,,B. Griffin REBOUND (Off:1 Def:6),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,,,370.0,7.0,6.0,1.0,,,,,,,,,,,,,,
372,PT09M36.00S,2022-10-08T00:54:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.55913272010513,49.50980392156863,1610612738,64,64,2022-10-08T00:54:33Z,3700000,-2.0,17.0,1,right,J. Brown driving Layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,16.0,,,,,,,,,,,,,
373,PT09M29.00S,2022-10-08T00:54:36.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,12.00722733245729,48.774509803921575,1610612766,66,64,2022-10-08T00:54:48Z,3710000,6.0,60.0,1,left,K. Oubre Jr. 6' pullup Jump Shot (18 PTS) (L. Ball 8 AST),"[1626162, 1630163]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,18.0,L. Ball,1630163.0,8.0,,,,,,,,,,
375,PT09M09.00S,2022-10-08T00:54:56.7Z,3,REGULAR,2pt,Jump Shot,[],1627759,76.92181340341656,51.22549019607843,1610612738,66,64,2022-10-08T00:55:05Z,3730000,6.0,164.0,1,right,MISS J. Brown 16' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.45,Missed,,,,,,,,,,,,,,,,,,
376,PT09M07.00S,2022-10-08T00:54:58.9Z,3,REGULAR,rebound,offensive,[],1630573,,,1610612738,66,64,2022-10-08T00:54:58Z,3740000,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,375.0,3.0,2.0,1.0,,,,,,,,,,,,,,
377,PT09M03.00S,2022-10-08T00:55:02.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,96.76412614980289,96.81372549019608,1610612738,66,67,2022-10-08T00:55:08Z,3750000,234.0,-22.0,1,right,S. Hauser 3PT  (6 PTS) (B. Griffin 1 AST),"[1630573, 201933]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.51,Made,,,,,6.0,B. Griffin,201933.0,1.0,,,,,,,,,,
379,PT08M51.00S,2022-10-08T00:55:16.3Z,3,REGULAR,foul,offensive,[],1630163,,,1610612766,66,67,2022-10-08T00:55:24Z,3770000,,,0,,L. Ball offensive FOUL (3 PF),"[1630163, 201933]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2534.0,3.0,0.0,Griffin,201933.0,,,,,
381,PT08M51.00S,2022-10-08T00:55:16.3Z,3,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,66,67,2022-10-08T00:55:16Z,3790000,,,0,,L. Ball offensive foul TURNOVER (3 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2534.0,,,,,3.0,,,,
382,PT08M40.00S,2022-10-08T00:55:45.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,74.4250985545335,16.666666666666657,1610612738,66,67,2022-10-08T00:55:49Z,3800000,-167.0,188.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
383,PT08M37.00S,2022-10-08T00:55:48.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,66,67,2022-10-08T01:01:04Z,3810000,,,0,,M. Plumlee REBOUND (Off:2 Def:8),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,382.0,10.0,8.0,2.0,,,,,,,,,,,,,,
384,PT08M33.00S,2022-10-08T00:55:52.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203486,14.898160315374511,45.833333333333336,1610612766,66,67,2022-10-08T01:01:50Z,3820000,21.0,88.0,1,left,MISS M. Plumlee 8' running Layup - blocked,"[203486, 1628401]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,8.99,Missed,,,,,,,,,,,,,,,,,White,1628401.0
385,PT08M33.00S,2022-10-08T00:55:52.6Z,3,REGULAR,block,,[],1628401,,,1610612766,66,67,2022-10-08T00:55:55Z,3830000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
386,PT08M30.00S,2022-10-08T00:55:55.6Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,66,67,2022-10-08T00:55:59Z,3840000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,384.0,3.0,3.0,0.0,,,,,,,,,,,,,,
387,PT08M25.00S,2022-10-08T00:56:01.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,69.56307490144546,76.47058823529412,1610612738,66,67,2022-10-08T01:03:59Z,3850000,132.0,234.0,1,right,MISS G. Williams 26' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.85,Missed,,,,,,,,,,,,,,,,,,
388,PT08M21.00S,2022-10-08T00:56:04.9Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,66,67,2022-10-08T00:56:04Z,3860000,,,0,,T. Rozier REBOUND (Off:2 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,387.0,4.0,2.0,2.0,,,,,,,,,,,,,,
389,PT08M17.00S,2022-10-08T00:56:08.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,15.818002628120894,96.32352941176471,1610612766,66,67,2022-10-08T01:04:31Z,3870000,-232.0,96.0,1,left,MISS K. Oubre Jr. 25' running 3PT,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
390,PT08M14.00S,2022-10-08T00:56:11.6Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,66,67,2022-10-08T00:56:11Z,3880000,,,0,,B. Griffin REBOUND (Off:1 Def:7),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,,,389.0,8.0,7.0,1.0,,,,,,,,,,,,,,
391,PT08M04.00S,2022-10-08T00:56:21.8Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,66,67,2022-10-08T00:56:27Z,3890000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1629023]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Washington,1629023.0,,
392,PT08M04.00S,2022-10-08T00:56:21.8Z,3,REGULAR,steal,,[],1629023,,,1610612766,66,67,2022-10-08T00:56:24Z,3900000,,,0,,P. Washington STEAL (3 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT08M00.00S,2022-10-08T00:56:26.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,6.4881734559789805,49.26470588235294,1610612766,68,67,2022-10-08T01:05:13Z,3910000,4.0,8.0,1,left,T. Rozier running Layup (10 PTS) (P. Washington 2 AST),"[1626179, 1629023]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,10.0,P. Washington,1629023.0,2.0,,,,,,,,,,
395,PT07M32.00S,2022-10-08T00:56:54.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,95.84428383705651,95.34313725490196,1610612738,68,70,2022-10-08T00:56:59Z,3930000,227.0,-13.0,1,right,D. White 3PT  (18 PTS) (B. Griffin 2 AST),"[1628401, 201933]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,22.71,Made,,,,,18.0,B. Griffin,201933.0,2.0,,,,,,,,,,
397,PT07M17.00S,2022-10-08T00:57:15.9Z,3,REGULAR,foul,technical,['1freethrow'],201933,,,1610612766,68,70,2022-10-08T00:57:56Z,3950000,,,0,,B. Griffin defensive-3-second technical FOUL (1 Tech),[201933],1610612738.0,BOS,defensive-3-second,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,203592.0,0.0,1.0,,,,,,,
398,PT07M17.00S,2022-10-08T00:57:36.5Z,3,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,69,70,2022-10-08T00:57:36Z,3960000,,,0,,L. Ball technical Free Throw 1 of 1 (20 PTS),[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
399,PT07M10.00S,2022-10-08T00:58:03.9Z,3,REGULAR,3pt,Jump Shot,[],1629023,5.042706964520377,96.56862745098039,1610612766,69,70,2022-10-08T00:58:07Z,3970000,-233.0,-5.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
400,PT07M08.00S,2022-10-08T00:58:06.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,69,70,2022-10-08T00:58:06Z,3980000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,399.0,5.0,5.0,0.0,,,,,,,,,,,,,,
401,PT07M02.00S,2022-10-08T00:58:12.8Z,3,REGULAR,foul,personal,[],1629023,,,1610612738,69,70,2022-10-08T00:58:29Z,3990000,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1629684]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2534.0,1.0,0.0,Williams,1629684.0,,,,,
403,PT06M58.00S,2022-10-08T00:58:42.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,78.36727989487517,91.42156862745098,1610612738,69,73,2022-10-08T00:58:45Z,4010000,207.0,151.0,1,right,J. Brown 25' 3PT  (19 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.62,Made,,,,,19.0,G. Williams,1629684.0,1.0,,,,,,,,,,
405,PT06M46.00S,2022-10-08T00:58:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.619579500657039,50.73529411764706,1610612766,69,73,2022-10-08T00:59:03Z,4030000,-4.0,10.0,1,left,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
406,PT06M44.00S,2022-10-08T00:58:55.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,69,73,2022-10-08T00:58:55Z,4040000,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,405.0,4.0,4.0,0.0,,,,,,,,,,,,,,
407,PT06M39.00S,2022-10-08T00:59:01.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,68.51182654402103,61.76470588235294,1610612738,69,73,2022-10-08T01:08:27Z,4050000,59.0,243.0,1,right,MISS D. White 25' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
408,PT06M36.00S,2022-10-08T00:59:03.9Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,69,73,2022-10-08T00:59:03Z,4060000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,407.0,3.0,2.0,1.0,,,,,,,,,,,,,,
409,PT06M29.00S,2022-10-08T00:59:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.093955321944804,46.07843137254902,1610612766,71,73,2022-10-08T00:59:16Z,4070000,20.0,5.0,1,left,P. Washington driving Layup (12 PTS) (L. Ball 9 AST),"[1629023, 1630163]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,12.0,L. Ball,1630163.0,9.0,,,,,,,,,,
411,PT06M29.00S,2022-10-08T00:59:14.8Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612766,71,73,2022-10-08T01:01:58Z,4090000,,,0,,G. Williams shooting personal FOUL (3 PF) (Washington 1 FT),"[1629684, 1629023]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,3.0,0.0,Washington,1629023.0,,,,,
413,PT06M29.00S,2022-10-08T00:59:44.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,71,73,2022-10-08T00:59:44Z,4110000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M29.00S,2022-10-08T01:01:18.9Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,71,73,2022-10-08T01:01:48Z,4120000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M29.00S,2022-10-08T01:01:18.9Z,3,REGULAR,substitution,in,[],1630547,,,1610612766,71,73,2022-10-08T01:01:48Z,4130000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M29.00S,2022-10-08T01:02:15.7Z,3,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,71,73,2022-10-08T01:02:15Z,4140000,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
417,PT06M28.00S,2022-10-08T01:02:16.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,71,73,2022-10-08T01:02:19Z,4150000,,,0,,G. Williams REBOUND (Off:0 Def:6),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,416.0,6.0,6.0,0.0,,,,,,,,,,,,,,
418,PT06M14.00S,2022-10-08T01:02:39.1Z,3,REGULAR,foul,offensive,[],201933,,,1610612738,71,73,2022-10-08T01:03:00Z,4160000,,,0,,B. Griffin offensive FOUL (1 PF),"[201933, 1629023]",1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628485.0,1.0,1.0,Washington,1629023.0,,,,,
420,PT06M14.00S,2022-10-08T01:02:39.1Z,3,REGULAR,turnover,offensive foul,[],201933,,,1610612738,71,73,2022-10-08T01:02:39Z,4180000,,,0,,B. Griffin offensive foul TURNOVER (2 TO),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628485.0,,,,,2.0,,,,
421,PT06M10.00S,2022-10-08T01:03:00.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203486,7.802233902759525,50.73529411764706,1610612766,73,73,2022-10-08T01:03:06Z,4190000,-4.0,21.0,1,left,M. Plumlee Hook (8 PTS) (P. Washington 3 AST),"[203486, 1629023]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,8.0,P. Washington,1629023.0,3.0,,,,,,,,,,
423,PT06M10.00S,2022-10-08T01:03:03.3Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612766,73,73,2022-10-08T01:03:26Z,4210000,,,0,,D. White shooting personal FOUL (2 PF) (Plumlee 1 FT),"[1628401, 203486]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,2.0,0.0,Plumlee,203486.0,,,,,
425,PT06M10.00S,2022-10-08T01:03:19.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612766,73,73,2022-10-08T01:03:54Z,4230000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M10.00S,2022-10-08T01:03:19.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612766,73,73,2022-10-08T01:03:54Z,4240000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M10.00S,2022-10-08T01:03:19.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612766,73,73,2022-10-08T01:03:54Z,4250000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
