actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
521,PT07M47.00S,2023-04-26T01:25:36.3Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,104,93,2023-04-26T01:25:41Z,5090000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,520.0,4.0,3.0,1.0,,,,,,,,,,,,,
522,PT07M42.00S,2023-04-26T01:25:42.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,66.04796320630749,22.54901960784314,1610612737,104,96,2023-04-26T01:30:31Z,5100000,False,-137.0,267.0,1,right,B. Bogdanovic 29' 3PT running (18 PTS) (T. Young 12 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,29.99,Made,18.0,,,,,,,T. Young,1629027.0,12.0,,,,,,,,
524,PT07M22.00S,2023-04-26T01:26:04.3Z,4,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612738,104,96,2023-04-26T01:26:11Z,5120000,False,,,0,,D. Hunter shooting personal FOUL (3 PF) (Brown 2 FT),"[1629631, 1627759]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,,3.0,0.0,Brown,1627759.0,,
526,PT07M22.00S,2023-04-26T01:26:30.6Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,104,96,2023-04-26T01:27:16Z,5140000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
527,PT07M22.00S,2023-04-26T01:26:30.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,104,96,2023-04-26T01:27:16Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,
528,PT07M22.00S,2023-04-26T01:26:31.5Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,104,96,2023-04-26T01:26:39Z,5160000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M22.00S,2023-04-26T01:26:31.5Z,4,REGULAR,substitution,out,[],201143,,,1610612738,104,96,2023-04-26T01:26:39Z,5170000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M22.00S,2023-04-26T01:26:31.5Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,104,96,2023-04-26T01:26:39Z,5180000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M22.00S,2023-04-26T01:26:31.5Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,104,96,2023-04-26T01:26:39Z,5190000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M22.00S,2023-04-26T01:26:46.4Z,4,REGULAR,substitution,out,[],1630180,,,1610612738,104,96,2023-04-26T01:26:49Z,5200000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M22.00S,2023-04-26T01:26:46.4Z,4,REGULAR,substitution,in,[],1628381,,,1610612738,104,96,2023-04-26T01:26:49Z,5210000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M22.00S,2023-04-26T01:26:30.6Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,104,96,2023-04-26T01:27:16Z,5220000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
535,PT07M19.00S,2023-04-26T01:26:33.6Z,4,REGULAR,rebound,offensive,[],201933,,,1610612738,104,96,2023-04-26T01:27:16Z,5230000,False,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,534.0,2.0,1.0,1.0,,,,,,,,,,,,,
537,PT07M11.00S,2023-04-26T01:27:54.3Z,4,REGULAR,violation,kicked ball,[],1629631,,,1610612738,104,96,2023-04-26T01:28:03Z,5250000,False,,,0,,D. Hunter kicked ball VIOLATION,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
538,PT07M06.00S,2023-04-26T01:28:10.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,18.084756898817346,74.75490196078431,1610612738,106,96,2023-04-26T01:28:16Z,5260000,False,-124.0,117.0,1,left,J. Tatum 17' fadeaway Jump Shot (19 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,17.07,Made,19.0,,,,,,,R. Williams III,1629057.0,2.0,,,,,,,,
540,PT06M53.00S,2023-04-26T01:28:22.4Z,4,REGULAR,2pt,Jump Shot,[],1628381,76.82325886990802,46.32352941176471,1610612737,106,96,2023-04-26T01:28:27Z,5280000,False,-18.0,165.0,1,right,MISS J. Collins 16' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Center,16.64,Missed,,,,,,,,,,,,,,,,,,
541,PT06M51.00S,2023-04-26T01:28:24.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,106,96,2023-04-26T01:28:35Z,5290000,False,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Center,,,,540.0,4.0,4.0,0.0,,,,,,,,,,,,,
542,PT06M40.00S,2023-04-26T01:28:36.3Z,4,REGULAR,3pt,Jump Shot,[],1628401,33.98488830486202,36.76470588235294,1610612738,106,96,2023-04-26T01:32:49Z,5300000,False,66.0,267.0,1,left,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,27.51,Missed,,,,,,,,,,,,,,,,,,
543,PT06M38.00S,2023-04-26T01:28:38.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,106,96,2023-04-26T01:28:42Z,5310000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,542.0,,,,,,,,,,,,,,,,
544,PT06M38.00S,2023-04-26T01:28:42.1Z,4,REGULAR,foul,personal,[],201933,,,1610612737,106,96,2023-04-26T01:29:00Z,5320000,False,,,0,,B. Griffin loose ball personal FOUL (2 PF),"[201933, 1629631]",1610612738.0,BOS,loose ball,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Hunter,1629631.0,,
546,PT06M30.00S,2023-04-26T01:29:12.1Z,4,REGULAR,3pt,Jump Shot,[],1629027,66.70499342969777,35.049019607843135,1610612737,106,96,2023-04-26T01:33:19Z,5340000,False,-75.0,260.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.1,Missed,,,,,,,,,,,,,,,,,,
547,PT06M27.00S,2023-04-26T01:29:15.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,106,96,2023-04-26T01:29:17Z,5350000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,546.0,8.0,7.0,1.0,,,,,,,,,,,,,
548,PT06M10.00S,2023-04-26T01:29:32.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,18.610381077529567,6.61764705882353,1610612738,109,96,2023-04-26T01:29:38Z,5360000,False,217.0,122.0,1,left,J. Brown 24' 3PT  (35 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.91,Made,35.0,,,,,,,J. Tatum,1628369.0,6.0,,,,,,,,
550,PT05M52.00S,2023-04-26T01:29:49.5Z,4,REGULAR,3pt,Jump Shot,[],1628381,86.15308804204993,95.83333333333334,1610612737,109,99,2023-04-26T01:29:54Z,5380000,False,229.0,78.0,1,right,J. Collins 24' 3PT  (18 PTS) (B. Bogdanovic 4 AST),"[1628381, 203992]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,24.2,Made,18.0,,,,,,,B. Bogdanovic,203992.0,4.0,,,,,,,,
552,PT05M24.00S,2023-04-26T01:30:18.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,13.091327201051248,45.09803921568628,1610612738,111,99,2023-04-26T01:30:23Z,5400000,False,25.0,71.0,1,left,D. White 7' driving finger roll Layup (16 PTS) (J. Tatum 7 AST),"[1628401, 1628369]",1610612738.0,BOS,driving finger roll,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,16.0,,,,,,,J. Tatum,1628369.0,7.0,,,,,,,,
554,PT05M14.00S,2023-04-26T01:30:27.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.59198423127464,49.26470588235294,1610612737,111,101,2023-04-26T01:30:32Z,5420000,False,-4.0,17.0,1,right,O. Okongwu cutting Layup (9 PTS) (T. Young 13 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.75,Made,9.0,,,,,,,T. Young,1629027.0,13.0,,,,,,,,
556,PT04M47.00S,2023-04-26T01:30:54.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,34.641918528252305,51.225490196078425,1610612738,111,101,2023-04-26T01:34:55Z,5440000,False,-6.0,273.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
557,PT04M44.00S,2023-04-26T01:30:57.5Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,111,101,2023-04-26T01:31:00Z,5450000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,556.0,4.0,4.0,0.0,,,,,,,,,,,,,
558,PT04M32.00S,2023-04-26T01:31:09.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.32917214191852,47.30392156862745,1610612737,111,103,2023-04-26T01:31:15Z,5460000,False,-13.0,20.0,1,right,J. Collins cutting Layup (20 PTS) (B. Bogdanovic 5 AST),"[1628381, 203992]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.38,Made,20.0,,,,,,,B. Bogdanovic,203992.0,5.0,,,,,,,,
560,PT04M31.00S,2023-04-26T01:31:15.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,111,103,2023-04-26T01:31:15Z,5480000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M31.00S,2023-04-26T01:33:49.3Z,4,REGULAR,substitution,out,[],201933,,,1610612738,111,103,2023-04-26T01:34:40Z,5490000,False,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M31.00S,2023-04-26T01:33:49.3Z,4,REGULAR,substitution,in,[],201143,,,1610612738,111,103,2023-04-26T01:34:40Z,5500000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M10.00S,2023-04-26T01:35:12.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,24.392247043363994,56.86274509803921,1610612738,111,103,2023-04-26T01:35:21Z,5510000,False,-34.0,177.0,1,left,MISS J. Brown 18' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,18.01,Missed,,,,,,,,,,,,,,,,,,
564,PT04M08.00S,2023-04-26T01:35:14.8Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,111,103,2023-04-26T01:35:21Z,5520000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,563.0,5.0,4.0,1.0,,,,,,,,,,,,,
565,PT04M08.00S,2023-04-26T01:35:20.9Z,4,REGULAR,foul,personal,[],1629057,,,1610612737,111,103,2023-04-26T01:35:27Z,5530000,False,,,0,,R. Williams III personal FOUL (4 PF),"[1629057, 203992]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201639.0,,4.0,0.0,Bogdanovic,203992.0,,
567,PT03M49.00S,2023-04-26T01:35:53.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,92.32917214191852,63.970588235294116,1610612737,111,105,2023-04-26T01:36:37Z,5550000,False,70.0,20.0,1,right,J. Collins 7' turnaround bank Jump Shot (22 PTS),[1628381],1610612737.0,ATL,turnaround bank,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.26,Made,22.0,,,,,,,,,,,,,,,,,
568,PT03M26.00S,2023-04-26T01:36:18.6Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,111,105,2023-04-26T01:37:00Z,5560000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,,,,,,
569,PT03M26.00S,2023-04-26T01:36:27.3Z,4,REGULAR,foul,personal,[],1628369,,,1610612737,111,105,2023-04-26T01:36:32Z,5570000,False,,,0,,J. Tatum loose ball personal FOUL (2 PF),"[1628369, 1629631]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2004.0,,2.0,0.0,Hunter,1629631.0,,
571,PT03M26.00S,2023-04-26T01:36:37.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612737,111,105,2023-04-26T01:36:43Z,5590000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M26.00S,2023-04-26T01:36:37.8Z,4,REGULAR,substitution,in,[],203935,,,1610612737,111,105,2023-04-26T01:36:43Z,5600000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M18.00S,2023-04-26T01:37:27.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,67.23061760840999,65.19607843137256,1610612737,111,108,2023-04-26T01:39:07Z,5610000,False,76.0,256.0,1,right,T. Young 26' 3PT step back (27 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.66,Made,27.0,,,,,,,,,,,,,,,,,
574,PT03M01.00S,2023-04-26T01:37:44.5Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,111,108,2023-04-26T01:37:48Z,5620000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Young,1629027.0
575,PT03M01.00S,2023-04-26T01:37:44.5Z,4,REGULAR,steal,,[],1629027,,,1610612737,111,108,2023-04-26T01:37:46Z,5630000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
576,PT02M42.00S,2023-04-26T01:38:02.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,71.56701708278581,78.43137254901961,1610612737,111,111,2023-04-26T01:39:41Z,5640000,False,142.0,215.0,1,right,T. Young 25' 3PT pullup (30 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.76,Made,30.0,,,,,,,,,,,,,,,,,
577,PT02M20.00S,2023-04-26T01:38:25.5Z,4,REGULAR,3pt,Jump Shot,[],201143,7.835085413929041,2.941176470588235,1610612738,111,111,2023-04-26T01:38:31Z,5650000,False,235.0,21.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
578,PT02M18.00S,2023-04-26T01:38:27.5Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,111,111,2023-04-26T01:38:31Z,5660000,False,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,,,,577.0,5.0,4.0,1.0,,,,,,,,,,,,,
579,PT02M18.00S,2023-04-26T01:38:29.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.966491458607096,50.0,1610612738,113,111,2023-04-26T01:38:35Z,5670000,False,0.0,22.0,1,left,R. Williams III putback Layup (8 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.24,Made,8.0,,,,,,,,,,,,,,,,,
580,PT02M18.00S,2023-04-26T01:38:36.5Z,4,REGULAR,foul,personal,['1freethrow'],203992,,,1610612738,113,111,2023-04-26T01:38:45Z,5680000,False,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Williams III 1 FT),"[203992, 1629057]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Williams III,1629057.0,,
582,PT02M18.00S,2023-04-26T01:38:59.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612738,113,111,2023-04-26T01:38:59Z,5700000,False,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
583,PT02M17.00S,2023-04-26T01:39:00.1Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,113,111,2023-04-26T01:39:00Z,5710000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:5),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,582.0,6.0,5.0,1.0,,,,,,,,,,,,,
584,PT02M03.00S,2023-04-26T01:39:13.1Z,4,REGULAR,3pt,Jump Shot,[],1629027,66.96780551905388,24.754901960784316,1610612737,113,111,2023-04-26T01:42:02Z,5720000,False,-126.0,258.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,28.72,Missed,,,,,,,,,,,,,,,,,,
585,PT02M00.00S,2023-04-26T01:39:16.1Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,113,111,2023-04-26T01:48:06Z,5730000,False,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,584.0,6.0,5.0,1.0,,,,,,,,,,,,,
586,PT01M52.00S,2023-04-26T01:39:27.1Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,113,111,2023-04-26T01:39:52Z,5740000,False,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1629631]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201639.0,,3.0,0.0,Hunter,1629631.0,,
588,PT01M52.00S,2023-04-26T01:39:27.1Z,4,REGULAR,turnover,offensive foul,[],203935,,,1610612738,113,111,2023-04-26T01:39:52Z,5760000,False,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201639.0,2.0,,,,,,
589,PT01M39.00S,2023-04-26T01:39:53.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612737,113,111,2023-04-26T01:40:10Z,5770000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Young 2 FT),"[201143, 1629027]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201639.0,,2.0,0.0,Young,1629027.0,,
591,PT01M39.00S,2023-04-26T01:40:14.8Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628369,,,1610612737,113,111,2023-04-26T01:40:19Z,5790000,False,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,201639.0,,2.0,1.0,,,,
592,PT01M39.00S,2023-04-26T01:40:24.3Z,4,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,113,112,2023-04-26T01:40:24Z,5800000,False,,,0,,T. Young technical Free Throw 1 of 1 (31 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
593,PT01M39.00S,2023-04-26T01:40:50.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,113,113,2023-04-26T01:40:50Z,5810000,False,,,0,,T. Young Free Throw 1 of 2 (32 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
594,PT01M39.00S,2023-04-26T01:40:51.4Z,4,REGULAR,substitution,out,[],203935,,,1610612737,113,113,2023-04-26T01:41:03Z,5820000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M39.00S,2023-04-26T01:40:51.4Z,4,REGULAR,substitution,in,[],1628401,,,1610612737,113,113,2023-04-26T01:41:03Z,5830000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M39.00S,2023-04-26T01:41:11.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,113,114,2023-04-26T01:41:11Z,5840000,False,,,0,,T. Young Free Throw 2 of 2 (33 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
597,PT01M23.00S,2023-04-26T01:41:31.3Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,113,114,2023-04-26T01:41:36Z,5850000,False,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1630168]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,4.0,,,,,Okongwu,1630168.0
598,PT01M23.00S,2023-04-26T01:41:31.3Z,4,REGULAR,steal,,[],1630168,,,1610612737,113,114,2023-04-26T01:41:33Z,5860000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
599,PT01M07.00S,2023-04-26T01:41:47.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,65.39093298291722,60.78431372549019,1610612737,113,114,2023-04-26T01:46:00Z,5870000,False,54.0,273.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
600,PT01M04.00S,2023-04-26T01:41:50.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,113,114,2023-04-26T01:44:29Z,5880000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,599.0,7.0,6.0,1.0,,,,,,,,,,,,,
601,PT00M50.80S,2023-04-26T01:42:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,7.336153088042053,40.17310049019608,1610612738,113,114,2023-04-26T01:49:21Z,5890000,False,49.0,16.0,1,left,MISS J. Brown driving floating Shot - blocked,"[1627759, 1630168]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,Okongwu,1630168.0,,,,,,,,,,,
650,PT00M50.80S,2023-04-26T01:42:03.2Z,4,REGULAR,block,,[],1630168,,,1610612738,113,114,2023-04-26T01:57:17Z,5895000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
602,PT00M47.40S,2023-04-26T01:42:06.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,113,114,2023-04-26T01:42:08Z,5900000,False,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Right,,,,601.0,7.0,5.0,2.0,,,,,,,,,,,,,
603,PT00M47.40S,2023-04-26T01:42:07.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,113,114,2023-04-26T01:42:12Z,5910000,False,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
604,PT00M46.70S,2023-04-26T01:42:08.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,113,114,2023-04-26T01:42:12Z,5920000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,603.0,2.0,1.0,1.0,,,,,,,,,,,,,
