actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
680,PT02M02.00S,2022-10-15T02:03:03.8Z,4,REGULAR,rebound,offensive,[],203943,,,1610612738,124,119,2022-10-15T02:03:06Z,6760000,,,0,,N. Vonleh REBOUND (Off:1 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,679.0,2.0,1.0,1.0,,,,,,,,,,,,,,
681,PT02M02.00S,2022-10-15T02:03:04.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203943,5.590000152587891,50.0,1610612738,124,121,2022-10-15T02:03:04Z,6770000,0.0,0.0,1,left,N. Vonleh tip Layup (2 PTS),[203943],1610612738.0,BOS,tip,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
682,PT01M42.00S,2022-10-15T02:03:24.2Z,4,REGULAR,3pt,Jump Shot,[],1630625,71.43561103810775,17.401960784313726,1610612761,124,121,2022-10-15T02:03:28Z,6780000,-163.0,216.0,1,right,MISS D. Banton 27' pullup 3PT,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
683,PT01M39.00S,2022-10-15T02:03:27.2Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,124,121,2022-10-15T02:03:28Z,6790000,,,0,,N. Vonleh REBOUND (Off:1 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,682.0,3.0,2.0,1.0,,,,,,,,,,,,,,
684,PT01M30.00S,2022-10-15T02:03:40.2Z,4,REGULAR,foul,offensive,['inpenalty'],1629684,,,1610612738,124,121,2022-10-15T02:03:53Z,6800000,,,0,,G. Williams off-the-ball offensive FOUL (5 PF),"[1629684, 1630173]",1610612738.0,BOS,off-the-ball,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1151.0,5.0,1.0,Achiuwa,1630173.0,,,,,
686,PT01M30.00S,2022-10-15T02:03:40.2Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,124,121,2022-10-15T02:03:40Z,6820000,,,0,,G. Williams offensive foul TURNOVER (4 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1151.0,,,,,,,4.0,,
688,PT01M19.00S,2022-10-15T02:04:22.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630288,79.05716162943496,25.0,1610612761,124,121,2022-10-15T02:04:29Z,6840000,-125.0,144.0,1,right,MISS J. Dowtin 19' step back Shot,[1630288],1610612761.0,TOR,step back,,,Dowtin,J. Dowtin,,,,,Mid-Range,16-24 Left Center,19.1,Missed,,,,,,,,,,,,,,,,,,
689,PT01M16.00S,2022-10-15T02:04:25.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,124,121,2022-10-15T02:04:29Z,6850000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,688.0,3.0,3.0,0.0,,,,,,,,,,,,,,
690,PT01M16.00S,2022-10-15T02:04:29.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628367,,,1610612738,124,121,2022-10-15T02:04:37Z,6860000,,,0,,J. Jackson personal FOUL (3 PF) (Williams 2 FT),"[1628367, 1629684]",1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1151.0,3.0,0.0,Williams,1629684.0,,,,,
692,PT01M16.00S,2022-10-15T02:04:58.8Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,124,122,2022-10-15T02:04:58Z,6880000,,,0,,G. Williams Free Throw 1 of 2 (11 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
693,PT01M16.00S,2022-10-15T02:04:58.8Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,124,122,2022-10-15T02:05:17Z,6890000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
694,PT01M13.00S,2022-10-15T02:05:01.8Z,4,REGULAR,rebound,offensive,[],1628382,,,1610612738,124,122,2022-10-15T02:05:17Z,6900000,,,0,,J. Jackson REBOUND (Off:1 Def:0),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,693.0,1.0,0.0,1.0,,,,,,,,,,,,,,
695,PT01M12.00S,2022-10-15T02:05:18.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,26.231931668856767,11.519607843137255,1610612738,124,125,2022-10-15T02:05:22Z,6910000,192.0,194.0,1,left,S. Hauser 27' 3PT  (3 PTS) (J. Jackson 1 AST),"[1630573, 1628382]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,27.33,Made,,,,,3.0,J. Jackson,1628382.0,1.0,,,,,,,,,,
697,PT00M54.40S,2022-10-15T02:05:38.4Z,4,REGULAR,2pt,Jump Shot,[],1630625,74.98357424441524,69.11764705882352,1610612761,126,125,2022-10-15T02:05:43Z,6930000,96.0,183.0,1,right,D. Banton 20' pullup Jump Shot (13 PTS),[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Mid-Range,16-24 Right Center,20.62,Made,,,,,13.0,,,,,,,,,,,,,
698,PT00M36.80S,2022-10-15T02:05:58.8Z,4,REGULAR,2pt,Jump Shot,[],1628382,8.492115637319317,71.56862745098039,1610612738,126,127,2022-10-15T02:06:03Z,6940000,-108.0,27.0,1,left,J. Jackson 11' pullup Jump Shot (2 PTS) (P. Pritchard 1 AST),"[1628382, 1630202]",1610612738.0,BOS,pullup,,,Jackson,J. Jackson,,,,,Mid-Range,8-16 Left,11.12,Made,,,,,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,
700,PT00M21.50S,2022-10-15T02:06:18.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612761,126,127,2022-10-15T02:06:25Z,6960000,,,0,,S. Hauser personal FOUL (2 PF) (Jackson 2 FT),"[1630573, 1628367]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627524.0,2.0,0.0,Jackson,1628367.0,,,,,
702,PT00M21.50S,2022-10-15T02:06:47.2Z,4,REGULAR,freethrow,1 of 2,[],1628367,,,1610612761,126,127,2022-10-15T02:06:47Z,6980000,,,0,,MISS J. Jackson Free Throw 1 of 2,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
703,PT00M21.50S,2022-10-15T02:06:47.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,126,127,2022-10-15T02:06:47Z,6990000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,702.0,,,,,,,,,,,,,,,,,
704,PT00M21.50S,2022-10-15T02:07:06.0Z,4,REGULAR,freethrow,2 of 2,[],1628367,,,1610612761,127,127,2022-10-15T02:07:06Z,7000000,,,0,,J. Jackson Free Throw 2 of 2 (2 PTS),[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
705,PT00M01.80S,2022-10-15T02:07:27.6Z,4,REGULAR,2pt,Jump Shot,[],1630202,14.799605781865965,75.49019607843137,1610612738,127,127,2022-10-15T02:07:40Z,7010000,-127.0,87.0,1,left,MISS P. Pritchard 15' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,15.41,Missed,,,,,,,,,,,,,,,,,,
706,PT00M01.80S,2022-10-15T02:07:27.6Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,127,127,2022-10-15T02:07:40Z,7020000,,,0,,S. Hauser REBOUND (Off:2 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,705.0,4.0,2.0,2.0,,,,,,,,,,,,,,
707,PT00M00.20S,2022-10-15T02:07:33.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630573,27.677398160315374,45.588235294117645,1610612738,127,127,2022-10-15T02:07:55Z,7030000,22.0,208.0,1,left,MISS S. Hauser 20' fadeaway Shot,[1630573],1610612738.0,BOS,fadeaway,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,20.89,Missed,,,,,,,,,,,,,,,,,,
708,PT00M00.10S,2022-10-15T02:07:33.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,127,127,2022-10-15T02:07:55Z,7040000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Center,,,707.0,,,,,,,,,,,,,,,,,
709,PT00M00.00S,2022-10-15T02:08:22.5Z,4,REGULAR,period,end,[],0,,,1610612738,127,127,2022-10-15T02:08:22Z,7050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT05M00.00S,2022-10-15T02:10:16.5Z,5,OVERTIME,period,start,[],0,,,0,127,127,2022-10-15T02:10:16Z,7060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT04M56.00S,2022-10-15T02:10:19.6Z,5,OVERTIME,jumpball,recovered,[],1630625,,,1610612761,127,127,2022-10-15T02:10:19Z,7080000,,,0,,Jump Ball P. Achiuwa vs. N. Vonleh: Tip to D. Banton,"[1630625, 1630173, 203943]",1610612761.0,TOR,startperiod,D. Banton,1630625.0,Banton,D. Banton,Achiuwa,1630173.0,Vonleh,203943.0,,,,,,,,,,,,,,,,,,,,,,
715,PT04M42.00S,2022-10-15T02:10:34.5Z,5,OVERTIME,foul,personal,['2freethrow'],1630573,,,1610612761,127,127,2022-10-15T02:10:44Z,7110000,,,0,,S. Hauser shooting personal FOUL (3 PF) (Champagnie 2 FT),"[1630573, 1630551]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,3.0,0.0,Champagnie,1630551.0,,,,,
717,PT04M42.00S,2022-10-15T02:10:56.3Z,5,OVERTIME,freethrow,1 of 2,[],1630551,,,1610612761,128,127,2022-10-15T02:10:56Z,7130000,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
718,PT04M42.00S,2022-10-15T02:11:09.6Z,5,OVERTIME,freethrow,2 of 2,[],1630551,,,1610612761,129,127,2022-10-15T02:11:09Z,7140000,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
719,PT04M24.00S,2022-10-15T02:11:28.8Z,5,OVERTIME,3pt,Jump Shot,[],1630202,32.933639947437584,62.99019607843137,1610612738,129,127,2022-10-15T02:11:34Z,7150000,-65.0,257.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
720,PT04M19.00S,2022-10-15T02:11:33.8Z,5,OVERTIME,rebound,defensive,[],1630625,,,1610612761,129,127,2022-10-15T02:11:34Z,7160000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,719.0,2.0,1.0,1.0,,,,,,,,,,,,,,
721,PT04M14.00S,2022-10-15T02:11:38.9Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630625,87.20433639947439,49.50980392156863,1610612761,129,127,2022-10-15T02:11:46Z,7170000,-2.0,68.0,1,right,MISS D. Banton 6' running Shot,[1630625],1610612761.0,TOR,running,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,,
722,PT04M12.00S,2022-10-15T02:11:40.9Z,5,OVERTIME,rebound,defensive,[],1630573,,,1610612738,129,127,2022-10-15T02:11:46Z,7180000,,,0,,S. Hauser REBOUND (Off:2 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,721.0,5.0,3.0,2.0,,,,,,,,,,,,,,
723,PT04M01.00S,2022-10-15T02:11:52.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629684,7.440867279894875,49.26470588235294,1610612738,129,127,2022-10-15T02:11:57Z,7190000,4.0,17.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
724,PT03M58.00S,2022-10-15T02:11:55.1Z,5,OVERTIME,rebound,defensive,[],1628367,,,1610612761,129,127,2022-10-15T02:11:57Z,7200000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,,,723.0,1.0,1.0,0.0,,,,,,,,,,,,,,
725,PT03M46.00S,2022-10-15T02:12:06.7Z,5,OVERTIME,2pt,Jump Shot,[],1630288,73.14388961892247,36.27450980392157,1610612761,129,127,2022-10-15T02:12:10Z,7210000,-69.0,200.0,1,right,MISS J. Dowtin 21' pullup Shot,[1630288],1610612761.0,TOR,pullup,,,Dowtin,J. Dowtin,,,,,Mid-Range,16-24 Left Center,21.13,Missed,,,,,,,,,,,,,,,,,,
726,PT03M44.00S,2022-10-15T02:12:08.7Z,5,OVERTIME,rebound,offensive,[],1630551,,,1610612761,129,127,2022-10-15T02:12:17Z,7220000,,,0,,J. Champagnie REBOUND (Off:3 Def:2),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,725.0,5.0,2.0,3.0,,,,,,,,,,,,,,
727,PT03M37.00S,2022-10-15T02:12:16.2Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,90.3580814717477,46.568627450980394,1610612761,131,127,2022-10-15T02:12:22Z,7230000,-17.0,38.0,1,right,J. Champagnie driving finger roll Layup (7 PTS) (P. Achiuwa 4 AST),"[1630551, 1630173]",1610612761.0,TOR,driving finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,7.0,P. Achiuwa,1630173.0,4.0,,,,,,,,,,
729,PT03M23.00S,2022-10-15T02:12:33.2Z,5,OVERTIME,foul,offensive,[],1630202,,,1610612738,131,127,2022-10-15T02:12:42Z,7250000,,,0,,P. Pritchard charge offensive FOUL (2 PF),"[1630202, 1628367]",1610612738.0,BOS,charge,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,2.0,0.0,Jackson,1628367.0,,,,,
731,PT03M23.00S,2022-10-15T02:12:33.2Z,5,OVERTIME,turnover,offensive foul,[],1630202,,,1610612738,131,127,2022-10-15T02:12:33Z,7270000,,,0,,P. Pritchard offensive foul TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,,,,,1.0,,
732,PT03M12.00S,2022-10-15T02:13:12.0Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630173,85.23324572930355,43.13725490196079,1610612761,133,127,2022-10-15T02:13:18Z,7280000,-34.0,86.0,1,right,P. Achiuwa 9' driving floating bank Jump Shot (14 PTS) (D. Banton 3 AST),"[1630173, 1630625]",1610612761.0,TOR,driving floating bank,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,9.29,Made,,,,,14.0,D. Banton,1630625.0,3.0,,,,,,,,,,
734,PT03M12.00S,2022-10-15T02:13:15.5Z,5,OVERTIME,foul,personal,['1freethrow'],1628382,,,1610612761,133,127,2022-10-15T02:13:24Z,7300000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[1628382, 1630173]",1610612738.0,BOS,shooting,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,1.0,0.0,Achiuwa,1630173.0,,,,,
736,PT03M12.00S,2022-10-15T02:13:34.4Z,5,OVERTIME,freethrow,1 of 1,['fromturnover'],1630173,,,1610612761,134,127,2022-10-15T02:13:34Z,7320000,,,0,,P. Achiuwa Free Throw 1 of 1 (15 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
737,PT03M00.00S,2022-10-15T02:13:49.0Z,5,OVERTIME,3pt,Jump Shot,[],1628382,23.47240473061761,89.95098039215686,1610612738,134,130,2022-10-15T02:13:53Z,7330000,-200.0,168.0,1,left,J. Jackson 26' 3PT  (5 PTS),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,26.11,Made,,,,,5.0,,,,,,,,,,,,,
738,PT02M41.00S,2022-10-15T02:14:07.7Z,5,OVERTIME,3pt,Jump Shot,[],1630173,68.9388961892247,25.735294117647058,1610612761,134,130,2022-10-15T02:14:15Z,7340000,-121.0,239.0,1,right,MISS P. Achiuwa 26' pullup 3PT,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
739,PT02M37.00S,2022-10-15T02:14:11.7Z,5,OVERTIME,rebound,defensive,[],1628382,,,1610612738,134,130,2022-10-15T02:14:15Z,7350000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,,,738.0,2.0,1.0,1.0,,,,,,,,,,,,,,
740,PT02M33.00S,2022-10-15T02:14:15.6Z,5,OVERTIME,3pt,Jump Shot,[],1629684,5.732588699080158,2.450980392156863,1610612738,134,130,2022-10-15T02:14:26Z,7360000,238.0,1.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
741,PT02M30.00S,2022-10-15T02:14:18.6Z,5,OVERTIME,rebound,offensive,[],203943,,,1610612738,134,130,2022-10-15T02:14:26Z,7370000,,,0,,N. Vonleh REBOUND (Off:2 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Right Corner 3,24+ Right,,,740.0,4.0,2.0,2.0,,,,,,,,,,,,,,
742,PT02M30.00S,2022-10-15T02:14:22.6Z,5,OVERTIME,foul,personal,['2freethrow'],1630288,,,1610612738,134,130,2022-10-15T02:14:28Z,7380000,,,0,,J. Dowtin shooting personal FOUL (1 PF) (Vonleh 2 FT),"[1630288, 203943]",1610612761.0,TOR,shooting,,,Dowtin,J. Dowtin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Vonleh,203943.0,,,,,
744,PT02M30.00S,2022-10-15T02:14:42.5Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],203943,,,1610612738,134,131,2022-10-15T02:14:42Z,7400000,,,0,,N. Vonleh Free Throw 1 of 2 (3 PTS),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
745,PT02M30.00S,2022-10-15T02:14:56.2Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],203943,,,1610612738,134,132,2022-10-15T02:14:56Z,7410000,,,0,,N. Vonleh Free Throw 2 of 2 (4 PTS),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
746,PT02M16.00S,2022-10-15T02:15:13.7Z,5,OVERTIME,2pt,DUNK,['pointsinthepaint'],1630173,92.9862023653088,49.26470588235294,1610612761,136,132,2022-10-15T02:15:18Z,7420000,-4.0,13.0,1,right,P. Achiuwa alley-oop DUNK (17 PTS) (D. Banton 4 AST),"[1630173, 1630625]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,17.0,D. Banton,1630625.0,4.0,,,,,,,,,,
750,PT01M53.00S,2022-10-15T02:16:05.7Z,5,OVERTIME,3pt,Jump Shot,[],1628382,17.69053876478318,5.392156862745098,1610612738,136,132,2022-10-15T02:16:13Z,7460000,223.0,114.0,1,left,MISS J. Jackson 25' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
751,PT01M49.00S,2022-10-15T02:16:09.7Z,5,OVERTIME,rebound,offensive,[],1629684,,,1610612738,136,132,2022-10-15T02:16:13Z,7470000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,750.0,4.0,3.0,1.0,,,,,,,,,,,,,,
752,PT01M47.00S,2022-10-15T02:16:11.0Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,7.966491458607096,52.20588235294118,1610612738,136,132,2022-10-15T02:16:16Z,7480000,-11.0,22.0,1,left,MISS G. Williams Layup - blocked,"[1629684, 1630551]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,Champagnie,1630551.0,,,
753,PT01M47.00S,2022-10-15T02:16:11.0Z,5,OVERTIME,block,,[],1630551,,,1610612738,136,132,2022-10-15T02:16:13Z,7490000,,,0,,J. Champagnie BLOCK (2 BLK),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
754,PT01M47.00S,2022-10-15T02:16:11.0Z,5,OVERTIME,rebound,defensive,[],1630173,,,1610612761,136,132,2022-10-15T02:16:16Z,7500000,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,752.0,7.0,6.0,1.0,,,,,,,,,,,,,,
755,PT01M31.00S,2022-10-15T02:16:28.1Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630625,89.96386333771353,40.931372549019606,1610612761,136,132,2022-10-15T02:16:34Z,7510000,-45.0,42.0,1,right,MISS D. Banton 6' Jump Shot,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
756,PT01M28.00S,2022-10-15T02:16:31.1Z,5,OVERTIME,rebound,defensive,[],1630202,,,1610612738,136,132,2022-10-15T02:16:49Z,7520000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,755.0,1.0,1.0,0.0,,,,,,,,,,,,,,
757,PT01M26.00S,2022-10-15T02:16:33.1Z,5,OVERTIME,3pt,Jump Shot,['fastbreak'],1630573,22.026938239159,6.372549019607843,1610612738,136,132,2022-10-15T02:16:40Z,7530000,218.0,155.0,1,left,MISS S. Hauser 26' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
758,PT01M21.00S,2022-10-15T02:16:38.1Z,5,OVERTIME,rebound,defensive,[],1630551,,,1610612761,136,132,2022-10-15T02:16:40Z,7540000,,,0,,J. Champagnie REBOUND (Off:3 Def:3),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,757.0,6.0,3.0,3.0,,,,,,,,,,,,,,
759,PT01M07.00S,2022-10-15T02:16:51.4Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630288,94.03745072273325,48.03921568627451,1610612761,136,132,2022-10-15T02:16:58Z,7550000,-10.0,4.0,1,right,MISS J. Dowtin driving Layup,[1630288],1610612761.0,TOR,driving,,,Dowtin,J. Dowtin,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
760,PT01M04.00S,2022-10-15T02:16:54.4Z,5,OVERTIME,rebound,offensive,[],1630625,,,1610612761,136,132,2022-10-15T02:16:58Z,7560000,,,0,,D. Banton REBOUND (Off:2 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,759.0,3.0,1.0,2.0,,,,,,,,,,,,,,
761,PT01M04.00S,2022-10-15T02:16:54.6Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,94.40999984741211,50.0,1610612761,136,132,2022-10-15T02:16:54Z,7570000,0.0,0.0,1,right,MISS D. Banton putback Layup,[1630625],1610612761.0,TOR,putback,,,Banton,D. Banton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
762,PT01M03.00S,2022-10-15T02:16:55.6Z,5,OVERTIME,rebound,offensive,[],1630625,,,1610612761,136,132,2022-10-15T02:16:55Z,7580000,,,0,,D. Banton REBOUND (Off:3 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Left,,,761.0,4.0,1.0,3.0,,,,,,,,,,,,,,
763,PT01M00.00S,2022-10-15T02:16:58.7Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1630625,69.85873850197109,23.284313725490197,1610612761,136,132,2022-10-15T02:17:05Z,7590000,-134.0,231.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
764,PT00M56.80S,2022-10-15T02:17:01.9Z,5,OVERTIME,rebound,defensive,[],1629684,,,1610612738,136,132,2022-10-15T02:17:05Z,7600000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,763.0,5.0,4.0,1.0,,,,,,,,,,,,,,
765,PT00M48.90S,2022-10-15T02:17:13.7Z,5,OVERTIME,turnover,out-of-bounds,[],1630202,,,1610612738,136,132,2022-10-15T02:17:31Z,7610000,,,0,,P. Pritchard bad pass out-of-bounds TURNOVER (2 TO),[1630202],1610612738.0,BOS,bad pass,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1151.0,,,,,,,2.0,,
